0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.996305108070373535e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.843989014625549316e-01,9.826425313949584961e-01,9.736056923866271973e-01,9.842864274978637695e-01
9.321278333663940430e-01,9.383978843688964844e-01,9.370816946029663086e-01,9.423496723175048828e-01,9.478338956832885742e-01,9.435021877288818359e-01,9.449121952056884766e-01,9.427875280380249023e-01,9.484406113624572754e-01,9.483926296234130859e-01,9.520960450172424316e-01,9.650029540061950684e-01,9.504593610763549805e-01,9.547065496444702148e-01,1.000000000000000000e+00,9.877588152885437012e-01,9.497443437576293945e-01,9.496638178825378418e-01,9.408007264137268066e-01,8.978078961372375488e-01,8.921453356742858887e-01,9.334186315536499023e-01,9.475528597831726074e-01,9.368119239807128906e-01,9.389442205429077148e-01,9.503346681594848633e-01,9.827871322631835938e-01,9.938185811042785645e-01,9.680581092834472656e-01,9.568650722503662109e-01,9.481390118598937988e-01,9.399433732032775879e-01,9.492993950843811035e-01,9.501453638076782227e-01,9.572809934616088867e-01,9.553110003471374512e-01,9.509918689727783203e-01,9.551367163658142090e-01,9.556071162223815918e-01,9.548001289367675781e-01,9.492948055267333984e-01,9.526771903038024902e-01,9.582502841949462891e-01,9.616963267326354980e-01,9.952745437622070312e-01,9.856298565864562988e-01,9.719818234443664551e-01,9.539839625358581543e-01,9.513896703720092773e-01,9.757189154624938965e-01,9.998758435249328613e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.342567920684814453e-01,9.407921433448791504e-01,9.386850595474243164e-01,9.466174840927124023e-01,9.415405988693237305e-01,9.267600178718566895e-01,9.317644834518432617e-01,9.424235224723815918e-01,9.454085230827331543e-01,9.410392045974731445e-01,9.469182491302490234e-01,9.394258856773376465e-01,9.161401391029357910e-01,9.249132871627807617e-01,9.725551605224609375e-01,9.693763256072998047e-01,9.380609989166259766e-01,9.326872825622558594e-01,9.206771254539489746e-01,8.579502105712890625e-01,8.529859185218811035e-01,9.118918180465698242e-01,9.331981539726257324e-01,9.286759495735168457e-01,9.306481480598449707e-01,9.306076169013977051e-01,9.348713159561157227e-01,9.433285593986511230e-01,9.404903650283813477e-01,9.441767930984497070e-01,9.366421699523925781e-01,9.317337870597839355e-01,9.391975998878479004e-01,9.347680807113647461e-01,9.449048042297363281e-01,9.437559247016906738e-01,9.460786581039428711e-01,9.574118256568908691e-01,9.487600922584533691e-01,9.425128102302551270e-01,9.428744912147521973e-01,9.464135766029357910e-01,9.411894083023071289e-01,9.412522315979003906e-01,9.672129750251770020e-01,9.583187699317932129e-01,9.425074458122253418e-01,9.405351877212524414e-01,9.335538744926452637e-01,9.365683794021606445e-01,9.581236243247985840e-01,9.548447132110595703e-01,9.576075077056884766e-01,9.577087163925170898e-01,9.622789621353149414e-01
9.209553003311157227e-01,9.254508614540100098e-01,9.211799502372741699e-01,9.161105751991271973e-01,9.089823365211486816e-01,9.046902656555175781e-01,9.125283956527709961e-01,9.213134050369262695e-01,9.263211488723754883e-01,9.277004599571228027e-01,9.222336411476135254e-01,9.207546114921569824e-01,8.997364640235900879e-01,9.039565324783325195e-01,9.311411380767822266e-01,9.294895529747009277e-01,9.131091237068176270e-01,9.043827056884765625e-01,8.951063156127929688e-01,8.490297794342041016e-01,8.428405523300170898e-01,8.849346637725830078e-01,9.093086719512939453e-01,9.084230661392211914e-01,9.043908119201660156e-01,9.090818762779235840e-01,9.418333768844604492e-01,9.552375674247741699e-01,9.308345913887023926e-01,9.297991394996643066e-01,9.235780239105224609e-01,9.202538728713989258e-01,9.204404950141906738e-01,9.184000492095947266e-01,9.318292140960693359e-01,9.214448332786560059e-01,9.202597141265869141e-01,9.408532977104187012e-01,9.356723427772521973e-01,9.260004162788391113e-01,9.235346913337707520e-01,9.322193861007690430e-01,9.261506795883178711e-01,9.147700071334838867e-01,9.237848520278930664e-01,9.259747266769409180e-01,9.274907112121582031e-01,9.273909330368041992e-01,9.204908013343811035e-01,9.199784398078918457e-01,9.385775923728942871e-01,9.409673213958740234e-01,9.417101740837097168e-01,9.434767961502075195e-01,9.529499411582946777e-01
9.197655320167541504e-01,9.161725640296936035e-01,9.156439900398254395e-01,9.038952589035034180e-01,9.032635688781738281e-01,9.044842720031738281e-01,9.090202450752258301e-01,9.167470335960388184e-01,9.289910793304443359e-01,9.184553027153015137e-01,9.168802499771118164e-01,9.187141060829162598e-01,9.029446840286254883e-01,9.179822206497192383e-01,9.609460830688476562e-01,9.488330483436584473e-01,9.112138748168945312e-01,9.052680730819702148e-01,8.986671566963195801e-01,8.558265566825866699e-01,8.464273810386657715e-01,8.748059868812561035e-01,8.985002040863037109e-01,9.029121994972229004e-01,9.064506888389587402e-01,9.169784188270568848e-01,9.210050106048583984e-01,9.324528574943542480e-01,9.244221448898315430e-01,9.292512536048889160e-01,9.181594252586364746e-01,9.164567589759826660e-01,9.217522740364074707e-01,9.231955409049987793e-01,9.329538941383361816e-01,9.252786040306091309e-01,9.104812741279602051e-01,9.278391599655151367e-01,9.350833892822265625e-01,9.242740869522094727e-01,9.196689128875732422e-01,9.281551241874694824e-01,9.214250445365905762e-01,9.244216084480285645e-01,9.599946737289428711e-01,9.439762830734252930e-01,9.246989488601684570e-01,9.184181094169616699e-01,9.115143418312072754e-01,9.171999096870422363e-01,9.409161210060119629e-01,9.454692006111145020e-01,9.441480040550231934e-01,9.495103955268859863e-01,9.548822045326232910e-01
9.084340929985046387e-01,9.065458178520202637e-01,9.156770706176757812e-01,9.122177958488464355e-01,9.093416333198547363e-01,9.094284176826477051e-01,9.059617519378662109e-01,9.101061224937438965e-01,9.193382263183593750e-01,9.061273932456970215e-01,9.088904857635498047e-01,9.113635420799255371e-01,8.918739557266235352e-01,9.062273502349853516e-01,9.332976937294006348e-01,9.270622134208679199e-01,9.113904833793640137e-01,8.932675719261169434e-01,8.843786716461181641e-01,8.415413498878479004e-01,8.375637531280517578e-01,8.854289054870605469e-01,9.031584262847900391e-01,8.976799249649047852e-01,9.018431901931762695e-01,9.143741130828857422e-01,9.340689778327941895e-01,9.401215314865112305e-01,9.150581955909729004e-01,9.205936789512634277e-01,9.156748056411743164e-01,9.190227985382080078e-01,9.245434999465942383e-01,9.124305844306945801e-01,9.181860089302062988e-01,9.131512641906738281e-01,9.056378006935119629e-01,9.173510670661926270e-01,9.227284193038940430e-01,9.169921278953552246e-01,9.185582995414733887e-01,9.199519753456115723e-01,9.074679613113403320e-01,9.116253852844238281e-01,9.252360463142395020e-01,9.174269437789916992e-01,9.192847013473510742e-01,9.099066257476806641e-01,9.087539315223693848e-01,9.069104194641113281e-01,9.098592400550842285e-01,9.207978844642639160e-01,9.309524893760681152e-01,9.310740828514099121e-01,9.315947294235229492e-01
9.076591730117797852e-01,9.121852517127990723e-01,9.111243486404418945e-01,9.183931350708007812e-01,9.124554991722106934e-01,9.065768122673034668e-01,9.109292030334472656e-01,9.110054373741149902e-01,9.155333042144775391e-01,9.047734141349792480e-01,9.115328192710876465e-01,9.096358418464660645e-01,8.855915069580078125e-01,9.046047329902648926e-01,9.406958818435668945e-01,9.314977526664733887e-01,9.085363745689392090e-01,8.979387879371643066e-01,8.864022493362426758e-01,8.390496373176574707e-01,8.306720256805419922e-01,8.806638121604919434e-01,9.056243300437927246e-01,8.916898369789123535e-01,8.946141600608825684e-01,9.049552083015441895e-01,9.186234474182128906e-01,9.244915843009948730e-01,9.109053015708923340e-01,9.169682264328002930e-01,9.189629554748535156e-01,9.152117967605590820e-01,9.206266403198242188e-01,9.029914736747741699e-01,9.014616608619689941e-01,9.046021103858947754e-01,9.056697487831115723e-01,9.180427789688110352e-01,9.248737692832946777e-01,9.217167496681213379e-01,9.202734827995300293e-01,9.212077260017395020e-01,9.241517186164855957e-01,9.244059324264526367e-01,9.399343729019165039e-01,9.289230704307556152e-01,9.255402684211730957e-01,9.142820239067077637e-01,9.055835604667663574e-01,9.108165502548217773e-01,9.347918033599853516e-01,9.360721707344055176e-01,9.500649571418762207e-01,9.622735381126403809e-01,9.610866308212280273e-01
9.013208150863647461e-01,9.067810177803039551e-01,9.018508195877075195e-01,9.035488367080688477e-01,9.023732542991638184e-01,8.955520987510681152e-01,9.019780755043029785e-01,9.109434485435485840e-01,9.174920320510864258e-01,9.086136817932128906e-01,9.163219928741455078e-01,9.061600565910339355e-01,8.820716738700866699e-01,8.994859457015991211e-01,9.438201189041137695e-01,9.358939528465270996e-01,9.086125493049621582e-01,8.970457911491394043e-01,8.854025006294250488e-01,8.370387554168701172e-01,8.310363888740539551e-01,8.741751909255981445e-01,9.028404951095581055e-01,8.942769765853881836e-01,8.926374316215515137e-01,9.056041240692138672e-01,9.295140504837036133e-01,9.222019910812377930e-01,9.054480195045471191e-01,9.135761857032775879e-01,9.027503728866577148e-01,9.071692824363708496e-01,9.153692126274108887e-01,9.031865596771240234e-01,9.058962464332580566e-01,9.010388851165771484e-01,8.988198637962341309e-01,9.100594520568847656e-01,9.128108024597167969e-01,9.091619849205017090e-01,9.097568392753601074e-01,9.135593175888061523e-01,9.135459065437316895e-01,9.180331826210021973e-01,9.366450309753417969e-01,9.205643534660339355e-01,9.056622385978698730e-01,9.028257727622985840e-01,8.991419672966003418e-01,9.009727835655212402e-01,9.182137250900268555e-01,9.124993681907653809e-01,9.093296527862548828e-01,9.137593507766723633e-01,9.283010363578796387e-01
8.953837156295776367e-01,9.067410230636596680e-01,9.092277884483337402e-01,9.032883048057556152e-01,8.976093530654907227e-01,8.934954404830932617e-01,9.007803797721862793e-01,9.004989266395568848e-01,9.078253507614135742e-01,9.071697592735290527e-01,9.206193685531616211e-01,9.196414351463317871e-01,8.959442973136901855e-01,9.001891016960144043e-01,9.355435371398925781e-01,9.318170547485351562e-01,9.134719371795654297e-01,8.966542482376098633e-01,8.880605101585388184e-01,8.505288362503051758e-01,8.463310599327087402e-01,8.840282559394836426e-01,9.060692787170410156e-01,8.930412530899047852e-01,8.940545320510864258e-01,9.031300544738769531e-01,9.203028082847595215e-01,9.205901026725769043e-01,9.107625484466552734e-01,9.174214005470275879e-01,9.115788936614990234e-01,9.077156782150268555e-01,9.148210287094116211e-01,9.072186946868896484e-01,9.180898070335388184e-01,9.119275808334350586e-01,9.034836292266845703e-01,9.061022996902465820e-01,9.071669578552246094e-01,9.017429947853088379e-01,9.036256074905395508e-01,9.127718210220336914e-01,9.212410449981689453e-01,9.115953445434570312e-01,9.218131303787231445e-01,9.170296788215637207e-01,9.090989232063293457e-01,9.054244756698608398e-01,9.018202424049377441e-01,9.048002958297729492e-01,9.249054789543151855e-01,9.285587072372436523e-01,9.171860218048095703e-01,9.173439145088195801e-01,9.330496788024902344e-01
