0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.877462744712829590e-01,8.241862058639526367e-01,8.371733427047729492e-01,9.500687122344970703e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.024587273597717285e-01,9.367901682853698730e-01,9.530950188636779785e-01,9.345638751983642578e-01,9.311546683311462402e-01,9.265626668930053711e-01,9.188095331192016602e-01,9.261661767959594727e-01,9.262830018997192383e-01,9.281496405601501465e-01,9.607123732566833496e-01,9.515868425369262695e-01,9.125453829765319824e-01,9.237363934516906738e-01,9.716654419898986816e-01,9.775017499923706055e-01,9.390392303466796875e-01,9.454282522201538086e-01,9.454166889190673828e-01,9.365702271461486816e-01,9.484582543373107910e-01,9.475014805793762207e-01,9.417276382446289062e-01,9.247811436653137207e-01,9.230909347534179688e-01,9.328851103782653809e-01,9.398959875106811523e-01,9.488307833671569824e-01,9.471810460090637207e-01,9.354662895202636719e-01,9.445986747741699219e-01,9.495838284492492676e-01,9.674677848815917969e-01,9.560199379920959473e-01,9.408252239227294922e-01,9.437426924705505371e-01,9.751575589179992676e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.615612626075744629e-01,9.510952234268188477e-01,9.451885819435119629e-01,9.533416032791137695e-01,9.443591237068176270e-01,9.097601771354675293e-01
9.013803005218505859e-01,9.462780952453613281e-01,9.531129002571105957e-01,9.416049122810363770e-01,9.351766109466552734e-01,9.287226200103759766e-01,9.254533052444458008e-01,9.335604310035705566e-01,9.222897887229919434e-01,9.254666566848754883e-01,9.507141113281250000e-01,9.418651461601257324e-01,9.279871582984924316e-01,9.252079129219055176e-01,9.380303025245666504e-01,9.346163868904113770e-01,9.257091879844665527e-01,9.405389428138732910e-01,9.384353160858154297e-01,9.235165715217590332e-01,9.338439702987670898e-01,9.301152229309082031e-01,9.287928938865661621e-01,9.125387668609619141e-01,9.194197058677673340e-01,9.237817525863647461e-01,9.262967705726623535e-01,9.410607814788818359e-01,9.348768591880798340e-01,9.231261610984802246e-01,9.425074458122253418e-01,9.359825253486633301e-01,9.431998133659362793e-01,9.380615353584289551e-01,9.280822873115539551e-01,9.267660379409790039e-01,9.395298957824707031e-01,8.983426094055175781e-01,8.689025044441223145e-01,8.807744979858398438e-01,9.348005652427673340e-01,9.363874197006225586e-01,9.281161427497863770e-01,9.230756163597106934e-01,9.350485801696777344e-01,9.291501641273498535e-01,8.936902284622192383e-01
8.805107474327087402e-01,9.121800065040588379e-01,9.227408170700073242e-01,9.273076057434082031e-01,9.197394251823425293e-01,9.078108668327331543e-01,9.069086909294128418e-01,9.139810800552368164e-01,9.052311182022094727e-01,9.116515517234802246e-01,9.293910861015319824e-01,9.238241314888000488e-01,9.080209136009216309e-01,9.022420644760131836e-01,9.172111749649047852e-01,9.123947620391845703e-01,9.003378152847290039e-01,9.161352515220642090e-01,9.193227887153625488e-01,9.087167978286743164e-01,9.178271889686584473e-01,9.169144034385681152e-01,9.113911390304565430e-01,8.956607580184936523e-01,9.000265002250671387e-01,9.067912697792053223e-01,8.976936340332031250e-01,9.116471409797668457e-01,9.106544256210327148e-01,9.025883674621582031e-01,9.162113666534423828e-01,9.175291061401367188e-01,9.177845120429992676e-01,9.144252538681030273e-01,9.024082422256469727e-01,9.051762223243713379e-01,9.307068586349487305e-01,8.737807869911193848e-01,8.311481475830078125e-01,8.543785810470581055e-01,9.179186224937438965e-01,9.164474606513977051e-01,9.100529551506042480e-01,9.036185741424560547e-01,9.119653105735778809e-01,9.071733355522155762e-01,8.798523545265197754e-01
8.758372068405151367e-01,9.122664332389831543e-01,9.116877317428588867e-01,9.203135967254638672e-01,9.236460328102111816e-01,9.139439463615417480e-01,9.135082364082336426e-01,9.192954301834106445e-01,9.089519977569580078e-01,9.085972309112548828e-01,9.309724569320678711e-01,9.281430244445800781e-01,9.148266315460205078e-01,9.048437476158142090e-01,9.202572107315063477e-01,9.182219505310058594e-01,8.934532999992370605e-01,9.022567868232727051e-01,9.144520759582519531e-01,9.018961191177368164e-01,9.018030762672424316e-01,9.094935655593872070e-01,9.091319441795349121e-01,8.979548215866088867e-01,9.053205251693725586e-01,9.038460254669189453e-01,9.025379419326782227e-01,9.110942482948303223e-01,9.118131399154663086e-01,9.084681272506713867e-01,9.090966582298278809e-01,9.146945476531982422e-01,9.200489521026611328e-01,9.167148470878601074e-01,9.074360728263854980e-01,9.145534038543701172e-01,9.262987375259399414e-01,8.891250491142272949e-01,8.539035916328430176e-01,8.715608716011047363e-01,9.351388812065124512e-01,9.209718108177185059e-01,9.200819730758666992e-01,9.121738076210021973e-01,9.138422608375549316e-01,9.072146415710449219e-01,8.759166002273559570e-01
8.649660944938659668e-01,8.983908295631408691e-01,9.129212498664855957e-01,9.141857028007507324e-01,9.115270972251892090e-01,9.097988009452819824e-01,9.093194007873535156e-01,9.140475392341613770e-01,9.083896279335021973e-01,8.988667130470275879e-01,9.174768924713134766e-01,9.166957736015319824e-01,9.062122702598571777e-01,8.973646163940429688e-01,8.997645378112792969e-01,9.053745865821838379e-01,8.963718414306640625e-01,9.066138267517089844e-01,9.087161421775817871e-01,8.893264532089233398e-01,8.866781592369079590e-01,8.893132805824279785e-01,8.924300670623779297e-01,8.850008249282836914e-01,8.921216130256652832e-01,8.962614536285400391e-01,8.920274972915649414e-01,8.955683708190917969e-01,8.895837068557739258e-01,8.885176777839660645e-01,8.878706693649291992e-01,9.088658094406127930e-01,9.134608507156372070e-01,9.104951024055480957e-01,9.098806381225585938e-01,8.966589570045471191e-01,9.024016857147216797e-01,8.367714285850524902e-01,7.964324355125427246e-01,8.110828399658203125e-01,8.863198161125183105e-01,9.033399224281311035e-01,9.009920954704284668e-01,9.036034345626831055e-01,9.118211865425109863e-01,9.105336070060729980e-01,8.721688985824584961e-01
8.692741394042968750e-01,9.093844294548034668e-01,9.205263257026672363e-01,9.093238115310668945e-01,9.054836034774780273e-01,9.074851870536804199e-01,8.944207429885864258e-01,8.987593054771423340e-01,9.064203500747680664e-01,9.021549820899963379e-01,9.257736206054687500e-01,9.266789555549621582e-01,9.040934443473815918e-01,8.923906683921813965e-01,9.229900836944580078e-01,9.330648779869079590e-01,9.043236374855041504e-01,9.094758629798889160e-01,9.134139418601989746e-01,8.936092257499694824e-01,8.836199045181274414e-01,8.881783485412597656e-01,8.892829418182373047e-01,8.899644017219543457e-01,8.925808668136596680e-01,8.934394121170043945e-01,8.846863508224487305e-01,8.911786079406738281e-01,8.909607529640197754e-01,8.834919333457946777e-01,8.829776644706726074e-01,9.129517078399658203e-01,9.331589937210083008e-01,9.195840358734130859e-01,9.032410383224487305e-01,8.913320302963256836e-01,9.103131890296936035e-01,8.881970643997192383e-01,8.584781885147094727e-01,8.738666772842407227e-01,9.271557331085205078e-01,9.158338308334350586e-01,9.067488908767700195e-01,9.085088372230529785e-01,9.156408905982971191e-01,9.009937644004821777e-01,8.715308308601379395e-01
8.573894500732421875e-01,8.903727531433105469e-01,9.081433415412902832e-01,9.078059792518615723e-01,9.111942052841186523e-01,9.102063775062561035e-01,8.976929783821105957e-01,8.953267335891723633e-01,8.968873620033264160e-01,8.943084478378295898e-01,9.026526808738708496e-01,9.095415472984313965e-01,8.984891176223754883e-01,8.908566832542419434e-01,9.093677997589111328e-01,9.104390144348144531e-01,8.970201611518859863e-01,9.011344909667968750e-01,9.052410125732421875e-01,8.834819793701171875e-01,8.730702400207519531e-01,8.770672082901000977e-01,8.813199400901794434e-01,8.806718587875366211e-01,8.818849325180053711e-01,8.877218365669250488e-01,8.851652741432189941e-01,8.912497162818908691e-01,8.851714730262756348e-01,8.838146924972534180e-01,8.923493027687072754e-01,8.992321491241455078e-01,8.913705348968505859e-01,8.802546858787536621e-01,8.869898319244384766e-01,8.859106898307800293e-01,8.954356312751770020e-01,8.232334852218627930e-01,7.849093079566955566e-01,8.109649419784545898e-01,9.008390903472900391e-01,9.009752273559570312e-01,8.979321122169494629e-01,8.957306742668151855e-01,9.108637571334838867e-01,8.991103172302246094e-01,8.658712506294250488e-01
8.638822436332702637e-01,9.104945659637451172e-01,9.305679798126220703e-01,9.190713167190551758e-01,9.168757200241088867e-01,9.147276282310485840e-01,9.090996980667114258e-01,9.097464084625244141e-01,8.948049545288085938e-01,9.005173444747924805e-01,9.288179874420166016e-01,9.327690005302429199e-01,9.053068161010742188e-01,8.960542082786560059e-01,9.192046523094177246e-01,9.195387363433837891e-01,8.991167545318603516e-01,8.974682688713073730e-01,9.073998332023620605e-01,8.857657909393310547e-01,8.823829293251037598e-01,8.855910301208496094e-01,8.903453946113586426e-01,8.915647864341735840e-01,8.913586735725402832e-01,8.988421559333801270e-01,8.979277014732360840e-01,9.004656672477722168e-01,8.920217752456665039e-01,8.885898590087890625e-01,9.036573171615600586e-01,9.107454419136047363e-01,9.160285592079162598e-01,9.084913730621337891e-01,9.035097956657409668e-01,8.964248299598693848e-01,9.099500775337219238e-01,8.706508874893188477e-01,8.311790823936462402e-01,8.433699607849121094e-01,9.061653017997741699e-01,9.094148874282836914e-01,9.049208164215087891e-01,8.985068798065185547e-01,9.022014141082763672e-01,9.036505818367004395e-01,8.744074106216430664e-01
8.521228432655334473e-01,8.849421143531799316e-01,8.996064066886901855e-01,9.021604657173156738e-01,8.970288038253784180e-01,8.823422193527221680e-01,8.821616768836975098e-01,8.814367055892944336e-01,8.746201395988464355e-01,8.841844797134399414e-01,9.036288261413574219e-01,9.061381816864013672e-01,8.886442184448242188e-01,8.791853785514831543e-01,9.013097286224365234e-01,9.097166061401367188e-01,8.887223005294799805e-01,8.855168819427490234e-01,8.943850398063659668e-01,8.758189082145690918e-01,8.831512331962585449e-01,8.847506046295166016e-01,8.820658326148986816e-01,8.786406517028808594e-01,8.838447928428649902e-01,8.866741657257080078e-01,8.847966790199279785e-01,8.928356170654296875e-01,8.788570761680603027e-01,8.665437102317810059e-01,8.776226043701171875e-01,8.802382349967956543e-01,8.845627903938293457e-01,8.751983642578125000e-01,8.756713867187500000e-01,8.830376267433166504e-01,9.049534201622009277e-01,8.280704617500305176e-01,7.869132757186889648e-01,8.147171735763549805e-01,8.913787007331848145e-01,8.915921449661254883e-01,8.957132697105407715e-01,8.937803506851196289e-01,8.959549665451049805e-01,8.933196067810058594e-01,8.585875630378723145e-01
8.551999330520629883e-01,8.953306078910827637e-01,9.065401554107666016e-01,9.029353260993957520e-01,9.082587957382202148e-01,8.936854600906372070e-01,8.875724673271179199e-01,8.922522068023681641e-01,8.942265510559082031e-01,9.001342654228210449e-01,9.275279045104980469e-01,9.241414666175842285e-01,8.964893221855163574e-01,8.907529711723327637e-01,8.958988785743713379e-01,9.011902213096618652e-01,8.978645205497741699e-01,8.966171145439147949e-01,8.972430229187011719e-01,8.817676901817321777e-01,8.902315497398376465e-01,8.910049796104431152e-01,8.851957321166992188e-01,8.794388771057128906e-01,8.894380927085876465e-01,8.852531313896179199e-01,8.811466097831726074e-01,9.015886783599853516e-01,8.916146755218505859e-01,8.722592592239379883e-01,8.838269114494323730e-01,8.981454968452453613e-01,9.028453230857849121e-01,8.903452157974243164e-01,8.880274891853332520e-01,8.917015194892883301e-01,9.072542190551757812e-01,8.526853322982788086e-01,8.119447231292724609e-01,8.347968459129333496e-01,9.030508995056152344e-01,9.050582051277160645e-01,9.082151055335998535e-01,9.035201668739318848e-01,9.095451831817626953e-01,8.968726396560668945e-01,8.638182282447814941e-01
8.535217046737670898e-01,8.814595341682434082e-01,8.912829160690307617e-01,8.834518194198608398e-01,8.945375680923461914e-01,8.924544453620910645e-01,8.871033191680908203e-01,8.879465460777282715e-01,8.835186362266540527e-01,8.859137892723083496e-01,9.037030935287475586e-01,8.964473009109497070e-01,8.833775520324707031e-01,8.756104111671447754e-01,9.019756913185119629e-01,9.091893434524536133e-01,8.878450393676757812e-01,8.811084032058715820e-01,8.820370435714721680e-01,8.736437559127807617e-01,8.849958181381225586e-01,8.831588029861450195e-01,8.806716203689575195e-01,8.753522634506225586e-01,8.856467008590698242e-01,8.827303647994995117e-01,8.762115240097045898e-01,8.903495073318481445e-01,8.832690119743347168e-01,8.659542202949523926e-01,8.826462030410766602e-01,8.888701796531677246e-01,8.942789435386657715e-01,8.858494162559509277e-01,8.818576931953430176e-01,8.838102817535400391e-01,9.005044102668762207e-01,8.386559486389160156e-01,7.872462272644042969e-01,8.057217001914978027e-01,8.824023008346557617e-01,8.933796882629394531e-01,8.954136967658996582e-01,8.949917554855346680e-01,9.066817760467529297e-01,8.902980089187622070e-01,8.629026412963867188e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-7.483581546694040298e-03,-1.733360625803470612e-02,-2.338759042322635651e-02,-1.920144073665142059e-02,-1.085434947162866592e-02,-2.507258439436554909e-03,5.839832592755556107e-03,1.418692339211702347e-02,2.253401465713977814e-02,2.152662910521030426e-02,2.152662910521030426e-02,2.152662910521030426e-02,2.152662910521030426e-02,2.152662910521030426e-02
