0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.767708182334899902e-01,9.861320853233337402e-01,9.829164147377014160e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.908186793327331543e-01,9.956426024436950684e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.435561895370483398e-01,8.933879733085632324e-01,8.328240513801574707e-01,5.674142837524414062e-01,3.785910308361053467e-01,3.211192786693572998e-01,3.483216166496276855e-01,4.697034358978271484e-01,5.187651515007019043e-01,5.164081454277038574e-01,5.863141417503356934e-01,6.403023004531860352e-01,6.494015455245971680e-01,6.698526144027709961e-01,6.444735527038574219e-01,6.744381785392761230e-01,7.571607232093811035e-01,8.191304206848144531e-01,8.471261262893676758e-01,8.861514925956726074e-01,9.013202786445617676e-01,8.997875452041625977e-01
9.406376481056213379e-01,8.601252436637878418e-01,7.693161368370056152e-01,5.671025514602661133e-01,4.939502477645874023e-01,5.226063728332519531e-01,6.325941085815429688e-01,7.841826081275939941e-01,8.795643448829650879e-01,9.102105498313903809e-01,9.852573275566101074e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.822738766670227051e-01,9.703029990196228027e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.658582210540771484e-01,9.207751154899597168e-01,9.279509782791137695e-01,9.089696407318115234e-01
9.173366427421569824e-01,8.527985215187072754e-01,7.846583127975463867e-01,6.564056873321533203e-01,6.046381592750549316e-01,6.480475068092346191e-01,7.565845251083374023e-01,8.230524659156799316e-01,8.794320225715637207e-01,8.890850543975830078e-01,9.259005188941955566e-01,9.306991696357727051e-01,9.495722651481628418e-01,9.454307556152343750e-01,9.161078929901123047e-01,8.929068446159362793e-01,9.117840528488159180e-01,9.063866734504699707e-01,8.780209422111511230e-01,8.821762800216674805e-01,8.938372135162353516e-01,8.700121641159057617e-01
9.071705341339111328e-01,8.497411012649536133e-01,7.741189599037170410e-01,5.833863615989685059e-01,4.166363179683685303e-01,3.558400273323059082e-01,3.750015199184417725e-01,4.015591442584991455e-01,4.255916476249694824e-01,4.289121329784393311e-01,4.559278190135955811e-01,4.727009832859039307e-01,5.120126008987426758e-01,5.395653843879699707e-01,5.192515254020690918e-01,5.509421229362487793e-01,6.132437586784362793e-01,6.675068140029907227e-01,7.159029841423034668e-01,7.953636050224304199e-01,8.389444947242736816e-01,8.330345153808593750e-01
8.942579627037048340e-01,8.425666689872741699e-01,7.788504362106323242e-01,5.383011102676391602e-01,3.911852240562438965e-01,3.887113034725189209e-01,4.703640639781951904e-01,5.720666646957397461e-01,6.382288932800292969e-01,6.567592620849609375e-01,7.373620867729187012e-01,7.542206048965454102e-01,7.729906439781188965e-01,7.691265344619750977e-01,7.490714788436889648e-01,7.656413912773132324e-01,8.144323825836181641e-01,8.306217789649963379e-01,8.193807601928710938e-01,8.304659724235534668e-01,8.606390953063964844e-01,8.437565565109252930e-01
8.779022097587585449e-01,8.096369504928588867e-01,7.563153505325317383e-01,5.025043487548828125e-01,3.983091711997985840e-01,4.426304101943969727e-01,5.348007082939147949e-01,6.219869256019592285e-01,6.624160408973693848e-01,6.667590141296386719e-01,7.156400084495544434e-01,7.217103838920593262e-01,7.302111387252807617e-01,7.354911565780639648e-01,7.353650927543640137e-01,7.454078197479248047e-01,7.849587798118591309e-01,8.084118366241455078e-01,8.201752305030822754e-01,8.451570272445678711e-01,8.708868026733398438e-01,8.366444706916809082e-01
8.851715326309204102e-01,7.749277949333190918e-01,6.991791725158691406e-01,5.180174708366394043e-01,4.071959853172302246e-01,4.445039033889770508e-01,5.343067646026611328e-01,5.972130894660949707e-01,6.104033589363098145e-01,6.135021448135375977e-01,6.804400086402893066e-01,6.937157511711120605e-01,6.994677782058715820e-01,7.240585088729858398e-01,7.203438878059387207e-01,7.345548868179321289e-01,7.796370983123779297e-01,8.107406497001647949e-01,8.332017064094543457e-01,8.383699655532836914e-01,8.559064269065856934e-01,8.176254630088806152e-01
8.753680586814880371e-01,7.568458318710327148e-01,6.825199723243713379e-01,5.664787888526916504e-01,4.925067722797393799e-01,5.364138484001159668e-01,6.344490647315979004e-01,7.213180661201477051e-01,7.525057792663574219e-01,7.581209540367126465e-01,7.877120971679687500e-01,7.869742512702941895e-01,7.814038991928100586e-01,7.807455658912658691e-01,7.723995447158813477e-01,7.804234027862548828e-01,8.117651939392089844e-01,8.204070329666137695e-01,8.183928728103637695e-01,8.166490793228149414e-01,8.317866921424865723e-01,8.039227128028869629e-01
