0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.982037544250488281e-01
9.198550581932067871e-01,9.081123471260070801e-01,9.128073453903198242e-01,9.177584648132324219e-01,9.145731925964355469e-01,9.206808805465698242e-01,9.202635288238525391e-01,9.175325632095336914e-01,9.150108695030212402e-01,9.168609976768493652e-01,9.203357696533203125e-01,9.232810139656066895e-01,9.294651746749877930e-01,9.219969511032104492e-01,9.238123893737792969e-01,9.287848472595214844e-01,9.337000846862792969e-01,9.399236440658569336e-01,9.420378208160400391e-01,9.388024806976318359e-01,9.332022666931152344e-01,9.319868087768554688e-01,9.359212517738342285e-01,9.346925616264343262e-01,9.339985251426696777e-01,9.412163496017456055e-01,9.394525289535522461e-01,9.356687068939208984e-01,9.428252577781677246e-01,9.382145404815673828e-01,9.380440711975097656e-01,9.394184350967407227e-01,9.398248791694641113e-01,9.394032359123229980e-01,9.392287135124206543e-01,9.368937611579895020e-01,9.426450133323669434e-01,9.455523490905761719e-01,9.626486897468566895e-01,1.000000000000000000e+00
9.361837506294250488e-01,9.238328337669372559e-01,9.273002743721008301e-01,9.319394230842590332e-01,9.278042912483215332e-01,9.233593344688415527e-01,9.073074460029602051e-01,9.033765196800231934e-01,9.101651310920715332e-01,9.049977660179138184e-01,9.149453043937683105e-01,9.275868535041809082e-01,9.245051145553588867e-01,9.134243130683898926e-01,9.242998957633972168e-01,9.262443184852600098e-01,9.258497357368469238e-01,9.367305636405944824e-01,9.300091862678527832e-01,9.266369342803955078e-01,9.314838647842407227e-01,9.342459440231323242e-01,9.352127313613891602e-01,9.342886805534362793e-01,9.322771430015563965e-01,9.308153986930847168e-01,9.293534159660339355e-01,9.236924648284912109e-01,9.243997931480407715e-01,9.313581585884094238e-01,9.325338602066040039e-01,9.318504333496093750e-01,9.266734123229980469e-01,9.268212318420410156e-01,9.279004931449890137e-01,9.271703362464904785e-01,9.236335158348083496e-01,9.193469882011413574e-01,9.275745153427124023e-01,9.295451045036315918e-01
9.296545386314392090e-01,9.218454360961914062e-01,9.210605621337890625e-01,9.203577637672424316e-01,9.157288074493408203e-01,9.074428081512451172e-01,8.908661007881164551e-01,8.945166468620300293e-01,8.978866934776306152e-01,8.821610212326049805e-01,8.930097818374633789e-01,9.053374528884887695e-01,9.127546548843383789e-01,9.099386930465698242e-01,9.138417840003967285e-01,9.122995734214782715e-01,9.075327515602111816e-01,9.225644469261169434e-01,9.212983250617980957e-01,9.131274223327636719e-01,9.063225388526916504e-01,9.060320854187011719e-01,9.110459685325622559e-01,9.121370911598205566e-01,9.092446565628051758e-01,9.151915311813354492e-01,9.245915412902832031e-01,9.071854948997497559e-01,9.023705124855041504e-01,9.087007641792297363e-01,9.102429747581481934e-01,9.150767326354980469e-01,9.032353162765502930e-01,9.064227938652038574e-01,9.206936955451965332e-01,9.174288511276245117e-01,9.145992994308471680e-01,9.095693826675415039e-01,9.105747342109680176e-01,9.338203668594360352e-01
9.250990152359008789e-01,9.087722301483154297e-01,9.034648537635803223e-01,9.002358913421630859e-01,9.040729403495788574e-01,9.049642682075500488e-01,8.920181989669799805e-01,8.983874320983886719e-01,9.036664962768554688e-01,8.909205198287963867e-01,8.953385353088378906e-01,8.983647227287292480e-01,9.052802920341491699e-01,8.961744904518127441e-01,9.047076106071472168e-01,9.099002480506896973e-01,9.020634293556213379e-01,9.168485999107360840e-01,9.183568358421325684e-01,9.111129641532897949e-01,9.080060124397277832e-01,9.064182043075561523e-01,9.088852405548095703e-01,9.138137698173522949e-01,9.142786860466003418e-01,9.115501642227172852e-01,9.136033654212951660e-01,9.050843119621276855e-01,9.055280089378356934e-01,9.090735316276550293e-01,9.038702845573425293e-01,9.148588180541992188e-01,9.105989933013916016e-01,9.134274721145629883e-01,9.252778291702270508e-01,9.191283583641052246e-01,9.132244586944580078e-01,9.104821085929870605e-01,9.100120663642883301e-01,9.258755445480346680e-01
9.086903929710388184e-01,8.954197168350219727e-01,8.866068720817565918e-01,8.939772248268127441e-01,9.018836021423339844e-01,9.024167656898498535e-01,8.933620452880859375e-01,8.990885615348815918e-01,9.058715701103210449e-01,8.895135521888732910e-01,8.862820863723754883e-01,8.970682621002197266e-01,8.955816626548767090e-01,8.888713717460632324e-01,9.051747918128967285e-01,9.053452014923095703e-01,8.942333459854125977e-01,9.085031747817993164e-01,9.097335338592529297e-01,9.024047255516052246e-01,9.014235138893127441e-01,8.999381065368652344e-01,9.002693891525268555e-01,9.011361598968505859e-01,9.014076590538024902e-01,8.966771960258483887e-01,9.033670425415039062e-01,9.062188267707824707e-01,9.010895490646362305e-01,9.047443866729736328e-01,8.985208272933959961e-01,9.007899761199951172e-01,8.987011313438415527e-01,9.002137780189514160e-01,9.128147363662719727e-01,9.090933799743652344e-01,8.976231217384338379e-01,8.960527181625366211e-01,9.008988142013549805e-01,9.060609340667724609e-01
9.101428985595703125e-01,9.005040526390075684e-01,8.951136469841003418e-01,9.038338661193847656e-01,9.006117582321166992e-01,9.020356535911560059e-01,8.959005475044250488e-01,9.025923609733581543e-01,9.130291938781738281e-01,8.997880220413208008e-01,8.934161067008972168e-01,9.078911542892456055e-01,9.037212133407592773e-01,8.874264955520629883e-01,8.917836546897888184e-01,9.022932648658752441e-01,9.052610397338867188e-01,9.190103411674499512e-01,9.174883961677551270e-01,9.055608510971069336e-01,8.931639790534973145e-01,8.963479995727539062e-01,8.979902267456054688e-01,9.005532860755920410e-01,9.015685915946960449e-01,8.960047960281372070e-01,9.000981450080871582e-01,9.046043157577514648e-01,9.090139269828796387e-01,9.140188097953796387e-01,9.095366001129150391e-01,9.075860977172851562e-01,9.042592644691467285e-01,9.022015929222106934e-01,9.110662937164306641e-01,9.114689230918884277e-01,9.063268303871154785e-01,8.993576169013977051e-01,9.177902340888977051e-01,9.347875118255615234e-01
9.075009226799011230e-01,8.889641761779785156e-01,8.869081735610961914e-01,8.854869008064270020e-01,8.823834657669067383e-01,8.909578323364257812e-01,8.821934461593627930e-01,8.846201896667480469e-01,8.942216634750366211e-01,8.890401721000671387e-01,8.910415768623352051e-01,8.991528749465942383e-01,8.975057601928710938e-01,8.775863051414489746e-01,8.819326162338256836e-01,8.945900797843933105e-01,8.984235525131225586e-01,9.112634658813476562e-01,9.071184396743774414e-01,8.928065896034240723e-01,8.894942402839660645e-01,8.947542905807495117e-01,8.969337940216064453e-01,8.961606621742248535e-01,9.005925059318542480e-01,8.998644351959228516e-01,8.920379281044006348e-01,8.916121721267700195e-01,8.956310749053955078e-01,8.980151414871215820e-01,9.019358754158020020e-01,9.008015990257263184e-01,8.897391557693481445e-01,8.872906565666198730e-01,8.971838951110839844e-01,8.970155119895935059e-01,8.953096270561218262e-01,8.887165188789367676e-01,8.866685628890991211e-01,8.911290764808654785e-01
9.018654823303222656e-01,8.927209377288818359e-01,8.909893631935119629e-01,8.926014304161071777e-01,8.955435156822204590e-01,8.990097641944885254e-01,8.953468203544616699e-01,8.964707851409912109e-01,8.930694460868835449e-01,8.866120576858520508e-01,8.953640460968017578e-01,8.970074653625488281e-01,8.918684124946594238e-01,8.833369612693786621e-01,8.920413255691528320e-01,8.979983329772949219e-01,8.921693563461303711e-01,9.049884080886840820e-01,9.075688123703002930e-01,8.977236151695251465e-01,8.887388110160827637e-01,8.907285332679748535e-01,8.961877822875976562e-01,8.999493718147277832e-01,9.032052755355834961e-01,9.027444720268249512e-01,9.017634391784667969e-01,9.004331231117248535e-01,8.892083764076232910e-01,8.918814659118652344e-01,9.027581810951232910e-01,9.093753695487976074e-01,8.938919901847839355e-01,8.883077502250671387e-01,8.985190391540527344e-01,8.938459753990173340e-01,9.014135003089904785e-01,8.987756371498107910e-01,9.072131514549255371e-01,9.355930685997009277e-01
