0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.987702369689941406e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.669827222824096680e-01,9.813618659973144531e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.740014672279357910e-01,9.088236689567565918e-01,9.150238633155822754e-01,9.978876113891601562e-01,9.828009009361267090e-01,9.396211504936218262e-01,9.637297391891479492e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.771700859069824219e-01,9.139963984489440918e-01,9.437245726585388184e-01,9.348036050796508789e-01,9.301112294197082520e-01,9.383324980735778809e-01,9.449388384819030762e-01,9.375306367874145508e-01,9.384396076202392578e-01,9.425078034400939941e-01,9.538374543190002441e-01,9.683349132537841797e-01,9.523696303367614746e-01,9.407483935356140137e-01,9.375923275947570801e-01,9.340883493423461914e-01,9.468326568603515625e-01,9.410518407821655273e-01,9.387481212615966797e-01,9.375584721565246582e-01,9.426946640014648438e-01,9.383786320686340332e-01,9.363956451416015625e-01,9.395907521247863770e-01,9.685675501823425293e-01,1.000000000000000000e+00,9.667248129844665527e-01,9.420647025108337402e-01,9.504835605621337891e-01,9.431983828544616699e-01,9.406753778457641602e-01,9.435647130012512207e-01,9.496544599533081055e-01,9.448565244674682617e-01,9.397653341293334961e-01,9.358236789703369141e-01,9.363877177238464355e-01,9.534381628036499023e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.504367709159851074e-01,9.518595337867736816e-01,9.763653278350830078e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.686558842658996582e-01,9.640035629272460938e-01,9.400928020477294922e-01
8.739523291587829590e-01,9.154130816459655762e-01,9.522846341133117676e-01,9.407358765602111816e-01,9.363825917243957520e-01,9.324604868888854980e-01,9.338610172271728516e-01,9.338764548301696777e-01,9.415825605392456055e-01,9.545795321464538574e-01,9.475850462913513184e-01,9.522863030433654785e-01,9.421641826629638672e-01,9.364243745803833008e-01,9.393767118453979492e-01,9.269818067550659180e-01,9.365719556808471680e-01,9.320757389068603516e-01,9.361256361007690430e-01,9.277125000953674316e-01,9.274637103080749512e-01,9.236817359924316406e-01,9.223596453666687012e-01,9.293867945671081543e-01,9.498015046119689941e-01,9.655313491821289062e-01,9.386516213417053223e-01,9.303336739540100098e-01,9.397664070129394531e-01,9.317107200622558594e-01,9.317455887794494629e-01,9.424396157264709473e-01,9.475567340850830078e-01,9.317737817764282227e-01,9.255296587944030762e-01,9.179113507270812988e-01,9.292633533477783203e-01,9.420796632766723633e-01,9.446052908897399902e-01,9.475407004356384277e-01,9.395580291748046875e-01,9.396776556968688965e-01,9.342439770698547363e-01,9.295491576194763184e-01,9.045755267143249512e-01,9.145607948303222656e-01,9.592733979225158691e-01,9.486191272735595703e-01,9.406847953796386719e-01,9.561014771461486816e-01,9.714675545692443848e-01,9.691429138183593750e-01,9.364513754844665527e-01
8.540067076683044434e-01,8.935546875000000000e-01,9.215812683105468750e-01,9.139139652252197266e-01,9.250746369361877441e-01,9.138876199722290039e-01,9.094026684761047363e-01,9.150428175926208496e-01,9.218657612800598145e-01,9.318007230758666992e-01,9.317005276679992676e-01,9.262049198150634766e-01,9.166203737258911133e-01,9.089637994766235352e-01,9.049894809722900391e-01,8.988774418830871582e-01,9.105821847915649414e-01,9.145600795745849609e-01,9.116703271865844727e-01,9.024440050125122070e-01,9.122318625450134277e-01,9.102973937988281250e-01,9.062933325767517090e-01,9.081634879112243652e-01,9.148724675178527832e-01,9.205302596092224121e-01,9.129409193992614746e-01,9.167917966842651367e-01,9.235535860061645508e-01,9.068624973297119141e-01,9.059281945228576660e-01,9.214540123939514160e-01,9.228723645210266113e-01,9.051966071128845215e-01,9.077035784721374512e-01,8.981168866157531738e-01,9.044365882873535156e-01,9.276814460754394531e-01,9.442387223243713379e-01,9.411764144897460938e-01,9.179880619049072266e-01,9.220737814903259277e-01,9.325619339942932129e-01,9.297785162925720215e-01,9.088878631591796875e-01,9.237401485443115234e-01,9.564575552940368652e-01,9.492903351783752441e-01,9.476018548011779785e-01,9.447136521339416504e-01,9.319827556610107422e-01,9.432417154312133789e-01,9.136674404144287109e-01
8.499103188514709473e-01,8.837623000144958496e-01,9.147153496742248535e-01,9.141569137573242188e-01,9.258564710617065430e-01,9.139544367790222168e-01,9.088960289955139160e-01,9.121966958045959473e-01,9.113479256629943848e-01,9.172797799110412598e-01,9.255979061126708984e-01,9.255482554435729980e-01,9.131771326065063477e-01,8.989195823669433594e-01,8.959581255912780762e-01,8.941520452499389648e-01,9.012256264686584473e-01,9.023693799972534180e-01,9.055267572402954102e-01,9.024522304534912109e-01,9.083097577095031738e-01,9.016029238700866699e-01,8.991837501525878906e-01,8.963304758071899414e-01,9.086369872093200684e-01,9.315575361251831055e-01,9.156681895256042480e-01,9.106625914573669434e-01,9.266502857208251953e-01,9.129577875137329102e-01,9.059822559356689453e-01,9.171072840690612793e-01,9.109251499176025391e-01,9.051576852798461914e-01,9.166259765625000000e-01,9.084020853042602539e-01,9.021157026290893555e-01,9.174933433532714844e-01,9.336504936218261719e-01,9.317217469215393066e-01,9.130253791809082031e-01,9.155647754669189453e-01,9.208513498306274414e-01,9.233260750770568848e-01,8.833807706832885742e-01,8.981212973594665527e-01,9.522057771682739258e-01,9.523452520370483398e-01,9.437547922134399414e-01,9.492738246917724609e-01,9.258250594139099121e-01,9.291276335716247559e-01,9.096080064773559570e-01
8.513337969779968262e-01,8.848373889923095703e-01,9.115559458732604980e-01,9.043281674385070801e-01,9.139016866683959961e-01,9.046198725700378418e-01,8.980133533477783203e-01,8.962461948394775391e-01,8.982508182525634766e-01,9.076600074768066406e-01,9.004909396171569824e-01,8.948176503181457520e-01,8.962178230285644531e-01,8.949748277664184570e-01,8.974651098251342773e-01,8.900449275970458984e-01,8.999333381652832031e-01,8.975003361701965332e-01,8.968037962913513184e-01,8.938278555870056152e-01,9.045615196228027344e-01,8.891736268997192383e-01,8.846909999847412109e-01,8.891892433166503906e-01,9.080526232719421387e-01,9.338328242301940918e-01,9.083393216133117676e-01,8.921627402305603027e-01,9.102970361709594727e-01,9.091154336929321289e-01,9.045082926750183105e-01,9.134209156036376953e-01,9.041885137557983398e-01,8.958648443222045898e-01,9.059600234031677246e-01,8.977036476135253906e-01,8.978937864303588867e-01,9.024800658226013184e-01,9.059551358222961426e-01,9.089016914367675781e-01,9.030525088310241699e-01,9.092341661453247070e-01,9.044928550720214844e-01,8.894538879394531250e-01,8.407754302024841309e-01,8.533979654312133789e-01,9.179790019989013672e-01,9.099041819572448730e-01,8.900766968727111816e-01,9.083331823348999023e-01,9.222497344017028809e-01,9.223563671112060547e-01,9.050821065902709961e-01
8.408304452896118164e-01,8.733347058296203613e-01,9.002280235290527344e-01,8.958949446678161621e-01,9.067560434341430664e-01,9.026479721069335938e-01,8.980361223220825195e-01,8.993275761604309082e-01,9.023792147636413574e-01,9.212820529937744141e-01,9.341761469841003418e-01,9.332147240638732910e-01,9.205005764961242676e-01,9.073067903518676758e-01,8.930332660675048828e-01,8.845128417015075684e-01,9.002637267112731934e-01,9.078031778335571289e-01,9.058845043182373047e-01,9.002568721771240234e-01,9.082695245742797852e-01,9.024803638458251953e-01,9.010211825370788574e-01,8.978826999664306641e-01,9.118589162826538086e-01,9.316906929016113281e-01,9.109592437744140625e-01,8.978339433670043945e-01,9.070191979408264160e-01,9.061644077301025391e-01,9.003881216049194336e-01,9.063822627067565918e-01,8.999194502830505371e-01,8.981507420539855957e-01,9.039514660835266113e-01,8.962486386299133301e-01,8.958601951599121094e-01,9.121906161308288574e-01,9.386579990386962891e-01,9.422703981399536133e-01,8.990483283996582031e-01,8.985527753829956055e-01,9.138379096984863281e-01,9.238767027854919434e-01,9.274319410324096680e-01,9.424021840095520020e-01,9.536710381507873535e-01,9.584649205207824707e-01,9.664930105209350586e-01,9.681994318962097168e-01,9.285965561866760254e-01,9.337485432624816895e-01,9.162890315055847168e-01
8.376154303550720215e-01,8.674198389053344727e-01,9.015580415725708008e-01,9.026204943656921387e-01,8.983868360519409180e-01,8.912428021430969238e-01,8.990121483802795410e-01,8.999204039573669434e-01,8.949895501136779785e-01,9.085714221000671387e-01,9.058024287223815918e-01,9.023505449295043945e-01,8.976548910140991211e-01,8.982878923416137695e-01,8.901612758636474609e-01,8.770163059234619141e-01,8.921136260032653809e-01,8.961986303329467773e-01,8.978335857391357422e-01,8.935967087745666504e-01,8.987090587615966797e-01,8.930157423019409180e-01,8.960652947425842285e-01,8.899906873703002930e-01,9.024571776390075684e-01,9.297107458114624023e-01,9.090887904167175293e-01,9.026462435722351074e-01,9.075266718864440918e-01,8.916931748390197754e-01,8.851836323738098145e-01,8.937410116195678711e-01,8.958587646484375000e-01,8.910687565803527832e-01,8.943070173263549805e-01,8.838948607444763184e-01,8.786235451698303223e-01,8.955429196357727051e-01,8.957432508468627930e-01,9.050015807151794434e-01,8.957197666168212891e-01,8.913612365722656250e-01,8.973929286003112793e-01,8.705390095710754395e-01,8.230464458465576172e-01,8.429365158081054688e-01,9.113031029701232910e-01,9.026268124580383301e-01,8.695532083511352539e-01,8.890792131423950195e-01,9.250103831291198730e-01,9.245118498802185059e-01,9.044616818428039551e-01
8.412933945655822754e-01,8.729974031448364258e-01,9.044637680053710938e-01,9.055536985397338867e-01,9.011611342430114746e-01,8.980500102043151855e-01,8.954453468322753906e-01,8.966779112815856934e-01,8.995639681816101074e-01,9.130424857139587402e-01,9.125223755836486816e-01,9.079775810241699219e-01,9.008860588073730469e-01,8.970323801040649414e-01,8.919731378555297852e-01,8.793621659278869629e-01,8.894205093383789062e-01,8.916945457458496094e-01,8.928459882736206055e-01,8.874451518058776855e-01,8.914461731910705566e-01,8.895008563995361328e-01,8.902811408042907715e-01,8.877999186515808105e-01,9.008450508117675781e-01,9.299371242523193359e-01,9.169238209724426270e-01,9.005760550498962402e-01,9.065617918968200684e-01,8.898218274116516113e-01,8.866868019104003906e-01,8.961855769157409668e-01,9.000729918479919434e-01,8.925816416740417480e-01,9.017887115478515625e-01,8.921183943748474121e-01,8.862237334251403809e-01,9.103729128837585449e-01,9.312707781791687012e-01,9.355460405349731445e-01,9.051729440689086914e-01,9.111666083335876465e-01,9.266044497489929199e-01,9.105129241943359375e-01,8.748689889907836914e-01,8.978844285011291504e-01,9.441617131233215332e-01,9.529958963394165039e-01,9.459759593009948730e-01,9.531448483467102051e-01,9.208496212959289551e-01,9.189748764038085938e-01,8.959186673164367676e-01
