0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.967620134353637695e-01,6.464065313339233398e-01,3.313935995101928711e-01,1.625048965215682983e-01,1.703874468803405762e-01,2.884413301944732666e-01,4.186761379241943359e-01,5.742914080619812012e-01,7.080686092376708984e-01,7.861502766609191895e-01,8.190551400184631348e-01,8.526321053504943848e-01
8.223782181739807129e-01,5.831235051155090332e-01,4.002619087696075439e-01,3.497268259525299072e-01,3.943036496639251709e-01,4.544174373149871826e-01,4.975070953369140625e-01,5.491108894348144531e-01,6.328803896903991699e-01,7.087898254394531250e-01,7.563984990119934082e-01,7.910438179969787598e-01
7.934414148330688477e-01,5.809746384620666504e-01,3.872446715831756592e-01,2.825192511081695557e-01,3.224916756153106689e-01,4.117794930934906006e-01,4.935528337955474854e-01,5.680720806121826172e-01,6.587207317352294922e-01,7.132270932197570801e-01,7.620761394500732422e-01,7.936406731605529785e-01
7.847831845283508301e-01,5.457517504692077637e-01,3.091549277305603027e-01,2.235195338726043701e-01,2.709276676177978516e-01,3.485771417617797852e-01,3.905549943447113037e-01,4.915560185909271240e-01,6.290332674980163574e-01,6.968737244606018066e-01,7.474080920219421387e-01,7.927678823471069336e-01
7.776315212249755859e-01,6.020961403846740723e-01,4.404439628124237061e-01,3.544537723064422607e-01,3.870063126087188721e-01,4.500651955604553223e-01,4.816216230392456055e-01,5.327491760253906250e-01,6.226842403411865234e-01,6.914229393005371094e-01,7.367174029350280762e-01,7.890115380287170410e-01
7.761045098304748535e-01,6.446735262870788574e-01,4.871881604194641113e-01,4.390231370925903320e-01,5.024026036262512207e-01,5.587238669395446777e-01,5.640274882316589355e-01,5.958796739578247070e-01,6.581119298934936523e-01,7.071469426155090332e-01,7.435258626937866211e-01,7.887144684791564941e-01
7.828983068466186523e-01,6.097123026847839355e-01,4.157413542270660400e-01,3.363882899284362793e-01,3.770326375961303711e-01,4.476255476474761963e-01,4.976760149002075195e-01,5.710516571998596191e-01,6.520027518272399902e-01,7.039276957511901855e-01,7.432841062545776367e-01,7.883146405220031738e-01
7.838455438613891602e-01,6.068753004074096680e-01,4.441828131675720215e-01,3.578220009803771973e-01,3.853063881397247314e-01,4.565582275390625000e-01,5.224194526672363281e-01,5.710279345512390137e-01,6.418519020080566406e-01,7.047495245933532715e-01,7.508088946342468262e-01,8.010414838790893555e-01
