0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.173270463943481445e-01,9.290200471878051758e-01,9.209884405136108398e-01,9.161916971206665039e-01,9.188123345375061035e-01,9.138694405555725098e-01,9.062021970748901367e-01,9.033113718032836914e-01,9.079377055168151855e-01,9.185391664505004883e-01,9.172186255455017090e-01,9.158397316932678223e-01,9.185675382614135742e-01,9.225702285766601562e-01,9.190561175346374512e-01,9.165792465209960938e-01,9.079224467277526855e-01,9.166154265403747559e-01,9.227371811866760254e-01,9.224240779876708984e-01,9.196536540985107422e-01,9.229409694671630859e-01,9.231261014938354492e-01,9.280759096145629883e-01,9.315999150276184082e-01,9.370896816253662109e-01,9.337365627288818359e-01,9.358282685279846191e-01,9.349834918975830078e-01,9.411740899085998535e-01,9.524489045143127441e-01,9.381304383277893066e-01,9.231534600257873535e-01,9.200887084007263184e-01,9.106648564338684082e-01,9.097636938095092773e-01,9.074867367744445801e-01,9.021075963973999023e-01,8.993189930915832520e-01,9.005057215690612793e-01,9.406663775444030762e-01,9.712759256362915039e-01
9.191375970840454102e-01,9.362035393714904785e-01,9.219681620597839355e-01,9.132789969444274902e-01,9.175871014595031738e-01,9.161897897720336914e-01,9.074370861053466797e-01,9.050323367118835449e-01,9.119345545768737793e-01,9.108002185821533203e-01,9.066197276115417480e-01,9.164699316024780273e-01,9.213214516639709473e-01,9.170482158660888672e-01,9.140525460243225098e-01,9.118394851684570312e-01,9.027540683746337891e-01,9.128504991531372070e-01,9.197508692741394043e-01,9.265823960304260254e-01,9.229031205177307129e-01,9.286007285118103027e-01,9.296383857727050781e-01,9.188455343246459961e-01,9.268574714660644531e-01,9.436074495315551758e-01,9.343919754028320312e-01,9.225535988807678223e-01,9.189882874488830566e-01,9.255795478820800781e-01,9.340773224830627441e-01,9.236283302307128906e-01,9.070098400115966797e-01,9.042798876762390137e-01,8.995213508605957031e-01,9.046520590782165527e-01,8.991094231605529785e-01,8.913729190826416016e-01,8.864868283271789551e-01,8.892251253128051758e-01,8.852450251579284668e-01,8.839991092681884766e-01
8.995870351791381836e-01,9.207231998443603516e-01,9.184252023696899414e-01,9.124879240989685059e-01,9.119153618812561035e-01,9.167360067367553711e-01,9.114956259727478027e-01,9.069375395774841309e-01,9.048097729682922363e-01,9.034053087234497070e-01,8.991591334342956543e-01,9.030294418334960938e-01,9.058082103729248047e-01,9.023901224136352539e-01,9.028711318969726562e-01,9.049576520919799805e-01,9.006650447845458984e-01,9.068049788475036621e-01,9.025095105171203613e-01,9.086020588874816895e-01,9.045042395591735840e-01,9.060845971107482910e-01,9.068546891212463379e-01,9.029538631439208984e-01,9.146030545234680176e-01,9.317038655281066895e-01,9.167290329933166504e-01,8.976410627365112305e-01,8.966655135154724121e-01,9.080842733383178711e-01,9.094256758689880371e-01,9.004002809524536133e-01,9.044305682182312012e-01,9.045322537422180176e-01,9.051522612571716309e-01,9.063367247581481934e-01,9.107568264007568359e-01,8.995264172554016113e-01,8.928003907203674316e-01,9.026256799697875977e-01,9.289978742599487305e-01,9.341004490852355957e-01
8.865903019905090332e-01,9.036012291908264160e-01,9.076050519943237305e-01,9.105659127235412598e-01,9.256470799446105957e-01,9.214448332786560059e-01,9.112292528152465820e-01,9.037464261054992676e-01,9.044021368026733398e-01,9.188622832298278809e-01,9.162892103195190430e-01,9.132065773010253906e-01,9.008522629737854004e-01,8.962323665618896484e-01,9.087373614311218262e-01,9.013883471488952637e-01,8.904573321342468262e-01,8.909141421318054199e-01,8.852984309196472168e-01,8.907225728034973145e-01,8.826265931129455566e-01,8.913647532463073730e-01,8.989880681037902832e-01,9.000415802001953125e-01,9.058738350868225098e-01,9.152650833129882812e-01,9.051322340965270996e-01,8.957430720329284668e-01,9.006487131118774414e-01,9.055002331733703613e-01,9.059578180313110352e-01,9.029302597045898438e-01,9.033097028732299805e-01,9.000546336174011230e-01,8.933899998664855957e-01,9.000992774963378906e-01,9.068918824195861816e-01,9.066027402877807617e-01,9.019563794136047363e-01,9.061135053634643555e-01,9.282793402671813965e-01,9.269607663154602051e-01
8.917079567909240723e-01,8.993329405784606934e-01,8.979411125183105469e-01,8.990688323974609375e-01,9.172552824020385742e-01,9.120514988899230957e-01,8.987212181091308594e-01,8.954260945320129395e-01,8.962222933769226074e-01,8.903818130493164062e-01,8.859243392944335938e-01,8.952064514160156250e-01,8.881495594978332520e-01,8.902099728584289551e-01,9.002628326416015625e-01,8.962357640266418457e-01,8.827709555625915527e-01,8.849667906761169434e-01,8.821311593055725098e-01,8.823832273483276367e-01,8.831756114959716797e-01,8.900359272956848145e-01,8.923345804214477539e-01,8.891050219535827637e-01,8.881130814552307129e-01,8.886561393737792969e-01,8.848906159400939941e-01,8.829667568206787109e-01,8.901579976081848145e-01,8.921884894371032715e-01,9.058869481086730957e-01,8.985627889633178711e-01,8.806412816047668457e-01,8.790599703788757324e-01,8.694027662277221680e-01,8.726547360420227051e-01,8.831967711448669434e-01,8.904159665107727051e-01,8.811673521995544434e-01,8.793137669563293457e-01,8.960978984832763672e-01,8.957240581512451172e-01
8.898762464523315430e-01,9.049161076545715332e-01,9.066659808158874512e-01,9.018932580947875977e-01,9.094362258911132812e-01,9.042285680770874023e-01,9.024448394775390625e-01,8.955984711647033691e-01,8.905479311943054199e-01,8.990406990051269531e-01,8.844751715660095215e-01,8.781049847602844238e-01,8.842881321907043457e-01,8.943035602569580078e-01,9.000310897827148438e-01,8.970471024513244629e-01,8.877390027046203613e-01,8.889268636703491211e-01,8.855142593383789062e-01,8.910073041915893555e-01,8.896834254264831543e-01,8.950097560882568359e-01,8.961431980133056641e-01,8.901726603507995605e-01,8.911464214324951172e-01,8.998406529426574707e-01,8.954705595970153809e-01,8.914935588836669922e-01,8.892186880111694336e-01,8.914575576782226562e-01,9.009813070297241211e-01,8.867784142494201660e-01,8.801234364509582520e-01,8.789561986923217773e-01,8.750816583633422852e-01,8.882629275321960449e-01,8.837565183639526367e-01,8.808386325836181641e-01,8.682723641395568848e-01,8.748128414154052734e-01,8.965535759925842285e-01,8.982919454574584961e-01
8.771570920944213867e-01,8.923994302749633789e-01,8.911128044128417969e-01,8.914902806282043457e-01,8.960835933685302734e-01,8.893305063247680664e-01,8.892483115196228027e-01,8.875961303710937500e-01,8.865660429000854492e-01,8.829212188720703125e-01,8.739776611328125000e-01,8.724600076675415039e-01,8.781191110610961914e-01,8.890247941017150879e-01,8.886244893074035645e-01,8.841314911842346191e-01,8.763700723648071289e-01,8.794221282005310059e-01,8.827283978462219238e-01,8.882895708084106445e-01,8.846507072448730469e-01,8.918632864952087402e-01,8.917893767356872559e-01,8.880733251571655273e-01,8.858128190040588379e-01,9.041702151298522949e-01,8.984969258308410645e-01,8.846800327301025391e-01,8.826210498809814453e-01,8.927676677703857422e-01,8.936803340911865234e-01,8.800644874572753906e-01,8.750091791152954102e-01,8.879231214523315430e-01,8.884307146072387695e-01,8.915875554084777832e-01,8.772124648094177246e-01,8.753578662872314453e-01,8.748431801795959473e-01,8.763466477394104004e-01,8.866535425186157227e-01,8.823819756507873535e-01
8.764038681983947754e-01,8.940616250038146973e-01,8.968131542205810547e-01,8.949441909790039062e-01,8.950895071029663086e-01,8.884256482124328613e-01,8.860212564468383789e-01,8.766911029815673828e-01,8.744954466819763184e-01,8.911108374595642090e-01,8.867056369781494141e-01,8.806619048118591309e-01,8.788937926292419434e-01,8.824725151062011719e-01,8.850740194320678711e-01,8.815067410469055176e-01,8.811955451965332031e-01,8.836386203765869141e-01,8.867238163948059082e-01,8.920891284942626953e-01,8.883537650108337402e-01,8.880387544631958008e-01,8.890926837921142578e-01,8.951511979103088379e-01,8.980193734169006348e-01,9.119852185249328613e-01,9.007934927940368652e-01,8.842628002166748047e-01,8.874773383140563965e-01,8.995336890220642090e-01,8.939090371131896973e-01,8.799306750297546387e-01,8.766110539436340332e-01,8.834923505783081055e-01,8.836559057235717773e-01,8.892268538475036621e-01,8.826669454574584961e-01,8.772145509719848633e-01,8.748300075531005859e-01,8.773919343948364258e-01,9.023377895355224609e-01,9.076157808303833008e-01
