0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.921920061111450195e-01,6.484879851341247559e-01,2.659338414669036865e-01,1.428487300872802734e-01,1.953788250684738159e-01,2.606184184551239014e-01,3.561235964298248291e-01,5.233070850372314453e-01,6.724976897239685059e-01,7.519385814666748047e-01,7.907266020774841309e-01,8.378345370292663574e-01,8.592163920402526855e-01
8.215754032135009766e-01,5.816544294357299805e-01,4.356905817985534668e-01,3.797368109226226807e-01,4.336478412151336670e-01,4.887811541557312012e-01,5.204205513000488281e-01,5.787094235420227051e-01,6.513388156890869141e-01,6.977254152297973633e-01,7.314209342002868652e-01,7.859781980514526367e-01,8.166356086730957031e-01
8.037948012351989746e-01,5.352017283439636230e-01,2.665553987026214600e-01,1.714797616004943848e-01,2.514954507350921631e-01,3.361189663410186768e-01,4.313920140266418457e-01,5.444906949996948242e-01,6.592798233032226562e-01,7.101231813430786133e-01,7.304854393005371094e-01,7.759359478950500488e-01,8.113371729850769043e-01
7.999163866043090820e-01,5.752013325691223145e-01,3.272626399993896484e-01,2.566474080085754395e-01,2.939709424972534180e-01,3.318582773208618164e-01,3.769308626651763916e-01,4.668923914432525635e-01,6.012471914291381836e-01,6.714670062065124512e-01,6.897649765014648438e-01,7.360664606094360352e-01,7.763998508453369141e-01
7.868324518203735352e-01,6.541602611541748047e-01,4.767946600914001465e-01,4.067518115043640137e-01,4.875352978706359863e-01,5.333220362663269043e-01,5.450496673583984375e-01,5.626677870750427246e-01,6.269536614418029785e-01,6.614935398101806641e-01,6.692495942115783691e-01,7.154887318611145020e-01,7.564311027526855469e-01
7.759484052658081055e-01,6.030793786048889160e-01,3.826651871204376221e-01,3.190958797931671143e-01,3.885853886604309082e-01,4.733034968376159668e-01,5.227127075195312500e-01,5.862115621566772461e-01,6.674894094467163086e-01,6.820271611213684082e-01,6.898508071899414062e-01,7.315649390220642090e-01,7.665779590606689453e-01
7.794647812843322754e-01,5.838441848754882812e-01,4.105033278465270996e-01,3.570020496845245361e-01,4.343256354331970215e-01,4.889275133609771729e-01,5.087107419967651367e-01,5.640591382980346680e-01,6.462225914001464844e-01,6.709312796592712402e-01,6.993331909179687500e-01,7.444753050804138184e-01,7.718117237091064453e-01
7.892118692398071289e-01,6.064698100090026855e-01,4.330492317676544189e-01,3.873543143272399902e-01,4.385507702827453613e-01,4.856761097908020020e-01,5.300595760345458984e-01,5.923494696617126465e-01,6.413855552673339844e-01,6.668009757995605469e-01,6.954846382141113281e-01,7.507774233818054199e-01,7.752414941787719727e-01
7.959449291229248047e-01,6.078559756278991699e-01,4.265288114547729492e-01,3.739587962627410889e-01,4.341727793216705322e-01,4.825769066810607910e-01,5.307548642158508301e-01,6.098685264587402344e-01,6.725113391876220703e-01,6.949786543846130371e-01,7.068799734115600586e-01,7.633678913116455078e-01,7.842363119125366211e-01
7.969126701354980469e-01,6.418852806091308594e-01,4.699249267578125000e-01,4.075154364109039307e-01,4.642784893512725830e-01,4.998355507850646973e-01,5.327605605125427246e-01,5.940316915512084961e-01,6.631321310997009277e-01,6.947905421257019043e-01,7.128973603248596191e-01,7.582376599311828613e-01,7.730988264083862305e-01
7.881634831428527832e-01,6.202417016029357910e-01,4.076340496540069580e-01,3.365183174610137939e-01,3.713451921939849854e-01,4.230748116970062256e-01,4.863429963588714600e-01,5.653918385505676270e-01,6.308016777038574219e-01,6.724448204040527344e-01,7.015333771705627441e-01,7.359271645545959473e-01,7.540781497955322266e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17
-1.593617908656597137e-02,-1.593617908656597137e-02,-1.593617908656597137e-02,-1.593617908656597137e-02,-1.593617908656597137e-02,4.258592426776885986e-02,8.572278171777725220e-02,9.775001555681228638e-02,9.141393750905990601e-02,9.141393750905990601e-02,9.141393750905990601e-02,9.141393750905990601e-02,9.141393750905990601e-02
-6.854617968201637268e-03,-6.854617968201637268e-03,-6.854617968201637268e-03,-6.854617968201637268e-03,-6.854617968201637268e-03,2.659910917282104492e-02,4.436995834112167358e-02,5.111819505691528320e-02,4.940931499004364014e-02,4.940931499004364014e-02,4.940931499004364014e-02,4.940931499004364014e-02,4.940931499004364014e-02
