0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.982942342758178711e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.871202707290649414e-01,9.491513371467590332e-01,9.031397700309753418e-01,8.804094195365905762e-01,7.246321439743041992e-01,4.419561028480529785e-01,3.503398895263671875e-01,3.128421306610107422e-01,3.130239546298980713e-01,3.781513571739196777e-01,4.414044916629791260e-01,3.863410055637359619e-01,3.245661556720733643e-01,3.380784392356872559e-01,4.871725142002105713e-01,6.776621937751770020e-01,7.858769297599792480e-01,8.536845445632934570e-01,8.921769857406616211e-01,8.865610361099243164e-01,8.840499520301818848e-01,8.731928467750549316e-01,8.570740818977355957e-01
9.271194934844970703e-01,9.400798678398132324e-01,9.819795489311218262e-01,1.000000000000000000e+00,8.339763283729553223e-01,5.115409493446350098e-01,3.830805122852325439e-01,3.234337866306304932e-01,3.246887326240539551e-01,3.941167593002319336e-01,4.795513451099395752e-01,4.481545388698577881e-01,4.618901312351226807e-01,5.605406165122985840e-01,7.009711265563964844e-01,8.318324685096740723e-01,9.159972667694091797e-01,9.422990679740905762e-01,9.130856394767761230e-01,9.014669060707092285e-01,9.144717454910278320e-01,9.191638827323913574e-01,9.110162854194641113e-01
9.743033647537231445e-01,9.534459710121154785e-01,8.502260446548461914e-01,7.999502420425415039e-01,6.638652086257934570e-01,5.307134985923767090e-01,5.385138988494873047e-01,5.654937624931335449e-01,5.457195043563842773e-01,5.929362177848815918e-01,6.717972159385681152e-01,6.385083794593811035e-01,6.120414733886718750e-01,5.921484231948852539e-01,6.328458189964294434e-01,7.202453613281250000e-01,7.986121773719787598e-01,8.368579149246215820e-01,8.494312167167663574e-01,8.469593524932861328e-01,8.527057170867919922e-01,8.555303812026977539e-01,8.561848998069763184e-01
9.126378893852233887e-01,9.050409793853759766e-01,7.836405634880065918e-01,7.237029671669006348e-01,5.522553920745849609e-01,3.776835799217224121e-01,3.662586808204650879e-01,4.455689191818237305e-01,4.913059175014495850e-01,5.707092285156250000e-01,6.259580850601196289e-01,5.533472895622253418e-01,4.243063032627105713e-01,3.026789426803588867e-01,2.803995013236999512e-01,3.998695611953735352e-01,5.641515851020812988e-01,6.601993441581726074e-01,7.265850901603698730e-01,7.545956373214721680e-01,7.823513746261596680e-01,7.941674590110778809e-01,7.957656979560852051e-01
9.669110774993896484e-01,9.700858592987060547e-01,8.687935471534729004e-01,8.170260787010192871e-01,5.971384644508361816e-01,4.043892025947570801e-01,4.211292564868927002e-01,4.775623381137847900e-01,5.135951638221740723e-01,5.770106315612792969e-01,6.273428797721862793e-01,5.773155689239501953e-01,5.378603935241699219e-01,5.487638115882873535e-01,6.099002957344055176e-01,7.201033234596252441e-01,8.145207762718200684e-01,8.469051122665405273e-01,8.497214317321777344e-01,8.448403477668762207e-01,8.709629178047180176e-01,8.784623146057128906e-01,8.668963909149169922e-01
9.229058027267456055e-01,9.286750555038452148e-01,8.905616998672485352e-01,8.474528789520263672e-01,6.809982657432556152e-01,4.682601988315582275e-01,4.522182941436767578e-01,5.178588628768920898e-01,5.171806812286376953e-01,5.605308413505554199e-01,6.262200474739074707e-01,5.969062447547912598e-01,5.695059299468994141e-01,5.420809388160705566e-01,5.536180138587951660e-01,6.293299794197082520e-01,7.291392683982849121e-01,7.891959547996520996e-01,8.182237744331359863e-01,8.424835205078125000e-01,8.772773146629333496e-01,8.939595222473144531e-01,8.843548893928527832e-01
9.213982820510864258e-01,9.100294709205627441e-01,8.570340871810913086e-01,7.708423137664794922e-01,6.213716864585876465e-01,5.466456413269042969e-01,5.496464371681213379e-01,5.757021307945251465e-01,5.855805873870849609e-01,6.145603060722351074e-01,6.579999923706054688e-01,6.221830844879150391e-01,5.844048857688903809e-01,5.675178766250610352e-01,5.727816820144653320e-01,6.355058550834655762e-01,7.374174594879150391e-01,7.862882614135742188e-01,7.947921752929687500e-01,8.089689612388610840e-01,8.454095721244812012e-01,8.502352833747863770e-01,8.483210206031799316e-01
9.272847175598144531e-01,9.128704667091369629e-01,9.213989973068237305e-01,9.099959135055541992e-01,7.169824838638305664e-01,5.185111761093139648e-01,5.204350948333740234e-01,5.378949642181396484e-01,5.267469882965087891e-01,5.781265497207641602e-01,6.476570367813110352e-01,6.127023696899414062e-01,6.069062352180480957e-01,6.231411695480346680e-01,6.399750113487243652e-01,6.961422562599182129e-01,7.682575583457946777e-01,7.873584628105163574e-01,7.892641425132751465e-01,7.956568002700805664e-01,8.348413705825805664e-01,8.445657491683959961e-01,8.416516184806823730e-01
9.342126846313476562e-01,9.199438691139221191e-01,8.860414624214172363e-01,8.650364875793457031e-01,6.559869647026062012e-01,4.531863629817962646e-01,4.270283281803131104e-01,4.772846400737762451e-01,5.050683021545410156e-01,5.718553662300109863e-01,6.334546208381652832e-01,5.914086103439331055e-01,5.178521275520324707e-01,4.577143788337707520e-01,4.734007120132446289e-01,5.633034706115722656e-01,6.709576845169067383e-01,7.468611598014831543e-01,7.832933664321899414e-01,8.001719713211059570e-01,8.396539092063903809e-01,8.538511395454406738e-01,8.527686595916748047e-01
9.322575926780700684e-01,9.299710392951965332e-01,8.607576489448547363e-01,8.253912925720214844e-01,6.473815441131591797e-01,4.778008162975311279e-01,4.725320041179656982e-01,4.792519509792327881e-01,4.907680153846740723e-01,5.337421894073486328e-01,5.627468228340148926e-01,5.143487453460693359e-01,5.184698700904846191e-01,5.767047405242919922e-01,6.418344974517822266e-01,7.208337783813476562e-01,7.840120196342468262e-01,7.918202877044677734e-01,7.972858548164367676e-01,8.220370411872863770e-01,8.517457842826843262e-01,8.683044910430908203e-01,8.660899400711059570e-01
9.190659523010253906e-01,9.308468103408813477e-01,8.783964514732360840e-01,8.265026211738586426e-01,6.548486351966857910e-01,4.999407827854156494e-01,5.043797492980957031e-01,5.188978910446166992e-01,5.158966779708862305e-01,5.751127600669860840e-01,6.521204113960266113e-01,5.959387421607971191e-01,5.399647355079650879e-01,5.011997222900390625e-01,5.378206372261047363e-01,6.278202533721923828e-01,7.190042138099670410e-01,7.592375874519348145e-01,7.758690118789672852e-01,7.913444042205810547e-01,8.093372583389282227e-01,8.302407264709472656e-01,8.388819098472595215e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.842942922143265605e-05,2.842942922143265605e-05,2.842942922143265605e-05,2.842942922143265605e-05,2.842942922143265605e-05,5.685885844286531210e-05,8.528828766429796815e-05,1.137177168857306242e-04,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17
-1.024894341826438904e-01,-1.024894341826438904e-01,-1.024894341826438904e-01,-1.024894341826438904e-01,-1.024894341826438904e-01,-9.272956848144531250e-02,-7.176742702722549438e-02,-4.984803497791290283e-02,-2.532784640789031982e-02,-3.624226199463009834e-03,1.090522482991218567e-02,2.974569611251354218e-02,4.722029715776443481e-02,6.134664639830589294e-02,7.445543259382247925e-02,8.389382064342498779e-02,8.115690201520919800e-02,6.425312906503677368e-02,3.825701400637626648e-02,3.825701400637626648e-02,3.825701400637626648e-02,3.825701400637626648e-02,3.825701400637626648e-02
-9.909863770008087158e-02,-9.909863770008087158e-02,-9.909863770008087158e-02,-9.909863770008087158e-02,-9.909863770008087158e-02,-9.932921826839447021e-02,-8.390074968338012695e-02,-5.939828231930732727e-02,-2.358132228255271912e-02,1.394552737474441528e-02,3.852205723524093628e-02,5.796047300100326538e-02,7.056011259555816650e-02,7.514172792434692383e-02,7.326795160770416260e-02,6.908965110778808594e-02,5.613001435995101929e-02,3.685586899518966675e-02,1.763819530606269836e-02,1.763819530606269836e-02,1.763819530606269836e-02,1.763819530606269836e-02,1.763819530606269836e-02
