0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.309200644493103027e-01,8.644670844078063965e-01,5.808728337287902832e-01,3.520882725715637207e-01,2.811416089534759521e-01,3.538746237754821777e-01,4.576461315155029297e-01,5.930729508399963379e-01,6.948026418685913086e-01,6.539026498794555664e-01,6.574583053588867188e-01,7.004258036613464355e-01,7.451018095016479492e-01,8.038251996040344238e-01,8.553683757781982422e-01,8.872686624526977539e-01,8.861386179924011230e-01,8.739052414894104004e-01
9.150269627571105957e-01,8.205822110176086426e-01,4.925482273101806641e-01,2.743834853172302246e-01,2.270315736532211304e-01,3.226318657398223877e-01,4.369144737720489502e-01,5.642868876457214355e-01,6.904542446136474609e-01,6.682186722755432129e-01,6.775113344192504883e-01,7.042590379714965820e-01,7.474658489227294922e-01,8.071501851081848145e-01,8.534107208251953125e-01,8.914855122566223145e-01,8.941831588745117188e-01,8.821031451225280762e-01
8.857636451721191406e-01,7.953742742538452148e-01,5.175997614860534668e-01,3.571478724479675293e-01,3.343645334243774414e-01,4.463908672332763672e-01,5.432390570640563965e-01,6.451720595359802246e-01,7.133239507675170898e-01,6.956701874732971191e-01,7.021555304527282715e-01,7.233259677886962891e-01,7.602400779724121094e-01,8.047288060188293457e-01,8.263849616050720215e-01,8.524645566940307617e-01,8.722853064537048340e-01,8.777308464050292969e-01
8.709460496902465820e-01,7.959938645362854004e-01,5.603020191192626953e-01,4.148841202259063721e-01,3.987478315830230713e-01,4.770213365554809570e-01,5.060592889785766602e-01,5.831655859947204590e-01,6.675226092338562012e-01,6.281127333641052246e-01,6.141163110733032227e-01,6.426488161087036133e-01,6.919106245040893555e-01,7.415316700935363770e-01,7.760643362998962402e-01,8.116477727890014648e-01,8.389946818351745605e-01,8.532676696777343750e-01
8.787644505500793457e-01,8.139183521270751953e-01,5.824800729751586914e-01,4.080275595188140869e-01,3.779727816581726074e-01,4.827540516853332520e-01,5.033339262008666992e-01,5.730912089347839355e-01,6.878058314323425293e-01,6.568756699562072754e-01,6.473813652992248535e-01,6.737504005432128906e-01,7.206125855445861816e-01,7.637783885002136230e-01,7.997597455978393555e-01,8.323530554771423340e-01,8.608114719390869141e-01,8.601526618003845215e-01
8.617717027664184570e-01,7.945753931999206543e-01,5.878232717514038086e-01,4.489515721797943115e-01,4.421700239181518555e-01,5.311876535415649414e-01,5.751155614852905273e-01,6.438175439834594727e-01,7.313510179519653320e-01,7.064326405525207520e-01,7.086651325225830078e-01,7.269802093505859375e-01,7.524242997169494629e-01,7.752686142921447754e-01,8.026948571205139160e-01,8.288487195968627930e-01,8.607107996940612793e-01,8.602046966552734375e-01
8.411028981208801270e-01,7.560831308364868164e-01,5.344953536987304688e-01,3.803904652595520020e-01,3.814893364906311035e-01,4.769371151924133301e-01,5.152955055236816406e-01,5.924931764602661133e-01,6.613648533821105957e-01,6.307795643806457520e-01,6.252565979957580566e-01,6.512376070022583008e-01,6.893650293350219727e-01,7.351755499839782715e-01,7.698655724525451660e-01,7.966587543487548828e-01,8.341431021690368652e-01,8.468394875526428223e-01
8.429414629936218262e-01,7.416163086891174316e-01,5.531184673309326172e-01,4.188784062862396240e-01,4.095127284526824951e-01,5.146812200546264648e-01,5.717181563377380371e-01,6.292901039123535156e-01,6.830460429191589355e-01,6.392093896865844727e-01,6.237081289291381836e-01,6.491708159446716309e-01,6.890176534652709961e-01,7.282083630561828613e-01,7.730587124824523926e-01,8.083145618438720703e-01,8.413327336311340332e-01,8.560133576393127441e-01
