0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.997581839561462402e-01,9.779130220413208008e-01,9.818928837776184082e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.129870533943176270e-01,8.935068845748901367e-01,8.726416230201721191e-01,6.079546809196472168e-01,3.712795674800872803e-01,2.720329463481903076e-01,3.390581309795379639e-01,4.025661647319793701e-01,5.149954557418823242e-01,5.992377996444702148e-01,6.024359464645385742e-01,6.556095480918884277e-01,6.856592893600463867e-01,7.124301195144653320e-01,7.359395623207092285e-01,7.663613557815551758e-01,7.944337129592895508e-01,8.443125486373901367e-01,8.901453018188476562e-01,9.084339737892150879e-01,9.060103893280029297e-01
8.739479780197143555e-01,8.286833763122558594e-01,8.066465854644775391e-01,5.719239711761474609e-01,4.529711604118347168e-01,4.807152450084686279e-01,6.908150315284729004e-01,7.802478671073913574e-01,8.592917323112487793e-01,9.315908551216125488e-01,9.394680857658386230e-01,9.622132182121276855e-01,9.675293564796447754e-01,9.827549457550048828e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.673090577125549316e-01,9.189135432243347168e-01,9.164732098579406738e-01,9.190961718559265137e-01
8.722206354141235352e-01,8.399642109870910645e-01,8.329043984413146973e-01,6.224448084831237793e-01,5.092181563377380371e-01,5.278248190879821777e-01,7.312701344490051270e-01,8.121281862258911133e-01,8.782947063446044922e-01,9.323243498802185059e-01,9.418401718139648438e-01,9.365630745887756348e-01,9.369159936904907227e-01,9.532918930053710938e-01,9.482474923133850098e-01,9.242199659347534180e-01,9.105733633041381836e-01,9.017826318740844727e-01,8.878070116043090820e-01,8.992728590965270996e-01,9.133542776107788086e-01
8.700225353240966797e-01,8.301306366920471191e-01,8.085497021675109863e-01,5.886337161064147949e-01,4.146399199962615967e-01,3.645028173923492432e-01,4.892874062061309814e-01,4.830222427845001221e-01,5.242652893066406250e-01,5.619254112243652344e-01,5.662144422531127930e-01,5.795937776565551758e-01,6.016958355903625488e-01,6.284444928169250488e-01,6.544319987297058105e-01,6.803420186042785645e-01,7.045813798904418945e-01,7.405312061309814453e-01,7.974322438240051270e-01,8.441576361656188965e-01,8.714504241943359375e-01
8.383735418319702148e-01,8.144533634185791016e-01,8.145319819450378418e-01,5.847515463829040527e-01,4.031931459903717041e-01,3.640967607498168945e-01,4.712699353694915771e-01,5.019564032554626465e-01,5.947318673133850098e-01,6.842468976974487305e-01,7.133105397224426270e-01,7.461236715316772461e-01,7.717868089675903320e-01,7.871816754341125488e-01,8.051230311393737793e-01,8.168263435363769531e-01,8.154431581497192383e-01,8.204224705696105957e-01,8.261709809303283691e-01,8.536609411239624023e-01,8.695825338363647461e-01
8.457263708114624023e-01,8.043696284294128418e-01,8.018221259117126465e-01,5.582981705665588379e-01,4.046068191528320312e-01,3.956354260444641113e-01,5.417127609252929688e-01,5.952590107917785645e-01,6.789655089378356934e-01,7.418783903121948242e-01,7.488339543342590332e-01,7.750471234321594238e-01,7.900223731994628906e-01,8.080844879150390625e-01,8.236204981803894043e-01,8.146568536758422852e-01,8.157637119293212891e-01,8.298392891883850098e-01,8.447495102882385254e-01,8.679360151290893555e-01,8.879287838935852051e-01
8.184840679168701172e-01,7.584602236747741699e-01,7.567234635353088379e-01,5.470049977302551270e-01,3.813967406749725342e-01,3.423460423946380615e-01,4.954103827476501465e-01,5.588963627815246582e-01,6.318793296813964844e-01,6.957264542579650879e-01,6.982522010803222656e-01,7.230928540229797363e-01,7.481831312179565430e-01,7.577245831489562988e-01,7.697067856788635254e-01,7.651996612548828125e-01,7.779213190078735352e-01,7.950324416160583496e-01,8.176002502441406250e-01,8.498769402503967285e-01,8.787111639976501465e-01
8.201463222503662109e-01,7.445220351219177246e-01,7.327190637588500977e-01,5.775050520896911621e-01,4.857579469680786133e-01,5.111690163612365723e-01,6.669327020645141602e-01,7.044582366943359375e-01,7.487165927886962891e-01,7.867844700813293457e-01,7.889919877052307129e-01,8.082478046417236328e-01,8.139139413833618164e-01,8.252184391021728516e-01,8.339272141456604004e-01,8.398956656455993652e-01,8.293080329895019531e-01,8.128682374954223633e-01,8.088026046752929688e-01,8.412560820579528809e-01,8.661504387855529785e-01
7.979832887649536133e-01,7.398900985717773438e-01,7.362233996391296387e-01,5.675765872001647949e-01,3.963759839534759521e-01,3.451799154281616211e-01,4.612832963466644287e-01,4.966320395469665527e-01,5.609430670738220215e-01,6.275901198387145996e-01,6.318811178207397461e-01,6.462926268577575684e-01,6.655319929122924805e-01,6.782970428466796875e-01,6.971205472946166992e-01,7.156698703765869141e-01,7.213475108146667480e-01,7.418246269226074219e-01,7.844395041465759277e-01,8.245311975479125977e-01,8.483077287673950195e-01
