0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.736211061477661133e-02,1.217411532998085022e-01,3.917434439063072205e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.112832307815551758e-01,8.126018047332763672e-01,8.543745279312133789e-01,8.674163222312927246e-01,7.603813409805297852e-01,5.055975914001464844e-01,2.141528129577636719e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.032737016677856445e-02,1.279033571481704712e-01,1.248459741473197937e-01,2.280289977788925171e-01,3.993513584136962891e-01,5.151611566543579102e-01,5.984050035476684570e-01,6.585425734519958496e-01,6.754410862922668457e-01,6.969787478446960449e-01,7.297179102897644043e-01,7.275950312614440918e-01,7.242749929428100586e-01,7.190080881118774414e-01,7.258944511413574219e-01,7.333503365516662598e-01,7.300130724906921387e-01,7.250784635543823242e-01,7.202957272529602051e-01,7.197023630142211914e-01
8.991792798042297363e-01,8.940680623054504395e-01,9.258009195327758789e-01,9.297709465026855469e-01,8.874791264533996582e-01,6.077153682708740234e-01,3.808890879154205322e-01,3.092817068099975586e-01,3.176934123039245605e-01,3.053713142871856689e-01,3.413944244384765625e-01,3.504526019096374512e-01,4.004217684268951416e-01,5.222334265708923340e-01,6.306833624839782715e-01,7.296785712242126465e-01,7.976523637771606445e-01,8.253121972084045410e-01,8.355565667152404785e-01,8.706161975860595703e-01,8.936449885368347168e-01,8.822730183601379395e-01,9.007446169853210449e-01,9.044821262359619141e-01,8.972685933113098145e-01,8.930343985557556152e-01,9.037997722625732422e-01,8.921012282371520996e-01,8.927820920944213867e-01,8.864557147026062012e-01
8.831127882003784180e-01,8.930180668830871582e-01,9.374281764030456543e-01,9.335746765136718750e-01,9.116790294647216797e-01,6.092802882194519043e-01,2.602624297142028809e-01,1.881415843963623047e-01,2.961087822914123535e-01,3.207675814628601074e-01,3.636785745620727539e-01,4.083779752254486084e-01,4.707346260547637939e-01,5.896985530853271484e-01,6.678494215011596680e-01,7.191192507743835449e-01,7.546270489692687988e-01,7.904019951820373535e-01,7.883221507072448730e-01,7.891362905502319336e-01,8.068727254867553711e-01,8.142051100730895996e-01,8.140802979469299316e-01,8.218039274215698242e-01,8.141083121299743652e-01,8.118988275527954102e-01,8.284961581230163574e-01,8.133268356323242188e-01,8.101956248283386230e-01,8.115707635879516602e-01
8.347333669662475586e-01,8.286754488945007324e-01,8.557699322700500488e-01,8.623525500297546387e-01,8.242475986480712891e-01,5.851262807846069336e-01,4.332671761512756348e-01,4.306006729602813721e-01,5.293547511100769043e-01,5.187940597534179688e-01,4.765421450138092041e-01,4.567115306854248047e-01,4.576661288738250732e-01,5.454196929931640625e-01,6.101806759834289551e-01,6.698449850082397461e-01,7.210122346878051758e-01,7.642687559127807617e-01,7.773191332817077637e-01,7.913143634796142578e-01,8.022833466529846191e-01,8.106603026390075684e-01,8.037347197532653809e-01,8.064398765563964844e-01,8.003298044204711914e-01,8.061904311180114746e-01,8.196959495544433594e-01,7.947247624397277832e-01,7.846436500549316406e-01,7.927011847496032715e-01
7.904687523841857910e-01,8.008289933204650879e-01,8.423349261283874512e-01,8.424158096313476562e-01,7.857391238212585449e-01,6.007657051086425781e-01,4.470301866531372070e-01,4.015702903270721436e-01,4.517211914062500000e-01,4.088200330734252930e-01,3.871009945869445801e-01,3.850898742675781250e-01,3.660227656364440918e-01,4.377039968967437744e-01,5.488692522048950195e-01,6.498611569404602051e-01,7.056860923767089844e-01,7.233831882476806641e-01,7.419464588165283203e-01,7.507007122039794922e-01,7.576252818107604980e-01,7.598395347595214844e-01,7.547803521156311035e-01,7.557429075241088867e-01,7.456434369087219238e-01,7.593138217926025391e-01,7.788358330726623535e-01,7.438510656356811523e-01,7.205671072006225586e-01,7.447215318679809570e-01
8.007156848907470703e-01,8.049945831298828125e-01,8.193798065185546875e-01,8.067677021026611328e-01,7.635826468467712402e-01,5.941783785820007324e-01,3.841230273246765137e-01,2.875914871692657471e-01,2.725253105163574219e-01,2.340136170387268066e-01,2.475692629814147949e-01,3.166092038154602051e-01,3.740159273147583008e-01,4.662257134914398193e-01,5.718916654586791992e-01,6.339906454086303711e-01,6.565927267074584961e-01,6.958367228507995605e-01,7.219728827476501465e-01,7.260814309120178223e-01,7.482262253761291504e-01,7.620828151702880859e-01,7.576939463615417480e-01,7.570942640304565430e-01,7.621425390243530273e-01,7.617372274398803711e-01,7.745245695114135742e-01,7.463786005973815918e-01,7.345170974731445312e-01,7.495107054710388184e-01
8.364073038101196289e-01,8.349535465240478516e-01,8.750239610671997070e-01,8.661605119705200195e-01,8.263867497444152832e-01,6.575689911842346191e-01,4.290039241313934326e-01,3.249573707580566406e-01,3.512687385082244873e-01,3.348304331302642822e-01,3.313983082771301270e-01,3.524528741836547852e-01,3.926133513450622559e-01,4.916310608386993408e-01,5.712858438491821289e-01,6.365104317665100098e-01,6.745617985725402832e-01,7.248396277427673340e-01,7.499827146530151367e-01,7.547793984413146973e-01,7.701214551925659180e-01,7.898125052452087402e-01,7.969797849655151367e-01,7.929961085319519043e-01,7.984743714332580566e-01,8.095300793647766113e-01,8.171393275260925293e-01,7.890002727508544922e-01,7.815024852752685547e-01,7.968008518218994141e-01
8.681237101554870605e-01,8.626686334609985352e-01,8.986256718635559082e-01,8.930073976516723633e-01,8.465210199356079102e-01,6.512557268142700195e-01,4.444097280502319336e-01,4.050598442554473877e-01,4.854330122470855713e-01,4.859096705913543701e-01,4.505073428153991699e-01,4.423794448375701904e-01,4.344931840896606445e-01,5.152854323387145996e-01,6.015458106994628906e-01,6.616800427436828613e-01,7.108141779899597168e-01,7.617174983024597168e-01,7.747538089752197266e-01,7.798320055007934570e-01,7.913818955421447754e-01,8.076589107513427734e-01,8.312914967536926270e-01,8.405278921127319336e-01,8.281563520431518555e-01,8.343468308448791504e-01,8.464892506599426270e-01,8.232538104057312012e-01,8.254080414772033691e-01,8.306543231010437012e-01
