0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.156274795532226562e-01,7.958676815032958984e-01,8.204186558723449707e-01,8.982973694801330566e-01,9.223764538764953613e-01,9.955289363861083984e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.284865856170654297e-01,9.354010820388793945e-01,9.457781314849853516e-01,9.382582306861877441e-01,9.370273947715759277e-01,9.408093094825744629e-01,9.389019012451171875e-01,9.366893768310546875e-01,9.331773519515991211e-01,9.321975111961364746e-01,9.530795812606811523e-01,9.523157477378845215e-01,9.479745030403137207e-01,9.438208937644958496e-01,9.348360300064086914e-01,9.397396445274353027e-01,9.489468932151794434e-01,9.493826627731323242e-01,9.436800479888916016e-01,9.401548504829406738e-01,9.516662955284118652e-01,9.483709931373596191e-01,9.444741606712341309e-01,9.446325898170471191e-01,9.482563138008117676e-01,9.517645239830017090e-01,9.469199180603027344e-01,9.639524221420288086e-01,9.851725101470947266e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.470745921134948730e-01,9.469035863876342773e-01,9.540941715240478516e-01,9.546315073966979980e-01,9.703701138496398926e-01,9.628710746765136719e-01,9.559325575828552246e-01,9.605746269226074219e-01,9.574378728866577148e-01,9.534108638763427734e-01,9.539960622787475586e-01,9.686267971992492676e-01,9.731096625328063965e-01,9.613654017448425293e-01,9.554149508476257324e-01,9.537979960441589355e-01,9.451596736907958984e-01,9.439411163330078125e-01,9.452843666076660156e-01,9.529878497123718262e-01,9.641280770301818848e-01,9.662636518478393555e-01,9.705777168273925781e-01
9.117830991744995117e-01,9.202049374580383301e-01,9.385251998901367188e-01,9.341107606887817383e-01,9.347701072692871094e-01,9.426521658897399902e-01,9.402305483818054199e-01,9.261575341224670410e-01,9.149338006973266602e-01,9.036706089973449707e-01,9.129022955894470215e-01,9.317753314971923828e-01,9.442144036293029785e-01,9.407499432563781738e-01,9.249656200408935547e-01,9.251039028167724609e-01,9.299228191375732422e-01,9.343664646148681641e-01,9.220542907714843750e-01,9.170882105827331543e-01,9.429558515548706055e-01,9.363092780113220215e-01,9.291061758995056152e-01,9.323211908340454102e-01,9.273278713226318359e-01,9.179171919822692871e-01,9.105437397956848145e-01,9.233113527297973633e-01,9.341519474983215332e-01,9.039604067802429199e-01,8.773659467697143555e-01,8.868262767791748047e-01,9.265547394752502441e-01,9.448941349983215332e-01,9.690597653388977051e-01,9.409783482551574707e-01,9.404641389846801758e-01,9.483646750450134277e-01,9.436355233192443848e-01,9.589911699295043945e-01,9.511376619338989258e-01,9.426670074462890625e-01,9.482248425483703613e-01,9.436872005462646484e-01,9.483386278152465820e-01,9.583036899566650391e-01,9.612140655517578125e-01,9.620668888092041016e-01,9.524328112602233887e-01,9.422224164009094238e-01,9.480650424957275391e-01,9.323965311050415039e-01,9.246649146080017090e-01,9.378159642219543457e-01,9.455338120460510254e-01,9.579001069068908691e-01,9.637967944145202637e-01,9.683447480201721191e-01
9.049806594848632812e-01,8.969213366508483887e-01,9.069874286651611328e-01,9.067272543907165527e-01,9.090063571929931641e-01,9.176979660987854004e-01,9.195802807807922363e-01,9.114010334014892578e-01,8.982836008071899414e-01,8.911796212196350098e-01,9.091390371322631836e-01,9.200018644332885742e-01,9.208227992057800293e-01,9.213614463806152344e-01,9.162604212760925293e-01,9.102251529693603516e-01,9.067093729972839355e-01,9.045468568801879883e-01,8.954113721847534180e-01,8.923023343086242676e-01,9.052541255950927734e-01,9.031597375869750977e-01,9.004532694816589355e-01,9.115830063819885254e-01,9.108931422233581543e-01,9.014462232589721680e-01,8.935099840164184570e-01,8.989251255989074707e-01,9.026110172271728516e-01,8.837879300117492676e-01,8.482888936996459961e-01,8.614179491996765137e-01,8.838146328926086426e-01,9.006541967391967773e-01,9.379459023475646973e-01,9.201962351799011230e-01,9.228174686431884766e-01,9.374674558639526367e-01,9.333335161209106445e-01,9.378162026405334473e-01,9.338972568511962891e-01,9.273601770401000977e-01,9.383973479270935059e-01,9.337935447692871094e-01,9.327720999717712402e-01,9.391358494758605957e-01,9.459299445152282715e-01,9.469851255416870117e-01,9.419558048248291016e-01,9.361660480499267578e-01,9.338927865028381348e-01,9.156112670898437500e-01,9.087768793106079102e-01,9.224667549133300781e-01,9.254618287086486816e-01,9.366284012794494629e-01,9.462907910346984863e-01,9.435923695564270020e-01
9.008980393409729004e-01,8.958049416542053223e-01,9.077811837196350098e-01,9.116024374961853027e-01,9.105242490768432617e-01,9.235299229621887207e-01,9.175145030021667480e-01,9.130262732505798340e-01,8.966712355613708496e-01,8.903550505638122559e-01,9.088238477706909180e-01,9.150495529174804688e-01,9.121466279029846191e-01,9.127476811408996582e-01,9.114085435867309570e-01,9.032248854637145996e-01,8.993259668350219727e-01,9.007978439331054688e-01,9.049363136291503906e-01,9.032060503959655762e-01,9.149869680404663086e-01,9.039835333824157715e-01,8.900943994522094727e-01,8.960548639297485352e-01,9.029889106750488281e-01,8.982691168785095215e-01,9.022208452224731445e-01,9.096045494079589844e-01,9.181398153305053711e-01,9.063838124275207520e-01,8.767937421798706055e-01,8.904750347137451172e-01,9.157316684722900391e-01,9.423640966415405273e-01,9.627408981323242188e-01,9.204106926918029785e-01,9.193432927131652832e-01,9.262242317199707031e-01,9.241039156913757324e-01,9.273976683616638184e-01,9.377245306968688965e-01,9.266758561134338379e-01,9.298897981643676758e-01,9.187999367713928223e-01,9.246783852577209473e-01,9.394182562828063965e-01,9.429011344909667969e-01,9.436484575271606445e-01,9.371328353881835938e-01,9.371482729911804199e-01,9.312163591384887695e-01,9.208912253379821777e-01,9.125948548316955566e-01,9.176654815673828125e-01,9.240710735321044922e-01,9.410160779953002930e-01,9.488891959190368652e-01,9.386389851570129395e-01
8.962435126304626465e-01,8.934409022331237793e-01,9.091599583625793457e-01,9.075646400451660156e-01,9.102346301078796387e-01,9.271180629730224609e-01,9.116795659065246582e-01,9.029934406280517578e-01,8.903638124465942383e-01,8.811298608779907227e-01,8.998268842697143555e-01,9.061418175697326660e-01,9.045808911323547363e-01,9.006867408752441406e-01,9.016900658607482910e-01,8.945797085762023926e-01,8.942191004753112793e-01,9.039712548255920410e-01,8.982702493667602539e-01,8.874514102935791016e-01,8.962314128875732422e-01,8.960509896278381348e-01,8.928353786468505859e-01,8.928952813148498535e-01,8.959347605705261230e-01,8.993382453918457031e-01,8.954126238822937012e-01,8.882598876953125000e-01,8.815130591392517090e-01,8.490249514579772949e-01,8.172838091850280762e-01,8.268294930458068848e-01,8.452212810516357422e-01,8.717295527458190918e-01,9.085547924041748047e-01,9.084699153900146484e-01,9.214982986450195312e-01,9.155467152595520020e-01,9.019107222557067871e-01,9.079791903495788574e-01,9.243404269218444824e-01,9.166203141212463379e-01,9.160102605819702148e-01,9.073318839073181152e-01,9.158230423927307129e-01,9.246097207069396973e-01,9.298058152198791504e-01,9.278106689453125000e-01,9.262969493865966797e-01,9.213086962699890137e-01,9.193378090858459473e-01,9.117864966392517090e-01,9.103450775146484375e-01,9.164103269577026367e-01,9.206185936927795410e-01,9.385367035865783691e-01,9.369510412216186523e-01,9.299715757369995117e-01
9.007045626640319824e-01,8.991039991378784180e-01,9.045177102088928223e-01,9.063405990600585938e-01,9.131355285644531250e-01,9.205112457275390625e-01,9.198427200317382812e-01,9.089702963829040527e-01,8.863533735275268555e-01,8.801550269126892090e-01,9.107939004898071289e-01,9.114455580711364746e-01,9.125870466232299805e-01,9.125066995620727539e-01,9.135213494300842285e-01,9.055756330490112305e-01,9.038827419281005859e-01,9.118754863739013672e-01,9.016214609146118164e-01,8.821254372596740723e-01,8.971235752105712891e-01,8.984907269477844238e-01,9.011235833168029785e-01,9.005508422851562500e-01,9.029652476310729980e-01,9.110526442527770996e-01,9.049872159957885742e-01,9.012058973312377930e-01,9.084748029708862305e-01,9.001100063323974609e-01,8.786423802375793457e-01,8.763105869293212891e-01,8.796091675758361816e-01,9.101057648658752441e-01,9.473650455474853516e-01,9.141135215759277344e-01,9.217367768287658691e-01,9.186688661575317383e-01,9.059005379676818848e-01,9.022768735885620117e-01,9.160836338996887207e-01,9.188632965087890625e-01,9.190631508827209473e-01,9.197670221328735352e-01,9.306432008743286133e-01,9.247799515724182129e-01,9.248909950256347656e-01,9.299231767654418945e-01,9.320057630538940430e-01,9.291953444480895996e-01,9.192008376121520996e-01,9.100519418716430664e-01,9.094616770744323730e-01,9.179517626762390137e-01,9.164516329765319824e-01,9.286764264106750488e-01,9.336025118827819824e-01,9.365916848182678223e-01
8.961199522018432617e-01,8.950265049934387207e-01,8.985804915428161621e-01,8.992789387702941895e-01,8.982642292976379395e-01,9.084281921386718750e-01,9.065856933593750000e-01,8.879452347755432129e-01,8.694433569908142090e-01,8.629521131515502930e-01,8.883380889892578125e-01,9.005087018013000488e-01,9.114075899124145508e-01,9.094353914260864258e-01,9.085175991058349609e-01,8.991190791130065918e-01,8.925812840461730957e-01,8.918598890304565430e-01,8.974750041961669922e-01,8.847817778587341309e-01,9.060205817222595215e-01,9.009152650833129883e-01,8.865445256233215332e-01,8.885943889617919922e-01,8.907580375671386719e-01,8.841781020164489746e-01,8.840906620025634766e-01,8.925654888153076172e-01,8.946377038955688477e-01,8.760988712310791016e-01,8.328990936279296875e-01,8.280563354492187500e-01,8.416435122489929199e-01,8.863360881805419922e-01,9.330529570579528809e-01,9.108626246452331543e-01,9.113361239433288574e-01,9.066403508186340332e-01,8.993979096412658691e-01,8.931937217712402344e-01,9.059665799140930176e-01,9.132284522056579590e-01,9.140456318855285645e-01,9.142029285430908203e-01,9.197291731834411621e-01,9.135017395019531250e-01,9.133887887001037598e-01,9.209118485450744629e-01,9.124041199684143066e-01,9.185306429862976074e-01,9.136098623275756836e-01,8.942193984985351562e-01,8.934134840965270996e-01,9.023925065994262695e-01,9.130122661590576172e-01,9.228892922401428223e-01,9.263604283332824707e-01,9.282845854759216309e-01
8.894959688186645508e-01,8.995148539543151855e-01,9.079634547233581543e-01,8.979879617691040039e-01,8.996377587318420410e-01,9.101722240447998047e-01,8.991894125938415527e-01,8.902953863143920898e-01,8.783434629440307617e-01,8.695144653320312500e-01,9.008045792579650879e-01,9.116178750991821289e-01,9.129792451858520508e-01,9.093130230903625488e-01,9.090119004249572754e-01,9.004231691360473633e-01,8.869843482971191406e-01,8.892397284507751465e-01,9.000369310379028320e-01,8.904364109039306641e-01,9.013275504112243652e-01,8.990641832351684570e-01,8.893004059791564941e-01,8.918104767799377441e-01,8.903458118438720703e-01,8.926671147346496582e-01,8.904091715812683105e-01,8.948938846588134766e-01,8.951455354690551758e-01,8.859896659851074219e-01,8.462045192718505859e-01,8.473013639450073242e-01,8.689492344856262207e-01,8.947811126708984375e-01,9.274450540542602539e-01,8.994660377502441406e-01,9.030179381370544434e-01,9.107322096824645996e-01,9.055150151252746582e-01,8.998723030090332031e-01,9.075276255607604980e-01,9.091120958328247070e-01,9.153371453285217285e-01,9.153030514717102051e-01,9.166322350502014160e-01,9.249465465545654297e-01,9.272258281707763672e-01,9.296289682388305664e-01,9.164668321609497070e-01,9.124990701675415039e-01,9.153919816017150879e-01,9.022303223609924316e-01,8.915494084358215332e-01,8.980988264083862305e-01,9.093853831291198730e-01,9.216271638870239258e-01,9.272723197937011719e-01,9.278303384780883789e-01
