0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,9.913976788520812988e-01,9.887108802795410156e-01,9.864282608032226562e-01,9.631581306457519531e-01,9.539373517036437988e-01,9.379762411117553711e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.579931855201721191e-01,8.725418448448181152e-01,8.973511457443237305e-01,9.304124116897583008e-01,9.581472873687744141e-01,9.472887516021728516e-01,8.988757133483886719e-01,8.583981990814208984e-01,8.580781221389770508e-01,7.034158706665039062e-01,6.472840905189514160e-01,6.721389889717102051e-01,6.390808820724487305e-01,5.194358229637145996e-01,4.822166860103607178e-01,5.846207737922668457e-01,6.210129261016845703e-01,7.350034713745117188e-01,7.574588656425476074e-01,6.829521059989929199e-01,7.407781481742858887e-01,8.608918190002441406e-01,8.824744224548339844e-01,8.783074617385864258e-01,8.742906451225280762e-01,8.990455269813537598e-01,9.108892083168029785e-01,9.160274863243103027e-01,9.371340274810791016e-01,9.359500408172607422e-01,9.286184310913085938e-01,9.371688365936279297e-01,9.093198180198669434e-01
9.899824857711791992e-01,9.990998506546020508e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.888105392456054688e-01,8.960641026496887207e-01,8.951488733291625977e-01,9.547569751739501953e-01,9.446254372596740723e-01,8.878856897354125977e-01,8.606560826301574707e-01,9.439491629600524902e-01,9.263734817504882812e-01,9.716352820396423340e-01,9.200194478034973145e-01,7.831405997276306152e-01,8.320898413658142090e-01,9.627431035041809082e-01,9.770492911338806152e-01,9.522086977958679199e-01,9.317197799682617188e-01,9.473080635070800781e-01,9.532094001770019531e-01,9.562780261039733887e-01,9.694187641143798828e-01,9.672694802284240723e-01,9.637911915779113770e-01,9.673751592636108398e-01,9.597638249397277832e-01
9.321498274803161621e-01,9.279502034187316895e-01,9.265159368515014648e-01,9.275583028793334961e-01,9.344444274902343750e-01,9.586166739463806152e-01,9.555158019065856934e-01,9.316001534461975098e-01,9.097548723220825195e-01,7.745266556739807129e-01,7.271871566772460938e-01,7.317118048667907715e-01,6.764359474182128906e-01,6.057158112525939941e-01,6.428337097167968750e-01,7.544844746589660645e-01,7.435814142227172852e-01,7.997122406959533691e-01,7.986835241317749023e-01,7.282440662384033203e-01,7.584655284881591797e-01,8.707587718963623047e-01,8.869638442993164062e-01,8.827816247940063477e-01,8.815673589706420898e-01,9.017357826232910156e-01,9.161812067031860352e-01,9.188927412033081055e-01,9.264390468597412109e-01,9.197934269905090332e-01,9.246808886528015137e-01,9.252761602401733398e-01,9.145390391349792480e-01
8.702009320259094238e-01,8.623929619789123535e-01,8.716883063316345215e-01,8.881247639656066895e-01,9.160888791084289551e-01,9.102178812026977539e-01,8.787947297096252441e-01,8.661367297172546387e-01,8.383621573448181152e-01,6.909593939781188965e-01,6.616463065147399902e-01,7.135909795761108398e-01,6.774158477783203125e-01,5.203309655189514160e-01,5.034431815147399902e-01,5.919495224952697754e-01,6.457065343856811523e-01,7.056630253791809082e-01,6.965230703353881836e-01,6.278841495513916016e-01,7.003427147865295410e-01,8.074376583099365234e-01,8.402298688888549805e-01,8.553335070610046387e-01,8.631500005722045898e-01,8.877193331718444824e-01,8.952611684799194336e-01,8.976676464080810547e-01,9.167485237121582031e-01,9.202626347541809082e-01,9.288060665130615234e-01,9.163015484809875488e-01,8.814233541488647461e-01
8.226173520088195801e-01,8.079889416694641113e-01,8.134822845458984375e-01,8.279829621315002441e-01,8.685391545295715332e-01,8.792906403541564941e-01,8.446848392486572266e-01,8.245180845260620117e-01,7.652295827865600586e-01,6.046457290649414062e-01,5.704955458641052246e-01,6.188956499099731445e-01,5.902529358863830566e-01,4.775293469429016113e-01,4.601117670536041260e-01,5.790745615959167480e-01,6.378024816513061523e-01,7.410855889320373535e-01,7.200415730476379395e-01,6.496708989143371582e-01,6.907622218132019043e-01,7.661868333816528320e-01,7.849299907684326172e-01,7.889267802238464355e-01,7.944419980049133301e-01,8.212089538574218750e-01,8.297216296195983887e-01,8.457374572753906250e-01,8.665726780891418457e-01,8.723028898239135742e-01,8.789210319519042969e-01,8.838657140731811523e-01,8.583386540412902832e-01
8.658693432807922363e-01,8.490864038467407227e-01,8.453781604766845703e-01,8.452789783477783203e-01,8.615059256553649902e-01,8.688675165176391602e-01,8.514083027839660645e-01,8.423365354537963867e-01,7.805727124214172363e-01,6.449760794639587402e-01,5.612868070602416992e-01,5.412784218788146973e-01,4.932819008827209473e-01,4.821350276470184326e-01,5.711932182312011719e-01,6.842885613441467285e-01,6.866270899772644043e-01,7.561122179031372070e-01,7.003575563430786133e-01,6.004091501235961914e-01,6.761410832405090332e-01,8.042430281639099121e-01,8.200727701187133789e-01,8.246589899063110352e-01,8.192054033279418945e-01,8.307629227638244629e-01,8.451300263404846191e-01,8.660907745361328125e-01,8.792538642883300781e-01,8.765099644660949707e-01,8.742588162422180176e-01,8.875200748443603516e-01,8.807072043418884277e-01
9.212703704833984375e-01,9.054364562034606934e-01,9.067748188972473145e-01,8.974953293800354004e-01,8.986761569976806641e-01,9.203677177429199219e-01,9.142460823059082031e-01,9.097099900245666504e-01,8.793863654136657715e-01,7.545040249824523926e-01,7.047382593154907227e-01,7.396759986877441406e-01,7.530375123023986816e-01,7.732607722282409668e-01,7.873021960258483887e-01,8.372761011123657227e-01,8.110177516937255859e-01,8.487071990966796875e-01,7.472132444381713867e-01,6.399071812629699707e-01,7.024831175804138184e-01,8.274887204170227051e-01,8.394357562065124512e-01,8.464233875274658203e-01,8.385618329048156738e-01,8.572872281074523926e-01,8.835601210594177246e-01,9.014776349067687988e-01,8.988042473793029785e-01,8.943343758583068848e-01,8.884499073028564453e-01,8.955124020576477051e-01,8.865159749984741211e-01
8.561766147613525391e-01,8.482767343521118164e-01,8.699241876602172852e-01,8.812797665596008301e-01,8.929509520530700684e-01,8.940110206604003906e-01,8.812504410743713379e-01,8.846064805984497070e-01,8.786858916282653809e-01,7.831192612648010254e-01,7.345522046089172363e-01,7.471622824668884277e-01,7.432457208633422852e-01,6.823540925979614258e-01,6.888740062713623047e-01,7.178571820259094238e-01,6.970798969268798828e-01,7.420606017112731934e-01,6.831415295600891113e-01,6.224082708358764648e-01,6.940844058990478516e-01,7.961954474449157715e-01,8.061291575431823730e-01,8.163489699363708496e-01,8.082717657089233398e-01,8.304024338722229004e-01,8.453856110572814941e-01,8.661525249481201172e-01,8.816933035850524902e-01,8.840810656547546387e-01,8.848293423652648926e-01,8.885304331779479980e-01,8.770553469657897949e-01
