0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.344945549964904785e-01,9.250586628913879395e-01,8.789650797843933105e-01,5.718003511428833008e-01,4.071849286556243896e-01,3.663447201251983643e-01,4.455541968345642090e-01,5.586299300193786621e-01,6.711998581886291504e-01,6.881880164146423340e-01,7.265325784683227539e-01,7.783213853836059570e-01,7.776872515678405762e-01,8.085097670555114746e-01,8.824263811111450195e-01,9.152402281761169434e-01,8.773111701011657715e-01
9.224540591239929199e-01,8.966784477233886719e-01,8.215581178665161133e-01,4.995121061801910400e-01,3.115054070949554443e-01,2.899398803710937500e-01,4.182698130607604980e-01,5.117415189743041992e-01,6.578486561775207520e-01,6.933898329734802246e-01,7.122814059257507324e-01,7.262747883796691895e-01,7.377897500991821289e-01,7.684199213981628418e-01,8.416363000869750977e-01,9.276968240737915039e-01,8.847417235374450684e-01
9.144566059112548828e-01,8.880009651184082031e-01,8.060947656631469727e-01,5.420424938201904297e-01,4.079115688800811768e-01,4.206699430942535400e-01,5.524481534957885742e-01,6.082920432090759277e-01,7.086790204048156738e-01,7.339334487915039062e-01,7.611865401268005371e-01,7.992442250251770020e-01,7.937826514244079590e-01,7.966827750205993652e-01,8.201230764389038086e-01,8.726314306259155273e-01,8.547791838645935059e-01
9.156291484832763672e-01,8.886736631393432617e-01,8.186460137367248535e-01,5.724093317985534668e-01,4.604449272155761719e-01,4.791690111160278320e-01,5.876908898353576660e-01,5.977078080177307129e-01,6.587369441986083984e-01,6.768549680709838867e-01,6.835631728172302246e-01,7.082045674324035645e-01,7.184244990348815918e-01,7.359434366226196289e-01,7.911444902420043945e-01,8.475564718246459961e-01,8.518055677413940430e-01
9.084233641624450684e-01,8.813865184783935547e-01,8.229676485061645508e-01,5.602397322654724121e-01,4.296879172325134277e-01,4.256587922573089600e-01,5.227301120758056641e-01,5.701456665992736816e-01,6.803752779960632324e-01,6.891577839851379395e-01,6.954368352890014648e-01,7.277069091796875000e-01,7.347980737686157227e-01,7.479685544967651367e-01,7.967792153358459473e-01,8.683663010597229004e-01,8.596358299255371094e-01
9.052358269691467285e-01,8.766607642173767090e-01,8.147215843200683594e-01,5.926026105880737305e-01,5.012206435203552246e-01,5.093018412590026855e-01,5.916219353675842285e-01,6.180974245071411133e-01,6.845557689666748047e-01,7.129434943199157715e-01,7.276483774185180664e-01,7.551947832107543945e-01,7.479172945022583008e-01,7.416877150535583496e-01,7.775518894195556641e-01,8.458212614059448242e-01,8.441895842552185059e-01
8.939637541770935059e-01,8.565208911895751953e-01,7.817558646202087402e-01,5.738413929939270020e-01,4.535885155200958252e-01,4.615155160427093506e-01,5.615472197532653809e-01,6.010835766792297363e-01,6.591448187828063965e-01,6.573833227157592773e-01,6.612063646316528320e-01,6.854376196861267090e-01,6.925373077392578125e-01,7.078899145126342773e-01,7.644879221916198730e-01,8.262187242507934570e-01,8.257215023040771484e-01
8.906631469726562500e-01,8.511357903480529785e-01,7.635727524757385254e-01,5.681774616241455078e-01,4.407452344894409180e-01,4.495922923088073730e-01,5.666845440864562988e-01,6.180001497268676758e-01,6.641560792922973633e-01,6.623907685279846191e-01,6.648768186569213867e-01,6.917301416397094727e-01,6.879439353942871094e-01,7.110683917999267578e-01,7.806180715560913086e-01,8.484405875205993652e-01,8.359748721122741699e-01
8.849880099296569824e-01,8.388335108757019043e-01,7.565999031066894531e-01,5.590340495109558105e-01,4.626006484031677246e-01,4.781154692173004150e-01,5.714335441589355469e-01,6.178528666496276855e-01,6.936854720115661621e-01,7.015292644500732422e-01,7.111347317695617676e-01,7.328239679336547852e-01,7.377097606658935547e-01,7.522217631340026855e-01,7.981103658676147461e-01,8.380519747734069824e-01,8.245491385459899902e-01
8.886576294898986816e-01,8.465896248817443848e-01,7.745562791824340820e-01,5.505322813987731934e-01,4.280152618885040283e-01,4.400219321250915527e-01,5.267462134361267090e-01,5.843737125396728516e-01,6.723499298095703125e-01,6.688410043716430664e-01,6.865550279617309570e-01,7.174512147903442383e-01,7.141410112380981445e-01,7.250539660453796387e-01,7.767233848571777344e-01,8.348338603973388672e-01,8.256039619445800781e-01
8.751838803291320801e-01,8.474867343902587891e-01,7.781305909156799316e-01,6.099110245704650879e-01,5.171985626220703125e-01,5.048162937164306641e-01,5.452544093132019043e-01,5.716881752014160156e-01,6.351225376129150391e-01,6.449859142303466797e-01,6.530157327651977539e-01,6.882964968681335449e-01,7.011497020721435547e-01,7.177235484123229980e-01,7.686443924903869629e-01,8.266013264656066895e-01,8.235907554626464844e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
