0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.659045338630676270e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.607208371162414551e-01,8.706309199333190918e-01,8.710130453109741211e-01,8.747934699058532715e-01,8.580386042594909668e-01,8.862277269363403320e-01,9.804151058197021484e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.868895530700683594e-01,7.892938256263732910e-01,8.031473159790039062e-01,7.642954587936401367e-01,7.071165442466735840e-01,5.729348659515380859e-01,5.400477647781372070e-01,5.481963753700256348e-01,5.822467803955078125e-01,6.070582270622253418e-01,6.241342425346374512e-01,6.396081447601318359e-01,6.640366315841674805e-01,5.972687005996704102e-01,6.424201130867004395e-01,7.306678295135498047e-01,7.370829582214355469e-01,7.726097106933593750e-01,7.886625528335571289e-01,8.097205758094787598e-01,8.274301290512084961e-01,8.383374810218811035e-01,8.490428924560546875e-01,8.552260398864746094e-01,8.495554924011230469e-01,8.302399516105651855e-01,8.385193347930908203e-01,8.433999419212341309e-01
9.684374928474426270e-01,9.457610845565795898e-01,9.154394268989562988e-01,9.416745901107788086e-01,9.997935891151428223e-01,9.900239109992980957e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.689360618591308594e-01,8.523371219635009766e-01,9.002619385719299316e-01,8.867737054824829102e-01,8.844604492187500000e-01,8.745177388191223145e-01,8.699652552604675293e-01,8.708013296127319336e-01,8.768893480300903320e-01,8.934644460678100586e-01,9.045011997222900391e-01,8.969154953956604004e-01,8.888563513755798340e-01,8.952755928039550781e-01,8.871363997459411621e-01
9.848882555961608887e-01,9.353150725364685059e-01,8.421552181243896484e-01,8.012450337409973145e-01,7.719929814338684082e-01,6.888033151626586914e-01,6.942996382713317871e-01,7.026545405387878418e-01,6.952511668205261230e-01,7.192475199699401855e-01,7.364305853843688965e-01,7.190853357315063477e-01,7.390229701995849609e-01,6.800100803375244141e-01,7.114227414131164551e-01,7.618041634559631348e-01,7.606762051582336426e-01,7.826498150825500488e-01,7.997172474861145020e-01,8.288890123367309570e-01,8.371419310569763184e-01,8.432290554046630859e-01,8.665224313735961914e-01,8.724621534347534180e-01,8.580088615417480469e-01,8.616659641265869141e-01,8.761990666389465332e-01,8.696275949478149414e-01
1.000000000000000000e+00,9.446849226951599121e-01,8.277144432067871094e-01,8.106294274330139160e-01,7.988906502723693848e-01,6.591877937316894531e-01,6.076582074165344238e-01,6.615328788757324219e-01,7.244515419006347656e-01,7.585533261299133301e-01,7.732622027397155762e-01,7.712042331695556641e-01,7.831339836120605469e-01,7.074850797653198242e-01,7.347713112831115723e-01,8.121350407600402832e-01,8.294721841812133789e-01,8.242606520652770996e-01,8.165528178215026855e-01,8.301361203193664551e-01,8.271306753158569336e-01,8.339822292327880859e-01,8.590713143348693848e-01,8.661934733390808105e-01,8.602749109268188477e-01,8.468578457832336426e-01,8.491498827934265137e-01,8.442403674125671387e-01
7.853854298591613770e-01,7.658331990242004395e-01,6.981344819068908691e-01,6.669337153434753418e-01,6.561819911003112793e-01,5.120388269424438477e-01,4.819166064262390137e-01,5.544477701187133789e-01,6.393089294433593750e-01,6.820555329322814941e-01,6.987063884735107422e-01,7.103281617164611816e-01,7.693411111831665039e-01,6.943098306655883789e-01,6.963639259338378906e-01,7.458840012550354004e-01,7.359122037887573242e-01,7.300534248352050781e-01,7.351250648498535156e-01,7.558605670928955078e-01,7.725094556808471680e-01,7.897903919219970703e-01,8.104135990142822266e-01,8.046989440917968750e-01,8.067889213562011719e-01,8.066917657852172852e-01,8.103449344635009766e-01,8.162918686866760254e-01
8.433160185813903809e-01,8.280494213104248047e-01,7.230764627456665039e-01,6.549012660980224609e-01,6.368633508682250977e-01,5.403584241867065430e-01,5.554588437080383301e-01,6.312381029129028320e-01,6.737062931060791016e-01,6.752170920372009277e-01,6.938157677650451660e-01,6.931813359260559082e-01,7.137008905410766602e-01,6.240636110305786133e-01,6.659609079360961914e-01,7.583256959915161133e-01,7.394682168960571289e-01,7.293084859848022461e-01,7.330023050308227539e-01,7.519912123680114746e-01,7.816508412361145020e-01,7.985265851020812988e-01,8.192367553710937500e-01,8.199117779731750488e-01,8.172081708908081055e-01,8.103966712951660156e-01,8.179579973220825195e-01,8.214150667190551758e-01
9.828569889068603516e-01,9.389221668243408203e-01,7.959510684013366699e-01,7.615038156509399414e-01,7.736275196075439453e-01,7.160304188728332520e-01,7.597267627716064453e-01,7.854817509651184082e-01,7.601131796836853027e-01,7.495995163917541504e-01,7.348467707633972168e-01,7.270802855491638184e-01,7.445411682128906250e-01,6.320723891258239746e-01,6.550920605659484863e-01,7.534707784652709961e-01,7.408748269081115723e-01,7.544757127761840820e-01,7.516730427742004395e-01,7.612437605857849121e-01,7.832545638084411621e-01,7.989020347595214844e-01,8.289454579353332520e-01,8.416875600814819336e-01,8.395206332206726074e-01,8.222026228904724121e-01,8.316340446472167969e-01,8.430328965187072754e-01
9.503445029258728027e-01,9.115126729011535645e-01,7.914333343505859375e-01,7.792477011680603027e-01,8.022415041923522949e-01,7.408075332641601562e-01,7.270039916038513184e-01,7.131879925727844238e-01,6.859651803970336914e-01,6.908411979675292969e-01,6.953838467597961426e-01,7.092392444610595703e-01,7.286244034767150879e-01,6.149250864982604980e-01,6.464910507202148438e-01,7.298082113265991211e-01,7.289066314697265625e-01,7.399170994758605957e-01,7.524485588073730469e-01,7.765795588493347168e-01,8.024746179580688477e-01,8.202419877052307129e-01,8.458696603775024414e-01,8.607094287872314453e-01,8.578238487243652344e-01,8.427329063415527344e-01,8.535097241401672363e-01,8.567738533020019531e-01
8.868166208267211914e-01,8.612241148948669434e-01,7.745608091354370117e-01,7.273353934288024902e-01,7.298899292945861816e-01,6.993242502212524414e-01,6.904590725898742676e-01,7.102742791175842285e-01,7.571356296539306641e-01,7.987228631973266602e-01,8.166169524192810059e-01,8.281471133232116699e-01,8.505112528800964355e-01,7.252646684646606445e-01,7.252659201622009277e-01,7.896338701248168945e-01,7.928084731101989746e-01,7.885630726814270020e-01,7.787396311759948730e-01,7.877611517906188965e-01,8.061923384666442871e-01,8.235835433006286621e-01,8.497163653373718262e-01,8.678178787231445312e-01,8.546356558799743652e-01,8.396341800689697266e-01,8.530570268630981445e-01,8.561785221099853516e-01
