0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.788914918899536133e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.742859601974487305e-01,9.480373263359069824e-01,9.740522503852844238e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.889686107635498047e-01,9.830002188682556152e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.991986751556396484e-01
9.533212184906005859e-01,9.493984580039978027e-01,9.519296884536743164e-01,9.599017500877380371e-01,9.658010005950927734e-01,9.533430337905883789e-01,9.440296292304992676e-01,9.469027519226074219e-01,9.460240006446838379e-01,9.452371001243591309e-01,9.532132148742675781e-01,9.538488984107971191e-01,9.485322833061218262e-01,9.888691902160644531e-01,1.000000000000000000e+00,9.638568162918090820e-01,9.480888247489929199e-01,9.543547630310058594e-01,9.787996411323547363e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.645867943763732910e-01,9.333638548851013184e-01,9.409164190292358398e-01,9.613883495330810547e-01,9.769458174705505371e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.773213863372802734e-01,9.636480808258056641e-01,9.586405754089355469e-01,9.479206800460815430e-01,9.442082047462463379e-01,9.451621770858764648e-01,9.646006822586059570e-01,9.761984944343566895e-01,9.623364806175231934e-01,9.513896703720092773e-01,9.373250007629394531e-01,9.321234226226806641e-01
9.426569938659667969e-01,9.358462691307067871e-01,9.295236468315124512e-01,9.327124953269958496e-01,9.420794248580932617e-01,9.339439868927001953e-01,9.190086722373962402e-01,9.269232153892517090e-01,9.307094812393188477e-01,9.343926310539245605e-01,9.441833496093750000e-01,9.410700201988220215e-01,9.399507045745849609e-01,9.540461301803588867e-01,9.387935996055603027e-01,9.358835816383361816e-01,9.406409263610839844e-01,9.368818402290344238e-01,9.366126656532287598e-01,9.188067913055419922e-01,9.228033423423767090e-01,9.458073377609252930e-01,9.437553286552429199e-01,9.277834296226501465e-01,9.268489480018615723e-01,9.406450390815734863e-01,9.586688876152038574e-01,9.636458158493041992e-01,9.412712454795837402e-01,9.321897029876708984e-01,9.459075927734375000e-01,9.565975069999694824e-01,9.445080161094665527e-01,9.310604929924011230e-01,9.362171888351440430e-01,9.552384614944458008e-01,9.563242793083190918e-01,9.517323970794677734e-01,9.452902078628540039e-01,9.127079844474792480e-01,8.861506581306457520e-01
9.278410077095031738e-01,9.149011373519897461e-01,9.049417376518249512e-01,9.075214266777038574e-01,9.209464788436889648e-01,9.124991893768310547e-01,9.001857042312622070e-01,9.076379537582397461e-01,9.112185835838317871e-01,9.140540957450866699e-01,9.240524172782897949e-01,9.254280924797058105e-01,9.189199805259704590e-01,9.433194398880004883e-01,9.348366260528564453e-01,9.215332865715026855e-01,9.191839694976806641e-01,9.155606627464294434e-01,9.292396903038024902e-01,9.243861436843872070e-01,8.997620940208435059e-01,9.076400995254516602e-01,9.204283356666564941e-01,9.096301794052124023e-01,9.102787375450134277e-01,9.181123375892639160e-01,9.309577941894531250e-01,9.334062933921813965e-01,9.154407382011413574e-01,9.107186794281005859e-01,9.168067574501037598e-01,9.287814497947692871e-01,9.225427508354187012e-01,9.141693711280822754e-01,9.191907048225402832e-01,9.286684393882751465e-01,9.296328425407409668e-01,9.305266141891479492e-01,9.327978491783142090e-01,9.621696472167968750e-01,9.783083796501159668e-01
9.157449603080749512e-01,9.136129021644592285e-01,9.069718122482299805e-01,9.045743942260742188e-01,9.150428175926208496e-01,9.110326170921325684e-01,8.987486958503723145e-01,9.066933393478393555e-01,9.114286899566650391e-01,9.070349335670471191e-01,9.129402041435241699e-01,9.148994684219360352e-01,9.116452932357788086e-01,9.405715465545654297e-01,9.381780624389648438e-01,9.233037233352661133e-01,9.145481586456298828e-01,9.092598557472229004e-01,9.250503182411193848e-01,9.280754327774047852e-01,9.276460409164428711e-01,9.462436437606811523e-01,9.281405210494995117e-01,9.033749699592590332e-01,9.111789464950561523e-01,9.265342354774475098e-01,9.287767410278320312e-01,9.417328834533691406e-01,9.391508102416992188e-01,9.564628601074218750e-01,9.431119561195373535e-01,9.312273859977722168e-01,9.235430359840393066e-01,9.103232622146606445e-01,9.129151701927185059e-01,9.269983172416687012e-01,9.464430809020996094e-01,9.457957148551940918e-01,9.413467645645141602e-01,9.761322140693664551e-01,1.000000000000000000e+00
8.996145129203796387e-01,9.091186523437500000e-01,9.163296818733215332e-01,9.078055620193481445e-01,9.047936201095581055e-01,8.939141631126403809e-01,8.842040896415710449e-01,8.988844156265258789e-01,9.051819443702697754e-01,9.026405215263366699e-01,9.021193385124206543e-01,9.088637828826904297e-01,9.139068722724914551e-01,9.252486228942871094e-01,9.089709520339965820e-01,9.085507392883300781e-01,9.083562493324279785e-01,8.986017107963562012e-01,9.038892388343811035e-01,9.029758572578430176e-01,8.965828418731689453e-01,9.113155007362365723e-01,9.115328192710876465e-01,8.923971652984619141e-01,8.959971666336059570e-01,9.160613417625427246e-01,9.262319803237915039e-01,9.187831878662109375e-01,9.079706072807312012e-01,9.153411388397216797e-01,9.196375608444213867e-01,9.297306537628173828e-01,9.218157529830932617e-01,9.087437987327575684e-01,9.097518920898437500e-01,9.121285676956176758e-01,9.244371056556701660e-01,9.284064769744873047e-01,9.300889372825622559e-01,9.064157605171203613e-01,8.853434324264526367e-01
9.105892181396484375e-01,9.127436280250549316e-01,9.205697774887084961e-01,9.175711274147033691e-01,9.088855385780334473e-01,9.013004302978515625e-01,8.948532938957214355e-01,9.016764163970947266e-01,9.101676940917968750e-01,9.128100872039794922e-01,9.126017093658447266e-01,9.128333330154418945e-01,9.212585687637329102e-01,9.482992291450500488e-01,9.376655220985412598e-01,9.286299943923950195e-01,9.160589575767517090e-01,9.058897495269775391e-01,9.302421212196350098e-01,9.385568499565124512e-01,9.229994416236877441e-01,9.280534386634826660e-01,9.209393858909606934e-01,9.037780165672302246e-01,9.017127752304077148e-01,9.158994555473327637e-01,9.360220432281494141e-01,9.377356171607971191e-01,9.262385368347167969e-01,9.286407828330993652e-01,9.225031137466430664e-01,9.192802309989929199e-01,9.236960411071777344e-01,9.205800294876098633e-01,9.157027006149291992e-01,9.229745864868164062e-01,9.481986165046691895e-01,9.473387002944946289e-01,9.395520091056823730e-01,8.978720307350158691e-01,8.715586066246032715e-01
9.057104587554931641e-01,9.033349752426147461e-01,9.005095362663269043e-01,9.036161899566650391e-01,9.107137918472290039e-01,8.988848924636840820e-01,8.961346745491027832e-01,8.976294994354248047e-01,9.003258347511291504e-01,9.013958573341369629e-01,9.077371358871459961e-01,9.148042201995849609e-01,9.122658371925354004e-01,9.245982170104980469e-01,9.130870103836059570e-01,9.118409156799316406e-01,9.155556559562683105e-01,9.061328768730163574e-01,9.137397408485412598e-01,9.009362459182739258e-01,8.939687609672546387e-01,9.187780022621154785e-01,9.086789488792419434e-01,8.962825536727905273e-01,8.965978622436523438e-01,9.082589149475097656e-01,9.223411083221435547e-01,9.259308576583862305e-01,9.171594381332397461e-01,9.153816103935241699e-01,9.150602817535400391e-01,9.101735353469848633e-01,9.090009927749633789e-01,9.000793695449829102e-01,9.041394591331481934e-01,9.182096123695373535e-01,9.270220994949340820e-01,9.313834309577941895e-01,9.343800544738769531e-01,8.898912668228149414e-01,8.693744540214538574e-01
9.129977822303771973e-01,9.073925018310546875e-01,8.986122012138366699e-01,9.030320644378662109e-01,9.127468466758728027e-01,8.998473286628723145e-01,8.883419632911682129e-01,8.984966874122619629e-01,9.038206338882446289e-01,8.984352946281433105e-01,9.032959938049316406e-01,9.100781679153442383e-01,9.074053168296813965e-01,9.256076216697692871e-01,9.205983281135559082e-01,9.128635525703430176e-01,9.099413752555847168e-01,9.032056927680969238e-01,9.155659079551696777e-01,9.275612831115722656e-01,9.111628532409667969e-01,9.161322712898254395e-01,9.111009240150451660e-01,8.906395435333251953e-01,8.951091766357421875e-01,9.097384810447692871e-01,9.265630245208740234e-01,9.285152554512023926e-01,9.110009074211120605e-01,8.996956348419189453e-01,9.025267362594604492e-01,9.110967516899108887e-01,9.174124002456665039e-01,9.038296937942504883e-01,9.006552696228027344e-01,9.181995987892150879e-01,9.304829835891723633e-01,9.314600825309753418e-01,9.255130887031555176e-01,9.274979233741760254e-01,9.146659970283508301e-01
