0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.664450287818908691e-01,9.375164508819580078e-01,8.550598621368408203e-01,8.504774570465087891e-01,9.551334381103515625e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.314700365066528320e-01,9.329578876495361328e-01,9.311115741729736328e-01,9.398824572563171387e-01,9.464876055717468262e-01,9.475201368331909180e-01,9.426445960998535156e-01,9.394334554672241211e-01,9.524133801460266113e-01,9.502550363540649414e-01,9.391149282455444336e-01,9.496432542800903320e-01,9.615272283554077148e-01,9.399185776710510254e-01,9.462535977363586426e-01,9.718400239944458008e-01,9.555968642234802246e-01,9.390090703964233398e-01,9.431408047676086426e-01,9.355819225311279297e-01,9.387006759643554688e-01,9.412584900856018066e-01,9.478973746299743652e-01,9.542602300643920898e-01,9.428402781486511230e-01,9.417340159416198730e-01,9.419770240783691406e-01,9.538936614990234375e-01,9.439804553985595703e-01,9.329299926757812500e-01,9.376949667930603027e-01,9.371751546859741211e-01,9.453902840614318848e-01,9.550662636756896973e-01,9.560392498970031738e-01,9.479920268058776855e-01,9.653929471969604492e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.499787688255310059e-01,9.500964879989624023e-01
9.232411384582519531e-01,9.365205764770507812e-01,9.339330792427062988e-01,9.424660801887512207e-01,9.485576748847961426e-01,9.489561319351196289e-01,9.458855986595153809e-01,9.394272565841674805e-01,9.481115937232971191e-01,9.481288194656372070e-01,9.430508017539978027e-01,9.480149745941162109e-01,9.552942514419555664e-01,9.435155987739562988e-01,9.416239261627197266e-01,9.584439396858215332e-01,9.439249038696289062e-01,9.339971542358398438e-01,9.320667982101440430e-01,9.322936534881591797e-01,9.376521706581115723e-01,9.362341761589050293e-01,9.386420249938964844e-01,9.448676705360412598e-01,9.351651072502136230e-01,9.344554543495178223e-01,9.371343851089477539e-01,9.425427913665771484e-01,9.312023520469665527e-01,9.149535298347473145e-01,9.184722304344177246e-01,9.249892234802246094e-01,9.319439530372619629e-01,9.383708238601684570e-01,9.366279840469360352e-01,9.354301691055297852e-01,9.319204688072204590e-01,9.274761080741882324e-01,9.385101199150085449e-01,9.654591679573059082e-01,9.694029092788696289e-01,9.650599956512451172e-01,9.481224417686462402e-01,9.504465460777282715e-01
8.945199847221374512e-01,9.072542786598205566e-01,9.148689508438110352e-01,9.191823005676269531e-01,9.231532216072082520e-01,9.342544078826904297e-01,9.242569804191589355e-01,9.166665673255920410e-01,9.289199709892272949e-01,9.315904974937438965e-01,9.175464510917663574e-01,9.163928627967834473e-01,9.302729368209838867e-01,9.203692674636840820e-01,9.207783341407775879e-01,9.421404600143432617e-01,9.274067282676696777e-01,9.121919274330139160e-01,9.125853180885314941e-01,9.098917245864868164e-01,9.106745719909667969e-01,9.098770618438720703e-01,9.088422060012817383e-01,9.159445166587829590e-01,9.152151942253112793e-01,9.073938131332397461e-01,9.132503271102905273e-01,9.159781336784362793e-01,9.077382683753967285e-01,8.949868679046630859e-01,9.034136533737182617e-01,9.109610319137573242e-01,9.064400792121887207e-01,9.168465137481689453e-01,9.229930639266967773e-01,9.214911460876464844e-01,9.260504841804504395e-01,9.206476211547851562e-01,9.167795181274414062e-01,9.333497881889343262e-01,9.362240433692932129e-01,9.503417015075683594e-01,9.331698417663574219e-01,9.390528202056884766e-01
8.936126232147216797e-01,9.051468968391418457e-01,9.148363471031188965e-01,9.185401797294616699e-01,9.221515059471130371e-01,9.250425696372985840e-01,9.190438389778137207e-01,9.095816612243652344e-01,9.209003448486328125e-01,9.226880669593811035e-01,9.147521257400512695e-01,9.226018190383911133e-01,9.341431856155395508e-01,9.201060533523559570e-01,9.174669384956359863e-01,9.345998764038085938e-01,9.226014614105224609e-01,9.128037095069885254e-01,9.105889201164245605e-01,9.053651094436645508e-01,9.073631167411804199e-01,9.062939286231994629e-01,9.051076769828796387e-01,9.059278964996337891e-01,9.130921363830566406e-01,9.085851311683654785e-01,9.082953333854675293e-01,9.181331992149353027e-01,9.174597263336181641e-01,9.034823775291442871e-01,8.997579813003540039e-01,9.036501646041870117e-01,9.009903073310852051e-01,9.099690318107604980e-01,9.180580377578735352e-01,9.179050922393798828e-01,9.348588585853576660e-01,9.461105465888977051e-01,9.265143871307373047e-01,8.683484196662902832e-01,8.616137504577636719e-01,9.247593283653259277e-01,9.262220263481140137e-01,9.294446706771850586e-01
8.751934170722961426e-01,8.944173455238342285e-01,9.042823314666748047e-01,9.097638130187988281e-01,9.079868197441101074e-01,9.129373431205749512e-01,9.076414108276367188e-01,8.991468548774719238e-01,9.142411351203918457e-01,9.129021763801574707e-01,9.086446762084960938e-01,9.083206653594970703e-01,9.105848670005798340e-01,9.035394191741943359e-01,9.089700579643249512e-01,9.289876222610473633e-01,9.214290380477905273e-01,9.070183038711547852e-01,9.058727025985717773e-01,9.003545641899108887e-01,8.956648111343383789e-01,8.955007195472717285e-01,9.004942178726196289e-01,8.999511003494262695e-01,9.021816849708557129e-01,9.031707644462585449e-01,8.971326351165771484e-01,8.944244384765625000e-01,8.946436643600463867e-01,8.893707394599914551e-01,8.880589008331298828e-01,8.968104124069213867e-01,8.979858160018920898e-01,9.009106159210205078e-01,9.028269052505493164e-01,9.014390707015991211e-01,9.013106226921081543e-01,8.851479887962341309e-01,8.864133954048156738e-01,8.353720903396606445e-01,8.293446898460388184e-01,9.037138223648071289e-01,9.174041748046875000e-01,9.203959107398986816e-01
8.824140429496765137e-01,9.054828882217407227e-01,9.135074615478515625e-01,9.136210083961486816e-01,9.176958799362182617e-01,9.221460819244384766e-01,9.112388491630554199e-01,9.107024073600769043e-01,9.161590337753295898e-01,9.118709564208984375e-01,9.050224423408508301e-01,9.124520421028137207e-01,9.294457435607910156e-01,9.077329635620117188e-01,9.149965047836303711e-01,9.507032632827758789e-01,9.315256476402282715e-01,8.931047320365905762e-01,9.000223278999328613e-01,8.996324539184570312e-01,8.936361074447631836e-01,8.928821086883544922e-01,9.005067348480224609e-01,9.099421501159667969e-01,9.079645276069641113e-01,9.108613729476928711e-01,9.098435044288635254e-01,9.035622477531433105e-01,9.007943272590637207e-01,8.839733600616455078e-01,8.844130039215087891e-01,9.001691937446594238e-01,9.065225720405578613e-01,9.032940268516540527e-01,9.027991294860839844e-01,8.982852101325988770e-01,9.082478284835815430e-01,9.170237779617309570e-01,9.367363452911376953e-01,9.189351797103881836e-01,9.162219762802124023e-01,9.498226046562194824e-01,9.247297048568725586e-01,9.165531992912292480e-01
8.771379590034484863e-01,8.948217034339904785e-01,9.012841582298278809e-01,8.985719680786132812e-01,9.036037325859069824e-01,9.085140228271484375e-01,9.018430709838867188e-01,8.985326290130615234e-01,9.042716026306152344e-01,9.126822948455810547e-01,9.157122969627380371e-01,9.106714129447937012e-01,9.186433553695678711e-01,9.035634398460388184e-01,8.989297747611999512e-01,9.026095867156982422e-01,9.002789258956909180e-01,8.962081074714660645e-01,8.983510136604309082e-01,8.903585672378540039e-01,8.922311067581176758e-01,8.864030241966247559e-01,8.866112828254699707e-01,9.004337787628173828e-01,9.026659727096557617e-01,9.026592373847961426e-01,9.007307887077331543e-01,9.014962911605834961e-01,8.952022194862365723e-01,8.823047280311584473e-01,8.877690434455871582e-01,8.929294943809509277e-01,8.923562765121459961e-01,8.895412683486938477e-01,8.919093608856201172e-01,8.885614275932312012e-01,9.004740118980407715e-01,9.008456468582153320e-01,8.826109766960144043e-01,8.377871513366699219e-01,8.364441990852355957e-01,8.910579681396484375e-01,9.041040539741516113e-01,9.007778763771057129e-01
8.822866082191467285e-01,8.926646113395690918e-01,8.961473107337951660e-01,8.984636068344116211e-01,9.083247184753417969e-01,9.093044400215148926e-01,9.013695120811462402e-01,9.031569361686706543e-01,9.157941341400146484e-01,9.210610389709472656e-01,9.175865054130554199e-01,9.229482412338256836e-01,9.354124069213867188e-01,9.110619425773620605e-01,9.143344759941101074e-01,9.388324618339538574e-01,9.199897646903991699e-01,9.085794091224670410e-01,9.098181128501892090e-01,9.001616239547729492e-01,9.004766941070556641e-01,8.915680646896362305e-01,8.925311565399169922e-01,9.042959213256835938e-01,9.035754799842834473e-01,9.045258760452270508e-01,9.072135090827941895e-01,9.078393578529357910e-01,8.998741507530212402e-01,8.842329382896423340e-01,8.805069327354431152e-01,8.877059221267700195e-01,8.876539468765258789e-01,8.998258113861083984e-01,9.002578258514404297e-01,8.941034078598022461e-01,9.009837508201599121e-01,8.999498486518859863e-01,8.846781253814697266e-01,8.584830164909362793e-01,8.603224754333496094e-01,9.081127047538757324e-01,9.025915265083312988e-01,9.022485613822937012e-01
