0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.958522915840148926e-01,9.476853013038635254e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.835783839225769043e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.988367319107055664e-01,8.836790323257446289e-01,8.805970549583435059e-01,8.845893144607543945e-01,7.448840141296386719e-01,5.939259529113769531e-01,3.817068040370941162e-01,2.098727822303771973e-01,1.951343715190887451e-01,3.518622815608978271e-01,6.058738827705383301e-01,7.629599571228027344e-01,7.904558181762695312e-01,7.919003963470458984e-01,7.894061207771301270e-01,8.043768405914306641e-01,8.531469106674194336e-01,8.756344318389892578e-01,8.860356807708740234e-01,8.929864168167114258e-01,9.135823845863342285e-01,9.115161895751953125e-01,9.010823965072631836e-01,9.160763621330261230e-01,9.606062769889831543e-01,1.000000000000000000e+00,9.823070764541625977e-01,9.574272632598876953e-01
9.164974689483642578e-01,9.198855757713317871e-01,8.983405828475952148e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.853017926216125488e-01,8.140792250633239746e-01,6.449614763259887695e-01,5.738560557365417480e-01,6.056123971939086914e-01,7.491596937179565430e-01,9.071018099784851074e-01,9.158112406730651855e-01,9.166942834854125977e-01,9.217174053192138672e-01,8.961814045906066895e-01,8.889082074165344238e-01,9.028226137161254883e-01,8.936372995376586914e-01,9.000793099403381348e-01,9.245598316192626953e-01,9.153622388839721680e-01,9.066144227981567383e-01,9.306086301803588867e-01,9.460548758506774902e-01,9.425405859947204590e-01,9.442700743675231934e-01,9.454358816146850586e-01
8.954511880874633789e-01,9.110552072525024414e-01,8.484813570976257324e-01,7.698048949241638184e-01,6.315864324569702148e-01,5.482323765754699707e-01,4.020252227783203125e-01,2.374355345964431763e-01,1.279779225587844849e-01,2.439713478088378906e-01,4.292953014373779297e-01,5.508090853691101074e-01,6.227355003356933594e-01,6.898490190505981445e-01,7.607809305191040039e-01,7.986908555030822754e-01,8.338957428932189941e-01,8.729780912399291992e-01,8.799827694892883301e-01,8.933159708976745605e-01,9.184450507164001465e-01,9.030402302742004395e-01,9.029256105422973633e-01,9.306311011314392090e-01,9.576793909072875977e-01,9.642735719680786133e-01,9.560092687606811523e-01,9.517189264297485352e-01
8.682592511177062988e-01,8.757998943328857422e-01,8.048224449157714844e-01,7.273516058921813965e-01,5.758242011070251465e-01,4.718168079853057861e-01,3.320010602474212646e-01,1.635988205671310425e-01,3.936228156089782715e-02,1.405250728130340576e-01,3.306584358215332031e-01,4.704202711582183838e-01,5.500770211219787598e-01,6.287788748741149902e-01,7.010930180549621582e-01,7.661734819412231445e-01,8.126643896102905273e-01,8.395940065383911133e-01,8.330970406532287598e-01,8.454069495201110840e-01,8.683336377143859863e-01,8.597723841667175293e-01,8.679708242416381836e-01,8.831904530525207520e-01,9.182752966880798340e-01,9.465975761413574219e-01,9.319199323654174805e-01,9.274760484695434570e-01
8.680281043052673340e-01,8.578502535820007324e-01,7.482091188430786133e-01,7.083807587623596191e-01,6.338580250740051270e-01,5.777746438980102539e-01,4.440708756446838379e-01,3.227878808975219727e-01,2.520208656787872314e-01,3.029563426971435547e-01,4.378816485404968262e-01,5.701721310615539551e-01,6.434730887413024902e-01,7.103981375694274902e-01,7.469770312309265137e-01,7.737405300140380859e-01,8.081243634223937988e-01,8.360925316810607910e-01,8.249913454055786133e-01,8.466196060180664062e-01,8.808310627937316895e-01,8.585150837898254395e-01,8.688693642616271973e-01,8.830626010894775391e-01,9.075544476509094238e-01,9.233645796775817871e-01,9.215427041053771973e-01,9.195779561996459961e-01
8.840684890747070312e-01,8.811308741569519043e-01,7.728872895240783691e-01,7.103180885314941406e-01,6.507115364074707031e-01,6.310086846351623535e-01,5.545350313186645508e-01,4.990226626396179199e-01,4.110458195209503174e-01,4.128007888793945312e-01,4.865421056747436523e-01,6.012577414512634277e-01,6.448528766632080078e-01,7.014666795730590820e-01,7.631563544273376465e-01,8.152145147323608398e-01,8.536500930786132812e-01,8.658550977706909180e-01,8.610132336616516113e-01,8.778773546218872070e-01,9.238913059234619141e-01,9.067149758338928223e-01,8.994076251983642578e-01,9.101769924163818359e-01,9.525672197341918945e-01,9.812704324722290039e-01,9.605484008789062500e-01,9.330446720123291016e-01
8.839868307113647461e-01,8.807924985885620117e-01,7.898809909820556641e-01,7.888346314430236816e-01,7.237935066223144531e-01,7.373598217964172363e-01,6.496596932411193848e-01,5.400072336196899414e-01,4.251369237899780273e-01,4.423285722732543945e-01,4.806233048439025879e-01,5.605520606040954590e-01,6.325009465217590332e-01,6.964247226715087891e-01,7.556678056716918945e-01,8.103932142257690430e-01,8.406006693840026855e-01,8.574820756912231445e-01,8.625872135162353516e-01,8.722518682479858398e-01,9.033696651458740234e-01,9.002792835235595703e-01,8.902679085731506348e-01,9.107159972190856934e-01,9.299931526184082031e-01,9.365437030792236328e-01,9.259335994720458984e-01,9.269220232963562012e-01
8.691852688789367676e-01,8.615998625755310059e-01,7.556422352790832520e-01,6.475253105163574219e-01,5.166718959808349609e-01,4.379801452159881592e-01,3.277887701988220215e-01,2.463594377040863037e-01,1.372798085212707520e-01,2.112215310335159302e-01,3.594019711017608643e-01,4.704063236713409424e-01,5.647320151329040527e-01,6.606798171997070312e-01,7.237775921821594238e-01,7.757294774055480957e-01,8.104004859924316406e-01,8.345726728439331055e-01,8.367546796798706055e-01,8.432720303535461426e-01,8.694459795951843262e-01,8.618588447570800781e-01,8.608261346817016602e-01,8.760856986045837402e-01,9.136317372322082520e-01,9.283092617988586426e-01,9.238639473915100098e-01,9.140315055847167969e-01
