0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.221014142036437988e-01,7.927733063697814941e-01,9.083852767944335938e-01,9.818128347396850586e-01,7.942852377891540527e-01,7.688595056533813477e-01,8.650462031364440918e-01,9.830744266510009766e-01,9.634929299354553223e-01,9.838536977767944336e-01,9.820616841316223145e-01,9.755859971046447754e-01,9.787376523017883301e-01,9.771377444267272949e-01,9.537792801856994629e-01,9.431397914886474609e-01,9.782579541206359863e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.790548682212829590e-01,9.816744327545166016e-01,9.802756905555725098e-01,9.800263643264770508e-01,9.544417262077331543e-01,9.409914612770080566e-01,9.572756290435791016e-01,9.611688256263732910e-01,9.502485990524291992e-01,9.593299627304077148e-01,9.631850719451904297e-01,9.564672708511352539e-01,9.497798085212707520e-01,9.545265436172485352e-01,9.743891954421997070e-01,9.211267232894897461e-01,9.082478284835815430e-01,9.550416469573974609e-01,1.000000000000000000e+00,9.752655029296875000e-01,9.682087898254394531e-01,9.960351586341857910e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.890773057937622070e-01,8.270914554595947266e-01,8.447181582450866699e-01,8.754446506500244141e-01,8.842317461967468262e-01,8.998218178749084473e-01,9.172772765159606934e-01,9.370725154876708984e-01,9.571892023086547852e-01,9.494623541831970215e-01,9.507583975791931152e-01,9.521711468696594238e-01,9.482257366180419922e-01,9.503639936447143555e-01,9.421033263206481934e-01,9.402668476104736328e-01,9.435795545578002930e-01,9.415310025215148926e-01,9.490407109260559082e-01,9.430170059204101562e-01,9.436460733413696289e-01,9.427965283393859863e-01,9.499794244766235352e-01,9.529899358749389648e-01,9.538710117340087891e-01,9.554843306541442871e-01,9.501326680183410645e-01,9.481613039970397949e-01,9.602773785591125488e-01,9.745374917984008789e-01
9.578521847724914551e-01,9.656295180320739746e-01,9.503500461578369141e-01,9.474689960479736328e-01,9.372668266296386719e-01,9.247241616249084473e-01,9.380062222480773926e-01,9.377296566963195801e-01,9.314155578613281250e-01,9.358195066452026367e-01,9.319173693656921387e-01,9.281427860260009766e-01,9.308429360389709473e-01,9.324615597724914551e-01,9.640820622444152832e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.821085929870605469e-01,9.955615997314453125e-01,9.911406636238098145e-01,1.000000000000000000e+00,9.464157819747924805e-01,9.297768473625183105e-01,9.366504549980163574e-01,9.506999254226684570e-01,9.576469659805297852e-01,9.607418775558471680e-01,9.640957713127136230e-01,9.599418044090270996e-01,9.762914776802062988e-01,9.888362884521484375e-01,8.576442599296569824e-01,8.112435936927795410e-01,8.274489641189575195e-01,8.446607589721679688e-01,8.577628135681152344e-01,8.916653990745544434e-01,9.072650671005249023e-01,9.244737625122070312e-01,9.471901059150695801e-01,9.402898550033569336e-01,9.348875880241394043e-01,9.338645935058593750e-01,9.341338276863098145e-01,9.382054805755615234e-01,9.306371808052062988e-01,9.143647551536560059e-01,9.078421592712402344e-01,9.169848561286926270e-01,9.520173072814941406e-01,9.395651817321777344e-01,9.290224313735961914e-01,9.298849701881408691e-01,9.390522837638854980e-01,9.390949606895446777e-01,9.391142725944519043e-01,9.437476396560668945e-01,9.475570321083068848e-01,9.481140971183776855e-01,9.544621706008911133e-01,9.638576507568359375e-01
9.257171154022216797e-01,9.367414712905883789e-01,9.297923445701599121e-01,9.237689375877380371e-01,9.183703660964965820e-01,9.107877612113952637e-01,9.149038791656494141e-01,9.129146337509155273e-01,9.172358512878417969e-01,9.202658534049987793e-01,9.092631340026855469e-01,9.063240289688110352e-01,9.039908051490783691e-01,9.094010591506958008e-01,9.152733683586120605e-01,8.350632786750793457e-01,8.277118802070617676e-01,8.627609610557556152e-01,9.083320498466491699e-01,8.435655236244201660e-01,8.252916336059570312e-01,8.758922219276428223e-01,9.473803043365478516e-01,9.397746920585632324e-01,9.260335564613342285e-01,9.349151849746704102e-01,9.239403009414672852e-01,9.092858433723449707e-01,9.347020983695983887e-01,8.851232528686523438e-01,8.605734705924987793e-01,8.948491811752319336e-01,8.227975964546203613e-01,7.823375463485717773e-01,8.029347658157348633e-01,8.286004662513732910e-01,8.383503556251525879e-01,8.602174520492553711e-01,8.840479254722595215e-01,9.170619845390319824e-01,9.298377633094787598e-01,9.217444658279418945e-01,9.222931265830993652e-01,9.232518076896667480e-01,9.162241816520690918e-01,9.239712357521057129e-01,9.175710082054138184e-01,8.938805460929870605e-01,8.859256505966186523e-01,8.967585563659667969e-01,9.360743165016174316e-01,9.273458719253540039e-01,9.158807396888732910e-01,9.192863702774047852e-01,9.262025952339172363e-01,9.167860150337219238e-01,9.225974678993225098e-01,9.373401999473571777e-01,9.418419599533081055e-01,9.383482336997985840e-01,9.330113530158996582e-01,9.473641514778137207e-01
9.337197542190551758e-01,9.453825354576110840e-01,9.450128674507141113e-01,9.308251142501831055e-01,9.180829524993896484e-01,9.134199619293212891e-01,9.223628044128417969e-01,9.246236085891723633e-01,9.201216101646423340e-01,9.159779548645019531e-01,9.096561670303344727e-01,9.012570381164550781e-01,8.996486067771911621e-01,9.162745475769042969e-01,9.448135495185852051e-01,9.285194873809814453e-01,9.304701685905456543e-01,9.459927082061767578e-01,9.606665968894958496e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.982077479362487793e-01,9.626870155334472656e-01,9.608832001686096191e-01,9.456673860549926758e-01,9.517484307289123535e-01,9.401208758354187012e-01,9.296566247940063477e-01,9.564803838729858398e-01,9.560962915420532227e-01,9.523661732673645020e-01,9.611352682113647461e-01,8.508546948432922363e-01,8.077100515365600586e-01,8.226039409637451172e-01,8.420410752296447754e-01,8.435380458831787109e-01,8.592347502708435059e-01,8.832331895828247070e-01,9.106181859970092773e-01,9.245444536209106445e-01,9.207612872123718262e-01,9.244879484176635742e-01,9.265866279602050781e-01,9.174829125404357910e-01,9.243547320365905762e-01,9.123433232307434082e-01,8.963417410850524902e-01,8.964740037918090820e-01,9.004676342010498047e-01,9.298182725906372070e-01,9.227790236473083496e-01,9.132196307182312012e-01,9.158688187599182129e-01,9.221084117889404297e-01,9.121975898742675781e-01,9.197189211845397949e-01,9.353025555610656738e-01,9.407775998115539551e-01,9.332360625267028809e-01,9.334245920181274414e-01,9.412063956260681152e-01
9.208015203475952148e-01,9.280338883399963379e-01,9.273423552513122559e-01,9.118055105209350586e-01,9.030019044876098633e-01,8.985275030136108398e-01,9.019684195518493652e-01,9.044657945632934570e-01,8.999251723289489746e-01,8.965954184532165527e-01,8.984260559082031250e-01,8.913048505783081055e-01,8.933254480361938477e-01,9.103841781616210938e-01,9.209030270576477051e-01,8.773293495178222656e-01,8.785485625267028809e-01,9.068107008934020996e-01,9.099078178405761719e-01,8.837723731994628906e-01,8.730138540267944336e-01,9.056674838066101074e-01,9.182124733924865723e-01,9.053152203559875488e-01,9.008118510246276855e-01,9.029350876808166504e-01,8.986732959747314453e-01,8.992261886596679688e-01,9.223388433456420898e-01,9.213116765022277832e-01,9.265075325965881348e-01,9.302191734313964844e-01,8.507896661758422852e-01,8.120747208595275879e-01,8.170596957206726074e-01,8.318366408348083496e-01,8.355842232704162598e-01,8.470382094383239746e-01,8.752040863037109375e-01,9.051629304885864258e-01,9.193060398101806641e-01,9.100121259689331055e-01,9.136607050895690918e-01,9.121954441070556641e-01,9.064626097679138184e-01,9.119969010353088379e-01,9.023988246917724609e-01,8.883326649665832520e-01,8.930153250694274902e-01,8.948684334754943848e-01,9.180368781089782715e-01,9.048352837562561035e-01,8.945833444595336914e-01,9.037156105041503906e-01,9.178991913795471191e-01,9.162841439247131348e-01,9.150713682174682617e-01,9.254300594329833984e-01,9.330702424049377441e-01,9.148204326629638672e-01,9.209369421005249023e-01,9.302789568901062012e-01
9.095995426177978516e-01,9.222965836524963379e-01,9.186801910400390625e-01,9.145789742469787598e-01,9.077835679054260254e-01,8.945963382720947266e-01,9.038418531417846680e-01,9.111715555191040039e-01,9.017050266265869141e-01,9.033587574958801270e-01,9.125201702117919922e-01,8.980467915534973145e-01,8.902043700218200684e-01,9.151483178138732910e-01,9.246364831924438477e-01,8.740563988685607910e-01,8.745953440666198730e-01,9.012557268142700195e-01,9.413306117057800293e-01,9.285393953323364258e-01,9.224249720573425293e-01,9.392026066780090332e-01,9.739146828651428223e-01,9.770588874816894531e-01,9.470947980880737305e-01,9.391410350799560547e-01,9.092546701431274414e-01,8.946427106857299805e-01,9.423709511756896973e-01,9.075052142143249512e-01,8.842561244964599609e-01,9.039259552955627441e-01,8.419737219810485840e-01,8.122306466102600098e-01,8.142265677452087402e-01,8.262619376182556152e-01,8.394616842269897461e-01,8.487838506698608398e-01,8.653330206871032715e-01,8.993718624114990234e-01,9.277734756469726562e-01,9.177197217941284180e-01,9.193993806838989258e-01,9.146306514739990234e-01,9.119628071784973145e-01,9.135249853134155273e-01,9.083562493324279785e-01,8.849568963050842285e-01,8.853520750999450684e-01,8.995827436447143555e-01,9.204238653182983398e-01,9.119589924812316895e-01,9.055234193801879883e-01,9.133617877960205078e-01,9.243710637092590332e-01,9.165872335433959961e-01,9.146728515625000000e-01,9.251852035522460938e-01,9.248266220092773438e-01,9.182480573654174805e-01,9.225760698318481445e-01,9.277400970458984375e-01
9.087400436401367188e-01,9.187144041061401367e-01,9.195377230644226074e-01,9.119071960449218750e-01,8.955833911895751953e-01,8.922325372695922852e-01,9.077880978584289551e-01,9.140628576278686523e-01,9.004967212677001953e-01,8.931986093521118164e-01,9.036228656768798828e-01,8.989610671997070312e-01,8.960416913032531738e-01,9.092454314231872559e-01,9.307217597961425781e-01,8.937886953353881836e-01,8.948477506637573242e-01,9.144573807716369629e-01,9.294702410697937012e-01,9.083742499351501465e-01,9.008201360702514648e-01,9.247077107429504395e-01,9.301076531410217285e-01,9.281569123268127441e-01,9.129902124404907227e-01,9.160251021385192871e-01,8.997794985771179199e-01,8.878882527351379395e-01,9.087903499603271484e-01,8.919569849967956543e-01,9.045224785804748535e-01,9.434036016464233398e-01,8.218163847923278809e-01,7.676447629928588867e-01,7.879824042320251465e-01,8.152989149093627930e-01,8.333657383918762207e-01,8.454324603080749512e-01,8.499268889427185059e-01,8.821091055870056152e-01,9.050438404083251953e-01,8.975423574447631836e-01,9.095392227172851562e-01,9.120597243309020996e-01,9.020143747329711914e-01,9.035363793373107910e-01,8.939992785453796387e-01,8.751434683799743652e-01,8.787573575973510742e-01,8.927692770957946777e-01,9.106358289718627930e-01,9.057919383049011230e-01,8.954397439956665039e-01,9.025747776031494141e-01,9.073156714439392090e-01,9.095059633255004883e-01,9.056631922721862793e-01,9.002577066421508789e-01,9.004511237144470215e-01,9.084929227828979492e-01,9.161893725395202637e-01,9.201768040657043457e-01
9.021271467208862305e-01,9.159668684005737305e-01,9.134095907211303711e-01,9.075158238410949707e-01,8.967791199684143066e-01,8.890178799629211426e-01,8.969182968139648438e-01,9.106881618499755859e-01,9.040896296501159668e-01,9.044739603996276855e-01,9.008549451828002930e-01,8.975392580032348633e-01,9.036675691604614258e-01,9.063646793365478516e-01,9.155035018920898438e-01,8.659871220588684082e-01,8.669992089271545410e-01,8.861244916915893555e-01,9.180950522422790527e-01,9.155416488647460938e-01,9.082161784172058105e-01,9.273955225944519043e-01,9.274668693542480469e-01,9.243261814117431641e-01,9.186789989471435547e-01,9.110189080238342285e-01,8.827109932899475098e-01,8.769327998161315918e-01,9.115549325942993164e-01,8.881677985191345215e-01,8.711779713630676270e-01,8.981825709342956543e-01,8.134271502494812012e-01,7.732405066490173340e-01,7.897421121597290039e-01,8.132678866386413574e-01,8.258301019668579102e-01,8.378899693489074707e-01,8.476236462593078613e-01,8.726466894149780273e-01,8.973893523216247559e-01,8.976041078567504883e-01,9.040823578834533691e-01,9.060766696929931641e-01,8.999899029731750488e-01,9.054448008537292480e-01,8.949077725410461426e-01,8.798765540122985840e-01,8.740822076797485352e-01,8.872955441474914551e-01,9.091621041297912598e-01,8.960317969322204590e-01,8.879542350769042969e-01,8.962775468826293945e-01,8.999618291854858398e-01,9.120029211044311523e-01,9.048112034797668457e-01,9.041616320610046387e-01,9.055314660072326660e-01,9.047137498855590820e-01,9.144541025161743164e-01,9.199079871177673340e-01
