0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.654902577400207520e-01,7.782947421073913574e-01,9.184429049491882324e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.818191528320312500e-01,9.564871788024902344e-01,9.320784807205200195e-01,9.245970249176025391e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.853000402450561523e-01,8.019691705703735352e-01,7.549411654472351074e-01,8.079749345779418945e-01,8.282451629638671875e-01,8.119878172874450684e-01,7.874385714530944824e-01,6.936761140823364258e-01,6.095243692398071289e-01,5.359401702880859375e-01,3.489836454391479492e-01,2.818273305892944336e-01,4.467431306838989258e-01,5.322060585021972656e-01,5.309920310974121094e-01,5.392428636550903320e-01,5.636228919029235840e-01,5.732810497283935547e-01,6.409836411476135254e-01,7.328955531120300293e-01,7.509320378303527832e-01,7.610607147216796875e-01,7.803909182548522949e-01,8.056737780570983887e-01,8.233411908149719238e-01,8.267048597335815430e-01,8.006760478019714355e-01,8.034850955009460449e-01,8.352005481719970703e-01,8.404697775840759277e-01,8.536397814750671387e-01,8.258346915245056152e-01,8.062914013862609863e-01,8.240857124328613281e-01,8.327506184577941895e-01
9.594225287437438965e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.835032820701599121e-01,9.380975365638732910e-01,9.215132594108581543e-01,9.418014883995056152e-01,9.879155755043029785e-01,9.737672209739685059e-01,7.348870635032653809e-01,6.902242898941040039e-01,9.267075657844543457e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.779932260513305664e-01,8.366310596466064453e-01,9.327225685119628906e-01,9.373162984848022461e-01,8.994137048721313477e-01,8.838493227958679199e-01,8.717743158340454102e-01,8.822864294052124023e-01,8.842275738716125488e-01,9.005854725837707520e-01,8.936545252799987793e-01,8.889502882957458496e-01,8.965143561363220215e-01,9.067047834396362305e-01,8.938246965408325195e-01,8.829530477523803711e-01,8.868974447250366211e-01,8.897499442100524902e-01
9.003600478172302246e-01,8.925164341926574707e-01,8.724980950355529785e-01,8.748766183853149414e-01,8.728396296501159668e-01,8.887493610382080078e-01,8.628795146942138672e-01,8.238691091537475586e-01,7.614096999168395996e-01,6.518298387527465820e-01,3.752111494541168213e-01,3.584095537662506104e-01,6.419361233711242676e-01,6.999539136886596680e-01,6.741744875907897949e-01,6.828135848045349121e-01,6.724438071250915527e-01,5.778532028198242188e-01,6.572357416152954102e-01,8.135182857513427734e-01,8.356261253356933594e-01,8.096630573272705078e-01,8.019748926162719727e-01,8.147093653678894043e-01,8.578414916992187500e-01,8.643564581871032715e-01,8.716194033622741699e-01,8.753889799118041992e-01,8.662639260292053223e-01,8.622165322303771973e-01,8.805118203163146973e-01,8.755438327789306641e-01,8.580071330070495605e-01,8.621336817741394043e-01,8.772336840629577637e-01
8.276263475418090820e-01,7.540303468704223633e-01,7.211626172065734863e-01,7.816045880317687988e-01,8.250544667243957520e-01,8.029192686080932617e-01,7.359526753425598145e-01,6.960173249244689941e-01,6.687519550323486328e-01,5.701860189437866211e-01,2.830363512039184570e-01,1.512687951326370239e-01,3.511269092559814453e-01,4.575458168983459473e-01,4.589464068412780762e-01,5.126105546951293945e-01,5.376955270767211914e-01,4.612100124359130859e-01,5.548860430717468262e-01,6.917794942855834961e-01,7.255108356475830078e-01,7.203383445739746094e-01,7.312711477279663086e-01,7.567873597145080566e-01,8.027924299240112305e-01,8.024004697799682617e-01,8.111010789871215820e-01,8.115548491477966309e-01,8.124701380729675293e-01,8.196585774421691895e-01,8.327420353889465332e-01,8.235855102539062500e-01,8.086062669754028320e-01,8.181862831115722656e-01,8.374899625778198242e-01
7.596679329872131348e-01,7.070268392562866211e-01,6.553149223327636719e-01,7.123642563819885254e-01,7.651854753494262695e-01,7.247434854507446289e-01,6.301773786544799805e-01,5.734782814979553223e-01,5.662738680839538574e-01,4.937253892421722412e-01,2.622863352298736572e-01,1.186128705739974976e-01,3.373389840126037598e-01,4.680216908454895020e-01,4.479510784149169922e-01,5.311570167541503906e-01,5.924308896064758301e-01,5.274083018302917480e-01,5.807338953018188477e-01,6.460641026496887207e-01,6.616942882537841797e-01,6.499145627021789551e-01,6.696262955665588379e-01,6.981022357940673828e-01,7.281256318092346191e-01,7.292944192886352539e-01,7.281521558761596680e-01,7.273401618003845215e-01,7.441538572311401367e-01,7.535505294799804688e-01,7.587295174598693848e-01,7.328316569328308105e-01,7.194210290908813477e-01,7.374634742736816406e-01,7.695446610450744629e-01
8.415787816047668457e-01,8.148118853569030762e-01,7.800931930541992188e-01,8.041662573814392090e-01,8.274813294410705566e-01,8.241729140281677246e-01,7.091170549392700195e-01,5.627111792564392090e-01,4.734522700309753418e-01,3.395882248878479004e-01,1.146098002791404724e-01,7.218824326992034912e-02,3.288738429546356201e-01,4.420742094516754150e-01,4.635672569274902344e-01,5.001989006996154785e-01,4.498137831687927246e-01,3.909640610218048096e-01,5.107737779617309570e-01,6.266682744026184082e-01,6.729905009269714355e-01,6.782639026641845703e-01,6.911888718605041504e-01,7.100071310997009277e-01,7.564709186553955078e-01,7.680802941322326660e-01,7.862374186515808105e-01,7.951112985610961914e-01,8.223452568054199219e-01,8.185296654701232910e-01,8.120924234390258789e-01,7.872400283813476562e-01,7.743378877639770508e-01,7.950423955917358398e-01,8.279867768287658691e-01
8.640623092651367188e-01,8.575786948204040527e-01,8.066854476928710938e-01,8.261350989341735840e-01,8.443605899810791016e-01,8.231132030487060547e-01,7.301061749458312988e-01,6.638374328613281250e-01,6.923486590385437012e-01,6.749397516250610352e-01,5.154468417167663574e-01,4.893980622291564941e-01,6.656155586242675781e-01,6.429294943809509277e-01,5.905600190162658691e-01,5.908098220825195312e-01,5.763722062110900879e-01,4.920232892036437988e-01,5.902535915374755859e-01,7.118517160415649414e-01,7.339015603065490723e-01,7.279958128929138184e-01,7.183665633201599121e-01,7.261683344841003418e-01,7.735668420791625977e-01,7.818647623062133789e-01,7.961192727088928223e-01,8.135724663734436035e-01,8.326683044433593750e-01,8.272027969360351562e-01,8.261219859123229980e-01,8.121381998062133789e-01,8.034552931785583496e-01,8.024035096168518066e-01,8.332228660583496094e-01
8.574308753013610840e-01,8.082877993583679199e-01,7.405617833137512207e-01,7.902159094810485840e-01,8.182315230369567871e-01,8.026867508888244629e-01,7.116991877555847168e-01,6.790128350257873535e-01,6.781126260757446289e-01,6.343750953674316406e-01,4.463517963886260986e-01,3.638711869716644287e-01,5.189684033393859863e-01,5.480204820632934570e-01,5.563959479331970215e-01,5.802354812622070312e-01,5.684308409690856934e-01,4.769075214862823486e-01,5.671913027763366699e-01,6.840714812278747559e-01,6.904655098915100098e-01,6.927509903907775879e-01,7.013126015663146973e-01,7.194843292236328125e-01,7.539581060409545898e-01,7.672819495201110840e-01,7.784407138824462891e-01,7.843151688575744629e-01,7.941756248474121094e-01,7.923883199691772461e-01,8.110917806625366211e-01,8.189121484756469727e-01,8.052203059196472168e-01,7.909651994705200195e-01,8.260180354118347168e-01
