0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.173430800437927246e-01,9.062479734420776367e-01,9.002121686935424805e-01,9.022269248962402344e-01,9.093505144119262695e-01,9.100529551506042480e-01,9.068640470504760742e-01,9.013862013816833496e-01,9.023817181587219238e-01,8.993455171585083008e-01,9.121564626693725586e-01,9.221820235252380371e-01,9.095106720924377441e-01,9.078606367111206055e-01,9.074818491935729980e-01,9.034088850021362305e-01,8.976504206657409668e-01,8.884760141372680664e-01,8.795372843742370605e-01,8.773325085639953613e-01,8.724902868270874023e-01,8.761057853698730469e-01,8.752869963645935059e-01,8.752743601799011230e-01,8.880853652954101562e-01,8.940979838371276855e-01,8.999173641204833984e-01,9.016687870025634766e-01,9.010001420974731445e-01,9.054418206214904785e-01,9.187195301055908203e-01,9.152977466583251953e-01,9.049154520034790039e-01,9.077573418617248535e-01,9.093860387802124023e-01,9.109724760055541992e-01,9.092603921890258789e-01,9.086344838142395020e-01,9.117943048477172852e-01,9.113931655883789062e-01,9.089021682739257812e-01,9.176625609397888184e-01,9.136241078376770020e-01,9.139415025711059570e-01,9.190551638603210449e-01,9.125733971595764160e-01,9.104808568954467773e-01,9.174274802207946777e-01,9.320180416107177734e-01,9.132924675941467285e-01
9.064176082611083984e-01,8.905407786369323730e-01,8.867823481559753418e-01,8.951991796493530273e-01,9.076116085052490234e-01,9.001153111457824707e-01,8.934364318847656250e-01,8.942863345146179199e-01,8.904687166213989258e-01,8.804461956024169922e-01,8.918011188507080078e-01,9.027981758117675781e-01,8.982565402984619141e-01,9.022815227508544922e-01,9.036006331443786621e-01,8.988208174705505371e-01,8.867851495742797852e-01,8.878562450408935547e-01,8.843417763710021973e-01,8.743297457695007324e-01,8.784512281417846680e-01,8.875700831413269043e-01,8.833772540092468262e-01,8.824848532676696777e-01,8.832991123199462891e-01,8.894124627113342285e-01,8.873126506805419922e-01,8.848263025283813477e-01,8.809152245521545410e-01,8.873679041862487793e-01,9.052260518074035645e-01,9.099321961402893066e-01,8.917353749275207520e-01,8.824583888053894043e-01,8.886502385139465332e-01,8.891345262527465820e-01,8.836165070533752441e-01,8.873122334480285645e-01,8.977135419845581055e-01,8.991713523864746094e-01,8.967220187187194824e-01,8.991494178771972656e-01,9.014435410499572754e-01,9.058325290679931641e-01,9.078088998794555664e-01,9.183911681175231934e-01,9.284234642982482910e-01,9.328268766403198242e-01,9.318642020225524902e-01,9.172826409339904785e-01
9.006620049476623535e-01,8.929404020309448242e-01,8.855577707290649414e-01,8.915824890136718750e-01,9.052041769027709961e-01,8.918305635452270508e-01,8.816891312599182129e-01,8.918926715850830078e-01,8.862597346305847168e-01,8.739066720008850098e-01,8.819430470466613770e-01,8.849795460700988770e-01,8.798468708992004395e-01,8.853404521942138672e-01,8.855960965156555176e-01,8.813374042510986328e-01,8.698107004165649414e-01,8.728494644165039062e-01,8.728672266006469727e-01,8.605982065200805664e-01,8.531117439270019531e-01,8.635591864585876465e-01,8.713398575782775879e-01,8.680534958839416504e-01,8.688721656799316406e-01,8.663465380668640137e-01,8.758012652397155762e-01,8.707111477851867676e-01,8.638124465942382812e-01,8.806960582733154297e-01,8.927305936813354492e-01,8.976041674613952637e-01,8.838840126991271973e-01,8.690762519836425781e-01,8.679832220077514648e-01,8.713042140007019043e-01,8.726947903633117676e-01,8.938045501708984375e-01,8.995129466056823730e-01,8.942389488220214844e-01,8.893699049949645996e-01,8.825991153717041016e-01,8.934068083763122559e-01,8.996100425720214844e-01,8.920010328292846680e-01,8.947612047195434570e-01,9.015946388244628906e-01,8.999986052513122559e-01,8.969752192497253418e-01,8.872638344764709473e-01
8.965675234794616699e-01,8.899397850036621094e-01,8.848053812980651855e-01,8.819049000740051270e-01,9.003555774688720703e-01,8.955509066581726074e-01,8.906015157699584961e-01,9.054603576660156250e-01,8.939617276191711426e-01,8.850898146629333496e-01,8.864834904670715332e-01,8.877602219581604004e-01,8.760884404182434082e-01,8.751857876777648926e-01,8.833500146865844727e-01,8.823627829551696777e-01,8.744145035743713379e-01,8.778451681137084961e-01,8.816398978233337402e-01,8.716279268264770508e-01,8.612104654312133789e-01,8.750612735748291016e-01,8.854199647903442383e-01,8.744273781776428223e-01,8.716369867324829102e-01,8.685658574104309082e-01,8.758575916290283203e-01,8.823159933090209961e-01,8.730057477951049805e-01,8.810562491416931152e-01,8.918640017509460449e-01,8.981102108955383301e-01,8.899635672569274902e-01,8.830273747444152832e-01,8.794484734535217285e-01,8.766669034957885742e-01,8.797428011894226074e-01,8.966092467308044434e-01,9.027107954025268555e-01,9.030231237411499023e-01,8.978244662284851074e-01,8.875790238380432129e-01,8.897734880447387695e-01,8.913640379905700684e-01,8.943349123001098633e-01,8.965098857879638672e-01,8.908030986785888672e-01,8.949386477470397949e-01,8.951833248138427734e-01,8.880127668380737305e-01
8.795264959335327148e-01,8.683148622512817383e-01,8.732818961143493652e-01,8.808432817459106445e-01,8.940089344978332520e-01,8.933019638061523438e-01,8.731136322021484375e-01,8.790079951286315918e-01,8.861694335937500000e-01,8.796892166137695312e-01,8.768599033355712891e-01,8.792451024055480957e-01,8.729678988456726074e-01,8.697407841682434082e-01,8.770950436592102051e-01,8.774353265762329102e-01,8.778480887413024902e-01,8.785800933837890625e-01,8.760213851928710938e-01,8.716845512390136719e-01,8.788778781890869141e-01,8.828834891319274902e-01,8.842491507530212402e-01,8.793994188308715820e-01,8.773534893989562988e-01,8.717137575149536133e-01,8.745883703231811523e-01,8.734821677207946777e-01,8.692238330841064453e-01,8.751494288444519043e-01,8.865684866905212402e-01,8.867761492729187012e-01,8.751491308212280273e-01,8.749817609786987305e-01,8.824896812438964844e-01,8.818327784538269043e-01,8.763393163681030273e-01,8.752380609512329102e-01,8.799903392791748047e-01,8.918321728706359863e-01,8.848364353179931641e-01,8.762918710708618164e-01,8.780388832092285156e-01,8.723192214965820312e-01,8.830229640007019043e-01,8.967595696449279785e-01,8.924584984779357910e-01,8.992999196052551270e-01,9.021747708320617676e-01,8.988438844680786133e-01
8.848749995231628418e-01,8.739699721336364746e-01,8.747625946998596191e-01,8.948301672935485840e-01,9.076566100120544434e-01,8.913171887397766113e-01,8.716276884078979492e-01,8.775995969772338867e-01,8.830242156982421875e-01,8.720234632492065430e-01,8.724266886711120605e-01,8.813891410827636719e-01,8.752276301383972168e-01,8.693334460258483887e-01,8.736416697502136230e-01,8.790845274925231934e-01,8.745275139808654785e-01,8.769999146461486816e-01,8.673874139785766602e-01,8.590870499610900879e-01,8.558541536331176758e-01,8.531404137611389160e-01,8.569982647895812988e-01,8.650658130645751953e-01,8.687645196914672852e-01,8.625029921531677246e-01,8.731594085693359375e-01,8.777335882186889648e-01,8.738687634468078613e-01,8.729389309883117676e-01,8.743937611579895020e-01,8.789259195327758789e-01,8.740104436874389648e-01,8.735170960426330566e-01,8.853917121887207031e-01,8.878252506256103516e-01,8.890436291694641113e-01,8.883676528930664062e-01,8.830228447914123535e-01,8.914855718612670898e-01,8.912557959556579590e-01,8.894711136817932129e-01,8.866659998893737793e-01,8.839796185493469238e-01,8.874236345291137695e-01,8.906131982803344727e-01,8.887932300567626953e-01,8.930839300155639648e-01,8.983883857727050781e-01,8.848882913589477539e-01
8.812322616577148438e-01,8.695443272590637207e-01,8.628747463226318359e-01,8.784909844398498535e-01,8.973158001899719238e-01,8.787014484405517578e-01,8.643956184387207031e-01,8.749868869781494141e-01,8.802981972694396973e-01,8.696952462196350098e-01,8.720623254776000977e-01,8.813414573669433594e-01,8.751242160797119141e-01,8.667035698890686035e-01,8.698578476905822754e-01,8.819110393524169922e-01,8.734625577926635742e-01,8.693905472755432129e-01,8.633167147636413574e-01,8.568018674850463867e-01,8.525014519691467285e-01,8.494035601615905762e-01,8.475928306579589844e-01,8.514302968978881836e-01,8.548595905303955078e-01,8.471949696540832520e-01,8.613126873970031738e-01,8.677590489387512207e-01,8.635979294776916504e-01,8.717343807220458984e-01,8.740344047546386719e-01,8.761488199234008789e-01,8.701680898666381836e-01,8.675410151481628418e-01,8.771956562995910645e-01,8.817325234413146973e-01,8.803294301033020020e-01,8.748183250427246094e-01,8.685624003410339355e-01,8.793139457702636719e-01,8.796395063400268555e-01,8.808214068412780762e-01,8.769119381904602051e-01,8.757135272026062012e-01,8.832162022590637207e-01,8.884775638580322266e-01,8.872283697128295898e-01,8.891249299049377441e-01,8.863264918327331543e-01,8.747414946556091309e-01
8.822015523910522461e-01,8.750880956649780273e-01,8.696414232254028320e-01,8.718316555023193359e-01,8.884571194648742676e-01,8.829767704010009766e-01,8.681378364562988281e-01,8.695077896118164062e-01,8.736252188682556152e-01,8.652125597000122070e-01,8.702193498611450195e-01,8.868136405944824219e-01,8.766685128211975098e-01,8.756904006004333496e-01,8.905893564224243164e-01,8.938890695571899414e-01,8.780736327171325684e-01,8.806769251823425293e-01,8.792191147804260254e-01,8.627155423164367676e-01,8.631429076194763184e-01,8.625848293304443359e-01,8.579728603363037109e-01,8.622673153877258301e-01,8.581331968307495117e-01,8.616293668746948242e-01,8.791653513908386230e-01,8.694866299629211426e-01,8.579734563827514648e-01,8.630214333534240723e-01,8.741847276687622070e-01,8.743079900741577148e-01,8.657371401786804199e-01,8.705118298530578613e-01,8.762285113334655762e-01,8.706251978874206543e-01,8.676299452781677246e-01,8.682291507720947266e-01,8.694168925285339355e-01,8.767998218536376953e-01,8.708500862121582031e-01,8.717945814132690430e-01,8.726984262466430664e-01,8.866942524909973145e-01,8.839181661605834961e-01,8.799567222595214844e-01,8.855068087577819824e-01,8.946124315261840820e-01,9.006797671318054199e-01,8.908172249794006348e-01
