0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.448469877243041992e-01,9.432781934738159180e-01,7.430779337882995605e-01,5.495415329933166504e-01,3.358845710754394531e-01,2.689023017883300781e-01,3.429136276245117188e-01,4.709556996822357178e-01,5.955421924591064453e-01,6.906116604804992676e-01,7.995492219924926758e-01,8.703491091728210449e-01,8.792806863784790039e-01
9.384130239486694336e-01,8.940964341163635254e-01,8.437260389328002930e-01,7.584437131881713867e-01,5.384573340415954590e-01,4.701178371906280518e-01,5.131135582923889160e-01,5.528032183647155762e-01,6.480261087417602539e-01,7.447931170463562012e-01,8.337684869766235352e-01,8.702909350395202637e-01,8.909016251564025879e-01
9.171396493911743164e-01,9.089757800102233887e-01,8.606550097465515137e-01,8.116310834884643555e-01,6.613046526908874512e-01,6.038483381271362305e-01,6.530809402465820312e-01,7.153350710868835449e-01,7.464655041694641113e-01,7.517340779304504395e-01,8.039941787719726562e-01,8.590771555900573730e-01,8.782662153244018555e-01
9.021135568618774414e-01,7.703762054443359375e-01,5.723986625671386719e-01,4.790760576725006104e-01,3.895145356655120850e-01,4.154385328292846680e-01,4.269693195819854736e-01,4.315105080604553223e-01,4.612444937229156494e-01,5.237246155738830566e-01,6.419031620025634766e-01,7.603551149368286133e-01,8.190683722496032715e-01
8.933173418045043945e-01,8.635684251785278320e-01,7.744174599647521973e-01,6.571227312088012695e-01,4.866604506969451904e-01,4.275322258472442627e-01,4.798255264759063721e-01,5.426517128944396973e-01,6.023988723754882812e-01,6.660642623901367188e-01,7.480919957160949707e-01,7.855406999588012695e-01,8.196360468864440918e-01
8.853790760040283203e-01,8.148404359817504883e-01,7.401184439659118652e-01,6.966071724891662598e-01,6.007992625236511230e-01,5.894120931625366211e-01,5.937948822975158691e-01,6.255428791046142578e-01,6.607681512832641602e-01,6.962828040122985840e-01,7.446681261062622070e-01,7.997559309005737305e-01,8.521403670310974121e-01
8.748524785041809082e-01,8.108004331588745117e-01,7.423868775367736816e-01,7.127474546432495117e-01,6.180256009101867676e-01,5.835116505622863770e-01,6.126103997230529785e-01,6.454634666442871094e-01,6.575943827629089355e-01,6.617297530174255371e-01,7.211523056030273438e-01,7.978656888008117676e-01,8.398016691207885742e-01
8.723708391189575195e-01,7.661452889442443848e-01,7.012897729873657227e-01,7.174488902091979980e-01,6.446763873100280762e-01,6.165070533752441406e-01,6.082821488380432129e-01,6.173195242881774902e-01,6.322307586669921875e-01,6.570968031883239746e-01,7.241708040237426758e-01,7.919996976852416992e-01,8.392846584320068359e-01
8.569322824478149414e-01,7.844226956367492676e-01,6.766953468322753906e-01,6.204273700714111328e-01,5.319956541061401367e-01,5.199693441390991211e-01,5.707855224609375000e-01,5.862345695495605469e-01,5.914693474769592285e-01,6.283940076828002930e-01,7.081534266471862793e-01,7.756710648536682129e-01,8.273046016693115234e-01
8.604226112365722656e-01,8.094845414161682129e-01,7.514552474021911621e-01,6.859992146492004395e-01,5.304565429687500000e-01,4.605976343154907227e-01,4.939129352569580078e-01,5.706459879875183105e-01,6.340352892875671387e-01,6.677048802375793457e-01,7.266925573348999023e-01,7.747412919998168945e-01,8.335555195808410645e-01
8.656374216079711914e-01,8.004447221755981445e-01,7.396700978279113770e-01,6.975632905960083008e-01,5.778783559799194336e-01,5.427761077880859375e-01,5.896539092063903809e-01,6.145792603492736816e-01,6.289647817611694336e-01,6.621960401535034180e-01,7.212097644805908203e-01,7.755367755889892578e-01,8.308264613151550293e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17
-6.491924077272415161e-02,-6.491924077272415161e-02,-6.491924077272415161e-02,-6.491924077272415161e-02,-6.491924077272415161e-02,-2.672359906136989594e-02,2.284106984734535217e-02,6.283786147832870483e-02,8.518086373805999756e-02,8.518086373805999756e-02,8.518086373805999756e-02,8.518086373805999756e-02,8.518086373805999756e-02
-5.224963650107383728e-02,-5.224963650107383728e-02,-5.224963650107383728e-02,-5.224963650107383728e-02,-5.224963650107383728e-02,-2.701563015580177307e-02,3.684015478938817978e-03,3.362642601132392883e-02,5.739327147603034973e-02,5.739327147603034973e-02,5.739327147603034973e-02,5.739327147603034973e-02,5.739327147603034973e-02
