0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.476164937019348145e-01,6.852158904075622559e-01,4.407287538051605225e-01,3.727686405181884766e-01,4.243822693824768066e-01,4.903145432472229004e-01,5.478691458702087402e-01,5.792190432548522949e-01,5.882326364517211914e-01,6.030235886573791504e-01,6.145481467247009277e-01,6.185286045074462891e-01,6.689193248748779297e-01,7.635532021522521973e-01
7.766967415809631348e-01,6.625931859016418457e-01,5.959222316741943359e-01,5.902223587036132812e-01,6.302118301391601562e-01,6.889746785163879395e-01,7.264755964279174805e-01,7.261415719985961914e-01,7.441710233688354492e-01,7.637202739715576172e-01,7.461979985237121582e-01,7.485865950584411621e-01,7.718464136123657227e-01,7.840799689292907715e-01
7.494370937347412109e-01,5.652943253517150879e-01,4.280340969562530518e-01,3.809602260589599609e-01,4.113433063030242920e-01,4.569924473762512207e-01,4.940209388732910156e-01,5.365015864372253418e-01,5.740920305252075195e-01,5.958781242370605469e-01,5.948712825775146484e-01,5.797949433326721191e-01,6.121575236320495605e-01,6.909908056259155273e-01
7.184254527091979980e-01,5.194514989852905273e-01,3.181617856025695801e-01,2.602651715278625488e-01,2.798601388931274414e-01,3.164640665054321289e-01,3.458695411682128906e-01,3.751865029335021973e-01,4.065859019756317139e-01,4.411222040653228760e-01,4.484702646732330322e-01,4.371667504310607910e-01,4.759639501571655273e-01,5.749139785766601562e-01
7.063532471656799316e-01,5.860800147056579590e-01,4.643056392669677734e-01,4.345049560070037842e-01,4.634106755256652832e-01,4.908054769039154053e-01,5.210328102111816406e-01,5.356564521789550781e-01,5.553091168403625488e-01,5.775173902511596680e-01,5.875279903411865234e-01,5.928283333778381348e-01,6.040019989013671875e-01,6.334691643714904785e-01
7.099338173866271973e-01,5.507330298423767090e-01,4.041697978973388672e-01,3.955126702785491943e-01,4.655179083347320557e-01,5.270177721977233887e-01,5.688607692718505859e-01,6.046219468116760254e-01,6.142625808715820312e-01,6.115652918815612793e-01,6.222447156906127930e-01,6.270625591278076172e-01,6.306594610214233398e-01,6.568169593811035156e-01
7.105487585067749023e-01,5.445622205734252930e-01,4.137636721134185791e-01,3.892652392387390137e-01,4.423748552799224854e-01,4.889783859252929688e-01,5.288022160530090332e-01,5.473864674568176270e-01,5.519009828567504883e-01,5.564622282981872559e-01,5.584117174148559570e-01,5.505612492561340332e-01,5.681363940238952637e-01,6.261869072914123535e-01
7.167543172836303711e-01,5.895544886589050293e-01,4.804177880287170410e-01,4.684766530990600586e-01,5.139002799987792969e-01,5.561464428901672363e-01,5.967726111412048340e-01,5.988656282424926758e-01,6.029812097549438477e-01,6.207557916641235352e-01,6.231785416603088379e-01,6.245136857032775879e-01,6.390537023544311523e-01,6.655051708221435547e-01
7.292342185974121094e-01,5.954649448394775391e-01,4.545257389545440674e-01,4.167318344116210938e-01,4.416441023349761963e-01,4.911952316761016846e-01,5.540345907211303711e-01,5.777778625488281250e-01,5.914818644523620605e-01,6.135097742080688477e-01,6.312940716743469238e-01,6.378986239433288574e-01,6.530929207801818848e-01,7.012848854064941406e-01
7.324905991554260254e-01,6.299921274185180664e-01,5.306975245475769043e-01,5.130852460861206055e-01,5.506471395492553711e-01,5.955603122711181641e-01,6.256230473518371582e-01,6.347768902778625488e-01,6.164898872375488281e-01,6.143119931221008301e-01,6.153578162193298340e-01,6.040291190147399902e-01,6.186509132385253906e-01,6.817263960838317871e-01
7.270233631134033203e-01,6.155138015747070312e-01,5.116998553276062012e-01,4.840447604656219482e-01,5.219118595123291016e-01,5.541183948516845703e-01,5.813950300216674805e-01,6.051545739173889160e-01,6.160807609558105469e-01,6.379397511482238770e-01,6.409782767295837402e-01,6.277202367782592773e-01,6.326140761375427246e-01,6.621037721633911133e-01
