0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.978141784667968750e-01,9.596221446990966797e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.832139015197753906e-01,9.981830716133117676e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.896617531776428223e-01
8.692242503166198730e-01,9.072886109352111816e-01,9.302447438240051270e-01,9.302704930305480957e-01,9.268556237220764160e-01,9.241229295730590820e-01,9.321276545524597168e-01,9.364229440689086914e-01,9.234912991523742676e-01,9.112595915794372559e-01,9.121802449226379395e-01,9.147390723228454590e-01,9.130896329879760742e-01,9.262439608573913574e-01,9.362606406211853027e-01,9.387700557708740234e-01,9.404004216194152832e-01,9.534816145896911621e-01,9.544901251792907715e-01,9.634203314781188965e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.976257681846618652e-01,9.568181633949279785e-01,9.633587598800659180e-01,9.684866666793823242e-01,9.644488692283630371e-01,9.498305320739746094e-01,9.442703723907470703e-01,9.502508640289306641e-01,9.648791551589965820e-01,9.606432318687438965e-01,9.492725729942321777e-01,9.447527527809143066e-01,9.628571271896362305e-01,9.768376946449279785e-01,9.662784934043884277e-01,9.706394076347351074e-01,9.911975860595703125e-01,9.867022633552551270e-01,9.575235247611999512e-01,9.398127794265747070e-01,9.456607699394226074e-01,9.497979283332824707e-01,9.731537699699401855e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.526694416999816895e-01,9.837130308151245117e-01,9.988795518875122070e-01,1.000000000000000000e+00
8.618175387382507324e-01,8.897945880889892578e-01,9.162247776985168457e-01,9.196782112121582031e-01,9.077898859977722168e-01,8.970747590065002441e-01,9.081342816352844238e-01,9.175333976745605469e-01,9.098849296569824219e-01,9.009377956390380859e-01,9.089467525482177734e-01,9.131697416305541992e-01,9.120242595672607422e-01,9.285171627998352051e-01,9.378129243850708008e-01,9.336756467819213867e-01,9.347580075263977051e-01,9.494158625602722168e-01,9.483202695846557617e-01,9.566166400909423828e-01,9.595289826393127441e-01,9.321702718734741211e-01,9.508771896362304688e-01,9.392316937446594238e-01,9.496360421180725098e-01,9.482204914093017578e-01,9.393392205238342285e-01,9.240521192550659180e-01,9.253490567207336426e-01,9.395623207092285156e-01,9.505989551544189453e-01,9.426193833351135254e-01,9.434354901313781738e-01,9.387550950050354004e-01,9.444712996482849121e-01,9.554193019866943359e-01,9.489856362342834473e-01,9.449920654296875000e-01,9.574292302131652832e-01,9.690995216369628906e-01,9.600256085395812988e-01,9.406031370162963867e-01,9.397628903388977051e-01,9.372068047523498535e-01,9.501494169235229492e-01,9.499416351318359375e-01,9.593546986579895020e-01,9.256713390350341797e-01,8.927056789398193359e-01,8.882839679718017578e-01,9.128278493881225586e-01
8.485859036445617676e-01,8.696581721305847168e-01,8.855066299438476562e-01,8.880816698074340820e-01,8.794121742248535156e-01,8.771994113922119141e-01,8.876088857650756836e-01,8.884624242782592773e-01,8.821223378181457520e-01,8.783867359161376953e-01,8.893734812736511230e-01,8.977294564247131348e-01,8.914304375648498535e-01,8.963480591773986816e-01,8.996350169181823730e-01,9.022544026374816895e-01,9.058895707130432129e-01,9.151565432548522949e-01,9.223028421401977539e-01,9.323839545249938965e-01,9.445487856864929199e-01,9.176599979400634766e-01,9.304201602935791016e-01,9.178776741027832031e-01,9.270333647727966309e-01,9.318808317184448242e-01,9.193459153175354004e-01,9.035990834236145020e-01,9.044085741043090820e-01,9.127632379531860352e-01,9.239383339881896973e-01,9.143241047859191895e-01,9.117374420166015625e-01,9.074307680130004883e-01,9.202615022659301758e-01,9.328650236129760742e-01,9.246050715446472168e-01,9.255253672599792480e-01,9.301124811172485352e-01,9.311747550964355469e-01,9.218689203262329102e-01,9.093106985092163086e-01,9.154285192489624023e-01,9.142019748687744141e-01,9.305273890495300293e-01,9.409196376800537109e-01,9.534926414489746094e-01,8.965266346931457520e-01,8.810620307922363281e-01,8.953375220298767090e-01,9.291391372680664062e-01
8.468272089958190918e-01,8.701494336128234863e-01,8.825837373733520508e-01,8.859392404556274414e-01,8.838154077529907227e-01,8.859007954597473145e-01,8.904808163642883301e-01,8.939068317413330078e-01,8.810241818428039551e-01,8.655104041099548340e-01,8.797060847282409668e-01,8.906838297843933105e-01,8.826710581779479980e-01,8.931891322135925293e-01,9.091270565986633301e-01,9.050560593605041504e-01,9.066270589828491211e-01,9.087480902671813965e-01,9.094414710998535156e-01,9.288840293884277344e-01,9.442399740219116211e-01,9.139487147331237793e-01,9.270671606063842773e-01,9.131810069084167480e-01,9.247722029685974121e-01,9.291535019874572754e-01,9.139953255653381348e-01,8.984158039093017578e-01,9.007385373115539551e-01,9.045131802558898926e-01,9.178200364112854004e-01,9.133468866348266602e-01,9.024494886398315430e-01,9.044719934463500977e-01,9.259189367294311523e-01,9.378720521926879883e-01,9.393358230590820312e-01,9.374455809593200684e-01,9.502103924751281738e-01,9.491431713104248047e-01,9.237740039825439453e-01,9.104561209678649902e-01,9.198223352432250977e-01,9.141481518745422363e-01,9.263881444931030273e-01,9.436876177787780762e-01,9.580957889556884766e-01,9.145941734313964844e-01,9.046019315719604492e-01,9.068266749382019043e-01,9.223257303237915039e-01
8.409280180931091309e-01,8.623830080032348633e-01,8.775618076324462891e-01,8.806167840957641602e-01,8.765227794647216797e-01,8.807306289672851562e-01,8.785100579261779785e-01,8.873656392097473145e-01,8.774922490119934082e-01,8.693099021911621094e-01,8.825463652610778809e-01,8.901872038841247559e-01,8.915849924087524414e-01,8.928273320198059082e-01,8.907054662704467773e-01,8.861608505249023438e-01,9.020763635635375977e-01,9.162435531616210938e-01,9.044451713562011719e-01,9.049046635627746582e-01,9.251592159271240234e-01,8.929374814033508301e-01,9.205584526062011719e-01,9.108037948608398438e-01,9.160529375076293945e-01,9.120001792907714844e-01,9.071683287620544434e-01,8.946830630302429199e-01,9.020590782165527344e-01,9.090717434883117676e-01,9.120298624038696289e-01,8.994120955467224121e-01,8.921988606452941895e-01,9.017133116722106934e-01,9.183801412582397461e-01,9.305289387702941895e-01,9.322646856307983398e-01,9.245841503143310547e-01,9.213113784790039062e-01,9.341459870338439941e-01,9.200824499130249023e-01,9.135339260101318359e-01,9.213960170745849609e-01,9.090152382850646973e-01,9.121070504188537598e-01,9.141519665718078613e-01,9.257867336273193359e-01,8.982234597206115723e-01,8.869234919548034668e-01,8.920173048973083496e-01,9.114139676094055176e-01
8.296720385551452637e-01,8.561304211616516113e-01,8.727795481681823730e-01,8.767809271812438965e-01,8.735547065734863281e-01,8.747287988662719727e-01,8.867025971412658691e-01,8.892220258712768555e-01,8.764556646347045898e-01,8.747867345809936523e-01,8.863270282745361328e-01,8.954727649688720703e-01,8.918148875236511230e-01,8.934537172317504883e-01,8.982322216033935547e-01,8.908612132072448730e-01,8.883140087127685547e-01,9.113371372222900391e-01,9.157935380935668945e-01,9.174156785011291504e-01,9.432371258735656738e-01,9.177207350730895996e-01,9.312165975570678711e-01,9.136358499526977539e-01,9.226749539375305176e-01,9.295585155487060547e-01,9.169045090675354004e-01,8.914074897766113281e-01,9.035773873329162598e-01,9.229494929313659668e-01,9.175057411193847656e-01,9.076459407806396484e-01,9.064895510673522949e-01,9.102467894554138184e-01,9.276438355445861816e-01,9.362112879753112793e-01,9.268551468849182129e-01,9.276060461997985840e-01,9.422604441642761230e-01,9.562839269638061523e-01,9.354044795036315918e-01,9.098339080810546875e-01,9.104895591735839844e-01,9.079607129096984863e-01,9.289454221725463867e-01,9.396117925643920898e-01,9.473917484283447266e-01,9.108747243881225586e-01,9.122192263603210449e-01,9.016402959823608398e-01,9.157822728157043457e-01
8.265666961669921875e-01,8.598964214324951172e-01,8.725332617759704590e-01,8.682781457901000977e-01,8.668677210807800293e-01,8.667764663696289062e-01,8.755785822868347168e-01,8.774355649948120117e-01,8.700330257415771484e-01,8.695434927940368652e-01,8.775105476379394531e-01,8.801471590995788574e-01,8.688650727272033691e-01,8.797056078910827637e-01,8.827277421951293945e-01,8.776984214782714844e-01,8.805825114250183105e-01,8.983049988746643066e-01,8.980248570442199707e-01,8.959642648696899414e-01,9.139826893806457520e-01,8.953051567077636719e-01,9.044064283370971680e-01,8.945047259330749512e-01,9.082674980163574219e-01,9.127507805824279785e-01,8.990228772163391113e-01,8.819464445114135742e-01,8.935708403587341309e-01,9.062634110450744629e-01,9.063605666160583496e-01,9.032223820686340332e-01,9.075874090194702148e-01,9.027179479598999023e-01,9.105228185653686523e-01,9.159382581710815430e-01,9.112980961799621582e-01,9.160199761390686035e-01,9.286409616470336914e-01,9.300906658172607422e-01,9.135441780090332031e-01,8.940706253051757812e-01,8.925587534904479980e-01,8.920993804931640625e-01,9.161478281021118164e-01,9.095444679260253906e-01,9.213622212409973145e-01,9.001503586769104004e-01,8.741323947906494141e-01,8.830441236495971680e-01,9.115924239158630371e-01
8.300675153732299805e-01,8.628784418106079102e-01,8.781561851501464844e-01,8.706349730491638184e-01,8.695614337921142578e-01,8.700978755950927734e-01,8.729537725448608398e-01,8.737793564796447754e-01,8.694411516189575195e-01,8.705344796180725098e-01,8.742329478263854980e-01,8.775876164436340332e-01,8.721647858619689941e-01,8.865485787391662598e-01,8.925978541374206543e-01,8.932005763053894043e-01,8.936643600463867188e-01,8.987271189689636230e-01,9.003499150276184082e-01,9.099725484848022461e-01,9.384598731994628906e-01,9.141280651092529297e-01,9.234141111373901367e-01,9.029867053031921387e-01,9.102018475532531738e-01,9.214568734169006348e-01,9.120129942893981934e-01,9.022486209869384766e-01,8.989815711975097656e-01,9.034003019332885742e-01,9.271909594535827637e-01,9.211783409118652344e-01,9.114670157432556152e-01,9.009045362472534180e-01,9.135491251945495605e-01,9.350278377532958984e-01,9.238919019699096680e-01,9.153007268905639648e-01,9.295915365219116211e-01,9.334127306938171387e-01,9.196770191192626953e-01,9.078519940376281738e-01,9.035865068435668945e-01,8.969898819923400879e-01,9.243452548980712891e-01,9.330241084098815918e-01,9.435285329818725586e-01,9.044442176818847656e-01,8.891783356666564941e-01,9.049785137176513672e-01,9.330101609230041504e-01
