0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.599999189376831055e-01,7.384030818939208984e-01,6.894726157188415527e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.201915860176086426e-01,9.463034868240356445e-01,1.000000000000000000e+00
7.475121617317199707e-01,9.273908734321594238e-01,8.756002783775329590e-01,7.392221093177795410e-01,5.345811247825622559e-01,2.056993693113327026e-01,1.271643787622451782e-01,1.718752086162567139e-01,2.693319022655487061e-01,3.428308963775634766e-01,3.210472464561462402e-01,2.494067698717117310e-01,1.853298097848892212e-01,2.673569917678833008e-01,3.785005807876586914e-01,4.895839989185333252e-01,6.019749641418457031e-01,6.664457321166992188e-01,7.174947857856750488e-01,7.373185753822326660e-01,7.654944062232971191e-01,7.730180025100708008e-01,8.113523721694946289e-01,8.185412883758544922e-01
8.592013716697692871e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.051335453987121582e-01,5.386003851890563965e-01,4.333932399749755859e-01,4.510904252529144287e-01,5.197024345397949219e-01,5.830163955688476562e-01,6.136602163314819336e-01,6.517384648323059082e-01,6.533875465393066406e-01,7.429925799369812012e-01,8.805136084556579590e-01,9.766030311584472656e-01,9.568660259246826172e-01,9.140757322311401367e-01,9.100645780563354492e-01,9.001092314720153809e-01,9.474843144416809082e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.157952070236206055e-01
8.089068531990051270e-01,8.130404949188232422e-01,6.719602346420288086e-01,5.790318846702575684e-01,5.025658607482910156e-01,3.026346266269683838e-01,2.920718789100646973e-01,3.733877241611480713e-01,4.673251211643218994e-01,5.365563631057739258e-01,5.527670979499816895e-01,5.244508385658264160e-01,4.015269875526428223e-01,3.014705479145050049e-01,3.334389328956604004e-01,4.432936310768127441e-01,5.367767810821533203e-01,6.443809270858764648e-01,7.229488492012023926e-01,7.702203989028930664e-01,7.818849682807922363e-01,7.623169422149658203e-01,8.014724850654602051e-01,8.237212896347045898e-01
8.093551397323608398e-01,9.666255116462707520e-01,8.672450184822082520e-01,6.833331584930419922e-01,5.244863033294677734e-01,4.299898147583007812e-01,4.934730529785156250e-01,5.287510156631469727e-01,5.613614916801452637e-01,5.948125720024108887e-01,6.124848723411560059e-01,5.868875384330749512e-01,5.174093246459960938e-01,4.414127171039581299e-01,4.356383979320526123e-01,4.819931387901306152e-01,5.707623362541198730e-01,6.464096903800964355e-01,7.204439640045166016e-01,7.678579092025756836e-01,8.228802084922790527e-01,8.446364402770996094e-01,8.702087998390197754e-01,8.502972126007080078e-01
7.592477798461914062e-01,7.791424989700317383e-01,6.421141624450683594e-01,4.586041867733001709e-01,2.876086831092834473e-01,2.525280714035034180e-01,3.831131160259246826e-01,4.705047011375427246e-01,5.385375022888183594e-01,5.780366063117980957e-01,6.034612655639648438e-01,5.835493803024291992e-01,5.216762423515319824e-01,4.836103320121765137e-01,4.984537661075592041e-01,5.509846806526184082e-01,6.273033618927001953e-01,6.721951365470886230e-01,7.186457514762878418e-01,7.332047820091247559e-01,7.573212981224060059e-01,7.282242178916931152e-01,7.298052310943603516e-01,7.663951516151428223e-01
7.592293024063110352e-01,8.165252804756164551e-01,6.775096654891967773e-01,5.377246141433715820e-01,4.520638287067413330e-01,3.169067800045013428e-01,3.180986046791076660e-01,3.644685149192810059e-01,4.497394561767578125e-01,5.107295513153076172e-01,5.259254574775695801e-01,5.011938214302062988e-01,4.302437305450439453e-01,3.896265327930450439e-01,4.220207631587982178e-01,4.991744458675384521e-01,5.718467235565185547e-01,6.173174977302551270e-01,6.852558255195617676e-01,7.150231003761291504e-01,7.434342503547668457e-01,7.699969410896301270e-01,8.068203926086425781e-01,7.965134978294372559e-01
7.935297489166259766e-01,8.691028356552124023e-01,7.386714816093444824e-01,6.245015263557434082e-01,6.722633838653564453e-01,4.955674409866333008e-01,4.418273568153381348e-01,4.063156545162200928e-01,4.556663632392883301e-01,5.208356380462646484e-01,5.299274921417236328e-01,5.249971747398376465e-01,5.179617404937744141e-01,5.103763937950134277e-01,4.984413683414459229e-01,4.944526255130767822e-01,5.593361854553222656e-01,6.208441853523254395e-01,6.889840960502624512e-01,7.278190255165100098e-01,7.792451381683349609e-01,8.063687682151794434e-01,8.387430906295776367e-01,8.298699259757995605e-01
8.226854205131530762e-01,9.117635488510131836e-01,8.026956319808959961e-01,6.374245882034301758e-01,6.183282136917114258e-01,4.486292302608489990e-01,4.680576920509338379e-01,4.865474104881286621e-01,5.461671352386474609e-01,5.893608927726745605e-01,6.128910183906555176e-01,6.038202047348022461e-01,5.656611323356628418e-01,5.349655151367187500e-01,5.129309296607971191e-01,5.276054739952087402e-01,6.375218033790588379e-01,7.091919183731079102e-01,7.617505192756652832e-01,7.830705642700195312e-01,8.076725602149963379e-01,8.020812273025512695e-01,8.502637743949890137e-01,8.607273101806640625e-01
