0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.920088648796081543e-01,8.730096220970153809e-01,8.400405049324035645e-01,9.029205441474914551e-01,9.161051511764526367e-01,8.943544626235961914e-01,9.735822081565856934e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.294841289520263672e-01,9.265564680099487305e-01,9.359031915664672852e-01,9.371322989463806152e-01,9.339988827705383301e-01,9.372369647026062012e-01,9.449239969253540039e-01,9.433470368385314941e-01,9.461840391159057617e-01,9.472981095314025879e-01,9.418437480926513672e-01,9.413045644760131836e-01,9.456773400306701660e-01,9.447168707847595215e-01,9.415428638458251953e-01,9.310641884803771973e-01,9.293583631515502930e-01,9.365338087081909180e-01,9.403669238090515137e-01,9.375962018966674805e-01,9.360346198081970215e-01,9.296710491180419922e-01,9.302470684051513672e-01,9.332413077354431152e-01,9.412924051284790039e-01,9.889694452285766602e-01,9.956395030021667480e-01,9.588785171508789062e-01,9.409630298614501953e-01,9.651913046836853027e-01,9.936795830726623535e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.691492915153503418e-01,9.555838108062744141e-01,9.621352553367614746e-01,9.550104737281799316e-01,9.605136513710021973e-01
9.308370947837829590e-01,9.218623042106628418e-01,9.275321364402770996e-01,9.298312664031982422e-01,9.288208484649658203e-01,9.314856529235839844e-01,9.390233159065246582e-01,9.384556412696838379e-01,9.441881775856018066e-01,9.490572810173034668e-01,9.383826851844787598e-01,9.399830102920532227e-01,9.531226754188537598e-01,9.364488124847412109e-01,9.341161847114562988e-01,9.257192611694335938e-01,9.202784895896911621e-01,9.245091676712036133e-01,9.196082353591918945e-01,9.248113036155700684e-01,9.162917733192443848e-01,9.172405600547790527e-01,9.261605739593505859e-01,9.203596115112304688e-01,9.288750290870666504e-01,9.389168024063110352e-01,9.470996260643005371e-01,9.382035136222839355e-01,9.353656768798828125e-01,9.512204527854919434e-01,9.561313390731811523e-01,9.562606215476989746e-01,9.327771663665771484e-01,9.249433875083923340e-01,9.276798963546752930e-01,8.984356522560119629e-01,9.022600054740905762e-01,9.383310079574584961e-01,9.438228011131286621e-01,9.511278271675109863e-01,9.571864604949951172e-01,9.465992450714111328e-01,9.508174657821655273e-01
9.210746288299560547e-01,9.118574261665344238e-01,9.142198562622070312e-01,9.107583761215209961e-01,9.034194946289062500e-01,9.098040461540222168e-01,9.171010255813598633e-01,9.178079962730407715e-01,9.285223484039306641e-01,9.270794987678527832e-01,9.166654944419860840e-01,9.159834980964660645e-01,9.195139408111572266e-01,9.183810353279113770e-01,9.205131530761718750e-01,9.175293445587158203e-01,9.093453884124755859e-01,9.128765463829040527e-01,9.086629748344421387e-01,9.035197496414184570e-01,8.974475264549255371e-01,9.004845023155212402e-01,9.120658040046691895e-01,9.016814827919006348e-01,9.065422415733337402e-01,9.247817397117614746e-01,9.331748485565185547e-01,9.229089021682739258e-01,9.158344864845275879e-01,9.323109388351440430e-01,9.392291903495788574e-01,9.414145350456237793e-01,9.045616984367370605e-01,8.886563181877136230e-01,9.091076254844665527e-01,9.026174545288085938e-01,9.007744193077087402e-01,9.310916662216186523e-01,9.365804791450500488e-01,9.400150775909423828e-01,9.419689774513244629e-01,9.316296577453613281e-01,9.379798769950866699e-01
9.252965450286865234e-01,9.103510975837707520e-01,9.102743864059448242e-01,9.252063632011413574e-01,9.269729256629943848e-01,9.274153113365173340e-01,9.273304939270019531e-01,9.217002391815185547e-01,9.228935837745666504e-01,9.205746054649353027e-01,9.223248958587646484e-01,9.195399880409240723e-01,9.241563677787780762e-01,9.303328394889831543e-01,9.238085746765136719e-01,9.160692095756530762e-01,9.075461626052856445e-01,9.058399796485900879e-01,9.074314236640930176e-01,9.144704937934875488e-01,9.029919505119323730e-01,8.985337018966674805e-01,9.046604633331298828e-01,9.016649723052978516e-01,9.054371118545532227e-01,9.384958744049072266e-01,9.509572386741638184e-01,9.227026104927062988e-01,9.159331321716308594e-01,9.313582777976989746e-01,9.449565410614013672e-01,9.506897330284118652e-01,9.117239713668823242e-01,8.896880149841308594e-01,9.210941791534423828e-01,9.009643197059631348e-01,8.938224911689758301e-01,9.315395951271057129e-01,9.334347248077392578e-01,9.290588498115539551e-01,9.462580084800720215e-01,9.389379024505615234e-01,9.432597160339355469e-01
9.206249713897705078e-01,9.064486026763916016e-01,9.064988493919372559e-01,9.122349619865417480e-01,9.076578021049499512e-01,9.093970656394958496e-01,9.159064888954162598e-01,9.177480340003967285e-01,9.184174537658691406e-01,9.167238473892211914e-01,9.164618253707885742e-01,9.116482138633728027e-01,9.120672941207885742e-01,9.104598760604858398e-01,9.096567034721374512e-01,9.086498618125915527e-01,9.043302536010742188e-01,8.995108604431152344e-01,8.984988331794738770e-01,9.075906872749328613e-01,8.988916277885437012e-01,8.960505723953247070e-01,9.009194970130920410e-01,8.894299864768981934e-01,8.983550071716308594e-01,9.195393323898315430e-01,9.281415939331054688e-01,9.026884436607360840e-01,9.008888006210327148e-01,9.158641695976257324e-01,9.177778363227844238e-01,9.220998883247375488e-01,8.716426491737365723e-01,8.525231480598449707e-01,8.890742063522338867e-01,8.679977655410766602e-01,8.567485809326171875e-01,9.030801653861999512e-01,9.132148623466491699e-01,9.167094826698303223e-01,9.309818148612976074e-01,9.292643070220947266e-01,9.277773499488830566e-01
9.306650161743164062e-01,9.097427725791931152e-01,9.052392840385437012e-01,9.078125357627868652e-01,8.996093869209289551e-01,9.013881087303161621e-01,9.178001284599304199e-01,9.223728775978088379e-01,9.216217994689941406e-01,9.219095110893249512e-01,9.111555218696594238e-01,9.042226672172546387e-01,9.089178442955017090e-01,8.993013501167297363e-01,9.078342914581298828e-01,9.110100269317626953e-01,9.065730571746826172e-01,9.023481011390686035e-01,9.064549207687377930e-01,9.103015065193176270e-01,8.964947462081909180e-01,9.002054929733276367e-01,9.040067791938781738e-01,8.942216634750366211e-01,9.073633551597595215e-01,9.425362944602966309e-01,9.499823451042175293e-01,9.214268922805786133e-01,9.093226194381713867e-01,9.245245456695556641e-01,9.438520669937133789e-01,9.530434012413024902e-01,9.218460917472839355e-01,9.145699143409729004e-01,9.323877692222595215e-01,9.207437634468078613e-01,9.121519923210144043e-01,9.428169727325439453e-01,9.355669617652893066e-01,9.310870766639709473e-01,9.356051087379455566e-01,9.356936216354370117e-01,9.283105731010437012e-01
9.139594435691833496e-01,9.014230966567993164e-01,8.966370820999145508e-01,8.948761820793151855e-01,8.925418853759765625e-01,8.940383791923522949e-01,9.079297184944152832e-01,9.041320085525512695e-01,9.047071933746337891e-01,9.113206267356872559e-01,9.051440954208374023e-01,9.001757502555847168e-01,9.040191769599914551e-01,8.934708833694458008e-01,9.007400870323181152e-01,9.046893119812011719e-01,8.983705639839172363e-01,8.979853391647338867e-01,9.011093378067016602e-01,9.009181261062622070e-01,8.940994143486022949e-01,8.991079330444335938e-01,9.026750922203063965e-01,8.940211534500122070e-01,8.965746760368347168e-01,9.174845814704895020e-01,9.145632982254028320e-01,9.027003049850463867e-01,9.036591649055480957e-01,9.056360125541687012e-01,9.114758372306823730e-01,9.178570508956909180e-01,8.806429505348205566e-01,8.626878261566162109e-01,8.819421529769897461e-01,8.467848300933837891e-01,8.378443717956542969e-01,8.850580453872680664e-01,9.021590352058410645e-01,9.129992127418518066e-01,9.199270009994506836e-01,9.259045124053955078e-01,9.276795983314514160e-01
9.135458469390869141e-01,9.069213867187500000e-01,9.071602821350097656e-01,9.097762703895568848e-01,9.027285575866699219e-01,9.009370803833007812e-01,9.118570685386657715e-01,9.052829742431640625e-01,9.159345030784606934e-01,9.195395112037658691e-01,9.128177165985107422e-01,9.078871011734008789e-01,9.064791798591613770e-01,9.027894139289855957e-01,9.097961783409118652e-01,9.057315587997436523e-01,8.968352079391479492e-01,9.015828967094421387e-01,9.024814963340759277e-01,9.055886268615722656e-01,9.017803668975830078e-01,8.941262960433959961e-01,8.981324434280395508e-01,8.890434503555297852e-01,8.944669961929321289e-01,9.333258271217346191e-01,9.319736361503601074e-01,9.111682772636413574e-01,9.067122340202331543e-01,9.208855628967285156e-01,9.304822087287902832e-01,9.374013543128967285e-01,9.002046585083007812e-01,8.854842185974121094e-01,9.005705118179321289e-01,9.223507642745971680e-01,9.183740019798278809e-01,9.286768436431884766e-01,9.276374578475952148e-01,9.337010979652404785e-01,9.335538148880004883e-01,9.175472855567932129e-01,9.142649769783020020e-01
