0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.727171063423156738e-01,8.948578834533691406e-01,9.151996374130249023e-01,9.326560497283935547e-01,9.706574678421020508e-01,1.000000000000000000e+00
9.516339898109436035e-01,9.540936946868896484e-01,9.482822418212890625e-01,9.348744153976440430e-01,9.327633976936340332e-01,9.319347739219665527e-01,9.232681393623352051e-01,9.270302653312683105e-01,9.358820319175720215e-01,9.386367201805114746e-01,9.452972412109375000e-01,9.555317759513854980e-01,9.531641602516174316e-01,9.508717060089111328e-01,9.460527896881103516e-01,9.438105821609497070e-01,9.432329535484313965e-01,9.479430913925170898e-01,9.470101594924926758e-01,9.450679421424865723e-01,9.390485882759094238e-01,9.357123970985412598e-01,9.487258195877075195e-01,9.582808613777160645e-01,9.433003664016723633e-01,9.444168210029602051e-01,9.532082080841064453e-01,9.591299295425415039e-01,9.539967775344848633e-01,9.596636891365051270e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.294020533561706543e-01
9.364652633666992188e-01,9.406232833862304688e-01,9.395014047622680664e-01,9.245135188102722168e-01,9.269605875015258789e-01,9.313886165618896484e-01,9.193712472915649414e-01,9.197705388069152832e-01,9.263019561767578125e-01,9.377774000167846680e-01,9.454399943351745605e-01,9.501090645790100098e-01,9.403070807456970215e-01,9.417905807495117188e-01,9.328801631927490234e-01,9.353330731391906738e-01,9.356080293655395508e-01,9.325118660926818848e-01,9.298169016838073730e-01,9.260038137435913086e-01,9.245765805244445801e-01,9.237866401672363281e-01,9.440224170684814453e-01,9.473394751548767090e-01,9.295149445533752441e-01,9.426196813583374023e-01,9.499427676200866699e-01,9.492723941802978516e-01,9.430109858512878418e-01,9.423809647560119629e-01,9.334623813629150391e-01,8.667068481445312500e-01,8.313867449760437012e-01,8.686723709106445312e-01,9.655537009239196777e-01,9.141493439674377441e-01
9.101104140281677246e-01,9.098384380340576172e-01,9.042081236839294434e-01,9.002980589866638184e-01,8.999607563018798828e-01,9.127214550971984863e-01,9.077259302139282227e-01,9.028703570365905762e-01,8.978630900382995605e-01,9.138275980949401855e-01,9.187524914741516113e-01,9.219697713851928711e-01,9.150638580322265625e-01,9.151281118392944336e-01,9.108479619026184082e-01,9.175946712493896484e-01,9.181960821151733398e-01,9.170781373977661133e-01,9.144397377967834473e-01,9.110761880874633789e-01,9.039145112037658691e-01,8.970448374748229980e-01,9.094086289405822754e-01,9.211223125457763672e-01,9.187585115432739258e-01,9.306809306144714355e-01,9.325585365295410156e-01,9.353284835815429688e-01,9.333620667457580566e-01,9.346225261688232422e-01,9.443175792694091797e-01,8.764735460281372070e-01,8.372831344604492188e-01,8.549908995628356934e-01,9.260416030883789062e-01,9.138437509536743164e-01
9.077741503715515137e-01,8.985122442245483398e-01,8.953716158866882324e-01,9.009605050086975098e-01,8.987051844596862793e-01,9.113823771476745605e-01,9.067601561546325684e-01,9.060738682746887207e-01,9.094489812850952148e-01,9.152276515960693359e-01,9.187119603157043457e-01,9.137721061706542969e-01,9.134168624877929688e-01,9.152100682258605957e-01,9.077984094619750977e-01,9.142061471939086914e-01,9.165315628051757812e-01,9.104781746864318848e-01,9.049890041351318359e-01,9.052663445472717285e-01,9.041844606399536133e-01,8.998895883560180664e-01,9.059333205223083496e-01,9.258002638816833496e-01,9.202533364295959473e-01,9.257867932319641113e-01,9.310241341590881348e-01,9.367491006851196289e-01,9.335772991180419922e-01,9.381310939788818359e-01,9.392940998077392578e-01,8.714420199394226074e-01,8.375863432884216309e-01,8.625100851058959961e-01,9.505891203880310059e-01,9.058122038841247559e-01
9.100991487503051758e-01,9.020213484764099121e-01,9.114241600036621094e-01,9.041541218757629395e-01,8.991385102272033691e-01,9.068541526794433594e-01,8.973415493965148926e-01,9.008428454399108887e-01,9.104356765747070312e-01,9.061234593391418457e-01,9.048965573310852051e-01,9.014317393302917480e-01,9.062344431877136230e-01,9.092511534690856934e-01,9.052981138229370117e-01,9.121607542037963867e-01,9.099910855293273926e-01,9.020807147026062012e-01,8.945499062538146973e-01,8.901478052139282227e-01,8.923589587211608887e-01,8.910644054412841797e-01,9.052236080169677734e-01,9.240946173667907715e-01,9.168331027030944824e-01,9.155514240264892578e-01,9.147495627403259277e-01,9.224578142166137695e-01,9.186671376228332520e-01,9.289859533309936523e-01,9.260209798812866211e-01,8.350000977516174316e-01,8.002092242240905762e-01,8.291221857070922852e-01,9.041122794151306152e-01,8.862851262092590332e-01
9.192714095115661621e-01,9.113571047782897949e-01,9.220179319381713867e-01,9.145542383193969727e-01,9.062180519104003906e-01,9.101578593254089355e-01,9.021888375282287598e-01,8.971176743507385254e-01,9.043023586273193359e-01,9.082311391830444336e-01,9.137437343597412109e-01,9.083544015884399414e-01,9.069672822952270508e-01,9.081408381462097168e-01,9.113526940345764160e-01,9.222489595413208008e-01,9.146979451179504395e-01,9.041381478309631348e-01,8.997520208358764648e-01,8.999106884002685547e-01,9.019297957420349121e-01,8.960646390914916992e-01,9.036116003990173340e-01,9.234532117843627930e-01,9.161636233329772949e-01,9.085130095481872559e-01,9.106311798095703125e-01,9.180405139923095703e-01,9.126986265182495117e-01,9.283835887908935547e-01,9.363547563552856445e-01,8.874998688697814941e-01,8.643253445625305176e-01,8.739723563194274902e-01,9.416961073875427246e-01,9.022535681724548340e-01
9.050769805908203125e-01,9.016491174697875977e-01,9.016682505607604980e-01,8.969243764877319336e-01,8.993754386901855469e-01,9.056128263473510742e-01,8.981994390487670898e-01,8.929061293601989746e-01,8.960739374160766602e-01,9.122444987297058105e-01,9.183611273765563965e-01,9.137399792671203613e-01,9.089972972869873047e-01,9.040476679801940918e-01,9.035848379135131836e-01,9.092542529106140137e-01,9.047473669052124023e-01,9.031845331192016602e-01,8.954980373382568359e-01,8.988469839096069336e-01,9.013031721115112305e-01,8.989107608795166016e-01,9.011735916137695312e-01,9.103044867515563965e-01,8.996866941452026367e-01,9.021945595741271973e-01,9.084002971649169922e-01,9.170042276382446289e-01,9.083607792854309082e-01,9.166888594627380371e-01,9.210155606269836426e-01,8.518565893173217773e-01,8.149765133857727051e-01,8.450590372085571289e-01,9.289078116416931152e-01,8.881708979606628418e-01
9.017415046691894531e-01,8.968291282653808594e-01,8.923216462135314941e-01,8.936635255813598633e-01,8.956448435783386230e-01,9.041337966918945312e-01,8.995363116264343262e-01,9.030031561851501465e-01,9.019271135330200195e-01,9.027081727981567383e-01,9.136774539947509766e-01,9.121315479278564453e-01,9.141235351562500000e-01,9.027128815650939941e-01,9.015145897865295410e-01,8.997322916984558105e-01,8.936185240745544434e-01,9.057356715202331543e-01,9.014251232147216797e-01,9.005056619644165039e-01,8.972849845886230469e-01,8.910546302795410156e-01,9.009991288185119629e-01,9.180532693862915039e-01,9.059994816780090332e-01,9.075849652290344238e-01,9.111586809158325195e-01,9.210804104804992676e-01,9.217882156372070312e-01,9.241567254066467285e-01,9.197181463241577148e-01,8.479022979736328125e-01,8.042904734611511230e-01,8.255471587181091309e-01,9.004687666893005371e-01,8.863645792007446289e-01
