0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.732209801673889160e-01,9.491620063781738281e-01,9.149871468544006348e-01,5.721796751022338867e-01,3.247108757495880127e-01,3.176579475402832031e-01,4.248881638050079346e-01,5.174152255058288574e-01,5.841637253761291504e-01,5.460168123245239258e-01,4.574245810508728027e-01,4.260835945606231689e-01,5.143868923187255859e-01,6.735316514968872070e-01,8.259632587432861328e-01,8.832000494003295898e-01,8.835768103599548340e-01,8.939143419265747070e-01
9.328556060791015625e-01,9.989280104637145996e-01,9.879308342933654785e-01,6.812042593955993652e-01,4.728995263576507568e-01,3.819108307361602783e-01,4.149682223796844482e-01,5.128341913223266602e-01,5.869833230972290039e-01,5.780168771743774414e-01,5.443009734153747559e-01,5.643935203552246094e-01,6.644455194473266602e-01,8.019306063652038574e-01,9.030492901802062988e-01,8.907175064086914062e-01,8.787422180175781250e-01,9.130523800849914551e-01
8.576712608337402344e-01,8.834500908851623535e-01,8.255161643028259277e-01,6.068440079689025879e-01,4.955050051212310791e-01,5.464135408401489258e-01,6.144789457321166992e-01,6.605473756790161133e-01,6.926147937774658203e-01,6.766627430915832520e-01,6.579493880271911621e-01,6.587853431701660156e-01,6.988164782524108887e-01,7.650091648101806641e-01,8.349582552909851074e-01,8.369597792625427246e-01,8.377721905708312988e-01,8.714052438735961914e-01
8.850830793380737305e-01,8.916681408882141113e-01,7.811843156814575195e-01,5.097175240516662598e-01,4.154122769832611084e-01,4.506080746650695801e-01,5.508046150207519531e-01,6.142075061798095703e-01,6.496809720993041992e-01,6.156761050224304199e-01,5.025411844253540039e-01,4.021681249141693115e-01,4.019397199153900146e-01,5.089409351348876953e-01,6.504578590393066406e-01,7.368637323379516602e-01,7.899781465530395508e-01,8.308091759681701660e-01
9.019056558609008789e-01,9.468811750411987305e-01,8.418320417404174805e-01,5.104292035102844238e-01,4.072462916374206543e-01,4.689413011074066162e-01,5.661649703979492188e-01,6.389542222023010254e-01,6.780018210411071777e-01,6.569287180900573730e-01,6.057821512222290039e-01,5.857166647911071777e-01,6.276305317878723145e-01,7.288891077041625977e-01,8.264237046241760254e-01,8.262569904327392578e-01,8.087083101272583008e-01,8.357667326927185059e-01
8.904224634170532227e-01,9.272931218147277832e-01,8.584394454956054688e-01,5.786722302436828613e-01,4.563731551170349121e-01,4.919243156909942627e-01,5.527719855308532715e-01,6.202909350395202637e-01,6.743883490562438965e-01,6.564167737960815430e-01,5.974013805389404297e-01,5.596215128898620605e-01,5.899628400802612305e-01,6.832766532897949219e-01,7.686583399772644043e-01,7.985447645187377930e-01,8.162465095520019531e-01,8.524290919303894043e-01
8.599055409431457520e-01,8.826864361763000488e-01,8.255523443222045898e-01,6.395712494850158691e-01,5.492708086967468262e-01,5.905013680458068848e-01,6.555169820785522461e-01,6.889765262603759766e-01,7.204486131668090820e-01,7.166380286216735840e-01,6.884023547172546387e-01,6.671287417411804199e-01,6.779521703720092773e-01,7.239549756050109863e-01,7.717684507369995117e-01,8.056329488754272461e-01,8.197004199028015137e-01,8.470841050148010254e-01
8.794648647308349609e-01,9.354351758956909180e-01,8.804975152015686035e-01,6.487663984298706055e-01,5.431140661239624023e-01,5.706712007522583008e-01,6.266530752182006836e-01,6.663972139358520508e-01,6.924464106559753418e-01,6.755852103233337402e-01,6.251162290573120117e-01,6.072866916656494141e-01,6.445342898368835449e-01,7.130309939384460449e-01,7.595789432525634766e-01,7.908975481986999512e-01,8.102979063987731934e-01,8.274005651473999023e-01
