0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.193484015762805939e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.108822703361511230e-01,6.328258514404296875e-01,5.531742572784423828e-01,5.007206797599792480e-01,2.693861722946166992e-01,1.143826320767402649e-01,1.209920942783355713e-01,0.000000000000000000e+00,8.067175745964050293e-02,2.806016504764556885e-01,3.854350745677947998e-01,4.715280830860137939e-01,5.882909297943115234e-01,6.625962257385253906e-01,6.253611445426940918e-01,6.250097155570983887e-01,6.893597245216369629e-01,8.221120834350585938e-01,8.409876823425292969e-01
8.073236346244812012e-01,7.817779183387756348e-01,7.695636153221130371e-01,6.948817968368530273e-01,5.443037152290344238e-01,4.892977178096771240e-01,5.663636326789855957e-01,6.161117553710937500e-01,7.411223053932189941e-01,7.584379911422729492e-01,6.898614168167114258e-01,7.103393673896789551e-01,7.199667096138000488e-01,7.968131899833679199e-01,7.851868867874145508e-01,7.783871293067932129e-01,8.087984323501586914e-01,8.659842014312744141e-01,8.278529644012451172e-01
7.940205335617065430e-01,6.803240776062011719e-01,6.026915907859802246e-01,5.131419897079467773e-01,3.380253016948699951e-01,2.366083413362503052e-01,3.106997311115264893e-01,2.740229964256286621e-01,3.863671422004699707e-01,5.200237631797790527e-01,5.107855796813964844e-01,5.461789369583129883e-01,6.535209417343139648e-01,8.051323294639587402e-01,8.179591298103332520e-01,8.119978308677673340e-01,8.386184573173522949e-01,8.896663188934326172e-01,8.316374421119689941e-01
7.669484019279479980e-01,6.078603863716125488e-01,5.515973567962646484e-01,5.164555311203002930e-01,3.046399056911468506e-01,1.689675003290176392e-01,2.366414219141006470e-01,1.885485053062438965e-01,2.221823781728744507e-01,3.153523206710815430e-01,3.339721560478210449e-01,3.605777621269226074e-01,5.153738856315612793e-01,6.835386753082275391e-01,6.809641718864440918e-01,6.739011406898498535e-01,7.104884386062622070e-01,8.045974969863891602e-01,8.078619837760925293e-01
7.657351493835449219e-01,6.778855323791503906e-01,6.404454112052917480e-01,5.465928912162780762e-01,2.061215490102767944e-01,4.142059013247489929e-02,1.463900506496429443e-01,1.059002876281738281e-01,1.588966548442840576e-01,2.923940122127532959e-01,3.435662686824798584e-01,4.092811942100524902e-01,5.385501980781555176e-01,6.985096931457519531e-01,6.843263506889343262e-01,6.661436557769775391e-01,7.022438049316406250e-01,7.902494668960571289e-01,8.097465634346008301e-01
7.337555289268493652e-01,5.962278246879577637e-01,5.300620794296264648e-01,4.158358573913574219e-01,2.460689395666122437e-01,1.718018203973770142e-01,2.467143833637237549e-01,1.991163641214370728e-01,2.871971130371093750e-01,3.675889074802398682e-01,3.593224287033081055e-01,3.957861959934234619e-01,5.374351143836975098e-01,7.242739200592041016e-01,7.153982520103454590e-01,6.899759173393249512e-01,7.195711135864257812e-01,8.078132867813110352e-01,8.074551224708557129e-01
7.259187698364257812e-01,5.748531818389892578e-01,5.247018933296203613e-01,4.704335033893585205e-01,2.901021540164947510e-01,1.866256445646286011e-01,2.752448320388793945e-01,2.174093127250671387e-01,2.832123935222625732e-01,3.871407508850097656e-01,4.157359898090362549e-01,4.974412322044372559e-01,5.753896832466125488e-01,6.874399781227111816e-01,6.795677542686462402e-01,6.580646038055419922e-01,6.793482303619384766e-01,7.675524353981018066e-01,7.935183644294738770e-01
7.462632656097412109e-01,6.559705734252929688e-01,6.053613424301147461e-01,5.569219589233398438e-01,3.737076222896575928e-01,2.682129740715026855e-01,3.045316040515899658e-01,2.564799189567565918e-01,3.110843300819396973e-01,4.038136005401611328e-01,3.833121657371520996e-01,4.424072802066802979e-01,5.521321296691894531e-01,6.700513362884521484e-01,6.684603095054626465e-01,6.545251011848449707e-01,6.866662502288818359e-01,7.697389125823974609e-01,7.981212139129638672e-01
