0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.613926410675048828e-01,9.662715792655944824e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.252122998237609863e-01,9.163561463356018066e-01,9.287969470024108887e-01,7.042042016983032227e-01,4.877011179924011230e-01,3.592976629734039307e-01,3.103354275226593018e-01,3.825219571590423584e-01,4.050628840923309326e-01,4.289283752441406250e-01,4.541258215904235840e-01,4.740482270717620850e-01,5.185375213623046875e-01,5.665577650070190430e-01,6.402454972267150879e-01,7.131623625755310059e-01,8.072031140327453613e-01,8.683184385299682617e-01,9.037423729896545410e-01,9.065544605255126953e-01,9.022650122642517090e-01
9.505149722099304199e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.822340130805969238e-01,5.799860954284667969e-01,4.438813924789428711e-01,3.837848007678985596e-01,4.343956410884857178e-01,4.526557922363281250e-01,4.541659057140350342e-01,4.487531185150146484e-01,5.586313009262084961e-01,7.005479931831359863e-01,7.394998073577880859e-01,7.777643203735351562e-01,8.469980359077453613e-01,9.154899716377258301e-01,9.187659621238708496e-01,8.880850672721862793e-01,9.041949510574340820e-01,8.962483406066894531e-01
8.100956678390502930e-01,8.118641972541809082e-01,7.834609150886535645e-01,6.681303381919860840e-01,5.722001194953918457e-01,5.529643893241882324e-01,5.598275065422058105e-01,6.365229487419128418e-01,6.319231986999511719e-01,6.468341350555419922e-01,6.593090891838073730e-01,6.944965124130249023e-01,7.232994437217712402e-01,7.138814330101013184e-01,7.435354590415954590e-01,7.803113460540771484e-01,8.526524305343627930e-01,8.673461675643920898e-01,8.628143072128295898e-01,8.790922760963439941e-01,8.870933651924133301e-01
8.859234452247619629e-01,8.977075815200805664e-01,8.151605725288391113e-01,6.460931301116943359e-01,5.602838993072509766e-01,5.724002718925476074e-01,5.906202793121337891e-01,6.466689109802246094e-01,6.518259644508361816e-01,6.411468982696533203e-01,6.087106466293334961e-01,5.516439676284790039e-01,5.056241750717163086e-01,4.665500819683074951e-01,4.955354928970336914e-01,5.762557387351989746e-01,6.804523468017578125e-01,7.557936310768127441e-01,8.185944557189941406e-01,8.447197079658508301e-01,8.569789528846740723e-01
9.415525197982788086e-01,9.492884874343872070e-01,8.359133601188659668e-01,6.027618050575256348e-01,4.736101627349853516e-01,4.649916291236877441e-01,4.884683191776275635e-01,5.583598613739013672e-01,5.578528642654418945e-01,5.565275549888610840e-01,5.439640879631042480e-01,5.786588191986083984e-01,6.179091930389404297e-01,6.254395842552185059e-01,6.405787467956542969e-01,6.942076683044433594e-01,7.757721543312072754e-01,8.076422214508056641e-01,8.196828961372375488e-01,8.394178748130798340e-01,8.519068360328674316e-01
8.614758253097534180e-01,8.917904496192932129e-01,8.494524359703063965e-01,6.871454119682312012e-01,6.010155081748962402e-01,6.077741980552673340e-01,6.101799607276916504e-01,6.499942541122436523e-01,6.403000950813293457e-01,6.477971076965332031e-01,6.702390313148498535e-01,7.053964734077453613e-01,7.016533017158508301e-01,6.697567701339721680e-01,6.627037525177001953e-01,7.087615728378295898e-01,7.819280624389648438e-01,8.149022459983825684e-01,8.334839344024658203e-01,8.531131744384765625e-01,8.669885396957397461e-01
8.852640986442565918e-01,8.895785212516784668e-01,8.636730909347534180e-01,7.374516129493713379e-01,6.125902533531188965e-01,6.023076176643371582e-01,5.884334444999694824e-01,6.172636151313781738e-01,6.091910004615783691e-01,6.248846054077148438e-01,6.472815871238708496e-01,6.682614684104919434e-01,6.773204803466796875e-01,6.411955952644348145e-01,6.424595713615417480e-01,6.812371611595153809e-01,7.436004281044006348e-01,7.781090736389160156e-01,8.008513450622558594e-01,8.354191184043884277e-01,8.584581017494201660e-01
9.124234914779663086e-01,9.299677014350891113e-01,8.696057200431823730e-01,7.349502444267272949e-01,6.431182026863098145e-01,6.421123147010803223e-01,6.204380989074707031e-01,6.420404314994812012e-01,6.294317841529846191e-01,6.238883733749389648e-01,6.207899451255798340e-01,6.589266657829284668e-01,6.725044846534729004e-01,6.560708284378051758e-01,6.724768877029418945e-01,7.241888642311096191e-01,7.818825840950012207e-01,7.995014190673828125e-01,8.151829242706298828e-01,8.421776890754699707e-01,8.619825243949890137e-01
8.622153401374816895e-01,8.861392736434936523e-01,8.457329869270324707e-01,6.484590172767639160e-01,5.377599596977233887e-01,5.362529158592224121e-01,5.412319302558898926e-01,6.063044071197509766e-01,6.117880940437316895e-01,6.056777834892272949e-01,6.151322126388549805e-01,6.395674347877502441e-01,6.616008281707763672e-01,6.386703848838806152e-01,6.244608163833618164e-01,6.474586129188537598e-01,7.041036486625671387e-01,7.571054697036743164e-01,8.038745522499084473e-01,8.344324827194213867e-01,8.540880680084228516e-01
8.791126012802124023e-01,9.056681990623474121e-01,8.890724778175354004e-01,6.821839213371276855e-01,5.313705801963806152e-01,4.912677705287933350e-01,4.778652489185333252e-01,5.417661666870117188e-01,5.423687696456909180e-01,5.497837662696838379e-01,5.441945195198059082e-01,5.791360139846801758e-01,6.570980548858642578e-01,6.792305111885070801e-01,6.951819658279418945e-01,7.445122003555297852e-01,7.908293604850769043e-01,8.009629249572753906e-01,8.103823661804199219e-01,8.358083367347717285e-01,8.504425883293151855e-01
8.939524888992309570e-01,9.016854166984558105e-01,8.256936073303222656e-01,6.548383831977844238e-01,6.005927324295043945e-01,5.952904820442199707e-01,5.780013203620910645e-01,6.260485649108886719e-01,6.174125671386718750e-01,6.190010905265808105e-01,6.222495436668395996e-01,6.474307775497436523e-01,6.613363027572631836e-01,6.458104252815246582e-01,6.461493372917175293e-01,6.924034953117370605e-01,7.441045641899108887e-01,7.703627943992614746e-01,7.997660636901855469e-01,8.247689008712768555e-01,8.431228995323181152e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.054648637771606445e-03,3.054648637771606445e-03,3.054648637771606445e-03,3.054648637771606445e-03,3.054648637771606445e-03,4.260244779288768768e-03,2.248561475425958633e-03,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17
