0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.131615757942199707e-01,9.384084343910217285e-01,9.475163817405700684e-01,9.411762356758117676e-01,9.472099542617797852e-01,9.523900151252746582e-01,9.464166164398193359e-01,9.398240447044372559e-01,9.458354711532592773e-01,9.466149806976318359e-01,9.375734329223632812e-01,9.339368939399719238e-01,9.136778712272644043e-01,9.137793183326721191e-01,9.248389005661010742e-01,9.177640080451965332e-01,9.168896675109863281e-01,9.257395863533020020e-01,9.309157133102416992e-01,9.382866024971008301e-01,9.410455226898193359e-01,9.399401545524597168e-01,9.449461102485656738e-01,9.374639987945556641e-01,9.331939220428466797e-01,9.293061494827270508e-01,9.358277320861816406e-01,9.354619383811950684e-01,9.170981645584106445e-01,9.215945601463317871e-01,9.275486469268798828e-01,9.362129569053649902e-01,9.452173113822937012e-01,9.424240589141845703e-01,9.302835464477539062e-01,9.378179907798767090e-01,9.412837028503417969e-01,9.376299381256103516e-01,9.313619732856750488e-01,9.432976841926574707e-01,9.380239248275756836e-01,9.315852522850036621e-01,9.251394271850585938e-01,9.018320441246032715e-01,8.984656333923339844e-01,9.072093367576599121e-01,9.039648175239562988e-01,9.040220975875854492e-01,9.080963730812072754e-01,9.118946790695190430e-01,9.200795292854309082e-01,9.211900234222412109e-01,9.210366606712341309e-01,9.319748282432556152e-01,9.279480576515197754e-01,9.343913197517395020e-01,9.284298419952392578e-01,9.060575366020202637e-01,8.995344042778015137e-01,9.060973525047302246e-01,9.012575149536132812e-01,8.996800184249877930e-01,9.155169129371643066e-01,9.235273599624633789e-01,9.181926846504211426e-01,9.266690015792846680e-01
9.045771360397338867e-01,9.337946176528930664e-01,9.496915936470031738e-01,9.487779736518859863e-01,9.597771167755126953e-01,9.533349275588989258e-01,9.410567879676818848e-01,9.348129630088806152e-01,9.449756145477294922e-01,9.529986977577209473e-01,9.437702298164367676e-01,9.320694804191589355e-01,9.133754372596740723e-01,9.193052053451538086e-01,9.317656755447387695e-01,9.267047047615051270e-01,9.237961173057556152e-01,9.228124618530273438e-01,9.272062182426452637e-01,9.376959204673767090e-01,9.290586113929748535e-01,9.183462858200073242e-01,9.265364408493041992e-01,9.304488301277160645e-01,9.329592585563659668e-01,9.176978468894958496e-01,9.306557774543762207e-01,9.340234398841857910e-01,9.182574152946472168e-01,9.189540743827819824e-01,9.233328104019165039e-01,9.273903369903564453e-01,9.300370216369628906e-01,9.322532415390014648e-01,9.215098023414611816e-01,9.249018430709838867e-01,9.350326061248779297e-01,9.346268177032470703e-01,9.298522472381591797e-01,9.317471981048583984e-01,9.325987100601196289e-01,9.414106607437133789e-01,9.425010085105895996e-01,9.233622550964355469e-01,9.054338932037353516e-01,9.187508225440979004e-01,9.172615408897399902e-01,9.074996709823608398e-01,9.044709205627441406e-01,9.077227711677551270e-01,9.128043055534362793e-01,9.160710573196411133e-01,9.171639680862426758e-01,9.283829331398010254e-01,9.230360984802246094e-01,9.207312464714050293e-01,9.308658242225646973e-01,9.201686382293701172e-01,9.175146222114562988e-01,9.289632439613342285e-01,9.148463606834411621e-01,9.093067049980163574e-01,9.206217527389526367e-01,9.265925884246826172e-01,9.165320396423339844e-01,9.284288883209228516e-01
8.913568854331970215e-01,9.177946448326110840e-01,9.352765083312988281e-01,9.366545677185058594e-01,9.401146173477172852e-01,9.297960400581359863e-01,9.193957448005676270e-01,9.215748906135559082e-01,9.282967448234558105e-01,9.156040549278259277e-01,9.197704195976257324e-01,9.174520373344421387e-01,9.059104323387145996e-01,9.120325446128845215e-01,9.274299740791320801e-01,9.277147650718688965e-01,9.266620278358459473e-01,9.277948737144470215e-01,9.336877465248107910e-01,9.372609853744506836e-01,9.205327033996582031e-01,9.057952761650085449e-01,9.187721610069274902e-01,9.162029623985290527e-01,9.103946089744567871e-01,9.121156930923461914e-01,9.235688447952270508e-01,9.238306283950805664e-01,9.141793847084045410e-01,9.189036488533020020e-01,9.177352786064147949e-01,9.172577857971191406e-01,9.203662872314453125e-01,9.280734658241271973e-01,9.093657732009887695e-01,9.098250269889831543e-01,9.240173101425170898e-01,9.269803166389465332e-01,9.185772538185119629e-01,9.126393198966979980e-01,9.154331684112548828e-01,9.246796369552612305e-01,9.314612150192260742e-01,9.186120033264160156e-01,9.062732458114624023e-01,9.103774428367614746e-01,9.117190837860107422e-01,9.179999232292175293e-01,9.147685766220092773e-01,9.109360575675964355e-01,9.176896214485168457e-01,9.196035265922546387e-01,9.131693840026855469e-01,9.158078432083129883e-01,9.113574028015136719e-01,9.267280101776123047e-01,9.343925118446350098e-01,9.229122996330261230e-01,9.288827180862426758e-01,9.370878338813781738e-01,9.250627756118774414e-01,9.101589918136596680e-01,9.019516110420227051e-01,9.113866090774536133e-01,9.144160747528076172e-01,9.234719276428222656e-01
8.858895301818847656e-01,9.140923619270324707e-01,9.327283501625061035e-01,9.250995516777038574e-01,9.284628629684448242e-01,9.233340620994567871e-01,9.180127978324890137e-01,9.204196333885192871e-01,9.179096221923828125e-01,9.095557928085327148e-01,9.181795716285705566e-01,9.199160933494567871e-01,9.044308662414550781e-01,9.074162840843200684e-01,9.185925126075744629e-01,9.262309670448303223e-01,9.282929301261901855e-01,9.395701885223388672e-01,9.447346329689025879e-01,9.420531392097473145e-01,9.245296120643615723e-01,9.112513661384582520e-01,9.177781343460083008e-01,9.150110483169555664e-01,9.126957058906555176e-01,9.159743785858154297e-01,9.160748124122619629e-01,9.240934252738952637e-01,9.250502586364746094e-01,9.293828010559082031e-01,9.261839389801025391e-01,9.274078607559204102e-01,9.256242513656616211e-01,9.211128354072570801e-01,9.031676054000854492e-01,9.197285771369934082e-01,9.297925233840942383e-01,9.276413321495056152e-01,9.196132421493530273e-01,9.256289601325988770e-01,9.238610863685607910e-01,9.136566519737243652e-01,9.229661822319030762e-01,9.171770811080932617e-01,9.118804931640625000e-01,9.091037511825561523e-01,9.022735357284545898e-01,9.185122847557067871e-01,9.173631072044372559e-01,9.200289845466613770e-01,9.295393228530883789e-01,9.202976822853088379e-01,9.146335124969482422e-01,9.223447442054748535e-01,9.180657267570495605e-01,9.330683946609497070e-01,9.456036686897277832e-01,9.367437958717346191e-01,9.363826513290405273e-01,9.422481060028076172e-01,9.258690476417541504e-01,9.044090509414672852e-01,9.021720290184020996e-01,9.076466560363769531e-01,9.159571528434753418e-01,9.194279909133911133e-01
8.724689483642578125e-01,9.101278185844421387e-01,9.362258911132812500e-01,9.159118533134460449e-01,9.155682325363159180e-01,9.201254844665527344e-01,9.162082076072692871e-01,9.115433692932128906e-01,9.207987785339355469e-01,9.199491739273071289e-01,9.165362715721130371e-01,9.171895384788513184e-01,9.050081372261047363e-01,9.055991172790527344e-01,9.091994166374206543e-01,9.190739989280700684e-01,9.129570126533508301e-01,9.101792573928833008e-01,9.160410165786743164e-01,9.243178367614746094e-01,9.186859726905822754e-01,9.079907536506652832e-01,9.137762188911437988e-01,9.146725535392761230e-01,9.015609622001647949e-01,8.946164250373840332e-01,8.996466994285583496e-01,9.029842019081115723e-01,9.042376875877380371e-01,9.140002131462097168e-01,9.160163998603820801e-01,9.096448421478271484e-01,9.045037031173706055e-01,9.034200310707092285e-01,9.034256935119628906e-01,9.133166074752807617e-01,9.185842275619506836e-01,9.119835495948791504e-01,9.070063233375549316e-01,9.158561825752258301e-01,9.127718806266784668e-01,9.026596546173095703e-01,9.086986184120178223e-01,9.034713506698608398e-01,8.960677981376647949e-01,9.037516117095947266e-01,9.002709984779357910e-01,9.094614982604980469e-01,9.134971499443054199e-01,9.174628257751464844e-01,9.174176454544067383e-01,9.111395478248596191e-01,9.114007949829101562e-01,9.236217141151428223e-01,9.108328223228454590e-01,9.135225415229797363e-01,9.311782121658325195e-01,9.231128096580505371e-01,9.162397384643554688e-01,9.285855293273925781e-01,9.140929579734802246e-01,8.964637517929077148e-01,9.007050991058349609e-01,9.082208275794982910e-01,9.079384207725524902e-01,9.066775441169738770e-01
8.809675574302673340e-01,9.192374348640441895e-01,9.407554268836975098e-01,9.222885966300964355e-01,9.139927625656127930e-01,9.160258769989013672e-01,9.181218743324279785e-01,9.172697067260742188e-01,9.279612302780151367e-01,9.229221940040588379e-01,9.141690731048583984e-01,9.177865982055664062e-01,9.119755029678344727e-01,9.127659797668457031e-01,9.205663800239562988e-01,9.210247993469238281e-01,9.119274616241455078e-01,9.073601961135864258e-01,9.048460721969604492e-01,9.233278036117553711e-01,9.307419061660766602e-01,9.223797321319580078e-01,9.210242629051208496e-01,9.178007841110229492e-01,9.030682444572448730e-01,8.979768157005310059e-01,9.163896441459655762e-01,9.108692407608032227e-01,8.992431163787841797e-01,9.063937067985534668e-01,9.116218686103820801e-01,9.084239006042480469e-01,9.027493000030517578e-01,9.095457196235656738e-01,9.020462632179260254e-01,9.089366793632507324e-01,9.144280552864074707e-01,9.105191230773925781e-01,9.018197655677795410e-01,9.111202359199523926e-01,8.958634734153747559e-01,8.923017382621765137e-01,8.958240747451782227e-01,8.938139677047729492e-01,8.925279378890991211e-01,8.994923233985900879e-01,8.998495936393737793e-01,9.088864326477050781e-01,9.059775471687316895e-01,9.082880616188049316e-01,9.084211587905883789e-01,9.060130119323730469e-01,9.087462425231933594e-01,9.180197715759277344e-01,9.008232355117797852e-01,9.039852023124694824e-01,9.264776110649108887e-01,9.218967556953430176e-01,9.209661483764648438e-01,9.315167665481567383e-01,9.204403758049011230e-01,9.104607105255126953e-01,9.086383581161499023e-01,9.057268500328063965e-01,9.089391231536865234e-01,9.112657904624938965e-01
8.789958953857421875e-01,8.994854688644409180e-01,9.145039319992065430e-01,9.139233827590942383e-01,9.132192730903625488e-01,9.069839715957641602e-01,9.021447300910949707e-01,9.054019451141357422e-01,9.150806665420532227e-01,9.097768068313598633e-01,8.981322646141052246e-01,8.921200633049011230e-01,8.832679986953735352e-01,8.869081735610961914e-01,8.907809853553771973e-01,8.962407112121582031e-01,8.937981128692626953e-01,8.919306993484497070e-01,9.010502696037292480e-01,9.065869450569152832e-01,8.990516066551208496e-01,8.984111547470092773e-01,9.057552218437194824e-01,9.050128459930419922e-01,8.985383510589599609e-01,8.951181173324584961e-01,9.055951833724975586e-01,8.968330025672912598e-01,8.884436488151550293e-01,8.941821455955505371e-01,9.047870039939880371e-01,9.099273085594177246e-01,9.054633975028991699e-01,9.046890735626220703e-01,8.872970938682556152e-01,8.986700773239135742e-01,9.071831703186035156e-01,9.015766382217407227e-01,8.944233655929565430e-01,8.939134478569030762e-01,8.842296004295349121e-01,8.866436481475830078e-01,8.793030381202697754e-01,8.658258914947509766e-01,8.567633628845214844e-01,8.559781312942504883e-01,8.701793551445007324e-01,8.825104832649230957e-01,8.855969309806823730e-01,8.804203867912292480e-01,8.834156394004821777e-01,8.834887742996215820e-01,8.846009969711303711e-01,8.998190164566040039e-01,8.826252818107604980e-01,8.795807361602783203e-01,9.041556715965270996e-01,9.012784957885742188e-01,8.968024849891662598e-01,9.014704823493957520e-01,9.031817317008972168e-01,9.006405472755432129e-01,9.044390916824340820e-01,9.101616144180297852e-01,9.014708399772644043e-01,8.981326818466186523e-01
8.790039420127868652e-01,9.016872644424438477e-01,9.138483405113220215e-01,9.229572415351867676e-01,9.223978519439697266e-01,9.116345047950744629e-01,9.058849811553955078e-01,9.019659161567687988e-01,9.140159487724304199e-01,9.151487946510314941e-01,9.116669297218322754e-01,8.977093696594238281e-01,8.787229061126708984e-01,8.792468309402465820e-01,8.879812359809875488e-01,9.022154211997985840e-01,8.992081880569458008e-01,8.965747356414794922e-01,9.111303091049194336e-01,9.125183224678039551e-01,9.031638503074645996e-01,8.979880809783935547e-01,9.051337838172912598e-01,8.999176025390625000e-01,8.977400660514831543e-01,8.927603960037231445e-01,8.840184211730957031e-01,8.796423077583312988e-01,8.852871656417846680e-01,8.924483656883239746e-01,8.940799236297607422e-01,8.992301821708679199e-01,8.981849551200866699e-01,9.031611680984497070e-01,8.878540992736816406e-01,8.971270918846130371e-01,8.972941637039184570e-01,8.957792520523071289e-01,9.006652832031250000e-01,9.025652408599853516e-01,9.025703668594360352e-01,8.968435525894165039e-01,8.941223025321960449e-01,8.855025768280029297e-01,8.603941202163696289e-01,8.669208288192749023e-01,8.694162964820861816e-01,8.732452392578125000e-01,8.917940855026245117e-01,8.895787000656127930e-01,8.838487863540649414e-01,8.816219568252563477e-01,8.854264020919799805e-01,8.945357799530029297e-01,8.840996623039245605e-01,8.881291151046752930e-01,9.089938402175903320e-01,8.993563055992126465e-01,8.994854688644409180e-01,9.081159830093383789e-01,9.076001048088073730e-01,9.049755930900573730e-01,9.132256507873535156e-01,9.132325649261474609e-01,9.076949954032897949e-01,9.070483446121215820e-01
