0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.535980463027954102e-01,2.064635455608367920e-01,3.175722807645797729e-02,2.770867571234703064e-02,1.588882356882095337e-01,3.133520781993865967e-01,4.301245212554931641e-01,4.952476918697357178e-01,5.219491124153137207e-01,5.733436942100524902e-01,6.574773788452148438e-01,7.280679941177368164e-01
6.274324655532836914e-01,4.887250363826751709e-01,4.352718293666839600e-01,4.224362671375274658e-01,4.275133311748504639e-01,4.590399265289306641e-01,5.228642821311950684e-01,5.786061286926269531e-01,6.016981601715087891e-01,6.274177432060241699e-01,6.922992467880249023e-01,7.453278899192810059e-01
6.173939704895019531e-01,4.352012574672698975e-01,3.167660236358642578e-01,2.898087203502655029e-01,3.397198021411895752e-01,4.300916492938995361e-01,5.000542402267456055e-01,5.433019995689392090e-01,5.688809752464294434e-01,6.107754111289978027e-01,6.794157028198242188e-01,7.400210499763488770e-01
5.684913396835327148e-01,3.420998752117156982e-01,2.416508495807647705e-01,2.453825920820236206e-01,3.129965960979461670e-01,4.105694890022277832e-01,4.847015440464019775e-01,5.228937864303588867e-01,5.346244573593139648e-01,5.669107437133789062e-01,6.372944116592407227e-01,6.953212022781372070e-01
6.268326044082641602e-01,4.252527952194213867e-01,3.195313811302185059e-01,3.240697085857391357e-01,3.693321645259857178e-01,4.187332689762115479e-01,4.738039672374725342e-01,5.192990899085998535e-01,5.285007953643798828e-01,5.547980070114135742e-01,6.290628910064697266e-01,6.903154253959655762e-01
6.680004000663757324e-01,4.777649044990539551e-01,3.636236190795898438e-01,3.607019186019897461e-01,4.186630547046661377e-01,4.839805662631988525e-01,5.292437076568603516e-01,5.625362396240234375e-01,5.726657509803771973e-01,6.009562015533447266e-01,6.620305776596069336e-01,7.244833111763000488e-01
6.875754594802856445e-01,5.311313867568969727e-01,4.510786831378936768e-01,4.454101920127868652e-01,4.875114560127258301e-01,5.589548349380493164e-01,6.107088923454284668e-01,6.398060321807861328e-01,6.364337801933288574e-01,6.504396200180053711e-01,6.941906809806823730e-01,7.432926297187805176e-01
6.515294909477233887e-01,4.414728283882141113e-01,3.247566223144531250e-01,3.076130747795104980e-01,3.600056171417236328e-01,4.401259422302246094e-01,5.123114585876464844e-01,5.493817925453186035e-01,5.636629462242126465e-01,5.969424247741699219e-01,6.588583588600158691e-01,7.161904573440551758e-01
