0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.191989302635192871e-01,9.509181976318359375e-01,9.045206904411315918e-01,8.169125914573669434e-01,7.772532701492309570e-01,7.829117774963378906e-01,7.344458699226379395e-01,6.840085983276367188e-01,5.886636972427368164e-01,3.055788874626159668e-01,9.241079539060592651e-02,5.568643659353256226e-02,1.722511947154998779e-01,2.529819011688232422e-01,2.917362451553344727e-01,3.595164120197296143e-01,4.445622265338897705e-01,5.957350134849548340e-01,7.094113230705261230e-01,7.359501719474792480e-01,7.846468687057495117e-01,8.276112675666809082e-01,8.405541181564331055e-01,8.509293794631958008e-01,8.933273553848266602e-01
8.961187601089477539e-01,9.184909462928771973e-01,9.066994190216064453e-01,8.121154904365539551e-01,7.903923392295837402e-01,8.527878522872924805e-01,7.754817605018615723e-01,7.266854643821716309e-01,6.701786518096923828e-01,5.821873545646667480e-01,5.313845872879028320e-01,5.973652005195617676e-01,7.259839177131652832e-01,7.945406436920166016e-01,8.225451707839965820e-01,8.310102224349975586e-01,8.116514682769775391e-01,8.073151111602783203e-01,8.557379245758056641e-01,8.560881018638610840e-01,8.580166101455688477e-01,8.976734280586242676e-01,9.638554453849792480e-01,9.436463713645935059e-01,9.045331478118896484e-01
8.671479225158691406e-01,8.831237554550170898e-01,8.902220726013183594e-01,8.062715530395507812e-01,7.596076130867004395e-01,7.747346758842468262e-01,6.748817563056945801e-01,6.011063456535339355e-01,5.383858680725097656e-01,4.398472607135772705e-01,3.523792922496795654e-01,4.117118418216705322e-01,5.617671608924865723e-01,6.025370359420776367e-01,6.073205471038818359e-01,6.107979416847229004e-01,6.362490057945251465e-01,7.020305395126342773e-01,8.028853535652160645e-01,8.073517084121704102e-01,8.307367563247680664e-01,8.879529833793640137e-01,9.313974976539611816e-01,9.249185919761657715e-01,9.052430391311645508e-01
8.907071948051452637e-01,9.339941740036010742e-01,9.041730165481567383e-01,7.559386491775512695e-01,7.252718210220336914e-01,7.895464897155761719e-01,7.207971215248107910e-01,6.694849729537963867e-01,6.138586997985839844e-01,4.273372888565063477e-01,2.915080487728118896e-01,2.852317690849304199e-01,3.342143595218658447e-01,3.530841767787933350e-01,3.720352947711944580e-01,4.003676176071166992e-01,4.688875675201416016e-01,6.182999610900878906e-01,7.276267409324645996e-01,7.238793969154357910e-01,7.532327771186828613e-01,8.249385952949523926e-01,8.846695423126220703e-01,8.864957690238952637e-01,8.792973160743713379e-01
8.602892756462097168e-01,8.944678902626037598e-01,8.834114670753479004e-01,7.389971613883972168e-01,6.912828087806701660e-01,7.351915240287780762e-01,6.787806749343872070e-01,6.348996758460998535e-01,5.774906277656555176e-01,3.647854626178741455e-01,2.048631608486175537e-01,2.170065641403198242e-01,3.160613775253295898e-01,3.701069056987762451e-01,3.977411091327667236e-01,4.393553733825683594e-01,5.000611543655395508e-01,6.033396720886230469e-01,7.276720404624938965e-01,7.346409559249877930e-01,7.583791017532348633e-01,8.326053619384765625e-01,8.836658596992492676e-01,8.990654349327087402e-01,8.918848037719726562e-01
8.889928460121154785e-01,9.241383075714111328e-01,9.011225700378417969e-01,7.200015187263488770e-01,6.609286665916442871e-01,6.714015007019042969e-01,5.778816938400268555e-01,5.042995810508728027e-01,4.334009885787963867e-01,2.508304715156555176e-01,1.259346455335617065e-01,1.820127815008163452e-01,2.967540621757507324e-01,3.432334959506988525e-01,3.675670027732849121e-01,3.873671591281890869e-01,4.328440427780151367e-01,5.754095911979675293e-01,7.429059743881225586e-01,7.600633502006530762e-01,7.771439552307128906e-01,8.312672376632690430e-01,8.796926140785217285e-01,8.902054429054260254e-01,8.908771276473999023e-01
8.345485925674438477e-01,8.363717198371887207e-01,8.278814554214477539e-01,7.045177817344665527e-01,6.809684634208679199e-01,7.400647997856140137e-01,6.529703736305236816e-01,5.838236808776855469e-01,5.244331955909729004e-01,4.293304979801177979e-01,3.809104561805725098e-01,4.763311445713043213e-01,5.649839639663696289e-01,5.907319188117980957e-01,5.970483422279357910e-01,5.996144413948059082e-01,6.090354919433593750e-01,6.658254861831665039e-01,7.324852347373962402e-01,7.254374027252197266e-01,7.453284859657287598e-01,8.093352913856506348e-01,8.771256804466247559e-01,8.863636851310729980e-01,8.716453313827514648e-01
8.576763272285461426e-01,8.782590627670288086e-01,8.637812733650207520e-01,7.363746166229248047e-01,6.932762861251831055e-01,7.148644924163818359e-01,6.342653036117553711e-01,5.819165110588073730e-01,5.249957442283630371e-01,3.721779882907867432e-01,2.590022683143615723e-01,2.956991195678710938e-01,3.555663526058197021e-01,3.642979264259338379e-01,3.865033686161041260e-01,4.249565303325653076e-01,4.894536733627319336e-01,5.967872738838195801e-01,6.720972061157226562e-01,6.780509352684020996e-01,7.233468294143676758e-01,8.095332384109497070e-01,8.880248665809631348e-01,8.949535489082336426e-01,8.793177008628845215e-01
8.492278456687927246e-01,8.795022368431091309e-01,8.814948201179504395e-01,7.575680613517761230e-01,7.143092751502990723e-01,7.324022650718688965e-01,6.515662074089050293e-01,6.003391146659851074e-01,5.308941006660461426e-01,4.043222367763519287e-01,3.191426396369934082e-01,3.572917580604553223e-01,4.018636941909790039e-01,4.179455339908599854e-01,4.237934052944183350e-01,4.309835135936737061e-01,4.543296694755554199e-01,5.670220851898193359e-01,7.310160398483276367e-01,7.379899621009826660e-01,7.558173537254333496e-01,8.138617873191833496e-01,8.741006851196289062e-01,8.699290752410888672e-01,8.786147832870483398e-01
8.431540727615356445e-01,8.721774220466613770e-01,8.565568327903747559e-01,7.276785969734191895e-01,6.985768079757690430e-01,7.543292045593261719e-01,6.712723374366760254e-01,6.138429045677185059e-01,5.650934576988220215e-01,4.611558914184570312e-01,3.793045580387115479e-01,4.478708207607269287e-01,5.308121442794799805e-01,5.494426488876342773e-01,5.689181685447692871e-01,5.852140188217163086e-01,5.961244106292724609e-01,6.598718762397766113e-01,7.495888471603393555e-01,7.432613968849182129e-01,7.451072931289672852e-01,7.963533401489257812e-01,8.554916381835937500e-01,8.598933219909667969e-01,8.613630533218383789e-01
8.676714301109313965e-01,8.974196910858154297e-01,8.719593882560729980e-01,7.122532725334167480e-01,6.616535782814025879e-01,6.951137185096740723e-01,6.097450852394104004e-01,5.452349781990051270e-01,4.696235656738281250e-01,3.193333148956298828e-01,2.563572824001312256e-01,3.348599076271057129e-01,4.043951630592346191e-01,4.436977505683898926e-01,4.637674391269683838e-01,4.859367012977600098e-01,5.226683616638183594e-01,6.240131855010986328e-01,6.941112279891967773e-01,7.000631093978881836e-01,7.237784266471862793e-01,7.976589798927307129e-01,9.058897495269775391e-01,9.043033719062805176e-01,8.664202094078063965e-01
