0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.347782135009765625e-01,9.404509663581848145e-01,9.422500133514404297e-01,9.408668279647827148e-01,9.407078623771667480e-01,9.411743879318237305e-01,9.475342035293579102e-01,9.452984929084777832e-01,9.426267147064208984e-01,9.411559104919433594e-01,9.640440940856933594e-01,9.749093651771545410e-01,9.561303853988647461e-01,9.530937075614929199e-01,9.545432329177856445e-01,9.514882564544677734e-01,9.665016531944274902e-01,9.820129275321960449e-01,9.633476734161376953e-01,9.427396059036254883e-01,9.410512447357177734e-01,9.475469589233398438e-01,9.413039088249206543e-01,9.438269734382629395e-01,9.448359608650207520e-01,9.525014162063598633e-01,9.561975598335266113e-01,9.492808580398559570e-01,9.482454061508178711e-01,9.562706351280212402e-01,9.508115649223327637e-01,9.809464216232299805e-01,9.767900705337524414e-01,9.442476034164428711e-01,9.371975660324096680e-01,9.443898797035217285e-01,9.520382285118103027e-01,9.426435232162475586e-01,9.499054551124572754e-01,9.519899487495422363e-01,9.490861296653747559e-01,9.491214156150817871e-01,9.583320021629333496e-01,9.583842754364013672e-01,9.457589387893676758e-01,9.349202513694763184e-01,9.345363378524780273e-01,9.318245649337768555e-01,9.323574304580688477e-01,9.313522577285766602e-01,9.365032315254211426e-01,9.355227351188659668e-01,9.440708756446838379e-01,9.376462101936340332e-01,9.238317012786865234e-01,9.282013177871704102e-01,9.163417816162109375e-01
9.175737500190734863e-01,9.200009107589721680e-01,9.194725155830383301e-01,9.144950509071350098e-01,9.157347679138183594e-01,9.217095971107482910e-01,9.292401671409606934e-01,9.281030893325805664e-01,9.218605756759643555e-01,9.177939891815185547e-01,9.343827962875366211e-01,9.437952041625976562e-01,9.328697323799133301e-01,9.345027804374694824e-01,9.431074857711791992e-01,9.414305090904235840e-01,9.545882344245910645e-01,9.567029476165771484e-01,9.511097669601440430e-01,9.245147109031677246e-01,9.162487983703613281e-01,9.247110486030578613e-01,9.168495535850524902e-01,9.217782616615295410e-01,9.276854991912841797e-01,9.433950781822204590e-01,9.464771151542663574e-01,9.312872290611267090e-01,9.246981143951416016e-01,9.335009455680847168e-01,9.304765462875366211e-01,9.271634221076965332e-01,9.225107431411743164e-01,9.173905849456787109e-01,9.118074774742126465e-01,9.224226474761962891e-01,9.322751164436340332e-01,9.232430458068847656e-01,9.359562397003173828e-01,9.379951953887939453e-01,9.312982559204101562e-01,9.344381690025329590e-01,9.438840150833129883e-01,9.391300678253173828e-01,9.185507893562316895e-01,9.155036211013793945e-01,9.251372814178466797e-01,9.146105051040649414e-01,9.008533358573913574e-01,9.072440862655639648e-01,9.194812178611755371e-01,9.109278917312622070e-01,9.188583493232727051e-01,9.241391420364379883e-01,9.091802835464477539e-01,9.070762395858764648e-01,8.919592499732971191e-01
8.925350904464721680e-01,8.993523716926574707e-01,9.024807810783386230e-01,8.953753113746643066e-01,8.948561549186706543e-01,8.995434641838073730e-01,9.063954949378967285e-01,9.142540693283081055e-01,9.126781225204467773e-01,9.035206437110900879e-01,9.132618904113769531e-01,9.123777747154235840e-01,9.081541299819946289e-01,9.178515672683715820e-01,9.213215112686157227e-01,9.112389087677001953e-01,9.161748886108398438e-01,9.110849499702453613e-01,9.101726412773132324e-01,8.994767665863037109e-01,8.998348116874694824e-01,9.116184711456298828e-01,8.976914286613464355e-01,8.994992375373840332e-01,9.080768227577209473e-01,9.146186113357543945e-01,9.128423333168029785e-01,9.165021777153015137e-01,9.036453366279602051e-01,8.958897590637207031e-01,9.165130853652954102e-01,9.402574300765991211e-01,9.364095926284790039e-01,9.049142003059387207e-01,8.963463306427001953e-01,9.012921452522277832e-01,9.139114618301391602e-01,9.175122380256652832e-01,9.208586215972900391e-01,9.236051440238952637e-01,9.096257686614990234e-01,9.089533686637878418e-01,9.254730939865112305e-01,9.222171306610107422e-01,9.009448885917663574e-01,9.016847014427185059e-01,9.074010252952575684e-01,9.041495323181152344e-01,8.939291834831237793e-01,8.894186615943908691e-01,8.947342634201049805e-01,8.925956487655639648e-01,8.979672193527221680e-01,9.081042408943176270e-01,8.977407813072204590e-01,8.915221691131591797e-01,8.735299110412597656e-01
9.010623097419738770e-01,8.988516330718994141e-01,9.013865590095520020e-01,8.981835842132568359e-01,9.002231955528259277e-01,9.052714705467224121e-01,9.001279473304748535e-01,9.099929928779602051e-01,9.197848439216613770e-01,9.130938649177551270e-01,9.306896328926086426e-01,9.284138083457946777e-01,9.134733080863952637e-01,9.171262383460998535e-01,9.205799102783203125e-01,9.069817066192626953e-01,9.283466339111328125e-01,9.469915032386779785e-01,9.315837025642395020e-01,8.996801376342773438e-01,8.861477375030517578e-01,9.020080566406250000e-01,9.036273956298828125e-01,9.026942849159240723e-01,9.058604240417480469e-01,9.085627198219299316e-01,9.082904458045959473e-01,9.091252684593200684e-01,9.077680706977844238e-01,9.149121642112731934e-01,9.083372354507446289e-01,8.959145545959472656e-01,8.987696766853332520e-01,9.034242033958435059e-01,9.042011499404907227e-01,9.063879847526550293e-01,9.114458560943603516e-01,9.060691595077514648e-01,9.150729775428771973e-01,9.209467768669128418e-01,9.054545760154724121e-01,9.009569883346557617e-01,9.099258780479431152e-01,9.199005365371704102e-01,9.018194079399108887e-01,8.924862742424011230e-01,8.964796066284179688e-01,8.957456946372985840e-01,8.920763731002807617e-01,8.843427896499633789e-01,8.880241513252258301e-01,8.845726847648620605e-01,8.965340852737426758e-01,9.009022116661071777e-01,8.899866938591003418e-01,8.927176594734191895e-01,8.886225223541259766e-01
8.898128271102905273e-01,8.907090425491333008e-01,8.864462375640869141e-01,8.854274749755859375e-01,8.891800045967102051e-01,8.964097499847412109e-01,8.972218036651611328e-01,9.041503667831420898e-01,9.094358086585998535e-01,9.019592404365539551e-01,9.054713249206542969e-01,9.009974002838134766e-01,8.928891420364379883e-01,8.949403762817382812e-01,8.968392610549926758e-01,9.044272303581237793e-01,9.072871804237365723e-01,8.897434473037719727e-01,8.900148868560791016e-01,8.853785395622253418e-01,8.834885954856872559e-01,8.968504071235656738e-01,9.011069536209106445e-01,9.002430438995361328e-01,8.986685872077941895e-01,8.938239216804504395e-01,8.969483375549316406e-01,8.874904513359069824e-01,8.829706311225891113e-01,8.889452815055847168e-01,8.965722918510437012e-01,9.176576733589172363e-01,9.140706062316894531e-01,8.906714916229248047e-01,8.927285671234130859e-01,8.978466987609863281e-01,9.047743678092956543e-01,8.966030478477478027e-01,9.081856608390808105e-01,9.143706560134887695e-01,8.969493508338928223e-01,8.964383602142333984e-01,9.070468544960021973e-01,9.092702269554138184e-01,8.935973048210144043e-01,8.844275474548339844e-01,8.774381875991821289e-01,8.773373961448669434e-01,8.774725198745727539e-01,8.793330788612365723e-01,8.803999423980712891e-01,8.780998587608337402e-01,8.797550201416015625e-01,8.835437893867492676e-01,8.807761073112487793e-01,8.808524608612060547e-01,8.633009791374206543e-01
8.841763734817504883e-01,8.976254463195800781e-01,8.943452835083007812e-01,8.889061212539672852e-01,8.909671306610107422e-01,9.015001058578491211e-01,9.070985317230224609e-01,9.077154994010925293e-01,9.084590673446655273e-01,8.988441228866577148e-01,9.160178899765014648e-01,9.189930558204650879e-01,9.002212285995483398e-01,9.022160172462463379e-01,9.063666462898254395e-01,9.106473326683044434e-01,9.300798177719116211e-01,9.275827407836914062e-01,9.158401489257812500e-01,8.950443863868713379e-01,8.979740738868713379e-01,9.058666229248046875e-01,9.013187289237976074e-01,8.996042013168334961e-01,8.974989652633666992e-01,9.027557969093322754e-01,9.091785550117492676e-01,8.980093002319335938e-01,8.980382084846496582e-01,9.079144597053527832e-01,8.999452590942382812e-01,8.956946134567260742e-01,9.046345353126525879e-01,8.993434309959411621e-01,8.876011371612548828e-01,8.920399546623229980e-01,9.024274945259094238e-01,8.977844119071960449e-01,9.016557335853576660e-01,9.028092026710510254e-01,8.982987999916076660e-01,9.046095013618469238e-01,9.177005887031555176e-01,9.124360084533691406e-01,9.024812579154968262e-01,8.951575756072998047e-01,8.864381313323974609e-01,8.863890171051025391e-01,8.864176273345947266e-01,8.909780979156494141e-01,8.928012251853942871e-01,8.828266263008117676e-01,8.832497000694274902e-01,8.975016474723815918e-01,8.896700739860534668e-01,8.856656551361083984e-01,8.747144937515258789e-01
8.801603913307189941e-01,8.849174976348876953e-01,8.825052976608276367e-01,8.826962113380432129e-01,8.936656117439270020e-01,9.000564813613891602e-01,9.023432731628417969e-01,9.039484858512878418e-01,9.010939002037048340e-01,8.955072760581970215e-01,9.023458361625671387e-01,8.987924456596374512e-01,8.849807381629943848e-01,8.973660469055175781e-01,9.041729569435119629e-01,9.029027819633483887e-01,9.088720083236694336e-01,9.137644171714782715e-01,9.083435535430908203e-01,8.836100697517395020e-01,8.785883784294128418e-01,8.958458900451660156e-01,8.910535573959350586e-01,8.894950151443481445e-01,8.914944529533386230e-01,8.917730450630187988e-01,8.933871388435363770e-01,8.917673230171203613e-01,8.959526419639587402e-01,8.933546543121337891e-01,8.941230177879333496e-01,9.166923165321350098e-01,9.157904386520385742e-01,8.969452977180480957e-01,8.819429278373718262e-01,8.870954513549804688e-01,8.948459625244140625e-01,8.902251124382019043e-01,8.925387859344482422e-01,8.927313685417175293e-01,8.901568055152893066e-01,8.955464959144592285e-01,9.076415300369262695e-01,9.022169113159179688e-01,8.930702805519104004e-01,8.890347480773925781e-01,8.877716064453125000e-01,8.849095106124877930e-01,8.808888792991638184e-01,8.847776055335998535e-01,8.825976252555847168e-01,8.744354248046875000e-01,8.858546614646911621e-01,8.980141282081604004e-01,8.845007419586181641e-01,8.765029907226562500e-01,8.466491103172302246e-01
8.795538544654846191e-01,8.904815316200256348e-01,8.979811072349548340e-01,8.951955437660217285e-01,8.928903341293334961e-01,9.033903479576110840e-01,9.023733139038085938e-01,8.964880108833312988e-01,8.973874449729919434e-01,8.883833289146423340e-01,9.024530649185180664e-01,9.001606106758117676e-01,8.918331861495971680e-01,8.971256613731384277e-01,9.001615047454833984e-01,8.986974954605102539e-01,9.097836017608642578e-01,9.113332033157348633e-01,9.052349328994750977e-01,8.836935162544250488e-01,8.784983754158020020e-01,8.901326060295104980e-01,8.850591778755187988e-01,8.958883285522460938e-01,8.967525959014892578e-01,8.960751891136169434e-01,8.910993933677673340e-01,8.860442638397216797e-01,8.939186334609985352e-01,8.921806812286376953e-01,8.924132585525512695e-01,8.970667123794555664e-01,9.001681208610534668e-01,8.985992670059204102e-01,8.831439614295959473e-01,8.838345408439636230e-01,8.907348513603210449e-01,8.964667320251464844e-01,8.979426622390747070e-01,8.963055014610290527e-01,8.875321149826049805e-01,8.966110944747924805e-01,8.992208242416381836e-01,8.991630077362060547e-01,8.904168009757995605e-01,8.841829299926757812e-01,8.897118568420410156e-01,8.848220109939575195e-01,8.773698806762695312e-01,8.764398694038391113e-01,8.812417984008789062e-01,8.774985074996948242e-01,8.889932036399841309e-01,8.942836523056030273e-01,8.875902891159057617e-01,8.856264352798461914e-01,8.560260534286499023e-01
