0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.337553977966308594e-01,8.814595937728881836e-01,9.617937803268432617e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.985839128494262695e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.854760169982910156e-01,1.000000000000000000e+00,9.928870201110839844e-01
9.448432326316833496e-01,9.300202131271362305e-01,9.279217123985290527e-01,9.307605624198913574e-01,9.329260587692260742e-01,9.306116104125976562e-01,9.343116283416748047e-01,9.350866675376892090e-01,9.387764930725097656e-01,9.532821178436279297e-01,9.592552781105041504e-01,9.528904557228088379e-01,9.462098479270935059e-01,9.508400559425354004e-01,9.584860801696777344e-01,9.651375412940979004e-01,9.642971158027648926e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.636541604995727539e-01,9.586827754974365234e-01,9.477875828742980957e-01,9.439328312873840332e-01,9.419631958007812500e-01,9.574254751205444336e-01,1.000000000000000000e+00,9.951978325843811035e-01,9.925222396850585938e-01,1.000000000000000000e+00,9.937794208526611328e-01,1.000000000000000000e+00
9.331597685813903809e-01,9.212544560432434082e-01,9.250299930572509766e-01,9.274234771728515625e-01,9.249226450920104980e-01,9.188325405120849609e-01,9.255816340446472168e-01,9.297653436660766602e-01,9.348313808441162109e-01,9.355825781822204590e-01,9.422445893287658691e-01,9.443657398223876953e-01,9.338744878768920898e-01,9.395291209220886230e-01,9.458708763122558594e-01,9.444602131843566895e-01,9.311642646789550781e-01,9.310406446456909180e-01,9.199859499931335449e-01,9.471880197525024414e-01,9.451323747634887695e-01,9.336981773376464844e-01,9.264130592346191406e-01,9.260312914848327637e-01,9.277319908142089844e-01,9.327132701873779297e-01,9.646091461181640625e-01,9.603689312934875488e-01,9.656856656074523926e-01,9.796698689460754395e-01,9.791784882545471191e-01,9.755961298942565918e-01
9.059696197509765625e-01,9.071475267410278320e-01,9.152050018310546875e-01,9.150288701057434082e-01,9.078030586242675781e-01,9.028806686401367188e-01,9.101293683052062988e-01,9.077851772308349609e-01,9.134737849235534668e-01,9.163714051246643066e-01,9.311702251434326172e-01,9.278326034545898438e-01,9.125747680664062500e-01,9.168509244918823242e-01,9.236274957656860352e-01,9.191026091575622559e-01,9.137130379676818848e-01,9.025499224662780762e-01,8.813322186470031738e-01,9.256349205970764160e-01,9.311170578002929688e-01,9.176410436630249023e-01,8.975133895874023438e-01,9.011448025703430176e-01,9.027760028839111328e-01,9.140140414237976074e-01,9.614233374595642090e-01,9.612024426460266113e-01,9.559401869773864746e-01,9.641311168670654297e-01,9.650460481643676758e-01,9.529711604118347168e-01
8.975741267204284668e-01,9.029512405395507812e-01,9.188625216484069824e-01,9.146892428398132324e-01,9.054619669914245605e-01,9.046382308006286621e-01,9.092809557914733887e-01,9.045116901397705078e-01,9.090813398361206055e-01,9.171252846717834473e-01,9.324201941490173340e-01,9.266316294670104980e-01,9.104647636413574219e-01,9.110847711563110352e-01,9.160859584808349609e-01,9.200435280799865723e-01,9.188108444213867188e-01,9.395229816436767578e-01,9.300697445869445801e-01,9.518727064132690430e-01,9.199151396751403809e-01,9.124187231063842773e-01,8.988269567489624023e-01,8.980870842933654785e-01,9.027483463287353516e-01,9.179530143737792969e-01,9.686037898063659668e-01,9.753301739692687988e-01,9.674370884895324707e-01,9.546945095062255859e-01,9.656041264533996582e-01,9.692046642303466797e-01
8.913143277168273926e-01,8.965541124343872070e-01,9.122478365898132324e-01,9.190313816070556641e-01,9.107799530029296875e-01,9.004827737808227539e-01,8.983551859855651855e-01,9.009853601455688477e-01,9.036419391632080078e-01,9.067279100418090820e-01,9.203058481216430664e-01,9.098963141441345215e-01,9.030974507331848145e-01,9.086483120918273926e-01,9.089460372924804688e-01,9.012868404388427734e-01,9.006428122520446777e-01,8.859156966209411621e-01,8.667678236961364746e-01,8.980708718299865723e-01,9.106461405754089355e-01,9.031862020492553711e-01,8.949087858200073242e-01,8.976550102233886719e-01,8.992622494697570801e-01,9.079596996307373047e-01,9.255318045616149902e-01,9.180951714515686035e-01,9.274833798408508301e-01,9.350605607032775879e-01,9.312422871589660645e-01,9.129356145858764648e-01
9.016481041908264160e-01,9.053527116775512695e-01,9.170047640800476074e-01,9.186459779739379883e-01,9.051349759101867676e-01,8.954124450683593750e-01,8.958302736282348633e-01,8.946861624717712402e-01,8.990954160690307617e-01,9.155359864234924316e-01,9.268134832382202148e-01,9.166677594184875488e-01,9.060080647468566895e-01,9.044632911682128906e-01,9.130894541740417480e-01,9.138195514678955078e-01,9.119172096252441406e-01,9.130978584289550781e-01,8.940656185150146484e-01,9.259739518165588379e-01,9.085218906402587891e-01,9.075379967689514160e-01,9.013907313346862793e-01,8.956984281539916992e-01,8.909697532653808594e-01,9.038556814193725586e-01,9.538838267326354980e-01,9.588335752487182617e-01,9.659449458122253418e-01,9.831833839416503906e-01,9.581132531166076660e-01,9.557998776435852051e-01
8.988856673240661621e-01,8.970231413841247559e-01,9.079267978668212891e-01,9.067796468734741211e-01,8.977189064025878906e-01,8.892182111740112305e-01,8.958185315132141113e-01,8.941173553466796875e-01,8.952176570892333984e-01,8.998790979385375977e-01,9.140777587890625000e-01,9.134308695793151855e-01,8.989931344985961914e-01,8.934163451194763184e-01,9.070672392845153809e-01,9.053611159324645996e-01,8.984102010726928711e-01,8.981751203536987305e-01,8.842872381210327148e-01,9.171974062919616699e-01,9.057981967926025391e-01,8.919151425361633301e-01,8.879200220108032227e-01,8.868029117584228516e-01,8.820053935050964355e-01,8.915313482284545898e-01,9.313601255416870117e-01,9.297063350677490234e-01,9.378582239151000977e-01,9.490370750427246094e-01,9.380460381507873535e-01,9.240151643753051758e-01
8.910738229751586914e-01,8.862342238426208496e-01,8.902614116668701172e-01,9.012078642845153809e-01,9.087657332420349121e-01,9.007327556610107422e-01,9.009656310081481934e-01,8.995533585548400879e-01,8.918483853340148926e-01,8.900914788246154785e-01,9.104283452033996582e-01,9.187942743301391602e-01,9.073147177696228027e-01,8.987119793891906738e-01,9.081491231918334961e-01,9.077451825141906738e-01,9.005630612373352051e-01,8.984232544898986816e-01,8.849730491638183594e-01,9.105988144874572754e-01,9.040661454200744629e-01,8.989766836166381836e-01,8.896943926811218262e-01,8.895031809806823730e-01,8.841734528541564941e-01,8.889288902282714844e-01,9.244018197059631348e-01,9.271497130393981934e-01,9.372113943099975586e-01,9.500288963317871094e-01,9.431327581405639648e-01,9.338405132293701172e-01
8.781788945198059082e-01,8.735726475715637207e-01,8.806790113449096680e-01,8.853837847709655762e-01,8.888141512870788574e-01,8.863887190818786621e-01,8.900690078735351562e-01,8.907083272933959961e-01,8.847193121910095215e-01,8.837656974792480469e-01,9.018929600715637207e-01,9.047993421554565430e-01,8.943306803703308105e-01,8.938356637954711914e-01,8.980534076690673828e-01,8.955076336860656738e-01,8.902051448822021484e-01,8.993046879768371582e-01,8.823586106300354004e-01,9.037290215492248535e-01,8.936398625373840332e-01,8.910520076751708984e-01,8.817709088325500488e-01,8.707471489906311035e-01,8.673391342163085938e-01,8.788748383522033691e-01,9.306982159614562988e-01,9.400984048843383789e-01,9.460176825523376465e-01,9.670140743255615234e-01,9.479706287384033203e-01,9.412459731101989746e-01
8.909938335418701172e-01,8.859837055206298828e-01,8.936387896537780762e-01,8.909320831298828125e-01,8.926932215690612793e-01,8.882309794425964355e-01,8.931193947792053223e-01,8.976629376411437988e-01,9.020932912826538086e-01,9.001413583755493164e-01,9.069423079490661621e-01,8.954409360885620117e-01,8.809320330619812012e-01,9.005194902420043945e-01,9.037453532218933105e-01,8.952156901359558105e-01,8.922934532165527344e-01,8.990983963012695312e-01,8.792756795883178711e-01,9.021441340446472168e-01,8.980804681777954102e-01,8.941854834556579590e-01,8.880022168159484863e-01,8.849684596061706543e-01,8.777350187301635742e-01,8.810576200485229492e-01,9.269527196884155273e-01,9.318346381187438965e-01,9.337269663810729980e-01,9.483000636100769043e-01,9.406481385231018066e-01,9.290968179702758789e-01
8.784012794494628906e-01,8.747729063034057617e-01,8.737613558769226074e-01,8.754588365554809570e-01,8.796376585960388184e-01,8.703322410583496094e-01,8.778106570243835449e-01,8.812368512153625488e-01,8.824906349182128906e-01,8.902549147605895996e-01,8.981146216392517090e-01,8.883422613143920898e-01,8.789287805557250977e-01,8.979102969169616699e-01,9.060535430908203125e-01,8.949655890464782715e-01,8.914901018142700195e-01,8.838037252426147461e-01,8.621103763580322266e-01,8.934698700904846191e-01,8.960550427436828613e-01,8.908269405364990234e-01,8.781152963638305664e-01,8.770318627357482910e-01,8.748435974121093750e-01,8.806763291358947754e-01,9.023845791816711426e-01,8.960213065147399902e-01,9.125161767005920410e-01,9.517758488655090332e-01,9.409247636795043945e-01,9.243058562278747559e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-4.416306968778371811e-03,-1.121492404490709305e-02,-1.068225502967834473e-02,-6.965734530240297318e-03,-3.249214030802249908e-03,4.673063813243061304e-04,4.183826968073844910e-03,7.900347001850605011e-03,1.161686796694993973e-02,9.718598797917366028e-03,2.476277062669396400e-03,-4.720290598925203085e-05,-9.918670402839779854e-04,-7.261991268023848534e-04,-9.347299928776919842e-04,-9.347299928776919842e-04,-9.347299928776919842e-04,-9.347299928776919842e-04,-9.347299928776919842e-04
5.938807953498326242e-05,5.938807953498326242e-05,5.938807953498326242e-05,5.938807953498326242e-05,5.938807953498326242e-05,2.260829089209437370e-03,3.484580898657441139e-03,3.621885087341070175e-03,3.134240629151463509e-03,2.878246596083045006e-03,2.640550257638096809e-03,2.690044930204749107e-03,2.234332729130983353e-03,3.979457542300224304e-03,5.912992171943187714e-03,7.565659470856189728e-03,5.585789680480957031e-03,2.538382075726985931e-03,-1.057403278537094593e-03,-4.222129005938768387e-03,-6.721320562064647675e-03,-7.873490452766418457e-03,-3.097590757533907890e-03,1.358164357952773571e-03,5.715582985430955887e-03,7.667327765375375748e-03,8.184322156012058258e-03,7.623143959790468216e-03,7.623143959790468216e-03,7.623143959790468216e-03,7.623143959790468216e-03,7.623143959790468216e-03
4.121909441892057657e-04,4.121909441892057657e-04,4.121909441892057657e-04,4.121909441892057657e-04,4.121909441892057657e-04,1.534322858788073063e-03,2.068099332973361015e-03,2.708078362047672272e-03,2.525835298001766205e-03,2.404648112133145332e-03,1.955294515937566757e-03,1.523682498373091221e-03,2.396732597844675183e-04,-6.537229055538773537e-04,-2.158320043236017227e-03,-1.034334301948547363e-03,4.698038173955865204e-05,-5.210330127738416195e-04,-1.100562978535890579e-03,-9.584635263308882713e-04,-4.898796323686838150e-04,-5.184024339541792870e-04,1.543348073028028011e-03,1.841717981733381748e-03,4.088326357305049896e-03,6.787617225199937820e-03,7.925674319267272949e-03,7.459809537976980209e-03,7.459809537976980209e-03,7.459809537976980209e-03,7.459809537976980209e-03,7.459809537976980209e-03
1.605024008313193917e-04,1.605024008313193917e-04,1.605024008313193917e-04,1.605024008313193917e-04,1.605024008313193917e-04,3.256797790527343750e-04,1.402240945026278496e-03,2.527371980249881744e-03,2.410176442936062813e-03,2.016808604821562767e-03,1.514215255156159401e-03,9.682407253421843052e-04,-2.819419023580849171e-04,-1.901079202070832253e-03,-4.511197563260793686e-03,-2.350580645725131035e-03,-1.036822777678025886e-05,1.052161023835651577e-04,-8.491346961818635464e-04,-6.743848207406699657e-04,-3.932505787815898657e-04,4.600654065143316984e-04,3.538724733516573906e-03,3.853292204439640045e-03,6.177763920277357101e-03,9.000054560601711273e-03,1.021010614931583405e-02,8.147776126861572266e-03,8.147776126861572266e-03,8.147776126861572266e-03,8.147776126861572266e-03,8.147776126861572266e-03
3.582676290534436703e-04,3.582676290534436703e-04,3.582676290534436703e-04,3.582676290534436703e-04,3.582676290534436703e-04,1.802752376534044743e-04,1.144183683209121227e-03,2.556978724896907806e-03,2.414724323898553848e-03,1.615272019989788532e-03,9.868741035461425781e-04,8.184125181287527084e-04,-9.043017598742153496e-06,6.867955089546740055e-04,9.153863065876066685e-04,3.656342625617980957e-03,3.460205625742673874e-03,1.529010129161179066e-03,-1.289201783947646618e-03,-3.535676049068570137e-03,-4.841620568186044693e-03,-4.948391579091548920e-03,6.186465179780498147e-05,4.248096607625484467e-03,8.970695547759532928e-03,9.921252727508544922e-03,1.039476040750741959e-02,9.089232422411441803e-03,9.089232422411441803e-03,9.089232422411441803e-03,9.089232422411441803e-03,9.089232422411441803e-03
