0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.910528182983398438e-01,5.095821619033813477e-01,4.704722464084625244e-01,3.398998677730560303e-01,2.501533329486846924e-01,1.430123895406723022e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.838953375816345215e-01,8.437618613243103027e-01,8.500983715057373047e-01,8.651796579360961914e-01,8.709362149238586426e-01,9.025697112083435059e-01,9.114379882812500000e-01,9.021613597869873047e-01,9.553071260452270508e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.976357817649841309e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.235696315765380859e-01,6.824105978012084961e-01,6.584001183509826660e-01,6.072112917900085449e-01,6.247855424880981445e-01,7.563495635986328125e-01,8.619331121444702148e-01,8.805531859397888184e-01,5.969655513763427734e-01,1.008155494928359985e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.970607228577136993e-02,2.081675529479980469e-01,3.379592299461364746e-01,4.586054086685180664e-01,5.725673437118530273e-01,5.899913907051086426e-01,6.159612536430358887e-01,7.020970582962036133e-01,7.613278627395629883e-01,7.917883992195129395e-01,8.068649172782897949e-01,8.226095438003540039e-01,8.292216658592224121e-01,8.363552093505859375e-01,8.558353781700134277e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.746531844139099121e-01,9.313451647758483887e-01,9.128748178482055664e-01,7.552692294120788574e-01,4.677905738353729248e-01,3.267661929130554199e-01,3.864919543266296387e-01,3.963899314403533936e-01,3.512372672557830811e-01,3.665160238742828369e-01,4.172767400741577148e-01,4.049312174320220947e-01,4.925241768360137939e-01,6.538079380989074707e-01,7.613620162010192871e-01,8.231859207153320312e-01,9.572461843490600586e-01,1.000000000000000000e+00,9.241194128990173340e-01,8.841732740402221680e-01,8.666884303092956543e-01,8.631070852279663086e-01,8.636268973350524902e-01,8.660730719566345215e-01,8.770881295204162598e-01,8.932812213897705078e-01
7.333273887634277344e-01,7.189981937408447266e-01,7.663432359695434570e-01,8.335321545600891113e-01,9.126487374305725098e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.003097414970397949e-01,4.463976025581359863e-01,1.490895748138427734e-01,2.468846887350082397e-01,3.405704200267791748e-01,3.146475851535797119e-01,3.421367108821868896e-01,3.938682973384857178e-01,4.026206135749816895e-01,4.764319658279418945e-01,5.707374811172485352e-01,6.390444636344909668e-01,6.959676742553710938e-01,8.061354756355285645e-01,8.698182106018066406e-01,8.715443015098571777e-01,8.914337754249572754e-01,8.864976763725280762e-01,8.940535187721252441e-01,8.973699808120727539e-01,9.068596363067626953e-01,9.104723930358886719e-01,9.148178100585937500e-01
8.096269369125366211e-01,7.824809551239013672e-01,7.454955577850341797e-01,7.183814048767089844e-01,7.635113000869750977e-01,8.216817975044250488e-01,8.581496477127075195e-01,8.754480481147766113e-01,7.764278054237365723e-01,4.308373332023620605e-01,3.872131705284118652e-01,4.969112575054168701e-01,5.380561947822570801e-01,4.800108969211578369e-01,4.869408011436462402e-01,5.318313241004943848e-01,5.198527574539184570e-01,5.304701328277587891e-01,5.660187602043151855e-01,6.244200468063354492e-01,7.136258482933044434e-01,7.636047005653381348e-01,7.445484399795532227e-01,7.818825244903564453e-01,8.348318338394165039e-01,8.490340113639831543e-01,8.653706908226013184e-01,8.629991412162780762e-01,8.717596530914306641e-01,8.745673894882202148e-01,8.737368583679199219e-01
8.139421939849853516e-01,7.969225049018859863e-01,7.779669165611267090e-01,7.290667295455932617e-01,7.301205992698669434e-01,7.909725904464721680e-01,8.495489358901977539e-01,8.721827268600463867e-01,7.113804221153259277e-01,4.324106872081756592e-01,4.073807001113891602e-01,4.364603459835052490e-01,4.300742447376251221e-01,3.659248054027557373e-01,3.640980124473571777e-01,3.538994789123535156e-01,3.676357269287109375e-01,4.977803230285644531e-01,5.689910054206848145e-01,6.651835441589355469e-01,7.329303622245788574e-01,8.550289273262023926e-01,8.829370141029357910e-01,8.538966178894042969e-01,8.512150049209594727e-01,8.493889570236206055e-01,8.431988954544067383e-01,8.346550464630126953e-01,8.521074056625366211e-01,8.588137626647949219e-01,8.704879879951477051e-01
8.012620210647583008e-01,7.893660068511962891e-01,8.051676154136657715e-01,8.445928692817687988e-01,8.797426819801330566e-01,9.055979847908020020e-01,9.060397148132324219e-01,9.092160463333129883e-01,7.687328457832336426e-01,4.105038046836853027e-01,3.666407763957977295e-01,5.181805491447448730e-01,5.485206842422485352e-01,4.874035120010375977e-01,4.582358300685882568e-01,5.016906857490539551e-01,5.042752623558044434e-01,5.809997320175170898e-01,6.636120676994323730e-01,7.337301969528198242e-01,7.747583389282226562e-01,8.825947046279907227e-01,9.039020538330078125e-01,8.839854001998901367e-01,8.864034414291381836e-01,8.837855458259582520e-01,8.712345957756042480e-01,8.665201663970947266e-01,8.836296796798706055e-01,8.837151527404785156e-01,8.950284719467163086e-01
8.096782565116882324e-01,7.965551018714904785e-01,8.050565719604492188e-01,8.451408147811889648e-01,8.919257521629333496e-01,9.497348070144653320e-01,9.556974172592163086e-01,9.554494619369506836e-01,1.000000000000000000e+00,8.299930095672607422e-01,5.744961500167846680e-01,5.487396121025085449e-01,5.752578973770141602e-01,5.492987036705017090e-01,5.229503512382507324e-01,5.393865108489990234e-01,5.266574025154113770e-01,6.028035879135131836e-01,6.959728598594665527e-01,7.503294348716735840e-01,7.898641824722290039e-01,8.243002891540527344e-01,8.096042275428771973e-01,7.992963194847106934e-01,8.171319961547851562e-01,8.406203985214233398e-01,8.657506108283996582e-01,8.745205402374267578e-01,8.835288286209106445e-01,8.779063224792480469e-01,8.971874117851257324e-01
7.497232556343078613e-01,7.208318710327148438e-01,7.122315764427185059e-01,6.995966434478759766e-01,7.323350310325622559e-01,8.156019449234008789e-01,8.573026061058044434e-01,8.528045415878295898e-01,8.121350407600402832e-01,5.060747861862182617e-01,3.663226366043090820e-01,4.346431195735931396e-01,4.523374736309051514e-01,4.498523473739624023e-01,4.340386986732482910e-01,4.228184223175048828e-01,3.927733600139617920e-01,4.991583526134490967e-01,5.858727097511291504e-01,6.279444694519042969e-01,6.803204417228698730e-01,7.487559318542480469e-01,7.840084433555603027e-01,7.953798770904541016e-01,8.137835264205932617e-01,8.383561372756958008e-01,8.461668491363525391e-01,8.344685435295104980e-01,8.447417616844177246e-01,8.521916866302490234e-01,8.693349361419677734e-01
7.684636712074279785e-01,7.424756884574890137e-01,7.475011348724365234e-01,7.390668392181396484e-01,7.564701437950134277e-01,8.125175237655639648e-01,8.316389918327331543e-01,8.498814105987548828e-01,7.512900829315185547e-01,3.040567338466644287e-01,2.371803820133209229e-01,3.488704562187194824e-01,3.499180376529693604e-01,3.087003231048583984e-01,2.950239479541778564e-01,2.930674850940704346e-01,2.547540068626403809e-01,3.519350290298461914e-01,4.475686550140380859e-01,5.644565224647521973e-01,6.584195494651794434e-01,7.468265891075134277e-01,7.779738903045654297e-01,7.925367951393127441e-01,8.049925565719604492e-01,8.182553052902221680e-01,8.259395360946655273e-01,8.110112547874450684e-01,8.134082555770874023e-01,8.188589215278625488e-01,8.388310074806213379e-01
7.695771455764770508e-01,7.468381524085998535e-01,7.851516008377075195e-01,8.311324119567871094e-01,8.519420027732849121e-01,8.803367614746093750e-01,8.760961294174194336e-01,8.971911072731018066e-01,8.482263684272766113e-01,4.615459144115447998e-01,3.118542432785034180e-01,4.190726578235626221e-01,4.634998440742492676e-01,4.230643808841705322e-01,3.916856348514556885e-01,3.822365701198577881e-01,3.583766520023345947e-01,4.636965394020080566e-01,5.869968533515930176e-01,6.882613301277160645e-01,7.225028276443481445e-01,7.491375803947448730e-01,7.714866399765014648e-01,7.669407725334167480e-01,7.861658334732055664e-01,8.147348165512084961e-01,8.413493633270263672e-01,8.446462154388427734e-01,8.495954871177673340e-01,8.571507930755615234e-01,8.766496777534484863e-01
7.567689418792724609e-01,7.319635152816772461e-01,7.423170804977416992e-01,7.734869718551635742e-01,8.245964646339416504e-01,8.732067942619323730e-01,8.878934979438781738e-01,9.015436768531799316e-01,8.874923586845397949e-01,5.281921625137329102e-01,3.667986989021301270e-01,4.488539099693298340e-01,5.055645108222961426e-01,4.581220746040344238e-01,4.326460063457489014e-01,4.453872740268707275e-01,4.310502409934997559e-01,4.901492893695831299e-01,5.600107908248901367e-01,6.353572010993957520e-01,6.746529340744018555e-01,7.338204979896545410e-01,7.659773826599121094e-01,7.837161421775817871e-01,8.130698204040527344e-01,8.288478851318359375e-01,8.509585261344909668e-01,8.504092097282409668e-01,8.615165948867797852e-01,8.680174946784973145e-01,8.804142475128173828e-01
