0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.270475625991821289e-01,5.236825942993164062e-01,2.937015891075134277e-01,1.744417548179626465e-01,1.891388446092605591e-01,2.897312343120574951e-01,3.889655470848083496e-01,4.386550486087799072e-01,4.600300788879394531e-01,4.712978601455688477e-01,4.948320984840393066e-01,5.149694681167602539e-01,5.520323514938354492e-01,5.917360782623291016e-01,6.415417790412902832e-01,6.893030405044555664e-01,7.666836977005004883e-01,8.100926876068115234e-01,8.603453040122985840e-01,8.867686390876770020e-01
6.919440031051635742e-01,5.584125518798828125e-01,4.027703702449798584e-01,3.319201767444610596e-01,3.512964844703674316e-01,4.254521727561950684e-01,4.990051090717315674e-01,5.585223436355590820e-01,5.877549052238464355e-01,5.851060748100280762e-01,5.997843146324157715e-01,6.113944053649902344e-01,6.431356072425842285e-01,6.776741743087768555e-01,7.194207310676574707e-01,7.329225540161132812e-01,7.636457681655883789e-01,8.160103559494018555e-01,8.569653630256652832e-01,8.832755088806152344e-01
7.750751376152038574e-01,6.937559247016906738e-01,5.703729987144470215e-01,5.135444402694702148e-01,5.867164134979248047e-01,6.586258411407470703e-01,7.096167206764221191e-01,7.531436681747436523e-01,7.704598903656005859e-01,7.876409888267517090e-01,8.083632588386535645e-01,8.196485638618469238e-01,8.110906481742858887e-01,8.173994421958923340e-01,8.410476446151733398e-01,8.397048711776733398e-01,8.483374714851379395e-01,8.666151762008666992e-01,8.846485614776611328e-01,8.993786573410034180e-01
7.471424341201782227e-01,5.970429182052612305e-01,4.239604175090789795e-01,3.582186996936798096e-01,4.129928648471832275e-01,4.788260757923126221e-01,5.575500726699829102e-01,5.936827063560485840e-01,6.021006703376770020e-01,6.136839389801025391e-01,6.251635551452636719e-01,6.367943882942199707e-01,6.311343312263488770e-01,6.500350832939147949e-01,6.901797652244567871e-01,7.150470614433288574e-01,7.664908766746520996e-01,8.164558410644531250e-01,8.655939102172851562e-01,8.825726509094238281e-01
7.451742887496948242e-01,6.347428560256958008e-01,4.961392581462860107e-01,4.303101897239685059e-01,4.711667001247406006e-01,5.253716111183166504e-01,5.946928858757019043e-01,6.212077736854553223e-01,6.472553014755249023e-01,6.597216129302978516e-01,6.779817938804626465e-01,6.904476284980773926e-01,7.045584917068481445e-01,7.172036170959472656e-01,7.451741099357604980e-01,7.531081438064575195e-01,7.705677747726440430e-01,8.138824701309204102e-01,8.467931747436523438e-01,8.706570267677307129e-01
7.514021992683410645e-01,6.348311901092529297e-01,4.983472526073455811e-01,4.649471938610076904e-01,5.367997288703918457e-01,5.968315005302429199e-01,6.527038216590881348e-01,6.950681805610656738e-01,7.333244085311889648e-01,7.387690544128417969e-01,7.401673197746276855e-01,7.433063387870788574e-01,7.435705661773681641e-01,7.525254487991333008e-01,7.759725451469421387e-01,7.854485511779785156e-01,8.082838654518127441e-01,8.457117080688476562e-01,8.680530786514282227e-01,8.732368946075439453e-01
7.634075284004211426e-01,6.390592455863952637e-01,4.815072417259216309e-01,4.108458757400512695e-01,4.946161210536956787e-01,5.798252224922180176e-01,6.496324539184570312e-01,6.721251010894775391e-01,6.768248677253723145e-01,6.817798614501953125e-01,6.802809238433837891e-01,7.005460858345031738e-01,7.079721093177795410e-01,7.170975208282470703e-01,7.385581731796264648e-01,7.546666264533996582e-01,7.985665202140808105e-01,8.379643559455871582e-01,8.647300004959106445e-01,8.724804520606994629e-01
7.790284156799316406e-01,6.741793155670166016e-01,5.504723787307739258e-01,5.078814029693603516e-01,5.690215826034545898e-01,6.321206092834472656e-01,6.749820113182067871e-01,7.053716182708740234e-01,7.099219560623168945e-01,7.216883897781372070e-01,7.373313307762145996e-01,7.534698843955993652e-01,7.654345631599426270e-01,7.844995260238647461e-01,8.006902933120727539e-01,7.886314988136291504e-01,8.047418594360351562e-01,8.367614746093750000e-01,8.634110093116760254e-01,8.679274916648864746e-01
7.450743317604064941e-01,6.385763883590698242e-01,4.925670325756072998e-01,4.324361681938171387e-01,4.988215863704681396e-01,5.691913962364196777e-01,6.159681081771850586e-01,6.470638513565063477e-01,6.700715422630310059e-01,6.787881851196289062e-01,6.950073242187500000e-01,7.024995088577270508e-01,7.032070755958557129e-01,7.136318683624267578e-01,7.412213683128356934e-01,7.439691424369812012e-01,7.691244482994079590e-01,8.109166026115417480e-01,8.365907073020935059e-01,8.496409058570861816e-01
7.278677225112915039e-01,5.945241451263427734e-01,4.243534505367279053e-01,3.312193453311920166e-01,3.544171154499053955e-01,4.314399063587188721e-01,5.192457437515258789e-01,5.604131221771240234e-01,5.717055797576904297e-01,5.813772082328796387e-01,5.962412953376770020e-01,6.072767376899719238e-01,6.169120073318481445e-01,6.367024183273315430e-01,6.838469505310058594e-01,7.044559121131896973e-01,7.273271083831787109e-01,7.773963212966918945e-01,8.229120969772338867e-01,8.456496000289916992e-01
7.311761975288391113e-01,6.187812685966491699e-01,4.862676858901977539e-01,4.362435936927795410e-01,4.901041686534881592e-01,5.472019314765930176e-01,6.010463833808898926e-01,6.468401551246643066e-01,6.882783174514770508e-01,6.895061731338500977e-01,6.959982514381408691e-01,7.035309672355651855e-01,7.078130841255187988e-01,7.130483984947204590e-01,7.368525862693786621e-01,7.337942123413085938e-01,7.364265322685241699e-01,7.798842787742614746e-01,8.340715765953063965e-01,8.587799072265625000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17
-1.695558615028858185e-02,-1.695558615028858185e-02,-1.695558615028858185e-02,-1.695558615028858185e-02,-1.695558615028858185e-02,1.696166396141052246e-02,3.976327553391456604e-02,4.522313922643661499e-02,3.952774405479431152e-02,3.141084313392639160e-02,2.828706987202167511e-02,3.075339645147323608e-02,3.751359879970550537e-02,4.348184540867805481e-02,4.790486767888069153e-02,4.956651106476783752e-02,4.956651106476783752e-02,4.956651106476783752e-02,4.956651106476783752e-02,4.956651106476783752e-02
-2.173759043216705322e-03,-2.173759043216705322e-03,-2.173759043216705322e-03,-2.173759043216705322e-03,-2.173759043216705322e-03,2.104401029646396637e-02,3.589333966374397278e-02,3.785696625709533691e-02,3.255542367696762085e-02,2.598421648144721985e-02,2.293612807989120483e-02,2.201809734106063843e-02,2.420942485332489014e-02,2.890904806554317474e-02,3.231401368975639343e-02,3.416518494486808777e-02,3.416518494486808777e-02,3.416518494486808777e-02,3.416518494486808777e-02,3.416518494486808777e-02
9.721185080707073212e-03,9.721185080707073212e-03,9.721185080707073212e-03,9.721185080707073212e-03,9.721185080707073212e-03,2.629832737147808075e-02,3.727092593908309937e-02,3.680384159088134766e-02,2.687592431902885437e-02,1.850715652108192444e-02,1.386266853660345078e-02,1.033753994852304459e-02,8.847027085721492767e-03,8.431483060121536255e-03,9.047335013747215271e-03,1.075525674968957901e-02,1.075525674968957901e-02,1.075525674968957901e-02,1.075525674968957901e-02,1.075525674968957901e-02
-3.374350024387240410e-03,-3.374350024387240410e-03,-3.374350024387240410e-03,-3.374350024387240410e-03,-3.374350024387240410e-03,2.027450129389762878e-02,3.440467640757560730e-02,3.441802039742469788e-02,2.502831630408763885e-02,1.691458374261856079e-02,1.301256101578474045e-02,1.380612980574369431e-02,1.841538771986961365e-02,2.417700551450252533e-02,3.060718066990375519e-02,3.492740541696548462e-02,3.492740541696548462e-02,3.492740541696548462e-02,3.492740541696548462e-02,3.492740541696548462e-02
-2.335208700969815254e-03,-2.335208700969815254e-03,-2.335208700969815254e-03,-2.335208700969815254e-03,-2.335208700969815254e-03,1.764307543635368347e-02,3.106029704213142395e-02,3.303762525320053101e-02,2.723144739866256714e-02,2.110218442976474762e-02,1.725408062338829041e-02,1.604831032454967499e-02,1.557583548128604889e-02,1.767230033874511719e-02,2.022455260157585144e-02,2.277155034244060516e-02,2.277155034244060516e-02,2.277155034244060516e-02,2.277155034244060516e-02,2.277155034244060516e-02
9.149954654276371002e-03,9.149954654276371002e-03,9.149954654276371002e-03,9.149954654276371002e-03,9.149954654276371002e-03,2.828048355877399445e-02,3.800053149461746216e-02,3.480058535933494568e-02,2.475226297974586487e-02,1.664492115378379822e-02,1.150793861597776413e-02,8.673031814396381378e-03,8.678431622684001923e-03,1.248011086136102676e-02,1.635181345045566559e-02,1.853089407086372375e-02,1.853089407086372375e-02,1.853089407086372375e-02,1.853089407086372375e-02,1.853089407086372375e-02
4.301611799746751785e-03,4.301611799746751785e-03,4.301611799746751785e-03,4.301611799746751785e-03,4.301611799746751785e-03,2.390683628618717194e-02,3.441023454070091248e-02,3.244828060269355774e-02,2.144230343401432037e-02,1.307343598455190659e-02,9.528013877570629120e-03,1.022820826619863510e-02,1.397888083010911942e-02,1.864036545157432556e-02,2.281348407268524170e-02,2.432921901345252991e-02,2.432921901345252991e-02,2.432921901345252991e-02,2.432921901345252991e-02,2.432921901345252991e-02
3.173492383211851120e-03,3.173492383211851120e-03,3.173492383211851120e-03,3.173492383211851120e-03,3.173492383211851120e-03,1.948876492679119110e-02,2.906514145433902740e-02,2.835597842931747437e-02,2.151191979646682739e-02,1.674132049083709717e-02,1.471705920994281769e-02,1.265116687864065170e-02,1.229760888963937759e-02,1.280171517282724380e-02,1.394900120794773102e-02,1.433892082422971725e-02,1.433892082422971725e-02,1.433892082422971725e-02,1.433892082422971725e-02,1.433892082422971725e-02
1.816810225136578083e-03,1.816810225136578083e-03,1.816810225136578083e-03,1.816810225136578083e-03,1.816810225136578083e-03,2.066271007061004639e-02,3.281982615590095520e-02,3.236845880746841431e-02,2.345448359847068787e-02,1.625476405024528503e-02,1.317832432687282562e-02,1.131596229970455170e-02,1.158858276903629303e-02,1.453031040728092194e-02,1.756261475384235382e-02,2.018648386001586914e-02,2.018648386001586914e-02,2.018648386001586914e-02,2.018648386001586914e-02,2.018648386001586914e-02
-7.282941602170467377e-03,-7.282941602170467377e-03,-7.282941602170467377e-03,-7.282941602170467377e-03,-7.282941602170467377e-03,1.687807962298393250e-02,3.335958346724510193e-02,3.636727482080459595e-02,2.920742146670818329e-02,2.053852938115596771e-02,1.672641746699810028e-02,1.739860698580741882e-02,1.993932016193866730e-02,2.397711947560310364e-02,2.842709422111511230e-02,3.160599619150161743e-02,3.160599619150161743e-02,3.160599619150161743e-02,3.160599619150161743e-02,3.160599619150161743e-02
4.218347836285829544e-03,4.218347836285829544e-03,4.218347836285829544e-03,4.218347836285829544e-03,4.218347836285829544e-03,2.368444763123989105e-02,3.491161018610000610e-02,3.431120142340660095e-02,2.620654180645942688e-02,1.841312460601329803e-02,1.324906479567289352e-02,9.207305498421192169e-03,6.944717839360237122e-03,9.539387188851833344e-03,1.432209927588701248e-02,1.888361573219299316e-02,1.888361573219299316e-02,1.888361573219299316e-02,1.888361573219299316e-02,1.888361573219299316e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17
4.943611100316047668e-02,4.943611100316047668e-02,4.943611100316047668e-02,4.943611100316047668e-02,4.943611100316047668e-02,2.729091048240661621e-02,2.692405600100755692e-03,-1.126179378479719162e-02,-1.158979162573814392e-02,-4.371299408376216888e-03,2.829560777172446251e-03,5.830028094351291656e-03,7.633246015757322311e-03,6.385030224919319153e-03,4.463578574359416962e-03,4.216158995404839516e-04,4.216158995404839516e-04,4.216158995404839516e-04,4.216158995404839516e-04,4.216158995404839516e-04
3.578928485512733459e-02,3.578928485512733459e-02,3.578928485512733459e-02,3.578928485512733459e-02,3.578928485512733459e-02,1.918720267713069916e-02,5.857897340320050716e-04,-1.008540950715541840e-02,-1.057374849915504456e-02,-5.123591981828212738e-03,1.268356223590672016e-03,4.006315488368272781e-03,3.755196696147322655e-03,2.822064328938722610e-03,2.506524557247757912e-03,1.150230644270777702e-03,1.150230644270777702e-03,1.150230644270777702e-03,1.150230644270777702e-03,1.150230644270777702e-03
2.489640004932880402e-02,2.489640004932880402e-02,2.489640004932880402e-02,2.489640004932880402e-02,2.489640004932880402e-02,1.195077691227197647e-02,-2.893751719966530800e-03,-1.017175056040287018e-02,-9.220472536981105804e-03,-6.929635535925626755e-03,-3.747159847989678383e-03,-1.912769046612083912e-03,-1.145387766882777214e-03,4.478580667637288570e-04,2.036852762103080750e-03,2.201678231358528137e-03,2.201678231358528137e-03,2.201678231358528137e-03,2.201678231358528137e-03,2.201678231358528137e-03
3.413892537355422974e-02,3.413892537355422974e-02,3.413892537355422974e-02,3.413892537355422974e-02,3.413892537355422974e-02,1.599960401654243469e-02,-2.869284246116876602e-03,-1.125613693147897720e-02,-1.078798808157444000e-02,-6.606242619454860687e-03,3.285131970187649131e-05,3.220113692805171013e-03,5.628021899610757828e-03,7.592471782118082047e-03,8.058371022343635559e-03,4.811916034668684006e-03,4.811916034668684006e-03,4.811916034668684006e-03,4.811916034668684006e-03,4.811916034668684006e-03
2.896775119006633759e-02,2.896775119006633759e-02,2.896775119006633759e-02,2.896775119006633759e-02,2.896775119006633759e-02,1.560514792799949646e-02,3.734389611054211855e-04,-7.776541169732809067e-03,-7.513556163758039474e-03,-5.042943637818098068e-03,-9.564236388541758060e-04,-2.157742273993790150e-04,3.947320219594985247e-04,1.867507700808346272e-03,3.299172269180417061e-03,3.229282330721616745e-03,3.229282330721616745e-03,3.229282330721616745e-03,3.229282330721616745e-03,3.229282330721616745e-03
2.789393812417984009e-02,2.789393812417984009e-02,2.789393812417984009e-02,2.789393812417984009e-02,2.789393812417984009e-02,1.221687253564596176e-02,-4.486888181418180466e-03,-1.164238061755895615e-02,-1.072155218571424484e-02,-8.172773756086826324e-03,-3.631372703239321709e-03,-1.038307800627080724e-06,3.040875075384974480e-03,4.527789074927568436e-03,4.487993661314249039e-03,2.418503863736987114e-03,2.418503863736987114e-03,2.418503863736987114e-03,2.418503863736987114e-03,2.418503863736987114e-03
