0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.713997840881347656e-01,9.310420751571655273e-01,9.034464955329895020e-01,7.867584228515625000e-01,6.467013955116271973e-01,4.311403334140777588e-01,3.198130130767822266e-01,3.249029517173767090e-01,3.590625524520874023e-01,4.209600090980529785e-01,5.214511156082153320e-01,6.161370277404785156e-01,7.155545353889465332e-01,8.417918682098388672e-01,8.994911909103393555e-01,9.239427447319030762e-01,9.329135417938232422e-01
9.396831393241882324e-01,8.625207543373107910e-01,8.351073265075683594e-01,8.068678379058837891e-01,7.394377589225769043e-01,6.595800518989562988e-01,6.593037247657775879e-01,7.284990549087524414e-01,7.648026943206787109e-01,7.805300354957580566e-01,8.099493384361267090e-01,8.343616127967834473e-01,7.992239594459533691e-01,8.038914799690246582e-01,8.403190374374389648e-01,8.706645369529724121e-01,8.805504441261291504e-01
9.161207675933837891e-01,8.185095191001892090e-01,7.638196349143981934e-01,6.827789545059204102e-01,6.137635707855224609e-01,4.890639781951904297e-01,4.102411568164825439e-01,4.423988163471221924e-01,4.831163883209228516e-01,5.127964615821838379e-01,5.474116206169128418e-01,6.254460215568542480e-01,6.863950490951538086e-01,7.426103949546813965e-01,7.859699130058288574e-01,8.361230492591857910e-01,8.541820645332336426e-01
9.033173322677612305e-01,7.947974801063537598e-01,7.107122540473937988e-01,5.756558775901794434e-01,4.702917039394378662e-01,2.894934415817260742e-01,2.153276652097702026e-01,2.552311718463897705e-01,2.941479682922363281e-01,3.296266496181488037e-01,3.850363194942474365e-01,4.470480382442474365e-01,5.154005885124206543e-01,6.480172872543334961e-01,7.245528101921081543e-01,7.993063330650329590e-01,8.348233699798583984e-01
8.973855376243591309e-01,7.770668268203735352e-01,7.113100290298461914e-01,6.536968946456909180e-01,5.664042234420776367e-01,3.935568034648895264e-01,3.076405525207519531e-01,3.247412145137786865e-01,3.737492561340332031e-01,4.152790606021881104e-01,4.855212867259979248e-01,5.394826531410217285e-01,5.734902620315551758e-01,6.501873135566711426e-01,7.056258916854858398e-01,7.717100381851196289e-01,8.167642354965209961e-01
8.941070437431335449e-01,7.618705034255981445e-01,7.110515832901000977e-01,6.407894492149353027e-01,5.530541539192199707e-01,4.393689632415771484e-01,4.154843688011169434e-01,4.575777947902679443e-01,5.274933576583862305e-01,5.543112158775329590e-01,5.733197927474975586e-01,5.998557209968566895e-01,6.266762614250183105e-01,6.918905377388000488e-01,7.192675471305847168e-01,7.675192356109619141e-01,8.109993338584899902e-01
8.922011852264404297e-01,7.564867734909057617e-01,6.929019093513488770e-01,5.970401167869567871e-01,5.279109477996826172e-01,4.365866184234619141e-01,3.831282258033752441e-01,4.094795286655426025e-01,4.600061774253845215e-01,4.835332930088043213e-01,5.301669836044311523e-01,5.731200575828552246e-01,6.030380129814147949e-01,6.782996654510498047e-01,7.237728834152221680e-01,7.781482338905334473e-01,8.170836567878723145e-01
8.917690515518188477e-01,7.642700672149658203e-01,7.112630009651184082e-01,6.693401932716369629e-01,6.129655838012695312e-01,5.040664672851562500e-01,4.580899775028228760e-01,4.889825582504272461e-01,5.156865715980529785e-01,5.024995207786560059e-01,5.421940684318542480e-01,5.907801985740661621e-01,6.190182566642761230e-01,6.722146272659301758e-01,7.315510511398315430e-01,7.898237705230712891e-01,8.216640353202819824e-01
8.917184472084045410e-01,7.772657275199890137e-01,7.445279955863952637e-01,6.967779994010925293e-01,6.163013577461242676e-01,4.898387491703033447e-01,4.606850743293762207e-01,5.001873373985290527e-01,5.506507754325866699e-01,5.779386162757873535e-01,6.233777403831481934e-01,6.551323533058166504e-01,6.654095649719238281e-01,7.126889228820800781e-01,7.536060214042663574e-01,7.968080639839172363e-01,8.209582567214965820e-01
8.900463581085205078e-01,7.840948700904846191e-01,7.365798354148864746e-01,6.568086147308349609e-01,5.729218721389770508e-01,4.738664329051971436e-01,4.314843714237213135e-01,4.660303294658660889e-01,4.950766563415527344e-01,5.119633674621582031e-01,5.731897354125976562e-01,6.240906715393066406e-01,6.662029027938842773e-01,7.267527580261230469e-01,7.624131441116333008e-01,7.993053793907165527e-01,8.218786716461181641e-01
8.863523602485656738e-01,7.815876007080078125e-01,7.208929657936096191e-01,6.481786370277404785e-01,5.758056640625000000e-01,5.134411454200744629e-01,5.344357490539550781e-01,5.907996892929077148e-01,5.992072820663452148e-01,5.944026112556457520e-01,6.036763191223144531e-01,6.237102150917053223e-01,6.408474445343017578e-01,7.063348889350891113e-01,7.556883096694946289e-01,8.008927702903747559e-01,8.243658542633056641e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
