0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.409347772598266602e-01,9.331642985343933105e-01,9.281201958656311035e-01,9.298363924026489258e-01,9.462996125221252441e-01,9.683902263641357422e-01,9.780440330505371094e-01,9.447273015975952148e-01,9.329100251197814941e-01,9.403309226036071777e-01,9.384981989860534668e-01,9.405257701873779297e-01,9.286851286888122559e-01,9.288015365600585938e-01,9.347596168518066406e-01,9.334844946861267090e-01,9.363790750503540039e-01,9.430484771728515625e-01,9.416556358337402344e-01,9.371531009674072266e-01,9.446508288383483887e-01,9.513667821884155273e-01,9.493194222450256348e-01,9.453625679016113281e-01,9.452201128005981445e-01,9.489536285400390625e-01,9.533324241638183594e-01,9.461826086044311523e-01,9.375996589660644531e-01,9.402273893356323242e-01,9.338398575782775879e-01,9.340477585792541504e-01,9.326549172401428223e-01,9.389783143997192383e-01,9.467029571533203125e-01,9.459577798843383789e-01,9.420877099037170410e-01,9.364185929298400879e-01,9.453027844429016113e-01,9.463561177253723145e-01,9.416167140007019043e-01,9.459410905838012695e-01,9.434143900871276855e-01,9.392155408859252930e-01,9.500517249107360840e-01,9.494316577911376953e-01,9.348362088203430176e-01,9.152017831802368164e-01
9.551749229431152344e-01,9.451993703842163086e-01,9.275272488594055176e-01,9.184397459030151367e-01,9.337423443794250488e-01,9.467533230781555176e-01,9.570597410202026367e-01,9.408839344978332520e-01,9.331188201904296875e-01,9.328790903091430664e-01,9.405094981193542480e-01,9.459978342056274414e-01,9.420795440673828125e-01,9.473757147789001465e-01,9.430079460144042969e-01,9.423489570617675781e-01,9.426606297492980957e-01,9.410696625709533691e-01,9.348101615905761719e-01,9.378694295883178711e-01,9.490714073181152344e-01,9.455755352973937988e-01,9.338817000389099121e-01,9.312604665756225586e-01,9.347931742668151855e-01,9.485115408897399902e-01,9.471300840377807617e-01,9.249544739723205566e-01,9.222789406776428223e-01,9.372020363807678223e-01,9.378178715705871582e-01,9.329825639724731445e-01,9.251997470855712891e-01,9.298161864280700684e-01,9.338353872299194336e-01,9.264758825302124023e-01,9.298465251922607422e-01,9.275400638580322266e-01,9.343460202217102051e-01,9.375626444816589355e-01,9.347932338714599609e-01,9.325318336486816406e-01,9.310643076896667480e-01,9.239046573638916016e-01,9.254431724548339844e-01,9.329020977020263672e-01,9.244662523269653320e-01,9.023259878158569336e-01
9.307937026023864746e-01,9.224930405616760254e-01,9.177733659744262695e-01,9.170176982879638672e-01,9.280387163162231445e-01,9.338909387588500977e-01,9.462464451789855957e-01,9.141990542411804199e-01,9.090760350227355957e-01,9.217049479484558105e-01,9.221832752227783203e-01,9.149583578109741211e-01,9.196213483810424805e-01,9.254183173179626465e-01,9.208760857582092285e-01,9.210165143013000488e-01,9.168420433998107910e-01,9.205135107040405273e-01,9.168208837509155273e-01,9.135012626647949219e-01,9.257512092590332031e-01,9.258008003234863281e-01,9.166249632835388184e-01,9.045899510383605957e-01,9.049042463302612305e-01,9.115773439407348633e-01,9.118966460227966309e-01,9.076657891273498535e-01,9.047963023185729980e-01,9.097250103950500488e-01,9.057395458221435547e-01,9.030911922454833984e-01,9.017824530601501465e-01,8.993143439292907715e-01,9.031632542610168457e-01,8.999989032745361328e-01,9.023878574371337891e-01,9.067712426185607910e-01,9.182727932929992676e-01,9.206636548042297363e-01,9.121478199958801270e-01,9.122765660285949707e-01,9.147527217864990234e-01,9.063763618469238281e-01,9.082301259040832520e-01,9.218080639839172363e-01,9.133321642875671387e-01,8.938063383102416992e-01
9.169382452964782715e-01,9.167584776878356934e-01,9.138922095298767090e-01,9.071025848388671875e-01,9.206155538558959961e-01,9.300630092620849609e-01,9.359310269355773926e-01,9.082434177398681641e-01,9.035403728485107422e-01,9.096690416336059570e-01,9.064046740531921387e-01,9.046038985252380371e-01,9.017716050148010254e-01,8.975765109062194824e-01,9.023663401603698730e-01,9.050130248069763184e-01,9.035134315490722656e-01,9.106270670890808105e-01,9.091585874557495117e-01,8.995948433876037598e-01,9.092546105384826660e-01,9.186645150184631348e-01,9.190797209739685059e-01,9.031794667243957520e-01,8.996025323867797852e-01,9.066547751426696777e-01,9.015389680862426758e-01,8.956293463706970215e-01,9.021950364112854004e-01,9.098331332206726074e-01,9.052357077598571777e-01,9.016104936599731445e-01,8.955312371253967285e-01,8.987025618553161621e-01,9.068637490272521973e-01,9.068024158477783203e-01,9.053747057914733887e-01,8.990129232406616211e-01,9.075445532798767090e-01,9.129852652549743652e-01,9.064724445343017578e-01,9.100261330604553223e-01,9.081527590751647949e-01,9.082781672477722168e-01,9.182280898094177246e-01,9.218947887420654297e-01,9.079668521881103516e-01,8.923408985137939453e-01
9.174324274063110352e-01,9.108339548110961914e-01,8.982477188110351562e-01,8.931123614311218262e-01,9.066480398178100586e-01,9.177308082580566406e-01,9.266804456710815430e-01,9.116336703300476074e-01,9.079573154449462891e-01,9.068863987922668457e-01,9.009904861450195312e-01,8.957402110099792480e-01,8.985523581504821777e-01,8.988593816757202148e-01,9.079508185386657715e-01,9.045124053955078125e-01,9.025782942771911621e-01,9.145373106002807617e-01,9.140060544013977051e-01,9.032546281814575195e-01,9.094948172569274902e-01,9.210428595542907715e-01,9.171612858772277832e-01,9.108691215515136719e-01,9.096013903617858887e-01,9.184626936912536621e-01,9.126861691474914551e-01,9.090512394905090332e-01,9.150883555412292480e-01,9.111363887786865234e-01,9.129570722579956055e-01,9.128399491310119629e-01,9.106569886207580566e-01,9.191514849662780762e-01,9.164184927940368652e-01,9.086558222770690918e-01,9.024716019630432129e-01,8.938961029052734375e-01,8.995018601417541504e-01,9.076455235481262207e-01,8.992900848388671875e-01,9.081455469131469727e-01,9.039068222045898438e-01,8.991523981094360352e-01,9.050258398056030273e-01,9.117773771286010742e-01,9.043117761611938477e-01,8.878759741783142090e-01
9.183228611946105957e-01,9.146829843521118164e-01,8.999971747398376465e-01,8.963482379913330078e-01,9.080509543418884277e-01,9.152447581291198730e-01,9.240469336509704590e-01,9.066792726516723633e-01,9.025837779045104980e-01,9.021508693695068359e-01,9.036336541175842285e-01,9.084063768386840820e-01,9.084066152572631836e-01,9.129440188407897949e-01,9.164063930511474609e-01,9.123648405075073242e-01,9.156230092048645020e-01,9.190628528594970703e-01,9.162934422492980957e-01,9.095811843872070312e-01,9.200924038887023926e-01,9.295230507850646973e-01,9.169124364852905273e-01,9.099853038787841797e-01,9.009556174278259277e-01,9.064559340476989746e-01,9.049803614616394043e-01,9.009195566177368164e-01,9.022236466407775879e-01,9.063566327095031738e-01,9.120776057243347168e-01,9.086047410964965820e-01,9.015094637870788574e-01,9.083469510078430176e-01,9.155408740043640137e-01,9.122108817100524902e-01,8.996033668518066406e-01,8.938708901405334473e-01,9.033184051513671875e-01,9.116678237915039062e-01,9.047857522964477539e-01,9.076852202415466309e-01,9.059498310089111328e-01,8.972084522247314453e-01,8.999737501144409180e-01,9.152086973190307617e-01,9.124090671539306641e-01,8.842200636863708496e-01
9.088738560676574707e-01,9.146142005920410156e-01,9.033931493759155273e-01,8.906656503677368164e-01,8.999865055084228516e-01,9.110692143440246582e-01,9.220149517059326172e-01,8.963958621025085449e-01,8.942227959632873535e-01,8.962925672531127930e-01,8.994581103324890137e-01,8.993492126464843750e-01,8.914861083030700684e-01,8.942282795906066895e-01,8.980837464332580566e-01,9.012956619262695312e-01,9.114229679107666016e-01,9.043779969215393066e-01,8.970764279365539551e-01,8.950248360633850098e-01,9.125334620475769043e-01,9.145203232765197754e-01,9.036607146263122559e-01,8.930441737174987793e-01,8.840395212173461914e-01,8.887581229209899902e-01,8.908962011337280273e-01,8.911637067794799805e-01,8.822591900825500488e-01,8.846522569656372070e-01,8.934361338615417480e-01,8.897842764854431152e-01,8.843846321105957031e-01,8.886625766754150391e-01,8.968158960342407227e-01,8.948398232460021973e-01,8.871745467185974121e-01,8.800349831581115723e-01,8.940498232841491699e-01,9.038687944412231445e-01,9.001711010932922363e-01,9.013440012931823730e-01,8.896861672401428223e-01,8.840131759643554688e-01,8.938949108123779297e-01,9.106309413909912109e-01,8.995339870452880859e-01,8.674747347831726074e-01
9.092377424240112305e-01,9.090103507041931152e-01,9.058939814567565918e-01,9.022047519683837891e-01,9.018459916114807129e-01,9.130345582962036133e-01,9.216289520263671875e-01,9.039865136146545410e-01,9.011944532394409180e-01,9.042569994926452637e-01,9.016950130462646484e-01,9.039770364761352539e-01,8.982126116752624512e-01,8.922120332717895508e-01,9.001346826553344727e-01,9.090976715087890625e-01,9.112309813499450684e-01,9.131917357444763184e-01,9.046696424484252930e-01,8.979290723800659180e-01,9.083774685859680176e-01,9.155872464179992676e-01,9.156124591827392578e-01,9.079244732856750488e-01,8.987476229667663574e-01,8.997008800506591797e-01,8.954910039901733398e-01,8.943737149238586426e-01,8.906799554824829102e-01,8.882231116294860840e-01,8.963770866394042969e-01,8.998360633850097656e-01,8.996070623397827148e-01,9.012733101844787598e-01,8.959695696830749512e-01,8.931786417961120605e-01,9.017251133918762207e-01,9.008040428161621094e-01,9.033478498458862305e-01,9.151220917701721191e-01,9.033535122871398926e-01,9.018856287002563477e-01,8.946197032928466797e-01,8.880113363265991211e-01,8.938959836959838867e-01,9.056123495101928711e-01,8.973809480667114258e-01,8.728190064430236816e-01
9.071856141090393066e-01,8.978822827339172363e-01,8.944339156150817871e-01,8.880026340484619141e-01,8.916489481925964355e-01,8.992809057235717773e-01,9.016882777214050293e-01,8.877393603324890137e-01,8.897209167480468750e-01,8.933035731315612793e-01,8.908175826072692871e-01,8.919817805290222168e-01,8.923619389533996582e-01,8.868924379348754883e-01,8.965820074081420898e-01,9.000173807144165039e-01,8.916212916374206543e-01,8.926708102226257324e-01,8.853210806846618652e-01,8.834323883056640625e-01,8.977605700492858887e-01,9.063699841499328613e-01,9.066691398620605469e-01,9.007948040962219238e-01,8.900343179702758789e-01,8.919572234153747559e-01,8.887612819671630859e-01,8.826939463615417480e-01,8.812577128410339355e-01,8.835137486457824707e-01,8.818514943122863770e-01,8.774917125701904297e-01,8.869377374649047852e-01,8.999142646789550781e-01,8.977990150451660156e-01,8.911398649215698242e-01,8.889257311820983887e-01,8.904445767402648926e-01,9.021088480949401855e-01,9.145474433898925781e-01,8.993106484413146973e-01,8.934034109115600586e-01,8.872495293617248535e-01,8.824151158332824707e-01,8.890619277954101562e-01,8.892722725868225098e-01,8.825716376304626465e-01,8.773352503776550293e-01
9.007626771926879883e-01,9.022095203399658203e-01,8.992287516593933105e-01,8.896092772483825684e-01,8.925517201423645020e-01,9.012472033500671387e-01,9.131135344505310059e-01,8.897697329521179199e-01,8.878540396690368652e-01,8.933314681053161621e-01,8.825929164886474609e-01,8.783076405525207520e-01,8.756056427955627441e-01,8.838514685630798340e-01,8.975909352302551270e-01,8.955245614051818848e-01,8.914781808853149414e-01,8.866384029388427734e-01,8.813643455505371094e-01,8.798806071281433105e-01,8.949759006500244141e-01,8.971734642982482910e-01,8.917304873466491699e-01,8.859837055206298828e-01,8.833447098731994629e-01,8.832215666770935059e-01,8.816064596176147461e-01,8.812047839164733887e-01,8.882281780242919922e-01,8.904283642768859863e-01,8.899514675140380859e-01,8.789919614791870117e-01,8.729367852210998535e-01,8.862813115119934082e-01,8.985198140144348145e-01,8.880609869956970215e-01,8.790111541748046875e-01,8.779615163803100586e-01,8.911652565002441406e-01,9.006955027580261230e-01,8.902889490127563477e-01,8.914385437965393066e-01,8.876981735229492188e-01,8.844982981681823730e-01,8.928799629211425781e-01,8.974748253822326660e-01,8.910744786262512207e-01,8.748855590820312500e-01
9.043124318122863770e-01,9.081447124481201172e-01,9.039910435676574707e-01,8.928717374801635742e-01,8.985716104507446289e-01,8.976513147354125977e-01,9.137303829193115234e-01,8.943635225296020508e-01,8.846467137336730957e-01,8.941723108291625977e-01,8.887574076652526855e-01,8.834668993949890137e-01,8.794999122619628906e-01,8.893114924430847168e-01,8.992728590965270996e-01,8.979300856590270996e-01,8.984076976776123047e-01,8.918805718421936035e-01,8.937430977821350098e-01,8.942985534667968750e-01,9.004507064819335938e-01,8.979125022888183594e-01,8.947557806968688965e-01,8.894652724266052246e-01,8.851978182792663574e-01,8.859623670578002930e-01,8.878601789474487305e-01,8.834185004234313965e-01,8.878514766693115234e-01,8.838140368461608887e-01,8.875877261161804199e-01,8.846360445022583008e-01,8.837996721267700195e-01,8.881897926330566406e-01,8.931949734687805176e-01,8.869255185127258301e-01,8.849779367446899414e-01,8.786811232566833496e-01,8.854315280914306641e-01,8.928782939910888672e-01,8.843208551406860352e-01,8.858121037483215332e-01,8.852788805961608887e-01,8.782984018325805664e-01,8.834550380706787109e-01,8.912178874015808105e-01,8.810583949089050293e-01,8.599420785903930664e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
