0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.906479716300964355e-01,9.567939639091491699e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.234497547149658203e-01,9.304143190383911133e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.021084308624267578e-01,8.798058032989501953e-01,8.476434350013732910e-01,8.236356377601623535e-01,6.852231025695800781e-01,5.407670140266418457e-01,5.011488199234008789e-01,4.565934240818023682e-01,4.354843497276306152e-01,5.165333747863769531e-01,6.769296526908874512e-01,7.583318948745727539e-01,7.652585506439208984e-01,8.192026615142822266e-01,8.926985263824462891e-01,9.112391471862792969e-01,8.978630900382995605e-01,8.828870654106140137e-01,8.854395747184753418e-01,8.978111147880554199e-01,9.051267504692077637e-01,9.105473756790161133e-01,9.074808359146118164e-01,8.951240777969360352e-01
9.009742736816406250e-01,8.521729707717895508e-01,8.210258483886718750e-01,9.414001703262329102e-01,9.879208207130432129e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.978378772735595703e-01,7.793341279029846191e-01,7.747032046318054199e-01,8.787903785705566406e-01,9.738186001777648926e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.747403860092163086e-01,9.746459722518920898e-01,9.473954439163208008e-01,9.222334027290344238e-01,9.054140448570251465e-01,9.024507999420166016e-01,9.049374461174011230e-01,9.212384819984436035e-01,9.227241873741149902e-01,9.363911151885986328e-01
8.590019941329956055e-01,7.956322431564331055e-01,7.398625612258911133e-01,6.915435194969177246e-01,5.789154767990112305e-01,4.518176019191741943e-01,3.944989144802093506e-01,3.259068429470062256e-01,2.862012386322021484e-01,3.214024007320404053e-01,4.271227121353149414e-01,5.297823548316955566e-01,5.675697922706604004e-01,6.496248841285705566e-01,7.610109448432922363e-01,8.063760399818420410e-01,8.263537287712097168e-01,8.428625464439392090e-01,8.433433771133422852e-01,8.525875806808471680e-01,8.640230894088745117e-01,8.769685626029968262e-01,8.755294680595397949e-01,8.865225315093994141e-01
8.534485697746276855e-01,7.830086350440979004e-01,7.238439917564392090e-01,7.227366566658020020e-01,6.714609861373901367e-01,5.925521254539489746e-01,5.635063648223876953e-01,5.309863686561584473e-01,3.952743709087371826e-01,3.483287990093231201e-01,4.414200782775878906e-01,5.565255284309387207e-01,6.056925654411315918e-01,6.895084381103515625e-01,7.504051923751831055e-01,7.896606326103210449e-01,8.219922184944152832e-01,8.362081050872802734e-01,8.361297249794006348e-01,8.333534598350524902e-01,8.506891131401062012e-01,8.744569420814514160e-01,8.624059557914733887e-01,8.471486568450927734e-01
8.292044997215270996e-01,7.355198860168457031e-01,6.771008968353271484e-01,6.584513187408447266e-01,5.927417278289794922e-01,5.083678364753723145e-01,4.867429733276367188e-01,4.211473464965820312e-01,3.208077549934387207e-01,3.462644815444946289e-01,4.431657195091247559e-01,5.615837574005126953e-01,6.247919201850891113e-01,7.104198932647705078e-01,7.710636258125305176e-01,7.800869941711425781e-01,7.972279191017150879e-01,8.049851059913635254e-01,8.067601323127746582e-01,8.098028302192687988e-01,8.148552775382995605e-01,8.273965120315551758e-01,8.282429575920104980e-01,8.385086655616760254e-01
8.400388956069946289e-01,7.414354681968688965e-01,6.833114027976989746e-01,6.620937585830688477e-01,6.047830581665039062e-01,6.203410029411315918e-01,6.731697916984558105e-01,6.528545022010803223e-01,5.200794339179992676e-01,4.909136891365051270e-01,5.253881216049194336e-01,6.095151901245117188e-01,6.555858850479125977e-01,7.127099037170410156e-01,7.784463763236999512e-01,8.059633374214172363e-01,8.382759094238281250e-01,8.515982031822204590e-01,8.533059358596801758e-01,8.525854945182800293e-01,8.554189801216125488e-01,8.618615865707397461e-01,8.642849326133728027e-01,8.791421055793762207e-01
8.574908375740051270e-01,7.571215033531188965e-01,7.185779213905334473e-01,7.498898506164550781e-01,6.986914277076721191e-01,6.980099678039550781e-01,7.734357714653015137e-01,7.926695942878723145e-01,6.811341047286987305e-01,6.000778675079345703e-01,5.586032867431640625e-01,6.083336472511291504e-01,6.415523886680603027e-01,6.993814706802368164e-01,7.644243240356445312e-01,7.951127290725708008e-01,8.235175609588623047e-01,8.388614058494567871e-01,8.390392065048217773e-01,8.572542667388916016e-01,8.570816516876220703e-01,8.713756799697875977e-01,8.804169893264770508e-01,8.770967125892639160e-01
8.550504446029663086e-01,7.592366337776184082e-01,7.097922563552856445e-01,6.826716661453247070e-01,6.112982630729675293e-01,5.450310707092285156e-01,5.125293135643005371e-01,4.761147201061248779e-01,3.753378987312316895e-01,3.744580447673797607e-01,4.441412389278411865e-01,5.538212656974792480e-01,6.108788847923278809e-01,6.905749440193176270e-01,7.673498392105102539e-01,7.962120175361633301e-01,8.143475055694580078e-01,8.264098167419433594e-01,8.396787643432617188e-01,8.586844801902770996e-01,8.622181415557861328e-01,8.759887218475341797e-01,8.726018667221069336e-01,8.691757917404174805e-01
