0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,9.491565227508544922e-01,7.666199803352355957e-01,5.984265804290771484e-01,5.199055671691894531e-01,4.737215042114257812e-01,5.008699297904968262e-01,7.795196175575256348e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.058769106864929199e-01,8.189081549644470215e-01,9.419393539428710938e-01,9.898502826690673828e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.616045355796813965e-01,9.549747109413146973e-01,8.802543878555297852e-01,8.114144802093505859e-01,7.989382743835449219e-01,7.895783782005310059e-01,7.376496791839599609e-01,6.453616023063659668e-01,5.770959258079528809e-01,6.010711193084716797e-01,6.846355795860290527e-01,7.262538075447082520e-01,7.569545507431030273e-01,7.797974348068237305e-01,8.024704456329345703e-01,8.185803890228271484e-01,8.325543999671936035e-01,8.499603271484375000e-01,8.493186235427856445e-01,8.503239154815673828e-01,8.638386726379394531e-01,8.853659629821777344e-01
7.988563776016235352e-01,8.373435735702514648e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.682113528251647949e-01,9.624731540679931641e-01,9.621502757072448730e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.009801745414733887e-01,8.153435587882995605e-01,8.182528018951416016e-01,8.051277995109558105e-01,7.565860748291015625e-01,7.039981484413146973e-01,6.696159839630126953e-01,6.722672581672668457e-01,7.133032083511352539e-01,7.323218584060668945e-01,7.610591053962707520e-01,7.673991322517395020e-01,7.880133390426635742e-01,8.100140690803527832e-01,8.283911347389221191e-01,8.516297936439514160e-01,8.558807969093322754e-01,8.623784184455871582e-01,8.856762051582336426e-01,8.944631218910217285e-01
7.855485081672668457e-01,8.089688420295715332e-01,7.845566272735595703e-01,7.264490127563476562e-01,7.198187112808227539e-01,7.351377606391906738e-01,7.686431407928466797e-01,8.488115072250366211e-01,8.275743722915649414e-01,7.112757563591003418e-01,6.457079052925109863e-01,6.664835214614868164e-01,6.724134683609008789e-01,6.528179645538330078e-01,6.058152318000793457e-01,5.475417971611022949e-01,5.254495739936828613e-01,5.563013553619384766e-01,6.177406907081604004e-01,6.794982552528381348e-01,6.948752403259277344e-01,7.387683987617492676e-01,7.851707935333251953e-01,8.052324652671813965e-01,8.154983520507812500e-01,8.198633790016174316e-01,8.338201642036437988e-01,8.544366955757141113e-01,8.649569749832153320e-01
7.738296389579772949e-01,8.021243214607238770e-01,9.288424253463745117e-01,9.188973903656005859e-01,9.208811521530151367e-01,9.409899115562438965e-01,9.425342082977294922e-01,9.385207295417785645e-01,8.674880862236022949e-01,7.800843119621276855e-01,6.941921710968017578e-01,6.829956173896789551e-01,6.684557199478149414e-01,6.446681022644042969e-01,6.274596452713012695e-01,6.054428815841674805e-01,5.768437981605529785e-01,5.818799734115600586e-01,6.357898712158203125e-01,6.876503229141235352e-01,6.990082859992980957e-01,7.178805470466613770e-01,7.519790530204772949e-01,7.827664613723754883e-01,8.019035458564758301e-01,8.048086166381835938e-01,8.090241551399230957e-01,8.193885684013366699e-01,8.357829451560974121e-01
7.442948818206787109e-01,7.486058473587036133e-01,7.532167434692382812e-01,6.910864114761352539e-01,6.848908066749572754e-01,6.994581818580627441e-01,7.002710103988647461e-01,6.990086436271667480e-01,6.549984216690063477e-01,6.565134525299072266e-01,6.089377403259277344e-01,6.020696759223937988e-01,5.963611006736755371e-01,5.773718953132629395e-01,5.499797463417053223e-01,5.340759754180908203e-01,5.419617295265197754e-01,5.540204048156738281e-01,5.778945684432983398e-01,6.150864958763122559e-01,6.414074301719665527e-01,6.787700057029724121e-01,7.134646177291870117e-01,7.412725687026977539e-01,7.671378850936889648e-01,7.759624123573303223e-01,7.832426428794860840e-01,7.881747484207153320e-01,8.007331490516662598e-01
7.714866399765014648e-01,7.714687585830688477e-01,7.619148492813110352e-01,6.968588232994079590e-01,6.958070993423461914e-01,7.348259687423706055e-01,7.291792631149291992e-01,6.753022670745849609e-01,5.560011267662048340e-01,5.507521033287048340e-01,5.629130601882934570e-01,5.839344263076782227e-01,6.020858287811279297e-01,5.808483362197875977e-01,5.527362227439880371e-01,5.231518149375915527e-01,5.132044553756713867e-01,5.497248768806457520e-01,5.744504928588867188e-01,5.978921055793762207e-01,6.354550123214721680e-01,6.844003796577453613e-01,7.316556572914123535e-01,7.614171504974365234e-01,7.777858376502990723e-01,7.861462235450744629e-01,7.930792570114135742e-01,8.023387789726257324e-01,8.160958886146545410e-01
8.031461834907531738e-01,8.063147068023681641e-01,8.797395229339599609e-01,8.449056744575500488e-01,8.334668874740600586e-01,8.680378794670104980e-01,9.055442810058593750e-01,9.253538250923156738e-01,7.774294614791870117e-01,6.722127199172973633e-01,6.513401269912719727e-01,6.813568472862243652e-01,6.961575150489807129e-01,6.668820977210998535e-01,6.205345392227172852e-01,5.787973403930664062e-01,5.880445241928100586e-01,6.412662267684936523e-01,6.549613475799560547e-01,6.571329832077026367e-01,6.633080840110778809e-01,6.910537481307983398e-01,7.339727878570556641e-01,7.700781226158142090e-01,7.830398678779602051e-01,7.840415239334106445e-01,7.966513633728027344e-01,8.162894248962402344e-01,8.304642438888549805e-01
8.123222589492797852e-01,8.226870298385620117e-01,8.693289756774902344e-01,8.445041179656982422e-01,8.417582511901855469e-01,8.496973514556884766e-01,8.497555255889892578e-01,8.827190995216369629e-01,7.275807261466979980e-01,6.283098459243774414e-01,6.127586960792541504e-01,6.560448408126831055e-01,6.753093004226684570e-01,6.727712154388427734e-01,6.428292393684387207e-01,6.051544547080993652e-01,6.040229201316833496e-01,6.308026909828186035e-01,6.468988656997680664e-01,6.550627350807189941e-01,6.621813178062438965e-01,6.966782212257385254e-01,7.341779470443725586e-01,7.750735282897949219e-01,7.898810505867004395e-01,7.750259041786193848e-01,7.935231924057006836e-01,8.278406858444213867e-01,8.451568484306335449e-01
