0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.668427109718322754e-01,9.884721040725708008e-01,8.229401707649230957e-01,5.570152401924133301e-01,3.538836836814880371e-01,2.599169015884399414e-01,2.353325486183166504e-01,1.675946265459060669e-01,2.671377062797546387e-01,9.567918777465820312e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.038655161857604980e-01,9.052285552024841309e-01,9.038188457489013672e-01,9.420216679573059082e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.779780507087707520e-01,7.155835628509521484e-01,8.526810407638549805e-01,7.622838616371154785e-01,7.741721868515014648e-01,7.556872963905334473e-01,7.546429038047790527e-01,7.423193454742431641e-01,7.230886816978454590e-01,7.118920087814331055e-01,7.025999426841735840e-01,7.241180539131164551e-01,7.450422644615173340e-01,7.431604862213134766e-01,7.535521388053894043e-01,7.708357572555541992e-01,8.016826510429382324e-01,7.957375645637512207e-01,7.997304201126098633e-01
9.866012930870056152e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.935976266860961914e-01,9.112195968627929688e-01,7.756967544555664062e-01,7.888245582580566406e-01,9.956336617469787598e-01,8.333675861358642578e-01,8.344605565071105957e-01,6.216368675231933594e-01,6.736812591552734375e-01,6.762445569038391113e-01,6.629444956779479980e-01,6.480247974395751953e-01,6.285920739173889160e-01,6.260096430778503418e-01,6.267933249473571777e-01,6.635155677795410156e-01,7.080862522125244141e-01,7.252654433250427246e-01,7.480262517929077148e-01,7.828052639961242676e-01,8.340516686439514160e-01,8.176860213279724121e-01,8.293269276618957520e-01
9.282830953598022461e-01,9.050803184509277344e-01,9.320312738418579102e-01,9.050429463386535645e-01,8.109585642814636230e-01,6.785780787467956543e-01,5.208464860916137695e-01,5.308698415756225586e-01,7.096682190895080566e-01,5.735759139060974121e-01,5.617121458053588867e-01,4.870621860027313232e-01,5.500969886779785156e-01,5.619045495986938477e-01,5.602325797080993652e-01,5.380660891532897949e-01,5.174944996833801270e-01,5.253825187683105469e-01,5.626214742660522461e-01,6.216688156127929688e-01,6.779506802558898926e-01,7.028670310974121094e-01,7.222658991813659668e-01,7.680078148841857910e-01,8.283545970916748047e-01,8.073858022689819336e-01,8.192180991172790527e-01
9.423651099205017090e-01,9.488684535026550293e-01,9.580107927322387695e-01,9.880925416946411133e-01,9.790345430374145508e-01,9.594087600708007812e-01,8.872868418693542480e-01,8.633975386619567871e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.214733362197875977e-01,6.594482064247131348e-01,6.285471916198730469e-01,6.041294932365417480e-01,5.634226202964782715e-01,5.476447343826293945e-01,5.590375065803527832e-01,5.739073753356933594e-01,6.047604084014892578e-01,6.513385772705078125e-01,6.755406260490417480e-01,6.981006860733032227e-01,7.314505577087402344e-01,7.728086709976196289e-01,7.698895335197448730e-01,7.852527499198913574e-01
8.825141191482543945e-01,8.687821626663208008e-01,8.723308444023132324e-01,7.880399823188781738e-01,7.404620647430419922e-01,6.964444518089294434e-01,5.961178541183471680e-01,6.252956390380859375e-01,7.668677568435668945e-01,7.685504555702209473e-01,8.602083921432495117e-01,6.728854179382324219e-01,6.169849634170532227e-01,5.885421633720397949e-01,5.951478481292724609e-01,5.900233387947082520e-01,6.046667695045471191e-01,6.026092171669006348e-01,5.912242531776428223e-01,5.968127846717834473e-01,6.283586621284484863e-01,6.703038811683654785e-01,6.969017982482910156e-01,7.215236425399780273e-01,7.650219798088073730e-01,7.842563986778259277e-01,7.924258708953857422e-01
9.272368550300598145e-01,9.207243919372558594e-01,9.266161322593688965e-01,9.284349679946899414e-01,8.923950791358947754e-01,8.097900748252868652e-01,7.184621095657348633e-01,6.813132166862487793e-01,7.118362188339233398e-01,4.914865195751190186e-01,4.489182829856872559e-01,5.259522795677185059e-01,5.977209210395812988e-01,5.965961813926696777e-01,5.908136367797851562e-01,5.814610719680786133e-01,5.941165089607238770e-01,6.102009415626525879e-01,6.300871372222900391e-01,6.494297981262207031e-01,6.661475896835327148e-01,6.958032250404357910e-01,7.196844220161437988e-01,7.501977682113647461e-01,8.020052909851074219e-01,8.156849145889282227e-01,8.129774332046508789e-01
9.132202267646789551e-01,9.031647443771362305e-01,9.104708433151245117e-01,8.982958793640136719e-01,8.970150947570800781e-01,8.640162944793701172e-01,7.934399843215942383e-01,7.820404171943664551e-01,8.651337623596191406e-01,5.610428452491760254e-01,4.392321407794952393e-01,5.045552253723144531e-01,6.242998838424682617e-01,6.318879127502441406e-01,6.237787008285522461e-01,6.056429147720336914e-01,6.013370156288146973e-01,5.903573036193847656e-01,5.866044759750366211e-01,5.882882475852966309e-01,6.170482635498046875e-01,6.425271034240722656e-01,6.692770719528198242e-01,7.166535854339599609e-01,7.770177721977233887e-01,7.731279134750366211e-01,7.740684151649475098e-01
8.567807674407958984e-01,8.392883539199829102e-01,8.713589906692504883e-01,8.425049185752868652e-01,8.039086461067199707e-01,7.518474459648132324e-01,6.685507297515869141e-01,6.741394400596618652e-01,7.902835011482238770e-01,5.127643942832946777e-01,3.324441015720367432e-01,3.889856338500976562e-01,5.013736486434936523e-01,5.482634305953979492e-01,5.561181902885437012e-01,5.453837513923645020e-01,5.419625043869018555e-01,5.324841141700744629e-01,5.324171185493469238e-01,5.665755867958068848e-01,5.990432500839233398e-01,6.094561815261840820e-01,6.430315971374511719e-01,6.849343180656433105e-01,7.362964153289794922e-01,7.221149802207946777e-01,7.334660291671752930e-01
