0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.988246321678161621e-01,8.771863579750061035e-01,8.761150240898132324e-01,8.742156028747558594e-01,8.574190139770507812e-01,8.540961742401123047e-01,8.525771498680114746e-01,8.621113300323486328e-01,8.907479643821716309e-01,8.894245624542236328e-01,8.648002147674560547e-01,8.639832735061645508e-01,8.867962360382080078e-01,8.806365728378295898e-01,8.839879631996154785e-01,8.958417177200317383e-01,8.974354267120361328e-01,8.883010745048522949e-01,8.910516500473022461e-01,9.034833908081054688e-01,8.930938243865966797e-01,8.893187642097473145e-01,8.927444815635681152e-01,8.942030072212219238e-01,8.941478133201599121e-01,8.871958255767822266e-01,8.900787234306335449e-01,8.967266678810119629e-01,9.045368432998657227e-01,9.173822999000549316e-01,9.208173751831054688e-01,9.183253049850463867e-01,9.157130122184753418e-01,9.124371409416198730e-01,9.174076914787292480e-01,9.251863956451416016e-01,9.327091574668884277e-01,9.227155447006225586e-01,9.785415530204772949e-01
9.152453541755676270e-01,9.130518436431884766e-01,9.202443957328796387e-01,9.268929362297058105e-01,9.244498014450073242e-01,9.347828626632690430e-01,9.347815513610839844e-01,9.454402327537536621e-01,9.510332345962524414e-01,9.445724487304687500e-01,9.303221702575683594e-01,9.187560677528381348e-01,9.171763658523559570e-01,9.127113819122314453e-01,9.189983010292053223e-01,9.136047363281250000e-01,9.089892506599426270e-01,8.998571634292602539e-01,9.065980911254882812e-01,9.118274450302124023e-01,9.021092653274536133e-01,8.962541818618774414e-01,8.928539752960205078e-01,8.883599638938903809e-01,8.910849094390869141e-01,8.958332538604736328e-01,8.984317779541015625e-01,8.948025107383728027e-01,8.972002863883972168e-01,9.025814533233642578e-01,9.062395691871643066e-01,8.997889757156372070e-01,8.994150161743164062e-01,9.048985838890075684e-01,9.064565896987915039e-01,9.174033403396606445e-01,9.255952239036560059e-01,9.162303805351257324e-01,9.492499828338623047e-01
9.019779562950134277e-01,8.856875896453857422e-01,8.788762688636779785e-01,8.737915158271789551e-01,8.803550601005554199e-01,8.880359530448913574e-01,8.811586499214172363e-01,8.968059420585632324e-01,9.093039035797119141e-01,9.036309123039245605e-01,8.946569561958312988e-01,8.917199969291687012e-01,8.836040496826171875e-01,8.852035403251647949e-01,9.048212170600891113e-01,8.996753692626953125e-01,8.871632218360900879e-01,8.826016187667846680e-01,8.938375115394592285e-01,9.027710556983947754e-01,9.010164141654968262e-01,8.858296871185302734e-01,8.804193139076232910e-01,8.771857023239135742e-01,8.823417425155639648e-01,8.934252858161926270e-01,8.909822106361389160e-01,8.841114640235900879e-01,8.830068707466125488e-01,8.894460201263427734e-01,8.860007524490356445e-01,8.851199746131896973e-01,8.845476508140563965e-01,8.849577903747558594e-01,8.872885107994079590e-01,8.933571577072143555e-01,8.988820910453796387e-01,8.969935774803161621e-01,9.340894818305969238e-01
8.635845780372619629e-01,8.571068644523620605e-01,8.561652898788452148e-01,8.442391753196716309e-01,8.490297794342041016e-01,8.544485569000244141e-01,8.393105864524841309e-01,8.559819459915161133e-01,8.720422983169555664e-01,8.612294793128967285e-01,8.542745709419250488e-01,8.577591776847839355e-01,8.553597331047058105e-01,8.691515922546386719e-01,8.832551836967468262e-01,8.812336921691894531e-01,8.755260109901428223e-01,8.676479458808898926e-01,8.804178237915039062e-01,8.908448219299316406e-01,8.836823701858520508e-01,8.776046633720397949e-01,8.770524859428405762e-01,8.751091361045837402e-01,8.859786987304687500e-01,8.918765783309936523e-01,8.855401277542114258e-01,8.830620646476745605e-01,8.874637484550476074e-01,9.003050327301025391e-01,8.917596936225891113e-01,8.927143216133117676e-01,8.932242989540100098e-01,8.938408493995666504e-01,8.997494578361511230e-01,9.013240337371826172e-01,9.029815196990966797e-01,9.104580879211425781e-01,9.607085585594177246e-01
8.890063762664794922e-01,8.802860379219055176e-01,8.811026811599731445e-01,8.802746534347534180e-01,8.776766061782836914e-01,8.851119875907897949e-01,8.897948265075683594e-01,8.996319770812988281e-01,9.078240394592285156e-01,9.059804677963256836e-01,8.945453763008117676e-01,8.886716961860656738e-01,8.775179386138916016e-01,8.820339441299438477e-01,8.807860612869262695e-01,8.788380026817321777e-01,8.797667026519775391e-01,8.762482404708862305e-01,8.727399706840515137e-01,8.797118067741394043e-01,8.779286742210388184e-01,8.713186979293823242e-01,8.750900626182556152e-01,8.737006187438964844e-01,8.738042116165161133e-01,8.747065067291259766e-01,8.775753378868103027e-01,8.782111406326293945e-01,8.754141926765441895e-01,8.890725970268249512e-01,8.910521864891052246e-01,8.818005323410034180e-01,8.762561678886413574e-01,8.865668773651123047e-01,8.888265490531921387e-01,8.984234333038330078e-01,9.014821648597717285e-01,9.035786390304565430e-01,9.187820553779602051e-01
8.813486695289611816e-01,8.821380734443664551e-01,8.784695863723754883e-01,8.702172040939331055e-01,8.692061305046081543e-01,8.735896348953247070e-01,8.746967315673828125e-01,8.843919038772583008e-01,8.878780007362365723e-01,8.799498677253723145e-01,8.797987103462219238e-01,8.799707293510437012e-01,8.782144188880920410e-01,8.708360195159912109e-01,8.756988644599914551e-01,8.755522370338439941e-01,8.817779421806335449e-01,8.819020986557006836e-01,8.835032582283020020e-01,8.916981220245361328e-01,8.846464753150939941e-01,8.788036704063415527e-01,8.778429031372070312e-01,8.749571442604064941e-01,8.716421723365783691e-01,8.754001259803771973e-01,8.804750442504882812e-01,8.820820450782775879e-01,8.826615810394287109e-01,8.844361901283264160e-01,8.799814581871032715e-01,8.660212755203247070e-01,8.671487569808959961e-01,8.770694136619567871e-01,8.767539858818054199e-01,8.791339397430419922e-01,8.844457864761352539e-01,8.851280808448791504e-01,9.164289236068725586e-01
8.861055374145507812e-01,8.783370852470397949e-01,8.725974559783935547e-01,8.627948760986328125e-01,8.577615618705749512e-01,8.676319122314453125e-01,8.765418529510498047e-01,8.845254778861999512e-01,8.901727795600891113e-01,8.829839229583740234e-01,8.810696601867675781e-01,8.778811693191528320e-01,8.712901473045349121e-01,8.667982220649719238e-01,8.720231056213378906e-01,8.760069608688354492e-01,8.817265629768371582e-01,8.734737038612365723e-01,8.753196001052856445e-01,8.769489526748657227e-01,8.759399652481079102e-01,8.704568147659301758e-01,8.678158521652221680e-01,8.642155528068542480e-01,8.702337145805358887e-01,8.776060938835144043e-01,8.778927922248840332e-01,8.703684806823730469e-01,8.770208954811096191e-01,8.818120956420898438e-01,8.724837303161621094e-01,8.736575245857238770e-01,8.779206275939941406e-01,8.798435330390930176e-01,8.871718645095825195e-01,8.762212991714477539e-01,8.746777772903442383e-01,8.790129423141479492e-01,9.182307124137878418e-01
8.755576610565185547e-01,8.719149827957153320e-01,8.649137020111083984e-01,8.635326027870178223e-01,8.767530322074890137e-01,8.823158144950866699e-01,8.712693452835083008e-01,8.871633410453796387e-01,9.032068848609924316e-01,8.985543251037597656e-01,8.920587897300720215e-01,8.838744759559631348e-01,8.804062604904174805e-01,8.826557993888854980e-01,8.849968910217285156e-01,8.846705555915832520e-01,8.854404091835021973e-01,8.785679340362548828e-01,8.807172179222106934e-01,8.774545788764953613e-01,8.812074661254882812e-01,8.680960536003112793e-01,8.753329515457153320e-01,8.776324391365051270e-01,8.769252300262451172e-01,8.798774480819702148e-01,8.782852888107299805e-01,8.753367662429809570e-01,8.769208788871765137e-01,8.798278570175170898e-01,8.781107664108276367e-01,8.839445114135742188e-01,8.799421787261962891e-01,8.873416781425476074e-01,8.970735669136047363e-01,8.861666321754455566e-01,8.872677087783813477e-01,8.872872591018676758e-01,9.150009751319885254e-01
