0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.971340060234069824e-01,7.709758281707763672e-01,7.970140576362609863e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.911108613014221191e-01,9.844280481338500977e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.615836143493652344e-01,9.460439085960388184e-01,9.454250931739807129e-01,9.409931898117065430e-01,9.440950155258178711e-01,9.426342248916625977e-01,9.409824013710021973e-01,9.403454065322875977e-01,9.444250464439392090e-01,9.399430155754089355e-01,9.441042542457580566e-01,9.497108459472656250e-01,9.562711119651794434e-01,9.724242091178894043e-01,9.639944434165954590e-01,9.496985673904418945e-01,9.448987841606140137e-01,9.407659769058227539e-01,9.413450956344604492e-01,9.407464265823364258e-01,9.452574253082275391e-01,9.554353356361389160e-01,9.601767659187316895e-01,9.785649776458740234e-01,9.640324115753173828e-01,9.408210515975952148e-01,9.547309279441833496e-01,9.625672698020935059e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.816983342170715332e-01,9.806928038597106934e-01,9.618200063705444336e-01,9.799776673316955566e-01,9.968893527984619141e-01
8.668681383132934570e-01,8.550429344177246094e-01,8.602058887481689453e-01,9.345770478248596191e-01,9.377939105033874512e-01,9.340875148773193359e-01,9.303655624389648438e-01,9.402749538421630859e-01,9.339829087257385254e-01,9.229401946067810059e-01,9.280925393104553223e-01,9.433972239494323730e-01,9.398608207702636719e-01,9.429401755332946777e-01,9.435380101203918457e-01,9.511358141899108887e-01,9.657092094421386719e-01,9.572856426239013672e-01,9.411295056343078613e-01,9.357857108116149902e-01,9.302003979682922363e-01,9.237158894538879395e-01,9.237392544746398926e-01,9.258652329444885254e-01,9.319809675216674805e-01,9.302408695220947266e-01,9.357710480690002441e-01,9.261682033538818359e-01,9.148563742637634277e-01,9.194277524948120117e-01,9.303365349769592285e-01,9.435424208641052246e-01,9.494309425354003906e-01,9.646058678627014160e-01,9.691414833068847656e-01,9.450240731239318848e-01,9.556728005409240723e-01,9.790260195732116699e-01
8.875761628150939941e-01,8.598301410675048828e-01,8.593434095382690430e-01,9.172402620315551758e-01,9.139336347579956055e-01,9.100289940834045410e-01,9.119611382484436035e-01,9.150651097297668457e-01,9.044474363327026367e-01,8.937655687332153320e-01,8.957331180572509766e-01,9.084423184394836426e-01,9.041427969932556152e-01,9.008526802062988281e-01,9.015050530433654785e-01,9.147333502769470215e-01,9.227171540260314941e-01,9.126173853874206543e-01,9.019197821617126465e-01,8.970424532890319824e-01,8.952190876007080078e-01,8.950795531272888184e-01,8.966980576515197754e-01,9.047568440437316895e-01,9.085704088211059570e-01,9.053498506546020508e-01,9.205476045608520508e-01,9.127858281135559082e-01,9.010348320007324219e-01,9.118890762329101562e-01,9.222753047943115234e-01,9.351208209991455078e-01,9.349491596221923828e-01,9.430425763130187988e-01,9.423345923423767090e-01,9.159835577011108398e-01,9.213513135910034180e-01,9.353341460227966309e-01
9.121924042701721191e-01,8.936871886253356934e-01,8.881899118423461914e-01,9.102440476417541504e-01,9.009509682655334473e-01,9.029735922813415527e-01,9.073258638381958008e-01,9.178205132484436035e-01,9.140040278434753418e-01,9.041840434074401855e-01,9.034794569015502930e-01,9.086876511573791504e-01,9.036780595779418945e-01,9.014206528663635254e-01,9.128749966621398926e-01,9.207771420478820801e-01,9.251047372817993164e-01,9.182117581367492676e-01,9.148923754692077637e-01,9.016287922859191895e-01,8.986210823059082031e-01,9.003071188926696777e-01,9.001984000205993652e-01,9.060368537902832031e-01,9.142171740531921387e-01,9.112222194671630859e-01,9.209194183349609375e-01,9.105842113494873047e-01,8.956754803657531738e-01,9.014461636543273926e-01,9.127343893051147461e-01,9.220666289329528809e-01,9.158199429512023926e-01,9.321843385696411133e-01,9.269076585769653320e-01,9.133098125457763672e-01,9.324007630348205566e-01,9.624572396278381348e-01
8.495112061500549316e-01,8.243984580039978027e-01,8.307253718376159668e-01,9.017763733863830566e-01,8.972582221031188965e-01,8.963300585746765137e-01,8.982709050178527832e-01,9.042282700538635254e-01,9.017454981803894043e-01,8.982732892036437988e-01,9.044088125228881836e-01,9.090185761451721191e-01,8.934998512268066406e-01,8.901885151863098145e-01,9.157204627990722656e-01,9.161459207534790039e-01,9.110410213470458984e-01,9.063704609870910645e-01,9.057458043098449707e-01,8.978114724159240723e-01,8.980290889739990234e-01,9.025382399559020996e-01,9.036538600921630859e-01,9.072874784469604492e-01,9.087198972702026367e-01,8.994508981704711914e-01,9.054757952690124512e-01,9.031442999839782715e-01,8.918257355690002441e-01,8.993358016014099121e-01,9.099468588829040527e-01,9.027675390243530273e-01,8.995996713638305664e-01,9.143850207328796387e-01,9.075107574462890625e-01,9.007771015167236328e-01,9.091404676437377930e-01,9.260186553001403809e-01
9.068924188613891602e-01,8.882370591163635254e-01,8.961714506149291992e-01,9.198623895645141602e-01,9.084799885749816895e-01,9.079074859619140625e-01,8.966307640075683594e-01,8.997937440872192383e-01,9.000478386878967285e-01,8.951010107994079590e-01,8.974728584289550781e-01,9.003821611404418945e-01,8.908662796020507812e-01,8.919322490692138672e-01,9.115837216377258301e-01,9.128594994544982910e-01,9.101216793060302734e-01,9.007450342178344727e-01,8.979092836380004883e-01,8.908700942993164062e-01,8.962381482124328613e-01,9.014984965324401855e-01,8.958210349082946777e-01,9.058016538619995117e-01,9.197443723678588867e-01,9.135722517967224121e-01,9.143352508544921875e-01,9.074542522430419922e-01,8.936727046966552734e-01,9.028866291046142578e-01,9.214290380477905273e-01,9.296252131462097168e-01,9.258674979209899902e-01,9.444745779037475586e-01,9.398112297058105469e-01,9.181603193283081055e-01,9.470690488815307617e-01,9.687503576278686523e-01
8.506557941436767578e-01,8.264119625091552734e-01,8.370891213417053223e-01,9.024375081062316895e-01,9.050667881965637207e-01,8.963243961334228516e-01,8.915200829505920410e-01,8.968917727470397949e-01,8.945471048355102539e-01,8.874865770339965820e-01,8.884366750717163086e-01,8.930031657218933105e-01,8.971124887466430664e-01,9.025324583053588867e-01,9.120524525642395020e-01,9.132837653160095215e-01,9.113891720771789551e-01,9.042375683784484863e-01,9.103227853775024414e-01,9.028211236000061035e-01,8.994145393371582031e-01,8.944255113601684570e-01,8.932865262031555176e-01,9.052487015724182129e-01,9.093257188796997070e-01,9.000110626220703125e-01,8.983103036880493164e-01,8.969002366065979004e-01,8.844121098518371582e-01,8.856120109558105469e-01,8.951959013938903809e-01,8.971913456916809082e-01,8.965411186218261719e-01,9.015787243843078613e-01,9.064481854438781738e-01,8.983370065689086914e-01,9.105618596076965332e-01,9.254054427146911621e-01
8.821970820426940918e-01,8.560314774513244629e-01,8.654820919036865234e-01,9.047055840492248535e-01,9.038859009742736816e-01,9.003297090530395508e-01,8.961650729179382324e-01,8.964826464653015137e-01,8.900701999664306641e-01,8.790006041526794434e-01,8.780661225318908691e-01,8.882215023040771484e-01,8.954608440399169922e-01,8.977709412574768066e-01,9.029480218887329102e-01,9.151395559310913086e-01,9.126874804496765137e-01,9.062758684158325195e-01,9.051405191421508789e-01,8.936094641685485840e-01,8.899001479148864746e-01,8.939906954765319824e-01,8.928542733192443848e-01,8.987084627151489258e-01,9.131950139999389648e-01,9.066673517227172852e-01,8.986813426017761230e-01,8.994913697242736816e-01,8.867461681365966797e-01,8.992183208465576172e-01,9.027188420295715332e-01,9.044649004936218262e-01,9.042409062385559082e-01,9.190708994865417480e-01,9.341483712196350098e-01,9.135826230049133301e-01,9.202561974525451660e-01,9.333471655845642090e-01
