0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.321859240531921387e-01,7.871215343475341797e-01,6.626637578010559082e-01,6.119086742401123047e-01,6.258142590522766113e-01,6.701078414916992188e-01,5.939474105834960938e-01,4.035584628582000732e-01,3.019823729991912842e-01,3.515497148036956787e-01,4.195759892463684082e-01,4.539539515972137451e-01,4.972051084041595459e-01,5.118899345397949219e-01,5.378119945526123047e-01,6.320490241050720215e-01,7.097933292388916016e-01,7.226974964141845703e-01,7.174325585365295410e-01,7.303716540336608887e-01,7.928279638290405273e-01,8.442751169204711914e-01
8.355739712715148926e-01,8.457736968994140625e-01,8.162593841552734375e-01,7.904134988784790039e-01,7.924168705940246582e-01,8.015734553337097168e-01,7.699432373046875000e-01,7.285717129707336426e-01,6.942231059074401855e-01,7.449890971183776855e-01,8.501811623573303223e-01,9.215031862258911133e-01,9.472886323928833008e-01,9.381126165390014648e-01,8.829040527343750000e-01,8.491240143775939941e-01,8.797229528427124023e-01,8.845967054367065430e-01,8.692200779914855957e-01,8.654097914695739746e-01,8.884595036506652832e-01,8.867194652557373047e-01
8.159598112106323242e-01,7.876557707786560059e-01,6.836205720901489258e-01,6.496493220329284668e-01,6.442570686340332031e-01,6.198111772537231445e-01,5.719062089920043945e-01,4.822185635566711426e-01,4.651466906070709229e-01,5.493589639663696289e-01,6.374862194061279297e-01,6.754534840583801270e-01,7.101791501045227051e-01,7.073472738265991211e-01,6.855220198631286621e-01,7.368636727333068848e-01,8.193769454956054688e-01,8.306303024291992188e-01,8.379135131835937500e-01,8.408145308494567871e-01,8.574879169464111328e-01,8.771989345550537109e-01
8.120015859603881836e-01,7.680580019950866699e-01,6.784110069274902344e-01,6.530500650405883789e-01,6.723740100860595703e-01,6.775791645050048828e-01,6.071596741676330566e-01,4.816491305828094482e-01,4.334877431392669678e-01,4.773727059364318848e-01,5.515674352645874023e-01,5.775913596153259277e-01,5.917531847953796387e-01,5.913385152816772461e-01,5.922130942344665527e-01,6.535367965698242188e-01,7.337374687194824219e-01,7.540646195411682129e-01,7.639034986495971680e-01,7.612558603286743164e-01,7.943896055221557617e-01,8.417527675628662109e-01
8.079834580421447754e-01,7.844687700271606445e-01,7.371875643730163574e-01,7.118719220161437988e-01,6.999620795249938965e-01,6.965662837028503418e-01,6.127096414566040039e-01,4.594757556915283203e-01,4.162414968013763428e-01,4.919071495532989502e-01,5.846434831619262695e-01,6.252530813217163086e-01,6.560310125350952148e-01,6.292378306388854980e-01,6.012247204780578613e-01,6.634475588798522949e-01,7.651100754737854004e-01,7.857177257537841797e-01,7.789683938026428223e-01,7.733615636825561523e-01,8.052628040313720703e-01,8.529945015907287598e-01
8.057168126106262207e-01,7.280812263488769531e-01,6.054729819297790527e-01,5.558286905288696289e-01,5.445446968078613281e-01,5.549785494804382324e-01,4.930825531482696533e-01,3.781990110874176025e-01,3.592100441455841064e-01,4.065287411212921143e-01,4.633698761463165283e-01,5.109575390815734863e-01,5.478490591049194336e-01,5.563665628433227539e-01,5.603553056716918945e-01,6.317368149757385254e-01,7.451141476631164551e-01,7.667201757431030273e-01,7.636786699295043945e-01,7.749657034873962402e-01,8.103374242782592773e-01,8.552912473678588867e-01
8.020362257957458496e-01,7.181647419929504395e-01,5.919634699821472168e-01,5.474511981010437012e-01,5.579872727394104004e-01,5.816370248794555664e-01,5.519905686378479004e-01,5.064312219619750977e-01,5.052711367607116699e-01,5.951451659202575684e-01,6.888896822929382324e-01,7.190584540367126465e-01,7.289785742759704590e-01,7.053250670433044434e-01,6.819911599159240723e-01,7.191947102546691895e-01,7.599732875823974609e-01,7.692307829856872559e-01,7.662146687507629395e-01,7.611896395683288574e-01,7.859044075012207031e-01,8.251346945762634277e-01
8.030268549919128418e-01,7.549329996109008789e-01,6.944789290428161621e-01,6.833875179290771484e-01,6.930494308471679688e-01,6.909478902816772461e-01,6.387577056884765625e-01,5.511379241943359375e-01,5.536407828330993652e-01,6.026169061660766602e-01,6.400222182273864746e-01,6.478478908538818359e-01,6.530264019966125488e-01,6.471425294876098633e-01,6.358733773231506348e-01,6.790265440940856934e-01,7.192746996879577637e-01,7.304564714431762695e-01,7.310584187507629395e-01,7.327637672424316406e-01,7.716754674911499023e-01,8.265109062194824219e-01
