0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.471214175224304199e-01,6.555523872375488281e-01,4.604331851005554199e-01,3.796106874942779541e-01,3.782370090484619141e-01,4.061686098575592041e-01,4.513149559497833252e-01,5.392413735389709473e-01,6.299753785133361816e-01,7.239936590194702148e-01,7.771247625350952148e-01,8.147661685943603516e-01
8.300887942314147949e-01,5.759308934211730957e-01,4.305657148361206055e-01,3.867471218109130859e-01,3.930049836635589600e-01,4.412536621093750000e-01,4.766044020652770996e-01,5.383957028388977051e-01,6.458834409713745117e-01,7.883470654487609863e-01,8.620402216911315918e-01,8.815968036651611328e-01
9.076067209243774414e-01,6.573172211647033691e-01,4.962296187877655029e-01,4.920877814292907715e-01,5.613384842872619629e-01,5.714725255966186523e-01,5.910194516181945801e-01,6.650522351264953613e-01,7.470798492431640625e-01,8.501287102699279785e-01,8.952381610870361328e-01,8.985987305641174316e-01
8.395056724548339844e-01,6.295482516288757324e-01,5.205455422401428223e-01,5.059390664100646973e-01,5.558622479438781738e-01,5.915194749832153320e-01,5.869331955909729004e-01,5.784874558448791504e-01,6.162697076797485352e-01,7.071311473846435547e-01,7.832868695259094238e-01,8.260248303413391113e-01
8.621088862419128418e-01,6.397981047630310059e-01,5.049862861633300781e-01,5.059386491775512695e-01,5.602049231529235840e-01,5.678374767303466797e-01,5.796071290969848633e-01,5.982931852340698242e-01,6.505178809165954590e-01,7.224733829498291016e-01,7.863621711730957031e-01,8.367165923118591309e-01
8.695117831230163574e-01,6.218896508216857910e-01,4.525687992572784424e-01,4.629254937171936035e-01,5.502620935440063477e-01,5.590502619743347168e-01,5.716349482536315918e-01,6.273683905601501465e-01,7.107934951782226562e-01,7.908910512924194336e-01,8.507815599441528320e-01,8.694732785224914551e-01
8.790574073791503906e-01,6.725398302078247070e-01,5.711821913719177246e-01,5.607458949089050293e-01,6.001468896865844727e-01,6.234090924263000488e-01,6.501080989837646484e-01,6.779360771179199219e-01,7.575423121452331543e-01,8.208421468734741211e-01,8.546361923217773438e-01,8.734666705131530762e-01
8.858152627944946289e-01,6.875840425491333008e-01,5.659093260765075684e-01,5.585364699363708496e-01,6.161130070686340332e-01,6.220406293869018555e-01,6.389204263687133789e-01,6.766811609268188477e-01,7.181576490402221680e-01,7.703467011451721191e-01,8.167142271995544434e-01,8.421863913536071777e-01
