0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.372675418853759766e-01,9.282500743865966797e-01,9.232149720191955566e-01,9.166251420974731445e-01,9.181061983108520508e-01,9.226014614105224609e-01,9.320749044418334961e-01,9.333887100219726562e-01,9.301289916038513184e-01,9.265887737274169922e-01,9.164664745330810547e-01,9.231536388397216797e-01,9.352837204933166504e-01,9.305574893951416016e-01,9.288626909255981445e-01,9.384059906005859375e-01,9.304295778274536133e-01,9.265522956848144531e-01,9.339423775672912598e-01,9.396032691001892090e-01,9.447245597839355469e-01,9.377970695495605469e-01,9.349989295005798340e-01,9.337775111198425293e-01,9.274172782897949219e-01,9.293573498725891113e-01,9.352673888206481934e-01,9.444521069526672363e-01,9.489296674728393555e-01,9.571704864501953125e-01,9.536817669868469238e-01,9.510537981986999512e-01,9.497905373573303223e-01,9.537807106971740723e-01,9.602379798889160156e-01,9.608196020126342773e-01,9.541937708854675293e-01,9.468823671340942383e-01,9.515914320945739746e-01,9.464328885078430176e-01,9.452956318855285645e-01,9.487590789794921875e-01,9.534583091735839844e-01,9.500542283058166504e-01,9.542505741119384766e-01,9.594417214393615723e-01,9.588527083396911621e-01,9.567747116088867188e-01,9.576550126075744629e-01,9.593218564987182617e-01,9.546596407890319824e-01,9.482980370521545410e-01,9.507942795753479004e-01,9.480733275413513184e-01,9.539358019828796387e-01,9.666453003883361816e-01,9.602577090263366699e-01,9.479763507843017578e-01,9.500824213027954102e-01,9.577535986900329590e-01
9.117543697357177734e-01,9.012190699577331543e-01,8.975741863250732422e-01,8.920106291770935059e-01,8.942402005195617676e-01,9.042016863822937012e-01,9.102944731712341309e-01,9.058691859245300293e-01,9.096975922584533691e-01,9.035341739654541016e-01,8.976420760154724121e-01,9.116682410240173340e-01,9.140728116035461426e-01,9.048970341682434082e-01,9.117431640625000000e-01,9.172221422195434570e-01,9.092767238616943359e-01,8.997829556465148926e-01,9.045905470848083496e-01,9.139908552169799805e-01,9.182750582695007324e-01,9.084569811820983887e-01,9.052683115005493164e-01,9.083687067031860352e-01,9.108660221099853516e-01,9.048930406570434570e-01,9.047445058822631836e-01,9.191692471504211426e-01,9.408104419708251953e-01,9.519264101982116699e-01,9.428535699844360352e-01,9.421272277832031250e-01,9.327591657638549805e-01,9.333234429359436035e-01,9.447627067565917969e-01,9.476969242095947266e-01,9.414567351341247559e-01,9.344084858894348145e-01,9.434106945991516113e-01,9.472291469573974609e-01,9.439406991004943848e-01,9.412689805030822754e-01,9.439479708671569824e-01,9.369642734527587891e-01,9.507804512977600098e-01,9.525803327560424805e-01,9.438823461532592773e-01,9.399970173835754395e-01,9.452929496765136719e-01,9.512115716934204102e-01,9.432046413421630859e-01,9.363135695457458496e-01,9.404848814010620117e-01,9.403958916664123535e-01,9.470453858375549316e-01,9.628107547760009766e-01,9.552596807479858398e-01,9.439413547515869141e-01,9.530558586120605469e-01,9.523772001266479492e-01
8.959521055221557617e-01,8.898510932922363281e-01,8.844605684280395508e-01,8.807712793350219727e-01,8.817540407180786133e-01,8.863201141357421875e-01,8.878135681152343750e-01,8.851879239082336426e-01,8.863850235939025879e-01,8.846009969711303711e-01,8.787999153137207031e-01,8.883259892463684082e-01,8.869376778602600098e-01,8.844031095504760742e-01,8.963699936866760254e-01,8.925314545631408691e-01,8.803910017013549805e-01,8.760523796081542969e-01,8.784860968589782715e-01,8.896754980087280273e-01,9.006139039993286133e-01,8.912730216979980469e-01,8.815013170242309570e-01,8.902777433395385742e-01,8.938761949539184570e-01,8.862457275390625000e-01,8.907009959220886230e-01,9.004714488983154297e-01,9.133591055870056152e-01,9.269757866859436035e-01,9.217903614044189453e-01,9.244228601455688477e-01,9.194112420082092285e-01,9.184450507164001465e-01,9.296516180038452148e-01,9.282920956611633301e-01,9.242927432060241699e-01,9.212017655372619629e-01,9.256771206855773926e-01,9.280508160591125488e-01,9.312934279441833496e-01,9.249349832534790039e-01,9.338974952697753906e-01,9.214636683464050293e-01,9.264873266220092773e-01,9.374938607215881348e-01,9.381279945373535156e-01,9.279881119728088379e-01,9.315648674964904785e-01,9.423578381538391113e-01,9.426048994064331055e-01,9.384863972663879395e-01,9.322385191917419434e-01,9.351035952568054199e-01,9.442294239997863770e-01,9.484619498252868652e-01,9.419162273406982422e-01,9.361555576324462891e-01,9.416632652282714844e-01,9.376951456069946289e-01
9.077150821685791016e-01,8.899634480476379395e-01,8.889088630676269531e-01,8.870894908905029297e-01,8.878338932991027832e-01,8.871902823448181152e-01,8.786444664001464844e-01,8.869661688804626465e-01,8.866361379623413086e-01,8.786676526069641113e-01,8.709028959274291992e-01,8.820598125457763672e-01,8.833006024360656738e-01,8.873823285102844238e-01,8.903437852859497070e-01,8.856900930404663086e-01,8.800568580627441406e-01,8.813955187797546387e-01,8.902260661125183105e-01,8.890798091888427734e-01,8.928752541542053223e-01,8.922365307807922363e-01,8.908732533454895020e-01,9.011760950088500977e-01,8.948960900306701660e-01,8.891123533248901367e-01,8.976447582244873047e-01,9.067335128784179688e-01,9.100281596183776855e-01,9.153572916984558105e-01,9.149864315986633301e-01,9.184432029724121094e-01,9.264816641807556152e-01,9.136368632316589355e-01,9.171754717826843262e-01,9.203486442565917969e-01,9.206413030624389648e-01,9.148088693618774414e-01,9.272525310516357422e-01,9.302749037742614746e-01,9.315793514251708984e-01,9.261797666549682617e-01,9.420139193534851074e-01,9.220724701881408691e-01,9.205471277236938477e-01,9.402942061424255371e-01,9.406993389129638672e-01,9.328757524490356445e-01,9.340173602104187012e-01,9.425752162933349609e-01,9.463067054748535156e-01,9.408782720565795898e-01,9.322233200073242188e-01,9.341249465942382812e-01,9.547442793846130371e-01,9.594498872756958008e-01,9.412016868591308594e-01,9.288972020149230957e-01,9.310443401336669922e-01,9.364883899688720703e-01
8.960874676704406738e-01,8.772149085998535156e-01,8.706699609756469727e-01,8.697486519813537598e-01,8.730542063713073730e-01,8.746576309204101562e-01,8.722744584083557129e-01,8.740246295928955078e-01,8.724690079689025879e-01,8.684480190277099609e-01,8.708789348602294922e-01,8.819321990013122559e-01,8.849093914031982422e-01,8.806990981101989746e-01,8.801695108413696289e-01,8.895385861396789551e-01,8.874908089637756348e-01,8.765147328376770020e-01,8.809887170791625977e-01,8.865570425987243652e-01,8.901932239532470703e-01,8.939653635025024414e-01,8.966848254203796387e-01,8.968524336814880371e-01,8.886969685554504395e-01,8.821429610252380371e-01,8.899405002593994141e-01,9.005445837974548340e-01,9.047903418540954590e-01,9.072778224945068359e-01,9.052259922027587891e-01,8.980635404586791992e-01,9.024627804756164551e-01,9.051966667175292969e-01,9.093215465545654297e-01,9.139404892921447754e-01,9.171308279037475586e-01,9.144993424415588379e-01,9.220145344734191895e-01,9.197341203689575195e-01,9.220320582389831543e-01,9.159058332443237305e-01,9.233630895614624023e-01,9.177287817001342773e-01,9.178962707519531250e-01,9.288276433944702148e-01,9.213369488716125488e-01,9.128080606460571289e-01,9.202712774276733398e-01,9.243509769439697266e-01,9.282209873199462891e-01,9.231216311454772949e-01,9.194000959396362305e-01,9.214150905609130859e-01,9.379549026489257812e-01,9.497421979904174805e-01,9.324323534965515137e-01,9.293940663337707520e-01,9.259912967681884766e-01,9.251766800880432129e-01
8.872151970863342285e-01,8.757191896438598633e-01,8.729626536369323730e-01,8.766124844551086426e-01,8.719596266746520996e-01,8.835549950599670410e-01,8.859291076660156250e-01,8.834313154220581055e-01,8.821164369583129883e-01,8.814991116523742676e-01,8.769444823265075684e-01,8.853334188461303711e-01,8.877677917480468750e-01,8.853374719619750977e-01,8.917849659919738770e-01,8.947719335556030273e-01,8.845683932304382324e-01,8.784602284431457520e-01,8.783206343650817871e-01,8.815403580665588379e-01,8.891050815582275391e-01,8.935210704803466797e-01,8.978168964385986328e-01,8.967962861061096191e-01,8.884291052818298340e-01,8.896600008010864258e-01,8.983907103538513184e-01,9.102253913879394531e-01,9.096707105636596680e-01,9.046203494071960449e-01,9.074271321296691895e-01,9.083504676818847656e-01,9.131357669830322266e-01,9.124901890754699707e-01,9.191035628318786621e-01,9.152304530143737793e-01,9.195271730422973633e-01,9.169995188713073730e-01,9.179294109344482422e-01,9.187302589416503906e-01,9.215751886367797852e-01,9.169256687164306641e-01,9.195132255554199219e-01,9.171544909477233887e-01,9.169061183929443359e-01,9.224650859832763672e-01,9.162175655364990234e-01,9.105297923088073730e-01,9.217589497566223145e-01,9.257922172546386719e-01,9.311909079551696777e-01,9.260701537132263184e-01,9.221785068511962891e-01,9.274582266807556152e-01,9.395202994346618652e-01,9.531745314598083496e-01,9.407535791397094727e-01,9.354820847511291504e-01,9.285077452659606934e-01,9.285053610801696777e-01
8.738638162612915039e-01,8.679950833320617676e-01,8.643543124198913574e-01,8.642768859863281250e-01,8.649342656135559082e-01,8.740562200546264648e-01,8.776354193687438965e-01,8.770136237144470215e-01,8.828862905502319336e-01,8.768931627273559570e-01,8.689812421798706055e-01,8.771020770072937012e-01,8.757767677307128906e-01,8.762099146842956543e-01,8.834262490272521973e-01,8.784100413322448730e-01,8.739324808120727539e-01,8.696412444114685059e-01,8.771336078643798828e-01,8.811760544776916504e-01,8.871057629585266113e-01,8.868746757507324219e-01,8.815460205078125000e-01,8.811451196670532227e-01,8.795801401138305664e-01,8.856687545776367188e-01,8.916350007057189941e-01,8.907699584960937500e-01,8.999442458152770996e-01,8.987032175064086914e-01,8.978474140167236328e-01,9.086769223213195801e-01,9.120995402336120605e-01,9.034278988838195801e-01,9.064704179763793945e-01,9.041203856468200684e-01,9.083639979362487793e-01,9.086377620697021484e-01,9.134886860847473145e-01,9.127875566482543945e-01,9.146759510040283203e-01,9.046778082847595215e-01,9.116473793983459473e-01,9.098408818244934082e-01,9.067131876945495605e-01,9.131454825401306152e-01,9.152195453643798828e-01,9.059752821922302246e-01,9.132440686225891113e-01,9.204258918762207031e-01,9.318490028381347656e-01,9.236871004104614258e-01,9.175095558166503906e-01,9.186873435974121094e-01,9.288993477821350098e-01,9.367586970329284668e-01,9.282516241073608398e-01,9.264084100723266602e-01,9.269813895225524902e-01,9.250833392143249512e-01
8.758251667022705078e-01,8.711621761322021484e-01,8.731768131256103516e-01,8.769913315773010254e-01,8.776028752326965332e-01,8.721815943717956543e-01,8.715330958366394043e-01,8.744360804557800293e-01,8.804549574851989746e-01,8.666440844535827637e-01,8.642155528068542480e-01,8.708364367485046387e-01,8.790310621261596680e-01,8.753248453140258789e-01,8.709583878517150879e-01,8.730656504631042480e-01,8.740434646606445312e-01,8.696542978286743164e-01,8.764850497245788574e-01,8.810626268386840820e-01,8.811454772949218750e-01,8.802966475486755371e-01,8.764300346374511719e-01,8.829270005226135254e-01,8.846207857131958008e-01,8.737147450447082520e-01,8.758571743965148926e-01,8.902074694633483887e-01,8.992379307746887207e-01,9.002166390419006348e-01,9.003574252128601074e-01,9.034113287925720215e-01,9.105049371719360352e-01,9.080219864845275879e-01,9.143700599670410156e-01,9.086675643920898438e-01,9.091483950614929199e-01,9.115280508995056152e-01,9.125459194183349609e-01,9.117413163185119629e-01,9.176275134086608887e-01,9.001988172531127930e-01,9.069529771804809570e-01,9.115530848503112793e-01,9.111965894699096680e-01,9.184748530387878418e-01,9.262669682502746582e-01,9.150050282478332520e-01,9.122139811515808105e-01,9.221966862678527832e-01,9.337589740753173828e-01,9.254901409149169922e-01,9.251023530960083008e-01,9.285095930099487305e-01,9.363207817077636719e-01,9.367413520812988281e-01,9.261099100112915039e-01,9.245334863662719727e-01,9.313886165618896484e-01,9.402153491973876953e-01
