0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.348731040954589844e-01,8.721979260444641113e-01,6.278675198554992676e-01,3.732325732707977295e-01,2.674296498298645020e-01,3.023101091384887695e-01,3.844986557960510254e-01,4.939416944980621338e-01,6.417622566223144531e-01,7.263659238815307617e-01,7.537452578544616699e-01,7.938711047172546387e-01,8.471844196319580078e-01,8.818067312240600586e-01
8.849583864212036133e-01,7.821645140647888184e-01,4.790065288543701172e-01,3.473135530948638916e-01,3.261311948299407959e-01,3.805341124534606934e-01,4.165308177471160889e-01,4.705891013145446777e-01,5.702029466629028320e-01,6.521219015121459961e-01,6.839942336082458496e-01,7.362278699874877930e-01,7.751258015632629395e-01,8.087109327316284180e-01
8.690621256828308105e-01,7.614487409591674805e-01,4.825090169906616211e-01,3.472721576690673828e-01,3.095102310180664062e-01,3.789276182651519775e-01,4.346480667591094971e-01,4.938923120498657227e-01,5.959065556526184082e-01,6.581711173057556152e-01,6.728367209434509277e-01,7.135413289070129395e-01,7.523849010467529297e-01,7.889601588249206543e-01
8.672379255294799805e-01,7.655805349349975586e-01,5.192877650260925293e-01,3.259729146957397461e-01,2.636252641677856445e-01,3.131994009017944336e-01,3.519987463951110840e-01,4.081644415855407715e-01,5.386033058166503906e-01,6.100895404815673828e-01,6.147612929344177246e-01,6.483408808708190918e-01,7.192868590354919434e-01,7.813232541084289551e-01
8.577970862388610840e-01,7.556616067886352539e-01,5.715733766555786133e-01,4.439573287963867188e-01,4.055099487304687500e-01,4.459384083747863770e-01,4.582716524600982666e-01,4.773715436458587646e-01,5.425451993942260742e-01,5.995028614997863770e-01,6.098916530609130859e-01,6.436417102813720703e-01,7.039949297904968262e-01,7.729940414428710938e-01
8.432269692420959473e-01,7.385704517364501953e-01,5.739290714263916016e-01,4.444726109504699707e-01,4.043128788471221924e-01,4.695200622081756592e-01,5.222598910331726074e-01,5.628741979598999023e-01,6.111913919448852539e-01,6.397320032119750977e-01,6.542521119117736816e-01,6.839453577995300293e-01,7.162524461746215820e-01,7.713150382041931152e-01
8.371889591217041016e-01,7.352874875068664551e-01,5.381264686584472656e-01,3.986816406250000000e-01,3.737992346286773682e-01,4.326663017272949219e-01,4.694208800792694092e-01,5.225325226783752441e-01,6.085872650146484375e-01,6.446849107742309570e-01,6.531800031661987305e-01,6.784290075302124023e-01,7.245398163795471191e-01,7.760601043701171875e-01
8.417500853538513184e-01,7.464769482612609863e-01,5.469238758087158203e-01,4.365735352039337158e-01,4.050445854663848877e-01,4.411925673484802246e-01,4.641459584236145020e-01,5.136163830757141113e-01,5.864752531051635742e-01,6.436331868171691895e-01,6.480779051780700684e-01,6.754234433174133301e-01,7.329118847846984863e-01,7.827613949775695801e-01
8.470202684402465820e-01,7.569458484649658203e-01,5.881339311599731445e-01,4.631217122077941895e-01,4.189127385616302490e-01,4.514667391777038574e-01,4.968406856060028076e-01,5.439734458923339844e-01,6.084204316139221191e-01,6.705236434936523438e-01,6.832798123359680176e-01,7.123110294342041016e-01,7.481234073638916016e-01,7.858856916427612305e-01
8.459353446960449219e-01,7.574511766433715820e-01,6.047381758689880371e-01,4.740521311759948730e-01,4.364866614341735840e-01,4.608838260173797607e-01,4.823776185512542725e-01,5.148844718933105469e-01,5.997643470764160156e-01,6.655552387237548828e-01,6.870694160461425781e-01,7.140827775001525879e-01,7.446243166923522949e-01,7.769235968589782715e-01
8.406152129173278809e-01,7.527902126312255859e-01,5.744372606277465820e-01,4.386563301086425781e-01,3.900350630283355713e-01,4.161799848079681396e-01,4.423590600490570068e-01,4.866710603237152100e-01,5.691483616828918457e-01,6.350728273391723633e-01,6.513276696205139160e-01,6.800203323364257812e-01,7.267120480537414551e-01,7.597177028656005859e-01
