0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.950990676879882812e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.391680359840393066e-01,9.190690517425537109e-01,9.777910113334655762e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.721015095710754395e-01,8.695556521415710449e-01,8.567843437194824219e-01,9.540389776229858398e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.822315573692321777e-01,9.575465917587280273e-01,1.000000000000000000e+00,9.607438445091247559e-01,9.303579926490783691e-01,9.307920932769775391e-01
9.273077845573425293e-01,9.393321871757507324e-01,9.465844631195068359e-01,9.582201242446899414e-01,9.476528167724609375e-01,9.543308615684509277e-01,9.701748490333557129e-01,9.639269113540649414e-01,9.511931538581848145e-01,9.441901445388793945e-01,9.381021857261657715e-01,9.398384094238281250e-01,9.466685652732849121e-01,9.419628977775573730e-01,9.504851102828979492e-01,9.583240151405334473e-01,9.788269400596618652e-01,1.000000000000000000e+00,9.783827066421508789e-01,9.528152346611022949e-01,9.499841332435607910e-01,9.488676190376281738e-01,9.627907872200012207e-01,9.901618361473083496e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.531397223472595215e-01,9.462939500808715820e-01,9.494985938072204590e-01,9.641025662422180176e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.627895355224609375e-01,9.575285315513610840e-01,9.552121758460998535e-01,9.553024172782897949e-01,9.536359310150146484e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.998962283134460449e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.062217473983764648e-01,9.210454225540161133e-01,9.360958337783813477e-01,9.443828463554382324e-01,9.404981732368469238e-01,9.555015563964843750e-01,9.775094985961914062e-01,9.680466055870056152e-01,9.474992156028747559e-01,9.377660155296325684e-01,9.322292804718017578e-01,9.308626651763916016e-01,9.309865832328796387e-01,9.282889366149902344e-01,9.366787672042846680e-01,9.373481869697570801e-01,9.372716546058654785e-01,9.544180035591125488e-01,9.517943859100341797e-01,9.373509883880615234e-01,9.363135099411010742e-01,9.344268441200256348e-01,9.371511936187744141e-01,9.537580609321594238e-01,9.335180521011352539e-01,9.188640713691711426e-01,9.475504755973815918e-01,9.454980492591857910e-01,9.439056515693664551e-01,9.394134283065795898e-01,9.489546418190002441e-01,9.656815528869628906e-01,8.956957459449768066e-01,8.849260210990905762e-01,9.392790794372558594e-01,9.570156335830688477e-01,9.436815977096557617e-01,9.440581798553466797e-01,9.458079338073730469e-01,9.462007284164428711e-01,9.486278891563415527e-01,9.302441477775573730e-01,9.539475440979003906e-01,9.461326599121093750e-01,9.272488951683044434e-01,9.100196361541748047e-01
9.119964241981506348e-01,9.186407923698425293e-01,9.224880337715148926e-01,9.317656755447387695e-01,9.321906566619873047e-01,9.306958317756652832e-01,9.260268807411193848e-01,9.230781793594360352e-01,9.180940985679626465e-01,9.135679006576538086e-01,9.098292589187622070e-01,9.103699922561645508e-01,9.069738388061523438e-01,9.120649695396423340e-01,9.259034395217895508e-01,9.245365262031555176e-01,9.320864677429199219e-01,9.452326893806457520e-01,9.355275034904479980e-01,9.241271018981933594e-01,9.241443276405334473e-01,9.223476648330688477e-01,9.296166300773620605e-01,9.477633237838745117e-01,9.119582176208496094e-01,8.946874737739562988e-01,9.320331215858459473e-01,9.265580177307128906e-01,9.300849437713623047e-01,9.198169708251953125e-01,9.313346743583679199e-01,9.636567831039428711e-01,9.322835206985473633e-01,9.258561134338378906e-01,9.417315125465393066e-01,9.320961236953735352e-01,9.306784868240356445e-01,9.347037076950073242e-01,9.268937110900878906e-01,9.216140508651733398e-01,9.385403990745544434e-01,9.253355264663696289e-01,9.497082233428955078e-01,9.270409941673278809e-01,9.092687964439392090e-01,9.152758121490478516e-01
8.904311656951904297e-01,9.028192758560180664e-01,9.222220778465270996e-01,9.332032203674316406e-01,9.318009018898010254e-01,9.410960078239440918e-01,9.436230659484863281e-01,9.289014339447021484e-01,8.990767002105712891e-01,9.049934744834899902e-01,9.037432670593261719e-01,9.046647548675537109e-01,9.073600172996520996e-01,9.131470322608947754e-01,9.208033680915832520e-01,9.288017749786376953e-01,9.450603127479553223e-01,9.402518868446350098e-01,9.355331063270568848e-01,9.290012121200561523e-01,9.242821931838989258e-01,9.243323802947998047e-01,9.270746111869812012e-01,9.344804883003234863e-01,9.092973470687866211e-01,8.901240229606628418e-01,9.247879981994628906e-01,9.267149567604064941e-01,9.260368347167968750e-01,9.220650792121887207e-01,9.315862059593200684e-01,9.577211737632751465e-01,9.336398243904113770e-01,9.267182350158691406e-01,9.405017495155334473e-01,9.315497279167175293e-01,9.343983530998229980e-01,9.310162067413330078e-01,9.257350564002990723e-01,9.206705689430236816e-01,9.230046868324279785e-01,9.153352975845336914e-01,9.494948387145996094e-01,9.236726760864257812e-01,9.019889831542968750e-01,9.189198017120361328e-01
8.904303312301635742e-01,9.083002209663391113e-01,9.115034937858581543e-01,9.161090850830078125e-01,9.152655601501464844e-01,9.197486042976379395e-01,9.228577017784118652e-01,9.169732332229614258e-01,8.960311412811279297e-01,8.970831036567687988e-01,8.989053964614868164e-01,9.067778587341308594e-01,9.138019680976867676e-01,9.121880531311035156e-01,9.087282419204711914e-01,9.091851115226745605e-01,9.192778468132019043e-01,9.139649868011474609e-01,9.103510975837707520e-01,9.133321046829223633e-01,9.161023497581481934e-01,9.090249538421630859e-01,9.141637682914733887e-01,9.179704785346984863e-01,8.576601147651672363e-01,8.339695930480957031e-01,8.893485069274902344e-01,9.072298407554626465e-01,9.101780652999877930e-01,9.177672863006591797e-01,9.216597080230712891e-01,9.314901828765869141e-01,8.905780315399169922e-01,8.744732737541198730e-01,9.131546616554260254e-01,9.221094250679016113e-01,9.212962985038757324e-01,9.185823202133178711e-01,9.205446243286132812e-01,9.159870743751525879e-01,9.069007635116577148e-01,8.968973159790039062e-01,9.363147020339965820e-01,9.061647057533264160e-01,8.696635961532592773e-01,8.748160600662231445e-01
8.937636017799377441e-01,9.108460545539855957e-01,9.211955666542053223e-01,9.346911907196044922e-01,9.255758523941040039e-01,9.220045804977416992e-01,9.211155176162719727e-01,9.226979017257690430e-01,9.079693555831909180e-01,8.961508274078369141e-01,9.011555314064025879e-01,9.080865383148193359e-01,9.099125862121582031e-01,9.154508113861083984e-01,9.192273020744323730e-01,9.184048175811767578e-01,9.336532354354858398e-01,9.329198598861694336e-01,9.157142043113708496e-01,9.104341864585876465e-01,9.205368757247924805e-01,9.153773784637451172e-01,9.214644432067871094e-01,9.346033930778503418e-01,8.914382457733154297e-01,8.738477826118469238e-01,9.175125956535339355e-01,9.186848402023315430e-01,9.112104177474975586e-01,9.189829826354980469e-01,9.314795732498168945e-01,9.601516127586364746e-01,9.482768177986145020e-01,9.401240348815917969e-01,9.460542201995849609e-01,9.240806102752685547e-01,9.231452345848083496e-01,9.266590476036071777e-01,9.279095530509948730e-01,9.237512946128845215e-01,9.247714281082153320e-01,9.163368344306945801e-01,9.473531246185302734e-01,8.927754163742065430e-01,8.649945259094238281e-01,8.847234845161437988e-01
8.892173767089843750e-01,9.057930707931518555e-01,9.175316691398620605e-01,9.172225594520568848e-01,9.111941456794738770e-01,9.141372442245483398e-01,9.226699471473693848e-01,9.222275018692016602e-01,9.055783152580261230e-01,8.935375213623046875e-01,8.881861567497253418e-01,8.971968889236450195e-01,8.993697166442871094e-01,9.069350361824035645e-01,9.152656793594360352e-01,9.005511403083801270e-01,9.104262590408325195e-01,9.207386374473571777e-01,9.093675613403320312e-01,9.028458595275878906e-01,9.109199643135070801e-01,9.090218544006347656e-01,9.105777144432067871e-01,9.191181659698486328e-01,8.632127046585083008e-01,8.436402678489685059e-01,9.008356928825378418e-01,9.094277024269104004e-01,9.032205343246459961e-01,9.170687198638916016e-01,9.258057475090026855e-01,9.228311181068420410e-01,8.820611834526062012e-01,8.764339089393615723e-01,9.181841015815734863e-01,9.203230738639831543e-01,9.147696495056152344e-01,9.239285588264465332e-01,9.251024127006530762e-01,9.166368246078491211e-01,9.142084121704101562e-01,9.031536579132080078e-01,9.339787364006042480e-01,9.134215712547302246e-01,8.797287344932556152e-01,8.846343755722045898e-01
8.714110851287841797e-01,8.942725658416748047e-01,9.157421588897705078e-01,9.163796901702880859e-01,9.102959632873535156e-01,9.209280014038085938e-01,9.267567992210388184e-01,9.223452806472778320e-01,9.109017848968505859e-01,8.997942805290222168e-01,8.972234129905700684e-01,9.010834097862243652e-01,8.978226184844970703e-01,8.989689350128173828e-01,9.144009947776794434e-01,9.162345528602600098e-01,9.179500341415405273e-01,9.164646267890930176e-01,9.094054102897644043e-01,9.073354601860046387e-01,9.080375432968139648e-01,9.068996906280517578e-01,9.132766127586364746e-01,9.310203194618225098e-01,8.751912713050842285e-01,8.497338294982910156e-01,9.073336720466613770e-01,9.206846356391906738e-01,9.214168787002563477e-01,9.218119382858276367e-01,9.251588582992553711e-01,9.449701905250549316e-01,9.073998332023620605e-01,8.912664651870727539e-01,9.343290328979492188e-01,9.263131022453308105e-01,9.093159437179565430e-01,9.151380658149719238e-01,9.121027588844299316e-01,9.125287532806396484e-01,9.294783473014831543e-01,9.131959080696105957e-01,9.360400438308715820e-01,8.919441699981689453e-01,8.588041663169860840e-01,8.724943995475769043e-01
