0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.213702678680419922e-01,9.053814411163330078e-01,8.895769119262695312e-01,8.619822859764099121e-01,8.732810616493225098e-01,9.952385425567626953e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.425389170646667480e-01,9.746459722518920898e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.292905211448669434e-01,3.193889856338500977e-01,1.788377016782760620e-01,2.081428766250610352e-01,2.790113091468811035e-01,2.925674617290496826e-01,2.854908704757690430e-01,3.349920213222503662e-01,4.423797726631164551e-01,5.789168477058410645e-01,7.302535176277160645e-01,8.056409358978271484e-01,8.294764757156372070e-01
9.351398348808288574e-01,9.321523308753967285e-01,9.191574454307556152e-01,9.148972034454345703e-01,9.263336062431335449e-01,9.251828193664550781e-01,4.614171683788299561e-01,2.155236750841140747e-01,1.064212843775749207e-01,1.471666395664215088e-01,2.959753572940826416e-01,3.366128504276275635e-01,3.066353201866149902e-01,4.071230888366699219e-01,5.241610407829284668e-01,6.304654479026794434e-01,7.564576268196105957e-01,8.263898491859436035e-01,8.595784902572631836e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.950177669525146484e-01,9.868448972702026367e-01,9.723744392395019531e-01,9.521351456642150879e-01,5.663812160491943359e-01,3.574855625629425049e-01,3.026862144470214844e-01,4.285349547863006592e-01,5.582532286643981934e-01,5.794301629066467285e-01,5.453641414642333984e-01,5.002924203872680664e-01,5.552988052368164062e-01,6.871132850646972656e-01,8.010143637657165527e-01,8.563853502273559570e-01,8.871869444847106934e-01
9.171769618988037109e-01,8.908076882362365723e-01,8.940895795822143555e-01,8.962239623069763184e-01,8.749379515647888184e-01,8.236801624298095703e-01,5.238286852836608887e-01,3.611250817775726318e-01,3.117941021919250488e-01,4.073927104473114014e-01,5.284963250160217285e-01,5.535733699798583984e-01,5.339106321334838867e-01,5.691509246826171875e-01,5.850595831871032715e-01,5.955205559730529785e-01,6.626902222633361816e-01,7.358567118644714355e-01,7.869787216186523438e-01
9.536809921264648438e-01,9.262350201606750488e-01,9.339435100555419922e-01,9.448316097259521484e-01,9.314452409744262695e-01,8.509141802787780762e-01,5.234173536300659180e-01,2.999424338340759277e-01,2.517549991607666016e-01,3.740505278110504150e-01,4.864225387573242188e-01,5.157645344734191895e-01,4.777127504348754883e-01,4.774065315723419189e-01,5.188986659049987793e-01,5.869430899620056152e-01,6.734574437141418457e-01,7.531573772430419922e-01,8.001245260238647461e-01
9.253650903701782227e-01,8.860691189765930176e-01,8.749281167984008789e-01,8.835380077362060547e-01,8.882697224617004395e-01,8.363512158393859863e-01,5.217630267143249512e-01,3.671273887157440186e-01,3.561090528964996338e-01,4.749639928340911865e-01,5.527684092521667480e-01,5.700436234474182129e-01,5.506371259689331055e-01,5.198373198509216309e-01,5.634735822677612305e-01,6.852322816848754883e-01,7.831972241401672363e-01,8.151410222053527832e-01,8.350542783737182617e-01
9.188373088836669922e-01,8.990230560302734375e-01,8.758128881454467773e-01,8.826172351837158203e-01,8.899570107460021973e-01,8.540718555450439453e-01,5.473815798759460449e-01,3.372749984264373779e-01,2.941889464855194092e-01,4.027645587921142578e-01,5.013902187347412109e-01,5.457625985145568848e-01,5.369486808776855469e-01,6.139252781867980957e-01,6.963616013526916504e-01,7.136818766593933105e-01,7.581956982612609863e-01,7.966819405555725098e-01,8.214656114578247070e-01
9.138004183769226074e-01,9.066513180732727051e-01,8.928593397140502930e-01,8.836591243743896484e-01,8.955549597740173340e-01,8.484311699867248535e-01,5.498676300048828125e-01,3.840342164039611816e-01,3.563979268074035645e-01,4.623550176620483398e-01,5.321868062019348145e-01,5.605265498161315918e-01,5.461284518241882324e-01,5.542830228805541992e-01,5.955272912979125977e-01,6.677733063697814941e-01,7.397112846374511719e-01,7.755691409111022949e-01,7.957046031951904297e-01
9.251058697700500488e-01,8.844877481460571289e-01,8.626739382743835449e-01,8.796555399894714355e-01,8.857977986335754395e-01,8.304712176322937012e-01,5.523573756217956543e-01,3.531282246112823486e-01,3.285497426986694336e-01,4.446249902248382568e-01,5.338151454925537109e-01,5.563833713531494141e-01,5.142355561256408691e-01,5.064312219619750977e-01,5.483893156051635742e-01,6.404365301132202148e-01,7.412378191947937012e-01,7.860556840896606445e-01,8.018555045127868652e-01
9.438790678977966309e-01,8.770941495895385742e-01,8.585613965988159180e-01,8.835319280624389648e-01,8.869534730911254883e-01,8.431805372238159180e-01,5.802620649337768555e-01,3.835930228233337402e-01,3.235601186752319336e-01,4.021630287170410156e-01,4.729505181312561035e-01,4.876184761524200439e-01,4.628930985927581787e-01,5.190054774284362793e-01,5.746476054191589355e-01,6.462073922157287598e-01,7.355734705924987793e-01,7.938331365585327148e-01,8.194798827171325684e-01
8.970609903335571289e-01,8.495432138442993164e-01,8.402795791625976562e-01,8.559703826904296875e-01,8.686944842338562012e-01,8.277165889739990234e-01,5.313483476638793945e-01,3.730751276016235352e-01,3.345501422882080078e-01,4.300446808338165283e-01,5.258878469467163086e-01,5.449666380882263184e-01,5.099905729293823242e-01,5.087878704071044922e-01,5.766620039939880371e-01,6.666344404220581055e-01,7.291252613067626953e-01,7.683327198028564453e-01,8.058342933654785156e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.587461680173873901e-02,1.587461680173873901e-02,1.587461680173873901e-02,1.587461680173873901e-02,1.587461680173873901e-02,1.854163035750389099e-02,1.856574788689613342e-02,1.569584384560585022e-02,8.686002343893051147e-03,3.174305020365864038e-04,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17
-9.603324532508850098e-02,-9.603324532508850098e-02,-9.603324532508850098e-02,-9.603324532508850098e-02,-9.603324532508850098e-02,-1.210238486528396606e-01,-1.263743638992309570e-01,-1.171143874526023865e-01,-9.653564542531967163e-02,-6.074833869934082031e-02,-6.718382705003023148e-03,3.481525927782058716e-02,6.145244464278221130e-02,7.455510646104812622e-02,8.124218881130218506e-02,8.124218881130218506e-02,8.124218881130218506e-02,8.124218881130218506e-02,8.124218881130218506e-02
-1.061659157276153564e-01,-1.061659157276153564e-01,-1.061659157276153564e-01,-1.061659157276153564e-01,-1.061659157276153564e-01,-1.240302473306655884e-01,-1.190900653600692749e-01,-1.019206717610359192e-01,-7.739572972059249878e-02,-3.508086875081062317e-02,2.359413355588912964e-02,5.739265307784080505e-02,7.628205418586730957e-02,8.172617852687835693e-02,8.077884465456008911e-02,8.077884465456008911e-02,8.077884465456008911e-02,8.077884465456008911e-02,8.077884465456008911e-02
-9.347968548536300659e-02,-9.347968548536300659e-02,-9.347968548536300659e-02,-9.347968548536300659e-02,-9.347968548536300659e-02,-1.004594489932060242e-01,-8.926690369844436646e-02,-6.971529871225357056e-02,-4.618937894701957703e-02,-1.951609924435615540e-02,1.700570061802864075e-02,3.678290918469429016e-02,4.473334923386573792e-02,4.441643133759498596e-02,4.741203039884567261e-02,4.741203039884567261e-02,4.741203039884567261e-02,4.741203039884567261e-02,4.741203039884567261e-02
