0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.314901828765869141e-01,7.624990940093994141e-01,7.266280651092529297e-01,6.834338307380676270e-01,7.043275237083435059e-01,7.701191306114196777e-01,7.780217528343200684e-01,7.535302042961120605e-01,7.347628474235534668e-01,7.140474319458007812e-01,7.454400062561035156e-01,8.048821687698364258e-01,8.392755389213562012e-01,9.252590537071228027e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.296588063240051270e-01,7.896000146865844727e-01,7.406457066535949707e-01,4.260275065898895264e-01,1.085043996572494507e-01,1.126538813114166260e-01,3.030788302421569824e-01,3.256958425045013428e-01,3.584688901901245117e-01,3.211925625801086426e-01,2.318360209465026855e-01,3.276495635509490967e-01,3.964047729969024658e-01,4.110378324985504150e-01,4.749611616134643555e-01,5.466519594192504883e-01,6.224456429481506348e-01,6.948125362396240234e-01,7.381733059883117676e-01,7.620076537132263184e-01,8.024273514747619629e-01,8.314488530158996582e-01,8.502557873725891113e-01,8.495993614196777344e-01,8.390964865684509277e-01,8.465508222579956055e-01
8.990458250045776367e-01,8.350104093551635742e-01,7.835357189178466797e-01,7.271115779876708984e-01,5.760334730148315430e-01,6.572285294532775879e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.922357797622680664e-01,9.677819013595581055e-01,9.614162445068359375e-01,9.596125483512878418e-01,9.465204477310180664e-01,9.487871527671813965e-01
9.167836308479309082e-01,8.391554355621337891e-01,7.563285231590270996e-01,5.864687561988830566e-01,3.697971403598785400e-01,4.133221805095672607e-01,6.627541780471801758e-01,6.630880832672119141e-01,6.881929636001586914e-01,7.149122357368469238e-01,6.706913709640502930e-01,6.682664155960083008e-01,7.537276744842529297e-01,8.056854605674743652e-01,7.883843779563903809e-01,7.567815184593200684e-01,7.778482437133789062e-01,8.180666565895080566e-01,8.451778888702392578e-01,8.974639773368835449e-01,9.286237955093383789e-01,9.438115954399108887e-01,9.564095735549926758e-01,9.710579514503479004e-01,9.672881960868835449e-01,9.650229811668395996e-01
8.599202632904052734e-01,7.655290961265563965e-01,6.903789043426513672e-01,5.278689861297607422e-01,2.030843794345855713e-01,9.950395673513412476e-02,3.159373402595520020e-01,3.754160702228546143e-01,4.344720542430877686e-01,5.196318030357360840e-01,5.834643244743347168e-01,6.818578243255615234e-01,7.123680114746093750e-01,7.125678062438964844e-01,7.108018398284912109e-01,6.661927103996276855e-01,6.593233346939086914e-01,7.026578187942504883e-01,7.355446219444274902e-01,7.897168397903442383e-01,8.516242504119873047e-01,8.937776088714599609e-01,9.126254916191101074e-01,9.135615825653076172e-01,9.070917963981628418e-01,9.083660840988159180e-01
8.603398203849792480e-01,7.529888749122619629e-01,6.651853919029235840e-01,4.310511350631713867e-01,6.812005490064620972e-02,4.683547839522361755e-02,2.548011243343353271e-01,2.476977705955505371e-01,3.583213984966278076e-01,4.362909197807312012e-01,4.658365547657012939e-01,5.245482325553894043e-01,5.522554516792297363e-01,6.377494931221008301e-01,6.777644753456115723e-01,6.862958073616027832e-01,7.031354904174804688e-01,7.506116032600402832e-01,7.705745697021484375e-01,7.933638095855712891e-01,8.515258431434631348e-01,8.672364950180053711e-01,8.583391308784484863e-01,8.648463487625122070e-01,8.633177876472473145e-01,8.756992220878601074e-01
8.574244379997253418e-01,7.483533024787902832e-01,6.742028594017028809e-01,5.386638641357421875e-01,2.593344748020172119e-01,2.339964359998703003e-01,5.098719596862792969e-01,5.117013454437255859e-01,5.422069430351257324e-01,5.693197250366210938e-01,5.546810030937194824e-01,6.021613478660583496e-01,6.880671381950378418e-01,7.845363616943359375e-01,7.461611032485961914e-01,7.102187275886535645e-01,7.173562049865722656e-01,7.487410902976989746e-01,7.721452713012695312e-01,8.143885135650634766e-01,8.780811429023742676e-01,8.992462754249572754e-01,8.963689208030700684e-01,9.223747849464416504e-01,9.152206778526306152e-01,9.042574167251586914e-01
8.552584648132324219e-01,7.542599439620971680e-01,6.827462911605834961e-01,5.093480944633483887e-01,2.919194400310516357e-01,3.300628364086151123e-01,5.237761139869689941e-01,5.157179832458496094e-01,5.681746006011962891e-01,6.111127734184265137e-01,5.822989344596862793e-01,6.261653304100036621e-01,6.212099194526672363e-01,6.637917757034301758e-01,6.316486597061157227e-01,6.119907498359680176e-01,6.339014172554016113e-01,7.065809965133666992e-01,7.448992133140563965e-01,7.923545837402343750e-01,8.528428673744201660e-01,8.889521360397338867e-01,9.080964326858520508e-01,9.165740609169006348e-01,9.041679501533508301e-01,9.018884897232055664e-01
8.566393852233886719e-01,7.592570185661315918e-01,6.678063273429870605e-01,4.636845588684082031e-01,1.810010969638824463e-01,1.712588518857955933e-01,3.296238481998443604e-01,3.016370534896850586e-01,3.050167560577392578e-01,3.791468441486358643e-01,3.648716509342193604e-01,4.755736589431762695e-01,5.817900300025939941e-01,6.306833028793334961e-01,5.911794900894165039e-01,5.651306509971618652e-01,5.800458788871765137e-01,6.295310258865356445e-01,6.606436967849731445e-01,7.260487675666809082e-01,8.085118532180786133e-01,8.563702106475830078e-01,8.780798912048339844e-01,8.860495686531066895e-01,8.778423070907592773e-01,8.942303657531738281e-01
8.240497708320617676e-01,7.350286841392517090e-01,6.611595153808593750e-01,5.144233703613281250e-01,2.334369868040084839e-01,2.015234827995300293e-01,4.515278935432434082e-01,5.046971440315246582e-01,6.003625392913818359e-01,6.623796224594116211e-01,6.432156562805175781e-01,7.366771101951599121e-01,7.548440694808959961e-01,7.543264627456665039e-01,7.516661286354064941e-01,7.250531315803527832e-01,7.325972914695739746e-01,7.817308306694030762e-01,7.906051278114318848e-01,8.268701434135437012e-01,8.557788729667663574e-01,8.662316799163818359e-01,8.693975806236267090e-01,8.852238655090332031e-01,8.691282272338867188e-01,8.922039270401000977e-01
8.350420594215393066e-01,7.478851079940795898e-01,6.741086840629577637e-01,4.320288896560668945e-01,1.490559577941894531e-01,2.167069911956787109e-01,4.461872875690460205e-01,4.843644201755523682e-01,5.886371135711669922e-01,6.219370365142822266e-01,5.549728274345397949e-01,5.858047604560852051e-01,6.261541843414306641e-01,6.530461907386779785e-01,6.627802848815917969e-01,6.617783904075622559e-01,6.733339428901672363e-01,7.183179259300231934e-01,7.371975183486938477e-01,7.878114581108093262e-01,8.540915846824645996e-01,8.777070045471191406e-01,8.737422823905944824e-01,8.905462622642517090e-01,8.848060965538024902e-01,9.017530083656311035e-01
