0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.767591953277587891e-01,9.114366769790649414e-01,8.837015628814697266e-01
9.482892155647277832e-01,9.485862851142883301e-01,9.441189765930175781e-01,9.438856244087219238e-01,9.371853470802307129e-01,9.319331049919128418e-01,9.409748315811157227e-01,9.440873265266418457e-01,9.444940686225891113e-01,9.477975368499755859e-01,9.353308081626892090e-01,9.468483924865722656e-01,9.484705924987792969e-01,9.451542496681213379e-01,9.475056529045104980e-01,9.526302814483642578e-01,9.554159045219421387e-01,9.538079500198364258e-01,9.582701921463012695e-01,9.493707418441772461e-01,9.407227039337158203e-01,9.377872943878173828e-01,9.437659978866577148e-01,9.404050111770629883e-01,9.416880011558532715e-01,9.430999159812927246e-01,9.528998732566833496e-01,9.496900439262390137e-01,9.507820606231689453e-01,9.491155147552490234e-01,9.520464539527893066e-01,9.563544988632202148e-01,9.547784924507141113e-01,9.485945105552673340e-01,9.476523399353027344e-01,9.533985257148742676e-01,9.520913362503051758e-01,9.494103789329528809e-01,9.552633762359619141e-01,9.522866010665893555e-01,9.514610171318054199e-01,9.521583914756774902e-01,9.579669237136840820e-01,9.550020098686218262e-01,9.530580043792724609e-01,9.519041180610656738e-01,9.564617276191711426e-01,9.611918926239013672e-01,9.627448916435241699e-01,9.539086818695068359e-01,9.459062218666076660e-01,9.684497714042663574e-01,9.900760054588317871e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.452028274536132812e-01,9.470576643943786621e-01,9.437584280967712402e-01,9.344419836997985840e-01,9.291578531265258789e-01,9.313482046127319336e-01,9.444680809974670410e-01,9.407285451889038086e-01,9.399983882904052734e-01,9.471042752265930176e-01,9.396641254425048828e-01,9.415395259857177734e-01,9.354060292243957520e-01,9.381781220436096191e-01,9.520692825317382812e-01,9.572163820266723633e-01,9.489984512329101562e-01,9.404041171073913574e-01,9.394019842147827148e-01,9.360026717185974121e-01,9.324771165847778320e-01,9.373828768730163574e-01,9.532672762870788574e-01,9.409411549568176270e-01,9.383564591407775879e-01,9.369572401046752930e-01,9.470545649528503418e-01,9.420086741447448730e-01,9.440589547157287598e-01,9.435079097747802734e-01,9.411284327507019043e-01,9.477176666259765625e-01,9.458062648773193359e-01,9.373235702514648438e-01,9.429286718368530273e-01,9.543642997741699219e-01,9.486336112022399902e-01,9.495530128479003906e-01,9.520961046218872070e-01,9.487615823745727539e-01,9.481451511383056641e-01,9.470303058624267578e-01,9.556039571762084961e-01,9.536943435668945312e-01,9.474738240242004395e-01,9.429144859313964844e-01,9.505878090858459473e-01,9.579688310623168945e-01,9.609137773513793945e-01,9.385109543800354004e-01,9.294936060905456543e-01,9.441066980361938477e-01,9.436295032501220703e-01,9.342189431190490723e-01,9.569266438484191895e-01,9.573385119438171387e-01
9.403540492057800293e-01,9.243460297584533691e-01,9.160440564155578613e-01,9.165574908256530762e-01,9.072730541229248047e-01,9.055812358856201172e-01,9.222207069396972656e-01,9.235361218452453613e-01,9.304593801498413086e-01,9.361981153488159180e-01,9.226548075675964355e-01,9.239044785499572754e-01,9.232186675071716309e-01,9.196803569793701172e-01,9.247042536735534668e-01,9.286521077156066895e-01,9.209280014038085938e-01,9.239202737808227539e-01,9.155478477478027344e-01,9.082342982292175293e-01,9.058086276054382324e-01,9.187514781951904297e-01,9.311033487319946289e-01,9.250310063362121582e-01,9.245629906654357910e-01,9.194768071174621582e-01,9.221509695053100586e-01,9.119658470153808594e-01,9.117303490638732910e-01,9.209175109863281250e-01,9.219132065773010254e-01,9.249702692031860352e-01,9.176535606384277344e-01,9.183352589607238770e-01,9.215481877326965332e-01,9.248191714286804199e-01,9.288939237594604492e-01,9.316847920417785645e-01,9.311376810073852539e-01,9.264412522315979004e-01,9.265055656433105469e-01,9.229483604431152344e-01,9.226885437965393066e-01,9.237037897109985352e-01,9.217846393585205078e-01,9.203389286994934082e-01,9.154706001281738281e-01,9.165698885917663574e-01,9.308371543884277344e-01,9.186870455741882324e-01,9.138152599334716797e-01,9.200859665870666504e-01,9.099937677383422852e-01,8.986898660659790039e-01,8.911109566688537598e-01,8.973194360733032227e-01
9.292583465576171875e-01,9.221518039703369141e-01,9.214545488357543945e-01,9.119578003883361816e-01,8.997350335121154785e-01,9.027969241142272949e-01,9.140338301658630371e-01,9.122445583343505859e-01,9.124308824539184570e-01,9.243133068084716797e-01,9.204994440078735352e-01,9.212133288383483887e-01,9.203853011131286621e-01,9.171044230461120605e-01,9.200087785720825195e-01,9.222325682640075684e-01,9.184455871582031250e-01,9.314655661582946777e-01,9.249323606491088867e-01,9.059601426124572754e-01,8.956156969070434570e-01,9.102654457092285156e-01,9.272994995117187500e-01,9.208220243453979492e-01,9.223418831825256348e-01,9.187182784080505371e-01,9.135645627975463867e-01,9.131871461868286133e-01,9.156388640403747559e-01,9.255815148353576660e-01,9.257487058639526367e-01,9.187833666801452637e-01,9.145225286483764648e-01,9.212006330490112305e-01,9.258475899696350098e-01,9.205087423324584961e-01,9.261466860771179199e-01,9.303123354911804199e-01,9.358209371566772461e-01,9.335940480232238770e-01,9.300324320793151855e-01,9.216724038124084473e-01,9.210405945777893066e-01,9.220588207244873047e-01,9.175172448158264160e-01,9.144069552421569824e-01,9.131224155426025391e-01,9.309788346290588379e-01,9.419245123863220215e-01,9.255669713020324707e-01,9.196133017539978027e-01,9.204447269439697266e-01,9.217339158058166504e-01,9.175837635993957520e-01,9.307661056518554688e-01,9.351616501808166504e-01
9.224297404289245605e-01,9.191637039184570312e-01,9.219027161598205566e-01,9.057855010032653809e-01,8.976269960403442383e-01,8.988525867462158203e-01,9.011374711990356445e-01,8.986926674842834473e-01,9.002793431282043457e-01,9.151093363761901855e-01,9.248096942901611328e-01,9.267169237136840820e-01,9.097411036491394043e-01,9.059897661209106445e-01,9.122337102890014648e-01,9.192724823951721191e-01,9.233479499816894531e-01,9.312950968742370605e-01,9.215292930603027344e-01,9.026767611503601074e-01,8.933044672012329102e-01,9.009363055229187012e-01,9.139924049377441406e-01,9.027245044708251953e-01,9.042537808418273926e-01,9.052267074584960938e-01,8.987318873405456543e-01,8.986725211143493652e-01,9.047253131866455078e-01,9.110468029975891113e-01,9.154977202415466309e-01,9.155005812644958496e-01,9.086347222328186035e-01,9.136372208595275879e-01,9.262192845344543457e-01,9.194591641426086426e-01,9.219664931297302246e-01,9.197965860366821289e-01,9.178147912025451660e-01,9.169757962226867676e-01,9.167747497558593750e-01,9.095339775085449219e-01,9.073673486709594727e-01,9.094750285148620605e-01,9.005519747734069824e-01,8.976539373397827148e-01,9.050000309944152832e-01,9.223778843879699707e-01,9.248775839805603027e-01,9.087139964103698730e-01,8.979298472404479980e-01,9.069527983665466309e-01,8.891571760177612305e-01,8.620132207870483398e-01,8.729879260063171387e-01,8.797691464424133301e-01
9.167531132698059082e-01,9.254147410392761230e-01,9.278501868247985840e-01,9.129368662834167480e-01,9.023429155349731445e-01,9.037345647811889648e-01,9.108000993728637695e-01,9.109219312667846680e-01,9.161635637283325195e-01,9.185091853141784668e-01,9.174731373786926270e-01,9.268138408660888672e-01,9.178363680839538574e-01,9.085263609886169434e-01,9.114693999290466309e-01,9.270982742309570312e-01,9.353175759315490723e-01,9.288214445114135742e-01,9.179043173789978027e-01,9.061190485954284668e-01,8.969892859458923340e-01,9.017568230628967285e-01,9.132038950920104980e-01,9.003909230232238770e-01,9.000201821327209473e-01,9.038046598434448242e-01,9.071887731552124023e-01,9.021630287170410156e-01,9.048009514808654785e-01,9.077600836753845215e-01,9.115887880325317383e-01,9.249818921089172363e-01,9.196892976760864258e-01,9.137381315231323242e-01,9.181888699531555176e-01,9.193112254142761230e-01,9.190563559532165527e-01,9.168511033058166504e-01,9.157519936561584473e-01,9.172844886779785156e-01,9.162860512733459473e-01,9.146106243133544922e-01,9.112163782119750977e-01,9.070262908935546875e-01,9.016450643539428711e-01,8.994910717010498047e-01,9.011154770851135254e-01,9.095062613487243652e-01,9.155248403549194336e-01,9.133274555206298828e-01,9.060953855514526367e-01,9.136028885841369629e-01,9.002962112426757812e-01,8.892214894294738770e-01,8.994182944297790527e-01,9.005979299545288086e-01
9.091688394546508789e-01,9.174422025680541992e-01,9.267841577529907227e-01,9.082560539245605469e-01,8.955574035644531250e-01,9.032832384109497070e-01,9.082948565483093262e-01,9.037089943885803223e-01,9.105368256568908691e-01,9.109973311424255371e-01,8.993963003158569336e-01,9.018928408622741699e-01,9.102557301521301270e-01,9.080235958099365234e-01,9.067861437797546387e-01,9.136962294578552246e-01,9.179409146308898926e-01,9.121361970901489258e-01,8.989275097846984863e-01,8.904818296432495117e-01,8.877051472663879395e-01,8.978370428085327148e-01,9.138281345367431641e-01,9.110221862792968750e-01,9.008834362030029297e-01,9.007952213287353516e-01,9.121667146682739258e-01,8.990460038185119629e-01,8.956590294837951660e-01,9.010307192802429199e-01,8.978169560432434082e-01,9.046285152435302734e-01,9.110124111175537109e-01,9.114440083503723145e-01,9.082784056663513184e-01,9.113224148750305176e-01,9.127415418624877930e-01,9.234321713447570801e-01,9.278519153594970703e-01,9.120866656303405762e-01,9.148077964782714844e-01,9.084887504577636719e-01,9.081445932388305664e-01,9.055950641632080078e-01,8.963541388511657715e-01,8.941577076911926270e-01,8.971589803695678711e-01,9.087759852409362793e-01,9.151138067245483398e-01,9.083206057548522949e-01,9.144327044486999512e-01,9.086607098579406738e-01,8.807999491691589355e-01,8.752610087394714355e-01,8.970196843147277832e-01,9.006597399711608887e-01
9.064559936523437500e-01,9.090585708618164062e-01,9.126461744308471680e-01,9.031569957733154297e-01,8.969241380691528320e-01,9.020183682441711426e-01,9.091134071350097656e-01,9.036694169044494629e-01,9.097823500633239746e-01,9.094443917274475098e-01,8.985079526901245117e-01,9.001788496971130371e-01,9.020190834999084473e-01,8.977325558662414551e-01,9.012755155563354492e-01,9.107429385185241699e-01,9.111891984939575195e-01,9.077368378639221191e-01,9.014786481857299805e-01,8.936921358108520508e-01,8.921679258346557617e-01,9.036285877227783203e-01,9.178417921066284180e-01,9.214845299720764160e-01,9.121250510215759277e-01,8.984717130661010742e-01,9.077612161636352539e-01,9.015854597091674805e-01,9.087517857551574707e-01,9.162211418151855469e-01,9.078196287155151367e-01,9.071396589279174805e-01,9.164879918098449707e-01,9.049625992774963379e-01,9.039772748947143555e-01,9.136289954185485840e-01,9.106813073158264160e-01,9.162911772727966309e-01,9.264293909072875977e-01,9.125612378120422363e-01,9.111948609352111816e-01,8.986694216728210449e-01,9.079888463020324707e-01,9.127757549285888672e-01,9.005440473556518555e-01,8.955315947532653809e-01,9.054684042930603027e-01,9.114756584167480469e-01,9.174913763999938965e-01,9.119896888732910156e-01,9.108991026878356934e-01,9.095653295516967773e-01,8.993670344352722168e-01,8.941398262977600098e-01,8.898584246635437012e-01,8.949191570281982422e-01
