0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.974773526191711426e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.546738028526306152e-01,8.405758738517761230e-01,8.116133213043212891e-01,7.141075730323791504e-01,5.797985196113586426e-01,4.728523194789886475e-01,4.044302403926849365e-01,2.962982952594757080e-01,2.324774563312530518e-01,2.411238104104995728e-01,3.050113916397094727e-01,4.739665985107421875e-01,6.489143967628479004e-01,7.389007806777954102e-01,7.921487092971801758e-01,8.186935782432556152e-01
9.357983469963073730e-01,1.000000000000000000e+00,9.422138333320617676e-01,9.512931704521179199e-01,9.335610866546630859e-01,8.642162680625915527e-01,8.231340050697326660e-01,7.430327534675598145e-01,6.669940352439880371e-01,6.850045919418334961e-01,7.786477208137512207e-01,8.402833938598632812e-01,8.982430100440979004e-01,9.397978186607360840e-01,9.426980018615722656e-01,8.774293661117553711e-01
8.571508526802062988e-01,8.615472316741943359e-01,8.065431118011474609e-01,7.401838302612304688e-01,6.638649106025695801e-01,6.149574518203735352e-01,6.015194654464721680e-01,5.354067087173461914e-01,4.592546224594116211e-01,4.669348895549774170e-01,5.271344184875488281e-01,6.278898715972900391e-01,7.275261878967285156e-01,7.935864925384521484e-01,8.449285626411437988e-01,8.403337597846984863e-01
8.804339766502380371e-01,9.027779102325439453e-01,8.075933456420898438e-01,7.146258950233459473e-01,6.022199988365173340e-01,5.456560254096984863e-01,5.236144661903381348e-01,4.999887645244598389e-01,4.409359991550445557e-01,4.197984635829925537e-01,4.492244720458984375e-01,5.171886682510375977e-01,6.122808456420898438e-01,7.032784819602966309e-01,7.673333883285522461e-01,7.962945103645324707e-01
8.995364308357238770e-01,9.218462109565734863e-01,8.156629800796508789e-01,7.870014905929565430e-01,7.110273838043212891e-01,6.472775340080261230e-01,6.187678575515747070e-01,5.640167593955993652e-01,4.825433194637298584e-01,4.507648050785064697e-01,4.847650527954101562e-01,5.656923055648803711e-01,6.637356877326965332e-01,7.384693622589111328e-01,8.227536082267761230e-01,8.334102630615234375e-01
8.648998737335205078e-01,8.772150278091430664e-01,7.769595384597778320e-01,6.946251988410949707e-01,6.189303398132324219e-01,5.481826066970825195e-01,5.251392722129821777e-01,4.986918270587921143e-01,4.332922101020812988e-01,4.442110657691955566e-01,5.120717883110046387e-01,5.982121825218200684e-01,6.894170045852661133e-01,7.380327582359313965e-01,8.183878064155578613e-01,8.391210436820983887e-01
8.567501902580261230e-01,8.656036853790283203e-01,7.928943037986755371e-01,7.430588006973266602e-01,6.981983184814453125e-01,6.502156853675842285e-01,6.306770443916320801e-01,6.261710524559020996e-01,5.906013846397399902e-01,6.055563688278198242e-01,6.306750178337097168e-01,6.725522875785827637e-01,7.110365033149719238e-01,7.428244948387145996e-01,7.837812900543212891e-01,7.986147999763488770e-01
8.513551354408264160e-01,8.573982119560241699e-01,7.916939854621887207e-01,7.446663379669189453e-01,7.186712622642517090e-01,6.882012486457824707e-01,6.681786775588989258e-01,6.154459118843078613e-01,5.417224764823913574e-01,5.182869434356689453e-01,5.415475368499755859e-01,5.965347290039062500e-01,6.657198071479797363e-01,7.388212680816650391e-01,8.019454479217529297e-01,8.108045458793640137e-01
8.596711754798889160e-01,8.740626573562622070e-01,7.889652252197265625e-01,7.130691409111022949e-01,6.584446430206298828e-01,6.495128870010375977e-01,6.700547337532043457e-01,6.540106534957885742e-01,5.917542576789855957e-01,5.755278468132019043e-01,5.930649042129516602e-01,6.429550647735595703e-01,7.081035971641540527e-01,7.594535350799560547e-01,8.180264234542846680e-01,8.273786306381225586e-01
8.606769442558288574e-01,8.774671554565429688e-01,8.055799603462219238e-01,7.734255194664001465e-01,7.155053615570068359e-01,6.590609550476074219e-01,6.285778284072875977e-01,5.600724220275878906e-01,4.951651096343994141e-01,5.047056078910827637e-01,5.729876160621643066e-01,6.571426391601562500e-01,7.176802158355712891e-01,7.639783024787902832e-01,8.104156851768493652e-01,8.103209733963012695e-01
8.506340384483337402e-01,8.633397221565246582e-01,7.925896048545837402e-01,7.444258928298950195e-01,7.118557691574096680e-01,6.601563096046447754e-01,6.300329566001892090e-01,5.751545429229736328e-01,5.116746425628662109e-01,5.206420421600341797e-01,5.837388038635253906e-01,6.567180752754211426e-01,7.090697288513183594e-01,7.515391707420349121e-01,8.107876777648925781e-01,8.075007796287536621e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.261323632206767797e-04,1.261323632206767797e-04,1.261323632206767797e-04,1.261323632206767797e-04,1.261323632206767797e-04,1.681764988461509347e-04,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17
-8.628732711076736450e-02,-8.628732711076736450e-02,-8.628732711076736450e-02,-8.628732711076736450e-02,-8.628732711076736450e-02,-8.577004820108413696e-02,-7.194258272647857666e-02,-4.033891856670379639e-02,4.299027204979211092e-04,3.709194809198379517e-02,6.573996692895889282e-02,8.513420075178146362e-02,8.513420075178146362e-02,8.513420075178146362e-02,8.513420075178146362e-02,8.513420075178146362e-02
-3.618925809860229492e-02,-3.618925809860229492e-02,-3.618925809860229492e-02,-3.618925809860229492e-02,-3.618925809860229492e-02,-4.354314878582954407e-02,-3.512413054704666138e-02,-2.372237481176853180e-02,-6.001194473356008530e-03,1.389680337160825729e-02,2.810546569526195526e-02,3.323133662343025208e-02,3.323133662343025208e-02,3.323133662343025208e-02,3.323133662343025208e-02,3.323133662343025208e-02
-5.175466835498809814e-02,-5.175466835498809814e-02,-5.175466835498809814e-02,-5.175466835498809814e-02,-5.175466835498809814e-02,-5.153691023588180542e-02,-4.043588042259216309e-02,-2.162795513868331909e-02,1.270007574930787086e-03,2.242304012179374695e-02,4.076123237609863281e-02,5.384041741490364075e-02,5.384041741490364075e-02,5.384041741490364075e-02,5.384041741490364075e-02,5.384041741490364075e-02
-6.172144785523414612e-02,-6.172144785523414612e-02,-6.172144785523414612e-02,-6.172144785523414612e-02,-6.172144785523414612e-02,-5.899615958333015442e-02,-4.476988315582275391e-02,-2.638548426330089569e-02,-4.568816162645816803e-03,1.565295457839965820e-02,3.374708071351051331e-02,4.824052751064300537e-02,4.824052751064300537e-02,4.824052751064300537e-02,4.824052751064300537e-02,4.824052751064300537e-02
-5.458291620016098022e-02,-5.458291620016098022e-02,-5.458291620016098022e-02,-5.458291620016098022e-02,-5.458291620016098022e-02,-5.703189224004745483e-02,-4.787551239132881165e-02,-3.488789498805999756e-02,-1.358633395284414291e-02,8.420727215707302094e-03,3.027688339352607727e-02,4.754307866096496582e-02,4.754307866096496582e-02,4.754307866096496582e-02,4.754307866096496582e-02,4.754307866096496582e-02
-5.853472277522087097e-02,-5.853472277522087097e-02,-5.853472277522087097e-02,-5.853472277522087097e-02,-5.853472277522087097e-02,-5.414459481835365295e-02,-3.719267249107360840e-02,-1.676696352660655975e-02,5.856994073837995529e-03,2.550090104341506958e-02,4.262112826108932495e-02,5.469987168908119202e-02,5.469987168908119202e-02,5.469987168908119202e-02,5.469987168908119202e-02,5.469987168908119202e-02
-3.666951134800910950e-02,-3.666951134800910950e-02,-3.666951134800910950e-02,-3.666951134800910950e-02,-3.666951134800910950e-02,-3.247274830937385559e-02,-2.167704887688159943e-02,-1.023317035287618637e-02,1.629063510335981846e-03,1.240582857280969620e-02,2.117072418332099915e-02,2.707020752131938934e-02,2.707020752131938934e-02,2.707020752131938934e-02,2.707020752131938934e-02,2.707020752131938934e-02
-3.779805451631546021e-02,-3.779805451631546021e-02,-3.779805451631546021e-02,-3.779805451631546021e-02,-3.779805451631546021e-02,-4.025488346815109253e-02,-3.510628268122673035e-02,-2.650303952395915985e-02,-1.395377703011035919e-02,2.618436003103852272e-03,2.052392624318599701e-02,3.545574098825454712e-02,3.545574098825454712e-02,3.545574098825454712e-02,3.545574098825454712e-02,3.545574098825454712e-02
-3.388668224215507507e-02,-3.388668224215507507e-02,-3.388668224215507507e-02,-3.388668224215507507e-02,-3.388668224215507507e-02,-3.153798356652259827e-02,-2.208513580262660980e-02,-1.171443425118923187e-02,-8.916686056181788445e-04,8.885144256055355072e-03,2.013902179896831512e-02,3.091964125633239746e-02,3.091964125633239746e-02,3.091964125633239746e-02,3.091964125633239746e-02,3.091964125633239746e-02
-4.804334044456481934e-02,-4.804334044456481934e-02,-4.804334044456481934e-02,-4.804334044456481934e-02,-4.804334044456481934e-02,-4.893207550048828125e-02,-3.793663531541824341e-02,-2.224680222570896149e-02,-2.726712729781866074e-03,1.598232425749301910e-02,3.227560594677925110e-02,4.349973052740097046e-02,4.349973052740097046e-02,4.349973052740097046e-02,4.349973052740097046e-02,4.349973052740097046e-02
-4.382960125803947449e-02,-4.382960125803947449e-02,-4.382960125803947449e-02,-4.382960125803947449e-02,-4.382960125803947449e-02,-4.389835149049758911e-02,-3.320198133587837219e-02,-1.887615025043487549e-02,-2.809327794238924980e-03,1.396388281136751175e-02,2.971731685101985931e-02,4.023082181811332703e-02,4.023082181811332703e-02,4.023082181811332703e-02,4.023082181811332703e-02,4.023082181811332703e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.822192957159131765e-05,-3.822192957159131765e-05,-3.822192957159131765e-05,-3.822192957159131765e-05,-3.822192957159131765e-05,-1.528877182863652706e-04,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17
-6.719226483255624771e-03,-6.719226483255624771e-03,-6.719226483255624771e-03,-6.719226483255624771e-03,-6.719226483255624771e-03,7.194901350885629654e-03,2.227216213941574097e-02,3.678471967577934265e-02,4.668925702571868896e-02,4.584544152021408081e-02,3.342576697468757629e-02,1.051058154553174973e-02,1.051058154553174973e-02,1.051058154553174973e-02,1.051058154553174973e-02,1.051058154553174973e-02
-1.423863414674997330e-02,-1.423863414674997330e-02,-1.423863414674997330e-02,-1.423863414674997330e-02,-1.423863414674997330e-02,-4.887804388999938965e-03,6.597085390239953995e-03,2.069914899766445160e-02,2.768667228519916534e-02,2.515043877065181732e-02,1.558087393641471863e-02,-3.615683875977993011e-03,-3.615683875977993011e-03,-3.615683875977993011e-03,-3.615683875977993011e-03,-3.615683875977993011e-03
-2.037163823843002319e-03,-2.037163823843002319e-03,-2.037163823843002319e-03,-2.037163823843002319e-03,-2.037163823843002319e-03,4.421376157552003860e-03,1.130144111812114716e-02,2.001434378325939178e-02,2.685011178255081177e-02,2.885035984218120575e-02,2.414402924478054047e-02,7.962806150317192078e-03,7.962806150317192078e-03,7.962806150317192078e-03,7.962806150317192078e-03,7.962806150317192078e-03
5.841712001711130142e-03,5.841712001711130142e-03,5.841712001711130142e-03,5.841712001711130142e-03,5.841712001711130142e-03,1.299268472939729691e-02,1.415231730788946152e-02,1.673192717134952545e-02,1.993099972605705261e-02,2.436215803027153015e-02,2.430823631584644318e-02,1.597367599606513977e-02,1.597367599606513977e-02,1.597367599606513977e-02,1.597367599606513977e-02,1.597367599606513977e-02
-2.120051998645067215e-03,-2.120051998645067215e-03,-2.120051998645067215e-03,-2.120051998645067215e-03,-2.120051998645067215e-03,2.511551370844244957e-03,5.542041733860969543e-03,1.614504121243953705e-02,2.435874193906784058e-02,2.874724380671977997e-02,2.886298671364784241e-02,1.712727919220924377e-02,1.712727919220924377e-02,1.712727919220924377e-02,1.712727919220924377e-02,1.712727919220924377e-02
4.453671630471944809e-03,4.453671630471944809e-03,4.453671630471944809e-03,4.453671630471944809e-03,4.453671630471944809e-03,1.193143054842948914e-02,1.590324565768241882e-02,2.145051956176757812e-02,2.525023184716701508e-02,2.334476821124553680e-02,2.019810676574707031e-02,9.465403854846954346e-03,9.465403854846954346e-03,9.465403854846954346e-03,9.465403854846954346e-03,9.465403854846954346e-03
4.177627153694629669e-03,4.177627153694629669e-03,4.177627153694629669e-03,4.177627153694629669e-03,4.177627153694629669e-03,9.367787279188632965e-03,1.012496557086706161e-02,1.213829685002565384e-02,1.271805260330438614e-02,1.111365109682083130e-02,9.595999494194984436e-03,5.340896081179380417e-03,5.340896081179380417e-03,5.340896081179380417e-03,5.340896081179380417e-03,5.340896081179380417e-03
-2.370289061218500137e-03,-2.370289061218500137e-03,-2.370289061218500137e-03,-2.370289061218500137e-03,-2.370289061218500137e-03,-7.971263257786631584e-04,1.217987854033708572e-03,8.324714377522468567e-03,1.725191250443458557e-02,2.341287024319171906e-02,2.424434758722782135e-02,1.478264760226011276e-02,1.478264760226011276e-02,1.478264760226011276e-02,1.478264760226011276e-02,1.478264760226011276e-02
7.210991811007261276e-03,7.210991811007261276e-03,7.210991811007261276e-03,7.210991811007261276e-03,7.210991811007261276e-03,8.099967613816261292e-03,4.663282539695501328e-03,5.190373864024877548e-03,9.671925567090511322e-03,1.530294306576251984e-02,1.858474314212799072e-02,1.231287419795989990e-02,1.231287419795989990e-02,1.231287419795989990e-02,1.231287419795989990e-02,1.231287419795989990e-02
-4.565551877021789551e-03,-4.565551877021789551e-03,-4.565551877021789551e-03,-4.565551877021789551e-03,-4.565551877021789551e-03,2.397047588601708412e-03,9.880134835839271545e-03,2.047651074826717377e-02,2.538001909852027893e-02,2.441228739917278290e-02,1.871480233967304230e-02,4.927280358970165253e-03,4.927280358970165253e-03,4.927280358970165253e-03,4.927280358970165253e-03,4.927280358970165253e-03
-2.774654421955347061e-03,-2.774654421955347061e-03,-2.774654421955347061e-03,-2.774654421955347061e-03,-2.774654421955347061e-03,2.834331477060914040e-03,8.665549568831920624e-03,1.719196140766143799e-02,2.257970906794071198e-02,2.166957035660743713e-02,1.769259944558143616e-02,5.805257707834243774e-03,5.805257707834243774e-03,5.805257707834243774e-03,5.805257707834243774e-03,5.805257707834243774e-03
