0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.251087307929992676e-01,8.640441894531250000e-01,8.619378209114074707e-01,9.129177927970886230e-01,9.659593105316162109e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.938347935676574707e-01,1.000000000000000000e+00
9.422944188117980957e-01,9.819054007530212402e-01,9.755280613899230957e-01,9.467064142227172852e-01,9.484145641326904297e-01,9.532333016395568848e-01,9.511005878448486328e-01,9.442099928855895996e-01,9.516023397445678711e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.566056728363037109e-01,9.639075398445129395e-01,9.715473055839538574e-01,9.659373164176940918e-01,9.611060619354248047e-01,9.622868299484252930e-01,9.598973393440246582e-01,9.573290944099426270e-01,9.541008472442626953e-01,9.569672942161560059e-01,9.554792046546936035e-01,9.523109793663024902e-01,9.509105086326599121e-01,9.494754076004028320e-01,9.628026485443115234e-01,9.591215252876281738e-01,9.576684236526489258e-01,9.498044252395629883e-01,9.508815407752990723e-01,9.527930021286010742e-01,9.524083733558654785e-01,9.360401630401611328e-01,9.452586174011230469e-01,9.603689312934875488e-01,9.693154096603393555e-01,9.698361754417419434e-01,9.635810256004333496e-01,9.680069088935852051e-01,9.666399359703063965e-01,9.573460817337036133e-01,9.584102630615234375e-01,9.685744047164916992e-01,9.578502178192138672e-01,9.505448937416076660e-01,9.549604654312133789e-01,9.559277892112731934e-01,9.583315849304199219e-01,9.737709760665893555e-01,1.000000000000000000e+00,9.951422214508056641e-01
8.904135823249816895e-01,9.187813401222229004e-01,9.268884658813476562e-01,9.224891662597656250e-01,9.367923736572265625e-01,9.417135715484619141e-01,9.455943107604980469e-01,9.356677532196044922e-01,9.395484924316406250e-01,9.004836678504943848e-01,8.648376464843750000e-01,8.676310181617736816e-01,8.994271755218505859e-01,9.319625496864318848e-01,9.428228735923767090e-01,9.242929816246032715e-01,9.372652173042297363e-01,9.529290199279785156e-01,9.525372982025146484e-01,9.547092914581298828e-01,9.480288624763488770e-01,9.511355757713317871e-01,9.521079659461975098e-01,9.476360678672790527e-01,9.435116648674011230e-01,9.506872892379760742e-01,9.472120404243469238e-01,9.416736364364624023e-01,9.400771260261535645e-01,9.300547838211059570e-01,9.316361546516418457e-01,9.274587035179138184e-01,9.400710463523864746e-01,9.474669694900512695e-01,9.317779541015625000e-01,9.066211581230163574e-01,9.238808155059814453e-01,9.509999752044677734e-01,9.643036127090454102e-01,9.643452167510986328e-01,9.505739212036132812e-01,9.509451985359191895e-01,9.572009444236755371e-01,9.414762258529663086e-01,9.427356123924255371e-01,9.628660082817077637e-01,9.603064060211181641e-01,9.456120133399963379e-01,9.442665576934814453e-01,9.485607743263244629e-01,9.542101621627807617e-01,9.571701884269714355e-01,9.463523626327514648e-01,9.333935379981994629e-01
8.945639729499816895e-01,9.198303818702697754e-01,9.215008616447448730e-01,9.124974608421325684e-01,9.111447334289550781e-01,9.185945987701416016e-01,9.305287003517150879e-01,9.158663749694824219e-01,9.134145975112915039e-01,9.166235923767089844e-01,8.962816596031188965e-01,8.953362703323364258e-01,9.316372275352478027e-01,9.626685976982116699e-01,9.420760273933410645e-01,9.218394160270690918e-01,9.335746765136718750e-01,9.455478787422180176e-01,9.426130056381225586e-01,9.367066025733947754e-01,9.376738667488098145e-01,9.394370913505554199e-01,9.295470714569091797e-01,9.258724451065063477e-01,9.281042218208312988e-01,9.299982786178588867e-01,9.377563595771789551e-01,9.386486411094665527e-01,9.310606122016906738e-01,9.172981977462768555e-01,9.161144495010375977e-01,9.199457168579101562e-01,9.307051301002502441e-01,9.369073510169982910e-01,9.099152088165283203e-01,8.837090730667114258e-01,9.036461710929870605e-01,9.325492382049560547e-01,9.528486132621765137e-01,9.596034884452819824e-01,9.392820596694946289e-01,9.368832111358642578e-01,9.413892626762390137e-01,9.300998449325561523e-01,9.319195151329040527e-01,9.446381926536560059e-01,9.403594732284545898e-01,9.299435615539550781e-01,9.254236221313476562e-01,9.196159243583679199e-01,9.309477806091308594e-01,9.460080862045288086e-01,9.222769737243652344e-01,9.056482315063476562e-01
8.896409273147583008e-01,9.102060198783874512e-01,9.123460650444030762e-01,9.108298420906066895e-01,9.169664978981018066e-01,9.199153780937194824e-01,9.313309192657470703e-01,9.197915196418762207e-01,9.164132475852966309e-01,9.123949408531188965e-01,8.925492167472839355e-01,8.956642150878906250e-01,9.159708619117736816e-01,9.436500668525695801e-01,9.390843510627746582e-01,9.174962043762207031e-01,9.258899092674255371e-01,9.317110180854797363e-01,9.240350723266601562e-01,9.275367259979248047e-01,9.411891102790832520e-01,9.405404329299926758e-01,9.332664608955383301e-01,9.334909319877624512e-01,9.244588613510131836e-01,9.251276254653930664e-01,9.295550584793090820e-01,9.357773661613464355e-01,9.195251464843750000e-01,9.014728069305419922e-01,9.154516458511352539e-01,9.213467836380004883e-01,9.248759746551513672e-01,9.211208820343017578e-01,9.008421897888183594e-01,8.810361027717590332e-01,8.944444656372070312e-01,9.274713993072509766e-01,9.482725262641906738e-01,9.541916847229003906e-01,9.346520900726318359e-01,9.290223717689514160e-01,9.305132031440734863e-01,9.259622097015380859e-01,9.275109767913818359e-01,9.486574530601501465e-01,9.422483444213867188e-01,9.292643666267395020e-01,9.254220724105834961e-01,9.242587089538574219e-01,9.309514760971069336e-01,9.479441046714782715e-01,9.471697807312011719e-01,9.332619905471801758e-01
8.797100186347961426e-01,9.053720235824584961e-01,9.028517603874206543e-01,8.993418812751770020e-01,9.114724397659301758e-01,9.154912829399108887e-01,9.104169607162475586e-01,8.990176320075988770e-01,9.043105840682983398e-01,8.707622885704040527e-01,8.453168272972106934e-01,8.558034896850585938e-01,8.850150108337402344e-01,9.148360490798950195e-01,9.155207276344299316e-01,9.014092087745666504e-01,9.091721177101135254e-01,9.209442138671875000e-01,9.222264289855957031e-01,9.202463626861572266e-01,9.277923703193664551e-01,9.314419031143188477e-01,9.266310334205627441e-01,9.289128780364990234e-01,9.230324029922485352e-01,9.211922883987426758e-01,9.164910316467285156e-01,9.185192584991455078e-01,9.040861725807189941e-01,8.894323706626892090e-01,9.081020951271057129e-01,9.110973477363586426e-01,9.235199093818664551e-01,9.217050671577453613e-01,8.957586288452148438e-01,8.729698657989501953e-01,8.830511569976806641e-01,9.080979824066162109e-01,9.190610051155090332e-01,9.254035949707031250e-01,9.217736721038818359e-01,9.187255501747131348e-01,9.167467355728149414e-01,9.113887548446655273e-01,9.072048664093017578e-01,9.325350522994995117e-01,9.338907003402709961e-01,9.190634489059448242e-01,9.108792543411254883e-01,9.128767251968383789e-01,9.197180867195129395e-01,9.233550429344177246e-01,9.078881740570068359e-01,9.018374681472778320e-01
8.914745450019836426e-01,9.263920783996582031e-01,9.289205670356750488e-01,9.157943725585937500e-01,9.193406701087951660e-01,9.251443147659301758e-01,9.234465956687927246e-01,9.090551733970642090e-01,9.128086566925048828e-01,9.204879403114318848e-01,9.058365225791931152e-01,9.121581912040710449e-01,9.438571333885192871e-01,9.648490548133850098e-01,9.231351017951965332e-01,9.049981236457824707e-01,9.183411002159118652e-01,9.214196801185607910e-01,9.169048070907592773e-01,9.180350303649902344e-01,9.244909286499023438e-01,9.281988143920898438e-01,9.279255270957946777e-01,9.332209825515747070e-01,9.275286197662353516e-01,9.246112704277038574e-01,9.227309823036193848e-01,9.223105907440185547e-01,9.077434539794921875e-01,8.878872990608215332e-01,9.077455401420593262e-01,9.125227928161621094e-01,9.190079569816589355e-01,9.209420084953308105e-01,8.896475434303283691e-01,8.657090067863464355e-01,8.830105662345886230e-01,9.113135933876037598e-01,9.219533205032348633e-01,9.234848022460937500e-01,9.130705595016479492e-01,9.187861084938049316e-01,9.233054518699645996e-01,9.126535654067993164e-01,9.117107987403869629e-01,9.371484518051147461e-01,9.294284582138061523e-01,9.122033119201660156e-01,9.152558445930480957e-01,9.177563786506652832e-01,9.219966530799865723e-01,9.348617196083068848e-01,9.281093478202819824e-01,9.227638244628906250e-01
8.704036474227905273e-01,8.965197801589965820e-01,9.050247073173522949e-01,9.072154164314270020e-01,9.089764952659606934e-01,9.002993106842041016e-01,9.039953947067260742e-01,9.003869891166687012e-01,9.071010947227478027e-01,8.649830818176269531e-01,8.328853845596313477e-01,8.421165943145751953e-01,8.798835277557373047e-01,9.179394841194152832e-01,9.074557423591613770e-01,8.883996605873107910e-01,9.015020132064819336e-01,9.182325601577758789e-01,9.107878208160400391e-01,9.078354239463806152e-01,9.155713915824890137e-01,9.158962965011596680e-01,9.210870862007141113e-01,9.181919693946838379e-01,9.097704291343688965e-01,9.105975031852722168e-01,9.116588234901428223e-01,9.046350717544555664e-01,8.919367194175720215e-01,8.836048245429992676e-01,9.056488275527954102e-01,9.055498838424682617e-01,9.055295586585998535e-01,9.113240242004394531e-01,8.777133822441101074e-01,8.526309728622436523e-01,8.765041828155517578e-01,9.000687003135681152e-01,9.056263566017150879e-01,9.114639759063720703e-01,9.081772565841674805e-01,9.138967990875244141e-01,9.176048636436462402e-01,9.081864953041076660e-01,9.092621803283691406e-01,9.273476004600524902e-01,9.107459187507629395e-01,8.989810943603515625e-01,8.980786800384521484e-01,9.011058807373046875e-01,9.019619226455688477e-01,9.108699560165405273e-01,8.777014017105102539e-01,8.686126470565795898e-01
8.838125467300415039e-01,9.115609526634216309e-01,9.138494729995727539e-01,9.021029472351074219e-01,9.006800651550292969e-01,8.964544534683227539e-01,8.974294662475585938e-01,8.967891931533813477e-01,9.035421609878540039e-01,9.088525772094726562e-01,8.662837147712707520e-01,8.683847188949584961e-01,9.048881530761718750e-01,9.355347752571105957e-01,9.091379046440124512e-01,8.902397155761718750e-01,8.978754878044128418e-01,9.166194200515747070e-01,9.205163717269897461e-01,9.153236150741577148e-01,9.174801111221313477e-01,9.153173565864562988e-01,9.182230830192565918e-01,9.213716983795166016e-01,9.155765175819396973e-01,9.207243323326110840e-01,9.252321124076843262e-01,9.124047160148620605e-01,8.988369107246398926e-01,8.930704593658447266e-01,9.015823006629943848e-01,9.015682339668273926e-01,9.095463752746582031e-01,9.165054559707641602e-01,8.718262910842895508e-01,8.402830958366394043e-01,8.695716857910156250e-01,9.000077843666076660e-01,9.149995446205139160e-01,9.251238107681274414e-01,9.110483527183532715e-01,9.056043028831481934e-01,9.152721762657165527e-01,9.168905615806579590e-01,9.153953790664672852e-01,9.278299212455749512e-01,9.079836010932922363e-01,9.047006964683532715e-01,9.095656275749206543e-01,9.085518717765808105e-01,9.035087823867797852e-01,9.220237135887145996e-01,9.174422621726989746e-01,9.032722115516662598e-01
