0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.979059100151062012e-01,9.406243562698364258e-01,9.916410446166992188e-01,1.000000000000000000e+00
9.354605674743652344e-01,9.208996891975402832e-01,9.110531806945800781e-01,9.267119765281677246e-01,9.387447237968444824e-01,9.408992528915405273e-01,9.366011619567871094e-01,9.251707792282104492e-01,9.230955839157104492e-01,9.224987626075744629e-01,9.254465699195861816e-01,9.247951507568359375e-01,9.160540103912353516e-01,9.157358407974243164e-01,9.171010255813598633e-01,9.157207012176513672e-01,9.195529818534851074e-01,9.274119138717651367e-01,9.314787387847900391e-01,9.263711571693420410e-01,9.192470908164978027e-01,9.146417379379272461e-01,9.219342470169067383e-01,9.316753745079040527e-01,9.298068881034851074e-01,9.218251109123229980e-01,9.228055477142333984e-01,9.311050176620483398e-01,9.261683821678161621e-01,9.240678548812866211e-01,9.292371273040771484e-01,9.316126108169555664e-01,9.298726916313171387e-01,9.203102588653564453e-01,9.236677289009094238e-01,9.346662163734436035e-01,9.359095692634582520e-01,9.323232173919677734e-01,9.290040731430053711e-01,9.398300051689147949e-01,9.402624964714050293e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.319056868553161621e-01
9.344920516014099121e-01,9.273105859756469727e-01,9.158744812011718750e-01,9.218580722808837891e-01,9.171916842460632324e-01,9.170303940773010254e-01,9.263553023338317871e-01,9.187184572219848633e-01,9.189388751983642578e-01,9.176856875419616699e-01,9.199109673500061035e-01,9.282864928245544434e-01,9.203611016273498535e-01,9.193542599678039551e-01,9.332471489906311035e-01,9.308024644851684570e-01,9.291794300079345703e-01,9.341197013854980469e-01,9.248116016387939453e-01,9.219804406166076660e-01,9.136504530906677246e-01,9.118112325668334961e-01,9.185311794281005859e-01,9.237741231918334961e-01,9.212025403976440430e-01,9.159310460090637207e-01,9.228397011756896973e-01,9.310935735702514648e-01,9.240710735321044922e-01,9.198988080024719238e-01,9.259873032569885254e-01,9.259710311889648438e-01,9.169989824295043945e-01,9.105909466743469238e-01,9.176041483879089355e-01,9.292727112770080566e-01,9.286195635795593262e-01,9.229341149330139160e-01,9.240216612815856934e-01,9.269397854804992676e-01,9.204693436622619629e-01,9.666777849197387695e-01,9.581708312034606934e-01,9.664044976234436035e-01,9.227289557456970215e-01
8.908133506774902344e-01,8.873172402381896973e-01,8.848620057106018066e-01,8.880798816680908203e-01,8.867315053939819336e-01,8.827524781227111816e-01,8.965229392051696777e-01,9.013013839721679688e-01,8.929615020751953125e-01,8.899505734443664551e-01,8.907063603401184082e-01,8.995029926300048828e-01,8.883071541786193848e-01,8.912842273712158203e-01,9.100660085678100586e-01,9.078704714775085449e-01,9.019490480422973633e-01,9.007108211517333984e-01,8.914788365364074707e-01,8.866515755653381348e-01,8.826620578765869141e-01,8.823029398918151855e-01,8.894074559211730957e-01,8.904488086700439453e-01,8.937306404113769531e-01,8.915385603904724121e-01,8.957835435867309570e-01,8.995893597602844238e-01,8.978651165962219238e-01,8.917979598045349121e-01,8.933333158493041992e-01,8.972613215446472168e-01,8.894700407981872559e-01,8.878523111343383789e-01,8.992689847946166992e-01,8.994030356407165527e-01,9.006814956665039062e-01,8.989300727844238281e-01,9.011474251747131348e-01,9.042942523956298828e-01,9.031108617782592773e-01,9.137008786201477051e-01,8.816837072372436523e-01,8.992252945899963379e-01,8.870069980621337891e-01
8.926956653594970703e-01,8.860030174255371094e-01,8.809115290641784668e-01,8.800162076950073242e-01,8.861047625541687012e-01,8.833668828010559082e-01,8.895037174224853516e-01,8.960272073745727539e-01,8.850887417793273926e-01,8.856744766235351562e-01,8.863666057586669922e-01,8.832300305366516113e-01,8.795988559722900391e-01,8.923846483230590820e-01,8.952007889747619629e-01,8.991231918334960938e-01,9.005773663520812988e-01,8.964157104492187500e-01,8.835361599922180176e-01,8.763603568077087402e-01,8.697823286056518555e-01,8.717067837715148926e-01,8.875988721847534180e-01,8.892048001289367676e-01,8.880785703659057617e-01,8.867629766464233398e-01,8.888670206069946289e-01,8.945409059524536133e-01,9.039138555526733398e-01,8.994249701499938965e-01,8.956803679466247559e-01,9.010922312736511230e-01,8.960827589035034180e-01,8.913710117340087891e-01,9.010227322578430176e-01,8.991550803184509277e-01,8.941581249237060547e-01,8.862406015396118164e-01,8.889834880828857422e-01,8.927819728851318359e-01,8.984600305557250977e-01,9.818106889724731445e-01,9.775300025939941406e-01,9.686269164085388184e-01,8.858969211578369141e-01
8.988626003265380859e-01,8.893082141876220703e-01,8.956778049468994141e-01,9.013264179229736328e-01,8.923408985137939453e-01,8.855758905410766602e-01,8.956953883171081543e-01,8.994725346565246582e-01,8.885397315025329590e-01,8.864229917526245117e-01,8.935589790344238281e-01,8.932568430900573730e-01,8.852463960647583008e-01,8.911134600639343262e-01,8.969914317131042480e-01,8.998118042945861816e-01,9.075930118560791016e-01,8.957648277282714844e-01,8.843911290168762207e-01,8.839674592018127441e-01,8.752105236053466797e-01,8.716137409210205078e-01,8.788738250732421875e-01,8.833953142166137695e-01,8.803417682647705078e-01,8.818150162696838379e-01,8.857522606849670410e-01,8.895400762557983398e-01,8.935323357582092285e-01,8.815249204635620117e-01,8.899489045143127441e-01,8.970436453819274902e-01,8.814064860343933105e-01,8.867640495300292969e-01,8.962137103080749512e-01,8.990646004676818848e-01,8.873707652091979980e-01,8.745002746582031250e-01,8.799329400062561035e-01,8.902589678764343262e-01,8.927270174026489258e-01,9.071691632270812988e-01,8.808896541595458984e-01,8.999457359313964844e-01,8.855707645416259766e-01
8.990980982780456543e-01,8.910217285156250000e-01,8.965754508972167969e-01,9.031735062599182129e-01,8.903747797012329102e-01,8.800664544105529785e-01,8.929384350776672363e-01,8.952345252037048340e-01,8.901068568229675293e-01,8.866885304450988770e-01,8.863881230354309082e-01,8.851324319839477539e-01,8.865914344787597656e-01,8.899056911468505859e-01,8.915581107139587402e-01,9.007875919342041016e-01,9.064051508903503418e-01,8.939649462699890137e-01,8.936145305633544922e-01,8.914566040039062500e-01,8.796319961547851562e-01,8.786538243293762207e-01,8.837196826934814453e-01,8.919697999954223633e-01,8.847698569297790527e-01,8.882966041564941406e-01,8.840399384498596191e-01,8.832906484603881836e-01,8.917374610900878906e-01,8.782051205635070801e-01,8.844174146652221680e-01,8.852860331535339355e-01,8.706311583518981934e-01,8.843343257904052734e-01,8.976039290428161621e-01,9.067947268486022949e-01,9.007183909416198730e-01,8.876318931579589844e-01,8.791950941085815430e-01,8.875010013580322266e-01,8.960919380187988281e-01,9.544023275375366211e-01,9.426044821739196777e-01,9.405881762504577637e-01,8.871973156929016113e-01
8.903122544288635254e-01,8.821297287940979004e-01,8.759106397628784180e-01,8.816407918930053711e-01,8.886355161666870117e-01,8.892448544502258301e-01,8.888499140739440918e-01,8.778495192527770996e-01,8.798055052757263184e-01,8.832842707633972168e-01,8.832180500030517578e-01,8.785140514373779297e-01,8.702558279037475586e-01,8.770274519920349121e-01,8.876340389251708984e-01,8.906784653663635254e-01,8.870200514793395996e-01,8.891561031341552734e-01,8.914517760276794434e-01,8.842290043830871582e-01,8.792999982833862305e-01,8.824627995491027832e-01,8.913709521293640137e-01,8.918367028236389160e-01,8.840345144271850586e-01,8.856257796287536621e-01,8.819762468338012695e-01,8.836545348167419434e-01,8.878658413887023926e-01,8.781739473342895508e-01,8.789106011390686035e-01,8.764519095420837402e-01,8.723313212394714355e-01,8.797612786293029785e-01,8.983836770057678223e-01,8.910343050956726074e-01,8.831351995468139648e-01,8.886206150054931641e-01,8.831991553306579590e-01,8.873181939125061035e-01,8.912750482559204102e-01,9.283467531204223633e-01,9.068084359169006348e-01,9.159047603607177734e-01,8.894461989402770996e-01
8.973642587661743164e-01,8.818244338035583496e-01,8.765116930007934570e-01,8.865604400634765625e-01,8.945789337158203125e-01,8.903258442878723145e-01,8.885685205459594727e-01,8.882857561111450195e-01,8.844845890998840332e-01,8.891209959983825684e-01,8.959974646568298340e-01,8.936899900436401367e-01,8.807583451271057129e-01,8.872675299644470215e-01,8.948140144348144531e-01,8.892659544944763184e-01,8.866854310035705566e-01,8.947482109069824219e-01,8.863838315010070801e-01,8.864006996154785156e-01,8.908486962318420410e-01,8.827961683273315430e-01,8.796108365058898926e-01,8.807806968688964844e-01,8.784405589103698730e-01,8.832551240921020508e-01,8.845696449279785156e-01,8.827632069587707520e-01,8.791196942329406738e-01,8.723858594894409180e-01,8.760257363319396973e-01,8.780376315116882324e-01,8.768124580383300781e-01,8.714298009872436523e-01,8.891167044639587402e-01,8.907291889190673828e-01,8.837814331054687500e-01,8.797268271446228027e-01,8.786580562591552734e-01,8.843232989311218262e-01,8.917808532714843750e-01,9.217745065689086914e-01,9.013406634330749512e-01,9.186936020851135254e-01,8.971144556999206543e-01
