0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.788680672645568848e-01,9.736617803573608398e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.654421210289001465e-01,8.783645033836364746e-01,9.054988622665405273e-01,1.000000000000000000e+00,9.724299311637878418e-01,9.786940813064575195e-01,9.382134079933166504e-01,8.551557064056396484e-01,8.708682060241699219e-01,9.283450841903686523e-01,9.704098701477050781e-01,9.887886643409729004e-01,9.771907925605773926e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.383088946342468262e-01,9.424602389335632324e-01,9.432399272918701172e-01,9.463663697242736816e-01,9.543644189834594727e-01,9.431277513504028320e-01,9.378262162208557129e-01,9.263411164283752441e-01,9.264380931854248047e-01,9.270365834236145020e-01,9.346774816513061523e-01,9.740602374076843262e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.693115353584289551e-01,9.111321568489074707e-01,9.001561999320983887e-01,9.183295369148254395e-01,9.376941919326782227e-01,9.496743679046630859e-01,9.558281302452087402e-01,9.521097540855407715e-01,9.455709457397460938e-01,9.450048208236694336e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.979305863380432129e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.768003821372985840e-01,9.514828920364379883e-01,9.579977989196777344e-01,9.571911096572875977e-01,9.556422233581542969e-01,9.563463926315307617e-01,9.556523561477661133e-01,9.629251360893249512e-01,9.552386403083801270e-01,9.508962035179138184e-01,9.370673298835754395e-01,9.307142496109008789e-01,9.518023729324340820e-01,9.563164114952087402e-01,9.655387997627258301e-01,9.646612405776977539e-01,9.666637778282165527e-01,9.689051508903503418e-01,9.665957093238830566e-01,9.709601402282714844e-01,9.614262580871582031e-01,9.497291445732116699e-01,9.510160088539123535e-01,9.564523696899414062e-01,9.595599174499511719e-01,9.534740447998046875e-01
9.244401454925537109e-01,9.251438975334167480e-01,9.308252930641174316e-01,9.372570514678955078e-01,9.453161358833312988e-01,9.276270270347595215e-01,9.094491600990295410e-01,8.985527753829956055e-01,8.998661637306213379e-01,9.089871644973754883e-01,9.220375418663024902e-01,9.332296848297119141e-01,9.406734108924865723e-01,9.411656260490417480e-01,9.355556368827819824e-01,9.065737724304199219e-01,9.057531952857971191e-01,9.145428538322448730e-01,9.217490553855895996e-01,9.428643584251403809e-01,9.496904611587524414e-01,9.425818324089050293e-01,9.331880211830139160e-01,9.318721294403076172e-01,9.573660492897033691e-01,9.412104487419128418e-01,9.414122700691223145e-01,9.540430307388305664e-01,9.267162680625915527e-01,9.306440353393554688e-01,9.034463167190551758e-01,8.645832538604736328e-01,8.767997622489929199e-01,9.140977859497070312e-01,9.429417252540588379e-01,9.531730413436889648e-01,9.459879994392395020e-01,9.534741044044494629e-01,9.398322701454162598e-01,9.492070674896240234e-01,9.509274363517761230e-01,9.475350975990295410e-01,9.402899146080017090e-01,9.497089982032775879e-01,9.666992425918579102e-01,9.530099630355834961e-01,9.466400742530822754e-01,9.181035757064819336e-01,9.047279357910156250e-01,9.251325726509094238e-01,9.288133978843688965e-01,9.489914774894714355e-01,9.537385106086730957e-01,9.613481760025024414e-01,9.584564566612243652e-01,9.688506126403808594e-01,9.771001935005187988e-01,9.640998840332031250e-01,9.520875811576843262e-01,9.402171373367309570e-01,9.420265555381774902e-01,9.530007243156433105e-01,9.425765275955200195e-01
9.185830354690551758e-01,9.169447422027587891e-01,9.170696139335632324e-01,9.190238714218139648e-01,9.226938486099243164e-01,8.950605988502502441e-01,8.696001768112182617e-01,8.768696784973144531e-01,8.785280585289001465e-01,8.848593831062316895e-01,8.978353738784790039e-01,9.142675399780273438e-01,9.241639971733093262e-01,9.172130227088928223e-01,9.102744460105895996e-01,8.784315586090087891e-01,8.771626353263854980e-01,8.887842893600463867e-01,8.953955173492431641e-01,9.277845621109008789e-01,9.320817589759826660e-01,9.157650470733642578e-01,9.171928763389587402e-01,9.148799777030944824e-01,8.989996910095214844e-01,8.585081696510314941e-01,8.761864900588989258e-01,9.365283846855163574e-01,9.268640279769897461e-01,9.284633398056030273e-01,9.140388965606689453e-01,8.783869147300720215e-01,8.933495879173278809e-01,9.361887574195861816e-01,9.542319178581237793e-01,9.456886649131774902e-01,9.501315951347351074e-01,9.476323723793029785e-01,9.275504946708679199e-01,9.352306127548217773e-01,9.402894377708435059e-01,9.410015940666198730e-01,9.325905442237854004e-01,9.331251382827758789e-01,9.456096887588500977e-01,9.459879398345947266e-01,9.386889338493347168e-01,9.050694704055786133e-01,8.911193609237670898e-01,9.090367555618286133e-01,9.162231683731079102e-01,9.301741123199462891e-01,9.383268356323242188e-01,9.458169937133789062e-01,9.463140964508056641e-01,9.575925469398498535e-01,9.632644653320312500e-01,9.500811696052551270e-01,9.373042583465576172e-01,9.312898516654968262e-01,9.365960955619812012e-01,9.443631768226623535e-01,9.331886172294616699e-01
9.189680218696594238e-01,9.123269915580749512e-01,9.085316658020019531e-01,9.156873822212219238e-01,9.246041774749755859e-01,8.967397212982177734e-01,8.837450146675109863e-01,8.693753480911254883e-01,8.635778427124023438e-01,8.761041760444641113e-01,8.905218243598937988e-01,9.168332219123840332e-01,9.326401948928833008e-01,9.241930842399597168e-01,9.150772094726562500e-01,8.845442533493041992e-01,8.758167028427124023e-01,8.841311335563659668e-01,8.983401060104370117e-01,9.231713414192199707e-01,9.292638897895812988e-01,9.199519157409667969e-01,9.128674268722534180e-01,9.127251505851745605e-01,9.687492847442626953e-01,9.528913497924804688e-01,9.517538547515869141e-01,9.544114470481872559e-01,9.399148225784301758e-01,9.329641461372375488e-01,9.083752036094665527e-01,8.781502842903137207e-01,8.967317342758178711e-01,9.324328303337097168e-01,9.471650719642639160e-01,9.466768503189086914e-01,9.419474005699157715e-01,9.436674118041992188e-01,9.356537461280822754e-01,9.420523643493652344e-01,9.319555163383483887e-01,9.394562840461730957e-01,9.373635053634643555e-01,9.348148107528686523e-01,9.400329589843750000e-01,9.382284283638000488e-01,9.321932792663574219e-01,9.092418551445007324e-01,8.975461125373840332e-01,9.101764559745788574e-01,9.193323850631713867e-01,9.346954822540283203e-01,9.419866204261779785e-01,9.529864788055419922e-01,9.515089988708496094e-01,9.495980143547058105e-01,9.562319517135620117e-01,9.547579288482666016e-01,9.433472156524658203e-01,9.377267956733703613e-01,9.376054406166076660e-01,9.409442543983459473e-01,9.373799562454223633e-01
9.006780982017517090e-01,9.021630287170410156e-01,9.104270339012145996e-01,9.064515233039855957e-01,9.054614305496215820e-01,8.830510973930358887e-01,8.707130551338195801e-01,8.576191067695617676e-01,8.631299138069152832e-01,8.765715360641479492e-01,8.943336009979248047e-01,9.050823450088500977e-01,9.087376594543457031e-01,9.085945487022399902e-01,9.048094153404235840e-01,8.577711582183837891e-01,8.464210629463195801e-01,8.769012093544006348e-01,8.975656032562255859e-01,9.175326824188232422e-01,9.213344454765319824e-01,9.064432978630065918e-01,8.995988965034484863e-01,9.022471904754638672e-01,9.071691632270812988e-01,8.766004443168640137e-01,8.878031969070434570e-01,9.263331294059753418e-01,9.175982475280761719e-01,9.161718487739562988e-01,8.852421045303344727e-01,8.506131768226623535e-01,8.714945316314697266e-01,9.139397144317626953e-01,9.303967356681823730e-01,9.366227984428405762e-01,9.326117038726806641e-01,9.370984435081481934e-01,9.318005442619323730e-01,9.363154172897338867e-01,9.249385595321655273e-01,9.262888431549072266e-01,9.266642928123474121e-01,9.333258271217346191e-01,9.373840093612670898e-01,9.306031465530395508e-01,9.234424829483032227e-01,8.972719907760620117e-01,8.821352124214172363e-01,8.992905020713806152e-01,9.048631787300109863e-01,9.114217162132263184e-01,9.245117902755737305e-01,9.428158402442932129e-01,9.466701745986938477e-01,9.377408623695373535e-01,9.470350146293640137e-01,9.401746988296508789e-01,9.336858391761779785e-01,9.289359450340270996e-01,9.252841472625732422e-01,9.297131896018981934e-01,9.293090701103210449e-01
9.041614532470703125e-01,9.073230028152465820e-01,9.189035296440124512e-01,9.111966490745544434e-01,9.084144830703735352e-01,8.907153010368347168e-01,8.745241761207580566e-01,8.651809692382812500e-01,8.692238926887512207e-01,8.823118209838867188e-01,8.971656560897827148e-01,9.307634234428405762e-01,9.442999362945556641e-01,9.226832985877990723e-01,9.049454927444458008e-01,8.636184930801391602e-01,8.562788367271423340e-01,8.732875585556030273e-01,9.024380445480346680e-01,9.086534380912780762e-01,9.066619873046875000e-01,9.070286750793457031e-01,9.133068323135375977e-01,9.097930192947387695e-01,9.427103996276855469e-01,9.188531041145324707e-01,9.256999492645263672e-01,9.485979080200195312e-01,9.453485012054443359e-01,9.381341338157653809e-01,9.121162295341491699e-01,8.864555358886718750e-01,9.047667384147644043e-01,9.227629303932189941e-01,9.364356398582458496e-01,9.461131691932678223e-01,9.478651881217956543e-01,9.428406953811645508e-01,9.234745502471923828e-01,9.229271411895751953e-01,9.208893775939941406e-01,9.230297803878784180e-01,9.252495765686035156e-01,9.372074604034423828e-01,9.458013176918029785e-01,9.346169233322143555e-01,9.227075576782226562e-01,8.851236104965209961e-01,8.728949427604675293e-01,9.049711823463439941e-01,9.180540442466735840e-01,9.211400747299194336e-01,9.213470220565795898e-01,9.449339509010314941e-01,9.494350552558898926e-01,9.487994909286499023e-01,9.547808766365051270e-01,9.401783347129821777e-01,9.338239431381225586e-01,9.299964308738708496e-01,9.263159632682800293e-01,9.287803769111633301e-01,9.274218082427978516e-01
8.990766406059265137e-01,9.010235071182250977e-01,9.066687822341918945e-01,9.037127494812011719e-01,9.039486646652221680e-01,8.867467045783996582e-01,8.712577819824218750e-01,8.579943180084228516e-01,8.601588606834411621e-01,8.722256422042846680e-01,8.847531676292419434e-01,8.951877355575561523e-01,9.026340842247009277e-01,8.962683677673339844e-01,8.946779966354370117e-01,8.478457331657409668e-01,8.454639315605163574e-01,8.611455559730529785e-01,8.811194300651550293e-01,8.995380401611328125e-01,9.102810025215148926e-01,9.073517322540283203e-01,9.083609580993652344e-01,8.960080146789550781e-01,9.081498980522155762e-01,8.814479112625122070e-01,8.957940936088562012e-01,9.239503145217895508e-01,9.111758470535278320e-01,9.184867143630981445e-01,8.859907984733581543e-01,8.309308290481567383e-01,8.513703346252441406e-01,8.916164040565490723e-01,9.161673784255981445e-01,9.290487170219421387e-01,9.148761034011840820e-01,9.188195466995239258e-01,9.120065569877624512e-01,9.159108400344848633e-01,9.106295704841613770e-01,9.129187464714050293e-01,9.186203479766845703e-01,9.226562976837158203e-01,9.324077963829040527e-01,9.211134910583496094e-01,9.071381688117980957e-01,8.655385971069335938e-01,8.569689989089965820e-01,8.818848133087158203e-01,8.848888278007507324e-01,9.050604701042175293e-01,9.177913665771484375e-01,9.335694909095764160e-01,9.332499504089355469e-01,9.302403926849365234e-01,9.424006342887878418e-01,9.380460381507873535e-01,9.281087517738342285e-01,9.191210269927978516e-01,9.183158874511718750e-01,9.259618520736694336e-01,9.188780188560485840e-01
8.956276774406433105e-01,8.988001346588134766e-01,9.051173925399780273e-01,9.049432277679443359e-01,9.104659557342529297e-01,8.811861872673034668e-01,8.622221946716308594e-01,8.539699316024780273e-01,8.590413928031921387e-01,8.699593544006347656e-01,8.861741423606872559e-01,9.029396772384643555e-01,9.223405718803405762e-01,9.217302203178405762e-01,9.065983891487121582e-01,8.535603880882263184e-01,8.441922068595886230e-01,8.652129173278808594e-01,8.710165023803710938e-01,8.975807428359985352e-01,9.103677272796630859e-01,9.040764570236206055e-01,9.082025885581970215e-01,9.063323140144348145e-01,9.195226430892944336e-01,8.900086879730224609e-01,9.019144177436828613e-01,9.415971040725708008e-01,9.258501529693603516e-01,9.351713657379150391e-01,9.007157683372497559e-01,8.501805663108825684e-01,8.733149766921997070e-01,9.103554487228393555e-01,9.300002455711364746e-01,9.496212005615234375e-01,9.395446777343750000e-01,9.249578118324279785e-01,9.092277884483337402e-01,9.234305620193481445e-01,9.192561507225036621e-01,9.161141514778137207e-01,9.183821678161621094e-01,9.172579050064086914e-01,9.322264194488525391e-01,9.277999997138977051e-01,9.105609655380249023e-01,8.632241487503051758e-01,8.569324612617492676e-01,8.867816329002380371e-01,8.896273970603942871e-01,9.089971780776977539e-01,9.234961271286010742e-01,9.345310926437377930e-01,9.355861544609069824e-01,9.411655664443969727e-01,9.461913108825683594e-01,9.404485821723937988e-01,9.350650310516357422e-01,9.237592220306396484e-01,9.212496280670166016e-01,9.274427294731140137e-01,9.175038337707519531e-01
