0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.930061101913452148e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.595198035240173340e-01,8.967788815498352051e-01,9.618697166442871094e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.869385957717895508e-01,9.346116185188293457e-01,9.170721173286437988e-01,9.338600635528564453e-01,9.474650025367736816e-01,9.955299496650695801e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.682742357254028320e-01,8.879202008247375488e-01,8.508484959602355957e-01,8.880571722984313965e-01,9.910865426063537598e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.924111366271972656e-01,9.786000847816467285e-01,9.947139620780944824e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.134476780891418457e-01,9.095181822776794434e-01,9.206597805023193359e-01,9.103969335556030273e-01,9.094476103782653809e-01,9.068250060081481934e-01,9.126538634300231934e-01,9.295255541801452637e-01,9.326102733612060547e-01,9.338445663452148438e-01,9.376445412635803223e-01,9.324198365211486816e-01,9.249885082244873047e-01,9.205116629600524902e-01,9.367701411247253418e-01,9.509357810020446777e-01,9.562427401542663574e-01,9.791278243064880371e-01,1.000000000000000000e+00,9.838228225708007812e-01,9.621604681015014648e-01,9.521313309669494629e-01,9.536369442939758301e-01,9.475131630897521973e-01,9.448753595352172852e-01,9.435668587684631348e-01,9.530565738677978516e-01,9.494903087615966797e-01,9.455915093421936035e-01,9.594096541404724121e-01,9.566993713378906250e-01,9.482541680335998535e-01,9.412223100662231445e-01,9.491102695465087891e-01,9.579499363899230957e-01,9.430376291275024414e-01,9.395445585250854492e-01,9.513286352157592773e-01,9.697253704071044922e-01,9.846298694610595703e-01,9.578869342803955078e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.500462412834167480e-01,9.496284127235412598e-01,9.507035017013549805e-01,9.574171900749206543e-01,9.583963155746459961e-01,9.515498876571655273e-01,9.657125473022460938e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.427839517593383789e-01,9.584257602691650391e-01,9.801071882247924805e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.701220989227294922e-01,9.706383943557739258e-01,9.879208803176879883e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.980342984199523926e-01,9.985988140106201172e-01,9.892916083335876465e-01,9.735183119773864746e-01
9.085955023765563965e-01,9.181995391845703125e-01,9.332062602043151855e-01,9.367580413818359375e-01,9.481197595596313477e-01,9.398164153099060059e-01,9.305641055107116699e-01,9.481530785560607910e-01,9.520510435104370117e-01,9.466663002967834473e-01,9.425106048583984375e-01,9.422744512557983398e-01,9.426515102386474609e-01,9.323124289512634277e-01,9.382250308990478516e-01,9.418714046478271484e-01,9.412261843681335449e-01,9.463062286376953125e-01,9.520624876022338867e-01,9.527885913848876953e-01,9.502311348915100098e-01,9.393930435180664062e-01,9.375715851783752441e-01,9.313929677009582520e-01,9.334920644760131836e-01,9.282505512237548828e-01,9.391199350357055664e-01,9.338196516036987305e-01,9.356771111488342285e-01,9.464609622955322266e-01,9.467172622680664062e-01,9.354463815689086914e-01,9.190890789031982422e-01,9.287515282630920410e-01,9.399262070655822754e-01,9.285708069801330566e-01,9.302111268043518066e-01,9.446952342987060547e-01,9.513285756111145020e-01,9.493924379348754883e-01,9.316253662109375000e-01,9.527862071990966797e-01,9.496378898620605469e-01,9.605366587638854980e-01,9.358208775520324707e-01,9.379348754882812500e-01,9.346413612365722656e-01,9.387515783309936523e-01,9.387060999870300293e-01,9.338819384574890137e-01,9.455214738845825195e-01,9.375960826873779297e-01,8.930981755256652832e-01,8.934479355812072754e-01,9.204310178756713867e-01,9.343228340148925781e-01,9.490295648574829102e-01,9.332933425903320312e-01,9.428864717483520508e-01,9.381527304649353027e-01,9.084416627883911133e-01,8.848752379417419434e-01,8.833684921264648438e-01,9.004522562026977539e-01,9.717107415199279785e-01,9.568476080894470215e-01,9.600951075553894043e-01,9.785048961639404297e-01,9.694740176200866699e-01,9.666057825088500977e-01,9.690896868705749512e-01,9.704728722572326660e-01,9.651287794113159180e-01,9.624254107475280762e-01,9.658197760581970215e-01
8.768608570098876953e-01,8.840654492378234863e-01,8.963716030120849609e-01,8.843724727630615234e-01,8.895527720451354980e-01,8.912983536720275879e-01,8.852050900459289551e-01,9.002734422683715820e-01,9.058230519294738770e-01,8.981454968452453613e-01,8.917417526245117188e-01,8.903775215148925781e-01,8.921442031860351562e-01,8.911147713661193848e-01,9.017652273178100586e-01,9.133341312408447266e-01,9.212964773178100586e-01,9.436127543449401855e-01,9.628861546516418457e-01,9.501125216484069824e-01,9.458289742469787598e-01,9.347255229949951172e-01,9.238080978393554688e-01,9.180708527565002441e-01,9.176825284957885742e-01,9.158933162689208984e-01,9.187595248222351074e-01,9.147669076919555664e-01,9.241903424263000488e-01,9.307010769844055176e-01,9.298980236053466797e-01,9.153856635093688965e-01,8.998567461967468262e-01,9.108956456184387207e-01,9.237321615219116211e-01,9.126194119453430176e-01,9.109126925468444824e-01,9.245171546936035156e-01,9.330804944038391113e-01,9.362707138061523438e-01,9.230051040649414062e-01,9.265077114105224609e-01,9.112495779991149902e-01,9.268904328346252441e-01,9.253772497177124023e-01,9.281387925148010254e-01,9.162134528160095215e-01,9.175736904144287109e-01,9.208790659904479980e-01,9.179282784461975098e-01,9.276397228240966797e-01,9.474619030952453613e-01,9.257779121398925781e-01,9.161692857742309570e-01,9.336450099945068359e-01,9.474254250526428223e-01,9.627690911293029785e-01,9.231855273246765137e-01,9.296372532844543457e-01,9.265096783638000488e-01,9.256182909011840820e-01,9.263901710510253906e-01,9.217396974563598633e-01,9.276810884475708008e-01,9.495370984077453613e-01,9.385519623756408691e-01,9.395265579223632812e-01,9.586566090583801270e-01,9.503346681594848633e-01,9.452526569366455078e-01,9.413197040557861328e-01,9.435489177703857422e-01,9.457702636718750000e-01,9.498395323753356934e-01,9.566233158111572266e-01
8.756925463676452637e-01,8.791927695274353027e-01,8.888576030731201172e-01,8.822653293609619141e-01,8.842482566833496094e-01,8.950520157814025879e-01,8.943049311637878418e-01,9.058769345283508301e-01,9.073964953422546387e-01,8.988880515098571777e-01,8.942368030548095703e-01,8.930565118789672852e-01,8.940889835357666016e-01,8.935643434524536133e-01,8.980797529220581055e-01,8.991997838020324707e-01,9.138973951339721680e-01,9.361979365348815918e-01,9.448796510696411133e-01,9.481639862060546875e-01,9.461438059806823730e-01,9.339733719825744629e-01,9.230689406394958496e-01,9.192153215408325195e-01,9.169719219207763672e-01,9.149995446205139160e-01,9.139853715896606445e-01,9.096480607986450195e-01,9.192515611648559570e-01,9.266478419303894043e-01,9.226679801940917969e-01,9.094823002815246582e-01,9.064953327178955078e-01,9.159276485443115234e-01,9.261364340782165527e-01,9.150321483612060547e-01,9.114083647727966309e-01,9.182022213935852051e-01,9.295838475227355957e-01,9.309083819389343262e-01,9.196262955665588379e-01,9.728446006774902344e-01,9.743219614028930664e-01,9.678453207015991211e-01,9.296460747718811035e-01,9.269422292709350586e-01,9.175056219100952148e-01,9.187837243080139160e-01,9.221109151840209961e-01,9.165412783622741699e-01,9.275335073471069336e-01,9.423743486404418945e-01,9.139670133590698242e-01,9.072827100753784180e-01,9.233872294425964355e-01,9.359663724899291992e-01,9.590234160423278809e-01,9.220708608627319336e-01,9.267374873161315918e-01,9.198781847953796387e-01,8.961070775985717773e-01,8.894338011741638184e-01,8.916843533515930176e-01,9.085456728935241699e-01,9.642312526702880859e-01,9.438092708587646484e-01,9.448590278625488281e-01,9.637287259101867676e-01,9.628728628158569336e-01,9.587918519973754883e-01,9.572809338569641113e-01,9.566101431846618652e-01,9.628805518150329590e-01,9.589408040046691895e-01,9.543631076812744141e-01
8.889666199684143066e-01,8.868929147720336914e-01,8.895252346992492676e-01,8.868339061737060547e-01,8.937122821807861328e-01,8.980426192283630371e-01,9.015826582908630371e-01,9.058347940444946289e-01,8.982207775115966797e-01,8.969048261642456055e-01,8.995741605758666992e-01,9.090749025344848633e-01,9.089291095733642578e-01,9.023576378822326660e-01,8.951963782310485840e-01,8.946404457092285156e-01,9.131781458854675293e-01,9.395143389701843262e-01,9.403792619705200195e-01,9.375132322311401367e-01,9.315776824951171875e-01,9.232438802719116211e-01,9.130967259407043457e-01,9.112975597381591797e-01,9.088925123214721680e-01,9.104305505752563477e-01,9.119389057159423828e-01,8.989846706390380859e-01,9.113640785217285156e-01,9.234064221382141113e-01,9.115675091743469238e-01,9.005265235900878906e-01,8.998240828514099121e-01,9.106193780899047852e-01,9.150136709213256836e-01,9.068175554275512695e-01,9.051885008811950684e-01,9.159060120582580566e-01,9.247806668281555176e-01,9.269571304321289062e-01,9.104591012001037598e-01,9.022460579872131348e-01,8.879587650299072266e-01,9.052597880363464355e-01,9.197803139686584473e-01,9.127816557884216309e-01,9.123755097389221191e-01,9.157626032829284668e-01,9.100212454795837402e-01,9.089726805686950684e-01,9.175849556922912598e-01,9.303432703018188477e-01,8.983689546585083008e-01,8.930656313896179199e-01,9.116439223289489746e-01,9.177298545837402344e-01,9.415029883384704590e-01,9.121215939521789551e-01,9.177044630050659180e-01,8.929448127746582031e-01,8.706991076469421387e-01,8.835357427597045898e-01,9.023383855819702148e-01,9.076490402221679688e-01,9.332226514816284180e-01,9.303790330886840820e-01,9.249930381774902344e-01,9.355720281600952148e-01,9.304895401000976562e-01,9.198352694511413574e-01,9.255291819572448730e-01,9.360204339027404785e-01,9.548168778419494629e-01,9.485834240913391113e-01,9.428823590278625488e-01
8.892790079116821289e-01,8.864247798919677734e-01,8.842892646789550781e-01,8.807536363601684570e-01,8.887517452239990234e-01,8.875517249107360840e-01,8.923565745353698730e-01,8.963124752044677734e-01,8.937208652496337891e-01,8.916813731193542480e-01,8.887918591499328613e-01,8.944961428642272949e-01,8.933705687522888184e-01,8.900635242462158203e-01,8.949021100997924805e-01,9.015974998474121094e-01,9.108954071998596191e-01,9.336941838264465332e-01,9.454271197319030762e-01,9.411829113960266113e-01,9.409881234169006348e-01,9.263162612915039062e-01,9.142252802848815918e-01,9.242988228797912598e-01,9.178982377052307129e-01,9.052183628082275391e-01,9.038729071617126465e-01,9.004327058792114258e-01,9.127653837203979492e-01,9.273894429206848145e-01,9.188312888145446777e-01,9.122373461723327637e-01,8.994898796081542969e-01,9.100677371025085449e-01,9.158931374549865723e-01,9.079738855361938477e-01,9.129136204719543457e-01,9.196397662162780762e-01,9.317854046821594238e-01,9.339880347251892090e-01,9.093740582466125488e-01,9.472106695175170898e-01,9.429174065589904785e-01,9.596344232559204102e-01,9.325619339942932129e-01,9.196636676788330078e-01,9.159524440765380859e-01,9.153147339820861816e-01,9.057229161262512207e-01,9.146533608436584473e-01,9.322128891944885254e-01,9.446701407432556152e-01,9.078026413917541504e-01,8.955907821655273438e-01,9.241701364517211914e-01,9.418046474456787109e-01,9.560312032699584961e-01,9.219182133674621582e-01,9.290171861648559570e-01,9.100427031517028809e-01,8.984025716781616211e-01,8.905230760574340820e-01,8.904484510421752930e-01,9.051370620727539062e-01,9.588143229484558105e-01,9.443311095237731934e-01,9.496331810951232910e-01,9.616488218307495117e-01,9.563162922859191895e-01,9.490118026733398438e-01,9.464337229728698730e-01,9.540088176727294922e-01,9.711452126502990723e-01,9.551219344139099121e-01,9.437574744224548340e-01
8.765227198600769043e-01,8.826829791069030762e-01,8.889924287796020508e-01,8.855224847793579102e-01,8.872279524803161621e-01,9.011870026588439941e-01,9.031187295913696289e-01,9.018537998199462891e-01,9.164776206016540527e-01,9.086506366729736328e-01,8.950386047363281250e-01,8.949856758117675781e-01,8.927896022796630859e-01,8.879918456077575684e-01,8.958478569984436035e-01,8.980547189712524414e-01,9.011217951774597168e-01,9.178944230079650879e-01,9.346438646316528320e-01,9.324517846107482910e-01,9.321734905242919922e-01,9.196383953094482422e-01,9.121035933494567871e-01,9.185736179351806641e-01,9.056887626647949219e-01,8.951346278190612793e-01,9.002634882926940918e-01,8.988714218139648438e-01,9.050725102424621582e-01,9.167017936706542969e-01,9.181772470474243164e-01,9.104366898536682129e-01,8.935244083404541016e-01,8.964467048645019531e-01,9.123878479003906250e-01,9.027343988418579102e-01,8.999483585357666016e-01,9.070954918861389160e-01,9.204586148262023926e-01,9.191213846206665039e-01,9.047821164131164551e-01,9.138458371162414551e-01,8.953205347061157227e-01,9.134321808815002441e-01,9.142170548439025879e-01,9.068517684936523438e-01,9.014762639999389648e-01,9.047231674194335938e-01,8.994598984718322754e-01,9.010177850723266602e-01,9.095045328140258789e-01,9.236415624618530273e-01,9.033571481704711914e-01,8.934230804443359375e-01,9.065518975257873535e-01,9.267938733100891113e-01,9.400683641433715820e-01,9.006200432777404785e-01,9.153135418891906738e-01,9.036549329757690430e-01,8.776359558105468750e-01,8.703565001487731934e-01,8.776621222496032715e-01,8.898321986198425293e-01,9.256544113159179688e-01,9.261885881423950195e-01,9.300882816314697266e-01,9.225955605506896973e-01,9.204544425010681152e-01,9.194406867027282715e-01,9.251048564910888672e-01,9.380627870559692383e-01,9.510025382041931152e-01,9.474499225616455078e-01,9.409589171409606934e-01
8.772811293601989746e-01,8.858575820922851562e-01,8.920419216156005859e-01,8.837578892707824707e-01,8.829516172409057617e-01,8.882901072502136230e-01,8.878843188285827637e-01,8.909548521041870117e-01,8.949002623558044434e-01,8.946266174316406250e-01,8.893795013427734375e-01,8.947045207023620605e-01,8.936064243316650391e-01,8.792547583580017090e-01,8.889917135238647461e-01,8.941672444343566895e-01,9.056561589241027832e-01,9.302611351013183594e-01,9.539264440536499023e-01,9.430877566337585449e-01,9.309291839599609375e-01,9.237452745437622070e-01,9.190197587013244629e-01,9.114950299263000488e-01,9.032238125801086426e-01,9.022812843322753906e-01,9.106798768043518066e-01,9.045270085334777832e-01,9.086657762527465820e-01,9.151395559310913086e-01,9.207567572593688965e-01,9.137047529220581055e-01,8.974626064300537109e-01,9.021199345588684082e-01,9.117870330810546875e-01,9.068710207939147949e-01,9.035616517066955566e-01,9.074838757514953613e-01,9.117748737335205078e-01,9.163976907730102539e-01,9.120790958404541016e-01,9.328123927116394043e-01,9.146248698234558105e-01,9.291155934333801270e-01,9.123380780220031738e-01,9.053224921226501465e-01,9.005590677261352539e-01,9.079808592796325684e-01,9.121819138526916504e-01,9.098076820373535156e-01,9.238171577453613281e-01,9.284076094627380371e-01,8.976671099662780762e-01,8.865461349487304688e-01,8.942953944206237793e-01,9.133545756340026855e-01,9.292685389518737793e-01,8.988288640975952148e-01,9.076447486877441406e-01,8.947310447692871094e-01,8.840110301971435547e-01,8.843331933021545410e-01,8.849635720252990723e-01,8.899260163307189941e-01,9.343672990798950195e-01,9.249614477157592773e-01,9.258463382720947266e-01,9.383389353752136230e-01,9.344246387481689453e-01,9.215057492256164551e-01,9.286199212074279785e-01,9.393180608749389648e-01,9.369009733200073242e-01,9.283965826034545898e-01,9.283043146133422852e-01
