0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.647151589393615723e-01,7.349574565887451172e-01,4.913669526576995850e-01,2.943214178085327148e-01,2.541794776916503906e-01,3.208862841129302979e-01,4.868243634700775146e-01,7.116037607192993164e-01,8.336852788925170898e-01,8.902362585067749023e-01,8.991421461105346680e-01
8.604963421821594238e-01,7.976607680320739746e-01,5.991272926330566406e-01,4.167813956737518311e-01,3.783071339130401611e-01,4.086637198925018311e-01,5.170354843139648438e-01,7.054083943367004395e-01,8.292698264122009277e-01,8.730470538139343262e-01,8.881294131278991699e-01
8.274974822998046875e-01,7.934916019439697266e-01,7.145713567733764648e-01,6.089500784873962402e-01,5.679257512092590332e-01,5.942660570144653320e-01,6.785438656806945801e-01,7.935448288917541504e-01,8.670448064804077148e-01,8.747376799583435059e-01,8.819977641105651855e-01
8.015282154083251953e-01,6.091193556785583496e-01,4.312608540058135986e-01,3.452836275100708008e-01,3.631099164485931396e-01,3.911190927028656006e-01,4.632875919342041016e-01,5.807735919952392578e-01,6.814865469932556152e-01,7.686803936958312988e-01,8.226790428161621094e-01
8.300706744194030762e-01,7.159119844436645508e-01,5.188497304916381836e-01,3.659906983375549316e-01,3.532647788524627686e-01,3.857748508453369141e-01,4.757780730724334717e-01,6.197200417518615723e-01,7.413554191589355469e-01,8.001527190208435059e-01,8.406183719635009766e-01
8.103358149528503418e-01,7.209414243698120117e-01,6.056708693504333496e-01,5.551482439041137695e-01,5.549730658531188965e-01,5.471690893173217773e-01,6.095586419105529785e-01,7.268349528312683105e-01,7.933973670005798340e-01,8.278936743736267090e-01,8.605611324310302734e-01
7.932540774345397949e-01,6.903030872344970703e-01,5.876742005348205566e-01,5.330895185470581055e-01,5.319469571113586426e-01,5.594317317008972168e-01,6.287445425987243652e-01,7.213369011878967285e-01,7.780357599258422852e-01,8.190289735794067383e-01,8.492441177368164062e-01
8.007203936576843262e-01,6.974014639854431152e-01,5.996841788291931152e-01,5.384936332702636719e-01,5.252340435981750488e-01,5.273860096931457520e-01,5.971009731292724609e-01,7.057747244834899902e-01,7.811809778213500977e-01,8.138648867607116699e-01,8.418655395507812500e-01
7.799012064933776855e-01,6.489316821098327637e-01,5.259852409362792969e-01,4.776944518089294434e-01,4.815847873687744141e-01,5.118256211280822754e-01,5.672980546951293945e-01,6.758590340614318848e-01,7.672815918922424316e-01,7.943938374519348145e-01,8.230052590370178223e-01
8.053158521652221680e-01,7.182111740112304688e-01,5.542488098144531250e-01,4.344751238822937012e-01,3.909251093864440918e-01,4.241305291652679443e-01,5.311375260353088379e-01,6.759566068649291992e-01,7.684995532035827637e-01,8.041078448295593262e-01,8.392226099967956543e-01
7.918658852577209473e-01,7.060912251472473145e-01,6.000019311904907227e-01,5.183477401733398438e-01,5.001559257507324219e-01,5.400132536888122559e-01,6.061950325965881348e-01,6.977691650390625000e-01,7.626752853393554688e-01,7.964785099029541016e-01,8.374814391136169434e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.469446951953614189e-18,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17,-3.109246522005967991e-17
-2.945015439763665199e-03,-2.945015439763665199e-03,-2.945015439763665199e-03,-2.945015439763665199e-03,-2.945015439763665199e-03,4.525466263294219971e-02,8.280957490205764771e-02,8.280957490205764771e-02,8.280957490205764771e-02,8.280957490205764771e-02,8.280957490205764771e-02
-9.566074237227439880e-03,-9.566074237227439880e-03,-9.566074237227439880e-03,-9.566074237227439880e-03,-9.566074237227439880e-03,2.846591733396053314e-02,6.205792352557182312e-02,6.205792352557182312e-02,6.205792352557182312e-02,6.205792352557182312e-02,6.205792352557182312e-02
1.193499541841447353e-03,1.193499541841447353e-03,1.193499541841447353e-03,1.193499541841447353e-03,1.193499541841447353e-03,2.103687077760696411e-02,3.774308785796165466e-02,3.774308785796165466e-02,3.774308785796165466e-02,3.774308785796165466e-02,3.774308785796165466e-02
-7.588583510369062424e-03,-7.588583510369062424e-03,-7.588583510369062424e-03,-7.588583510369062424e-03,-7.588583510369062424e-03,3.266797959804534912e-02,6.103784590959548950e-02,6.103784590959548950e-02,6.103784590959548950e-02,6.103784590959548950e-02,6.103784590959548950e-02
-1.182993315160274506e-02,-1.182993315160274506e-02,-1.182993315160274506e-02,-1.182993315160274506e-02,-1.182993315160274506e-02,2.724086679518222809e-02,5.999478325247764587e-02,5.999478325247764587e-02,5.999478325247764587e-02,5.999478325247764587e-02,5.999478325247764587e-02
-8.379469509236514568e-04,-8.379469509236514568e-04,-8.379469509236514568e-04,-8.379469509236514568e-04,-8.379469509236514568e-04,2.314912527799606323e-02,4.157186299562454224e-02,4.157186299562454224e-02,4.157186299562454224e-02,4.157186299562454224e-02,4.157186299562454224e-02
2.345184562727808952e-03,2.345184562727808952e-03,2.345184562727808952e-03,2.345184562727808952e-03,2.345184562727808952e-03,2.598800882697105408e-02,4.263634607195854187e-02,4.263634607195854187e-02,4.263634607195854187e-02,4.263634607195854187e-02,4.263634607195854187e-02
-1.155198668129742146e-03,-1.155198668129742146e-03,-1.155198668129742146e-03,-1.155198668129742146e-03,-1.155198668129742146e-03,2.361288666725158691e-02,4.141869768500328064e-02,4.141869768500328064e-02,4.141869768500328064e-02,4.141869768500328064e-02,4.141869768500328064e-02
2.451006555929780006e-03,2.451006555929780006e-03,2.451006555929780006e-03,2.451006555929780006e-03,2.451006555929780006e-03,2.979633584618568420e-02,4.789341986179351807e-02,4.789341986179351807e-02,4.789341986179351807e-02,4.789341986179351807e-02,4.789341986179351807e-02
-5.509934388101100922e-03,-5.509934388101100922e-03,-5.509934388101100922e-03,-5.509934388101100922e-03,-5.509934388101100922e-03,2.682523801922798157e-02,5.426280573010444641e-02,5.426280573010444641e-02,5.426280573010444641e-02,5.426280573010444641e-02,5.426280573010444641e-02
-1.794614363461732864e-03,-1.794614363461732864e-03,-1.794614363461732864e-03,-1.794614363461732864e-03,-1.794614363461732864e-03,2.190751954913139343e-02,4.111841693520545959e-02,4.111841693520545959e-02,4.111841693520545959e-02,4.111841693520545959e-02,4.111841693520545959e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,1.387778780781445676e-17,1.387778780781445676e-17,1.387778780781445676e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17,-3.743857833595425717e-17
7.427161931991577148e-02,7.427161931991577148e-02,7.427161931991577148e-02,7.427161931991577148e-02,7.427161931991577148e-02,5.999696254730224609e-02,2.431693114340305328e-02,2.431693114340305328e-02,2.431693114340305328e-02,2.431693114340305328e-02,2.431693114340305328e-02
5.910589918494224548e-02,5.910589918494224548e-02,5.910589918494224548e-02,5.910589918494224548e-02,5.910589918494224548e-02,5.282896384596824646e-02,2.539271861314773560e-02,2.539271861314773560e-02,2.539271861314773560e-02,2.539271861314773560e-02,2.539271861314773560e-02
3.376261517405509949e-02,3.376261517405509949e-02,3.376261517405509949e-02,3.376261517405509949e-02,3.376261517405509949e-02,2.919149212539196014e-02,1.395307946950197220e-02,1.395307946950197220e-02,1.395307946950197220e-02,1.395307946950197220e-02,1.395307946950197220e-02
4.960223287343978882e-02,4.960223287343978882e-02,4.960223287343978882e-02,4.960223287343978882e-02,4.960223287343978882e-02,3.698707371950149536e-02,1.896832510828971863e-02,1.896832510828971863e-02,1.896832510828971863e-02,1.896832510828971863e-02,1.896832510828971863e-02
5.529658496379852295e-02,5.529658496379852295e-02,5.529658496379852295e-02,5.529658496379852295e-02,5.529658496379852295e-02,4.670202732086181641e-02,2.351120114326477051e-02,2.351120114326477051e-02,2.351120114326477051e-02,2.351120114326477051e-02,2.351120114326477051e-02
3.350275382399559021e-02,3.350275382399559021e-02,3.350275382399559021e-02,3.350275382399559021e-02,3.350275382399559021e-02,2.633024752140045166e-02,1.320256385952234268e-02,1.320256385952234268e-02,1.320256385952234268e-02,1.320256385952234268e-02,1.320256385952234268e-02
3.232564032077789307e-02,3.232564032077789307e-02,3.232564032077789307e-02,3.232564032077789307e-02,3.232564032077789307e-02,2.351832389831542969e-02,1.054269075393676758e-02,1.054269075393676758e-02,1.054269075393676758e-02,1.054269075393676758e-02,1.054269075393676758e-02
3.445141762495040894e-02,3.445141762495040894e-02,3.445141762495040894e-02,3.445141762495040894e-02,3.445141762495040894e-02,2.683972194790840149e-02,1.401045359671115875e-02,1.401045359671115875e-02,1.401045359671115875e-02,1.401045359671115875e-02,1.401045359671115875e-02
3.765118867158889771e-02,3.765118867158889771e-02,3.765118867158889771e-02,3.765118867158889771e-02,3.765118867158889771e-02,2.634206414222717285e-02,1.114463340491056442e-02,1.114463340491056442e-02,1.114463340491056442e-02,1.114463340491056442e-02,1.114463340491056442e-02
4.919505864381790161e-02,4.919505864381790161e-02,4.919505864381790161e-02,4.919505864381790161e-02,4.919505864381790161e-02,4.078580439090728760e-02,1.967024058103561401e-02,1.967024058103561401e-02,1.967024058103561401e-02,1.967024058103561401e-02,1.967024058103561401e-02
3.400291129946708679e-02,3.400291129946708679e-02,3.400291129946708679e-02,3.400291129946708679e-02,3.400291129946708679e-02,2.656607516109943390e-02,1.338629145175218582e-02,1.338629145175218582e-02,1.338629145175218582e-02,1.338629145175218582e-02,1.338629145175218582e-02
