0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
8.743985891342163086e-01,8.806558251380920410e-01,7.604624032974243164e-01,5.326719880104064941e-01,4.267418384552001953e-01,5.097568035125732422e-01,5.926125049591064453e-01,7.091631293296813965e-01,7.960124015808105469e-01,8.391065001487731934e-01,8.618650436401367188e-01,8.818284273147583008e-01
8.661690950393676758e-01,8.768737316131591797e-01,8.435274362564086914e-01,6.627284884452819824e-01,4.717757403850555420e-01,4.466123282909393311e-01,5.561076998710632324e-01,7.055643200874328613e-01,8.094555735588073730e-01,8.566826581954956055e-01,8.878365159034729004e-01,9.069662690162658691e-01
8.532114028930664062e-01,8.269228935241699219e-01,8.224717974662780762e-01,7.254476547241210938e-01,6.345316767692565918e-01,6.281832456588745117e-01,6.665495038032531738e-01,7.646712064743041992e-01,8.279289007186889648e-01,8.539005517959594727e-01,8.913144469261169434e-01,9.108428359031677246e-01
8.479061722755432129e-01,7.652254700660705566e-01,6.112940311431884766e-01,4.509668052196502686e-01,3.847501575946807861e-01,4.800960123538970947e-01,5.556216239929199219e-01,6.152155399322509766e-01,6.944661736488342285e-01,7.642142176628112793e-01,8.361487984657287598e-01,8.702216148376464844e-01
8.411766886711120605e-01,8.451758623123168945e-01,7.710075378417968750e-01,5.949096083641052246e-01,4.662063419818878174e-01,4.648456871509552002e-01,5.567317008972167969e-01,6.599046587944030762e-01,7.339095473289489746e-01,7.841578125953674316e-01,8.309106230735778809e-01,8.593495488166809082e-01
8.399021625518798828e-01,7.973678708076477051e-01,7.425110936164855957e-01,6.242724061012268066e-01,5.588480830192565918e-01,5.738128423690795898e-01,6.251755952835083008e-01,7.247770428657531738e-01,7.893486022949218750e-01,8.316268324851989746e-01,8.728254437446594238e-01,8.963387608528137207e-01
8.324296474456787109e-01,7.713193893432617188e-01,7.056318521499633789e-01,6.353083848953247070e-01,5.860897302627563477e-01,6.212462782859802246e-01,6.846940517425537109e-01,7.634937167167663574e-01,8.010927438735961914e-01,8.327424526214599609e-01,8.690389990806579590e-01,8.804262280464172363e-01
8.345949053764343262e-01,7.752086520195007324e-01,7.075470685958862305e-01,6.195254921913146973e-01,5.488515496253967285e-01,5.753471851348876953e-01,6.321674585342407227e-01,6.999786496162414551e-01,7.565988898277282715e-01,8.163700103759765625e-01,8.611230850219726562e-01,8.741437196731567383e-01
