0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.074528217315673828e-01,9.120824933052062988e-01,8.859507441520690918e-01,8.827977180480957031e-01,8.922511339187622070e-01,8.889256715774536133e-01,8.931082487106323242e-01,8.966639041900634766e-01,9.051862359046936035e-01,9.045817255973815918e-01,9.070356488227844238e-01,9.135452508926391602e-01,9.279848933219909668e-01,9.371648430824279785e-01,9.299941658973693848e-01,9.327700138092041016e-01,9.378964900970458984e-01,9.508234858512878418e-01,9.512037038803100586e-01,9.493296742439270020e-01,9.641312360763549805e-01,9.763482213020324707e-01,9.649709463119506836e-01,9.559420943260192871e-01,9.483165144920349121e-01,9.463126063346862793e-01,9.431000947952270508e-01,9.464708566665649414e-01,9.457934498786926270e-01,9.393062591552734375e-01,9.379608631134033203e-01,9.454036951065063477e-01,9.583504199981689453e-01,9.611049294471740723e-01,9.713827371597290039e-01,9.641849994659423828e-01,9.898629784584045410e-01
8.970474004745483398e-01,8.962684273719787598e-01,8.756558299064636230e-01,8.785320520401000977e-01,8.882559537887573242e-01,8.760371804237365723e-01,8.954136967658996582e-01,8.956282734870910645e-01,9.015586376190185547e-01,9.104355573654174805e-01,9.171555638313293457e-01,9.245899319648742676e-01,9.375334978103637695e-01,9.413347840309143066e-01,9.407734870910644531e-01,9.442015886306762695e-01,9.445958137512207031e-01,9.515148401260375977e-01,9.478709101676940918e-01,9.471765756607055664e-01,9.478219151496887207e-01,9.543822407722473145e-01,9.534634351730346680e-01,9.498362541198730469e-01,9.370234608650207520e-01,9.246860742568969727e-01,9.300703406333923340e-01,9.342676997184753418e-01,9.363834857940673828e-01,9.292072057723999023e-01,9.254398941993713379e-01,9.362295866012573242e-01,9.462627768516540527e-01,9.388567209243774414e-01,9.622980952262878418e-01,9.693895578384399414e-01,9.686653017997741699e-01
8.721268773078918457e-01,8.911325335502624512e-01,8.816923499107360840e-01,8.852218389511108398e-01,8.938298225402832031e-01,8.822897076606750488e-01,8.954751491546630859e-01,8.955628871917724609e-01,8.966644406318664551e-01,9.142495989799499512e-01,9.186787605285644531e-01,9.227621555328369141e-01,9.209048748016357422e-01,9.285888075828552246e-01,9.286686778068542480e-01,9.256840348243713379e-01,9.304671883583068848e-01,9.314706921577453613e-01,9.344809055328369141e-01,9.332410097122192383e-01,9.276815652847290039e-01,9.243493676185607910e-01,9.293457269668579102e-01,9.343445897102355957e-01,9.181295633316040039e-01,9.127705693244934082e-01,9.215778112411499023e-01,9.270287752151489258e-01,9.236103892326354980e-01,9.069021344184875488e-01,9.080051779747009277e-01,9.174156188964843750e-01,9.227566123008728027e-01,9.152110219001770020e-01,9.271293878555297852e-01,9.417920112609863281e-01,9.679832458496093750e-01
8.764877319335937500e-01,9.024112820625305176e-01,8.935390114784240723e-01,8.947324752807617188e-01,8.951063156127929688e-01,8.858810067176818848e-01,8.977862596511840820e-01,9.009624123573303223e-01,9.014077186584472656e-01,9.089795947074890137e-01,9.090977907180786133e-01,9.104075431823730469e-01,9.175922870635986328e-01,9.204080104827880859e-01,9.113612174987792969e-01,9.096677303314208984e-01,9.174019098281860352e-01,9.196711778640747070e-01,9.267701506614685059e-01,9.305899739265441895e-01,9.278745055198669434e-01,9.188429713249206543e-01,9.248518347740173340e-01,9.268228411674499512e-01,9.160806536674499512e-01,9.134966731071472168e-01,9.177458882331848145e-01,9.232152104377746582e-01,9.168757796287536621e-01,9.071080088615417480e-01,9.081794023513793945e-01,9.106273651123046875e-01,9.168075323104858398e-01,9.153956770896911621e-01,9.312803149223327637e-01,9.399469494819641113e-01,9.507967829704284668e-01
8.702672123908996582e-01,8.910031318664550781e-01,8.834434151649475098e-01,8.856840729713439941e-01,8.921720385551452637e-01,8.807725906372070312e-01,8.866572976112365723e-01,8.802055120468139648e-01,8.863486051559448242e-01,8.969730138778686523e-01,8.911651968955993652e-01,8.923157453536987305e-01,9.008306264877319336e-01,9.108825325965881348e-01,9.165958762168884277e-01,9.102327227592468262e-01,9.091494083404541016e-01,9.079777598381042480e-01,9.148544073104858398e-01,9.220743775367736816e-01,9.189363121986389160e-01,9.046137928962707520e-01,9.081720113754272461e-01,9.150527119636535645e-01,9.042142629623413086e-01,9.022939801216125488e-01,9.097287058830261230e-01,9.103219509124755859e-01,9.120072126388549805e-01,8.996030688285827637e-01,8.967673778533935547e-01,9.001259207725524902e-01,9.082003831863403320e-01,9.083436131477355957e-01,9.166194200515747070e-01,9.227814078330993652e-01,9.340652823448181152e-01
8.746901154518127441e-01,8.833073973655700684e-01,8.789536952972412109e-01,8.876986503601074219e-01,8.873017430305480957e-01,8.776012659072875977e-01,8.805105686187744141e-01,8.710724711418151855e-01,8.785828351974487305e-01,8.933748006820678711e-01,9.006394743919372559e-01,9.016513228416442871e-01,9.099513292312622070e-01,9.222472906112670898e-01,9.198218584060668945e-01,9.154827594757080078e-01,9.148588180541992188e-01,9.122713208198547363e-01,9.238343238830566406e-01,9.274332523345947266e-01,9.238259196281433105e-01,9.232521057128906250e-01,9.185590744018554688e-01,9.165186882019042969e-01,9.070527553558349609e-01,9.039668440818786621e-01,9.095579981803894043e-01,9.074084162712097168e-01,9.072861671447753906e-01,8.933902382850646973e-01,9.001026153564453125e-01,9.088773727416992188e-01,9.162951707839965820e-01,9.094644784927368164e-01,9.121356606483459473e-01,9.155299663543701172e-01,9.351043105125427246e-01
8.686366081237792969e-01,8.760503530502319336e-01,8.696202635765075684e-01,8.757957220077514648e-01,8.730508089065551758e-01,8.594050407409667969e-01,8.625195622444152832e-01,8.660319447517395020e-01,8.806611895561218262e-01,8.841792345046997070e-01,8.925645947456359863e-01,8.973958492279052734e-01,9.006606340408325195e-01,9.038361907005310059e-01,8.920652270317077637e-01,8.939955830574035645e-01,9.001822471618652344e-01,9.063304662704467773e-01,9.131210446357727051e-01,9.110911488533020020e-01,9.092728495597839355e-01,9.108697175979614258e-01,9.106901288032531738e-01,9.160600304603576660e-01,9.031066298484802246e-01,8.967894315719604492e-01,9.003993272781372070e-01,8.997228741645812988e-01,9.078425765037536621e-01,8.987450003623962402e-01,9.022973775863647461e-01,9.002209305763244629e-01,9.014939665794372559e-01,8.944694995880126953e-01,9.100743532180786133e-01,9.166185855865478516e-01,9.159750342369079590e-01
8.614274859428405762e-01,8.810606002807617188e-01,8.849253654479980469e-01,8.945887684822082520e-01,8.942992091178894043e-01,8.809443116188049316e-01,8.795297145843505859e-01,8.872864246368408203e-01,9.026843309402465820e-01,8.916935324668884277e-01,8.991240262985229492e-01,9.029341340065002441e-01,8.989768028259277344e-01,8.957891464233398438e-01,8.859733939170837402e-01,8.906424641609191895e-01,9.049292802810668945e-01,9.111207127571105957e-01,9.114749431610107422e-01,9.169985651969909668e-01,9.192444086074829102e-01,9.173119664192199707e-01,9.184342622756958008e-01,9.215101599693298340e-01,9.004910588264465332e-01,8.939325809478759766e-01,8.945188522338867188e-01,8.954985737800598145e-01,9.081192612648010254e-01,9.024093747138977051e-01,8.961625695228576660e-01,8.971458673477172852e-01,8.944218754768371582e-01,8.964197039604187012e-01,9.150090217590332031e-01,9.135839343070983887e-01,9.286075234413146973e-01
