0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.975866079330444336e-01,9.870768189430236816e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.946399927139282227e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.994572401046752930e-01,9.311062097549438477e-01,9.595146775245666504e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.932658076286315918e-01,9.954226613044738770e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.275119304656982422e-01,9.294908642768859863e-01,9.352615475654602051e-01,9.362734556198120117e-01,9.343083500862121582e-01,9.333577752113342285e-01,9.340531826019287109e-01,9.389475584030151367e-01,9.411467909812927246e-01,9.405795335769653320e-01,9.390484094619750977e-01,9.306567907333374023e-01,9.358655810356140137e-01,9.381690025329589844e-01,9.338713884353637695e-01,9.384738206863403320e-01,9.364293217658996582e-01,9.336357116699218750e-01,9.356000423431396484e-01,9.565110206604003906e-01,9.860314726829528809e-01,9.957108497619628906e-01,9.711969494819641113e-01,9.794681072235107422e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.781106114387512207e-01,9.426510930061340332e-01,9.767358303070068359e-01,1.000000000000000000e+00,9.641371369361877441e-01,9.369256496429443359e-01,9.438854455947875977e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.906359910964965820e-01,9.752483367919921875e-01,9.696720838546752930e-01,9.680083990097045898e-01,9.892605543136596680e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.710339903831481934e-01,9.471733570098876953e-01,9.497079253196716309e-01,9.530714750289916992e-01,9.499958157539367676e-01,9.510087966918945312e-01
9.270346760749816895e-01,9.309403300285339355e-01,9.402267932891845703e-01,9.371956586837768555e-01,9.346210360527038574e-01,9.376677870750427246e-01,9.355266094207763672e-01,9.408117532730102539e-01,9.441455006599426270e-01,9.403298497200012207e-01,9.332033991813659668e-01,9.320746064186096191e-01,9.399936795234680176e-01,9.360128641128540039e-01,9.206534028053283691e-01,9.267161488533020020e-01,9.255670905113220215e-01,9.217049479484558105e-01,9.175809621810913086e-01,9.261537790298461914e-01,9.356945753097534180e-01,9.455382227897644043e-01,9.385680556297302246e-01,9.473748207092285156e-01,9.541728496551513672e-01,9.547582268714904785e-01,9.409918189048767090e-01,9.207032322883605957e-01,9.314286708831787109e-01,9.508386850357055664e-01,9.399746060371398926e-01,9.249841570854187012e-01,9.294275641441345215e-01,9.402518868446350098e-01,9.077681303024291992e-01,9.157644510269165039e-01,9.406838417053222656e-01,9.373903274536132812e-01,9.411126375198364258e-01,9.458102583885192871e-01,9.605098962783813477e-01,9.623594880104064941e-01,9.623430967330932617e-01,9.563908576965332031e-01,9.440445899963378906e-01,9.456358551979064941e-01,9.427781701087951660e-01,9.350780844688415527e-01,9.397447705268859863e-01
9.085250496864318848e-01,9.092894792556762695e-01,9.150089025497436523e-01,9.079005718231201172e-01,9.104530811309814453e-01,9.123246073722839355e-01,9.086427092552185059e-01,9.165634512901306152e-01,9.145995974540710449e-01,9.104927778244018555e-01,9.167426824569702148e-01,9.138621091842651367e-01,9.201425313949584961e-01,9.132114648818969727e-01,8.973052501678466797e-01,8.934494256973266602e-01,8.868034482002258301e-01,8.867912292480468750e-01,8.922089338302612305e-01,9.149011969566345215e-01,9.226581454277038574e-01,9.226137995719909668e-01,9.147384166717529297e-01,9.345753192901611328e-01,9.410511255264282227e-01,9.289169907569885254e-01,9.204182028770446777e-01,9.082269668579101562e-01,9.130901694297790527e-01,9.260901212692260742e-01,9.225043654441833496e-01,8.935213088989257812e-01,9.054225683212280273e-01,9.369454383850097656e-01,9.127227067947387695e-01,9.256102442741394043e-01,9.419472217559814453e-01,9.358311295509338379e-01,9.229055047035217285e-01,9.223629832267761230e-01,9.450983405113220215e-01,9.562286734580993652e-01,9.449390769004821777e-01,9.353912472724914551e-01,9.259811043739318848e-01,9.229179620742797852e-01,9.215867519378662109e-01,9.152138829231262207e-01,9.238495826721191406e-01
8.948253989219665527e-01,8.985363245010375977e-01,9.076532125473022461e-01,9.016430974006652832e-01,9.037069678306579590e-01,9.105470776557922363e-01,9.007067084312438965e-01,9.061141014099121094e-01,9.072759747505187988e-01,9.079678058624267578e-01,9.053810834884643555e-01,9.060321450233459473e-01,9.095143675804138184e-01,8.945479989051818848e-01,8.913280367851257324e-01,9.010556340217590332e-01,8.998801112174987793e-01,8.926380872726440430e-01,8.999113440513610840e-01,9.251914620399475098e-01,9.363244175910949707e-01,9.372237324714660645e-01,9.140987992286682129e-01,9.328351616859436035e-01,9.520984292030334473e-01,9.379137158393859863e-01,9.164999723434448242e-01,8.944396376609802246e-01,9.048340320587158203e-01,9.195544123649597168e-01,9.155692458152770996e-01,8.900569081306457520e-01,9.031656384468078613e-01,9.301512837409973145e-01,9.069529175758361816e-01,9.226369261741638184e-01,9.308820962905883789e-01,9.313116669654846191e-01,9.206277728080749512e-01,9.155499935150146484e-01,9.351706504821777344e-01,9.452380537986755371e-01,9.472846388816833496e-01,9.386974573135375977e-01,9.232946038246154785e-01,9.163008332252502441e-01,9.112551808357238770e-01,9.110516309738159180e-01,9.285660386085510254e-01
9.012742042541503906e-01,8.993641138076782227e-01,9.090961813926696777e-01,8.983744382858276367e-01,9.081557989120483398e-01,9.049271941184997559e-01,8.957635760307312012e-01,9.004853367805480957e-01,8.992905616760253906e-01,9.033898115158081055e-01,9.005077481269836426e-01,8.878296017646789551e-01,8.918552398681640625e-01,8.861204385757446289e-01,8.904603123664855957e-01,9.048645496368408203e-01,9.047068953514099121e-01,8.983372449874877930e-01,8.875240683555603027e-01,8.924112915992736816e-01,8.978855609893798828e-01,9.076944589614868164e-01,8.950161337852478027e-01,9.043572545051574707e-01,9.158174991607666016e-01,9.143252372741699219e-01,9.031623005867004395e-01,8.851945996284484863e-01,8.885231018066406250e-01,9.032343029975891113e-01,9.074817895889282227e-01,8.904491066932678223e-01,8.959907889366149902e-01,9.101561307907104492e-01,8.697581291198730469e-01,8.894361257553100586e-01,9.158009886741638184e-01,9.151538610458374023e-01,9.070277214050292969e-01,8.989921808242797852e-01,9.158467054367065430e-01,9.253567457199096680e-01,9.224742650985717773e-01,9.268494248390197754e-01,9.119874835014343262e-01,9.088816642761230469e-01,9.105919599533081055e-01,9.050767421722412109e-01,9.111180901527404785e-01
9.000059962272644043e-01,9.006131291389465332e-01,9.087340831756591797e-01,8.982293009757995605e-01,8.964006900787353516e-01,8.913379311561584473e-01,8.926600813865661621e-01,8.990486264228820801e-01,8.969798088073730469e-01,9.006275534629821777e-01,9.028091430664062500e-01,8.876857757568359375e-01,8.937228918075561523e-01,8.879522085189819336e-01,8.899560570716857910e-01,8.985953330993652344e-01,8.987008929252624512e-01,8.959795832633972168e-01,8.955860733985900879e-01,9.148194789886474609e-01,9.370216727256774902e-01,9.468966126441955566e-01,9.170357584953308105e-01,9.409536719322204590e-01,9.569323658943176270e-01,9.341242909431457520e-01,9.139046072959899902e-01,8.956087827682495117e-01,9.053395390510559082e-01,9.190608263015747070e-01,9.199957251548767090e-01,8.987647294998168945e-01,8.991184234619140625e-01,9.234670400619506836e-01,8.951307535171508789e-01,9.153513312339782715e-01,9.376266598701477051e-01,9.257419109344482422e-01,9.166615605354309082e-01,9.156322479248046875e-01,9.241297245025634766e-01,9.402787089347839355e-01,9.442136287689208984e-01,9.366229176521301270e-01,9.207815527915954590e-01,9.208552241325378418e-01,9.140645265579223633e-01,9.073787331581115723e-01,9.136329293251037598e-01
8.885868787765502930e-01,8.904107213020324707e-01,8.990668654441833496e-01,8.961969017982482910e-01,8.938642144203186035e-01,8.860887885093688965e-01,8.842465877532958984e-01,8.978488445281982422e-01,8.950216770172119141e-01,8.932896256446838379e-01,9.020248651504516602e-01,8.953872919082641602e-01,8.959777951240539551e-01,8.830150961875915527e-01,8.846237659454345703e-01,8.881466984748840332e-01,8.834021091461181641e-01,8.843483328819274902e-01,8.913372159004211426e-01,8.983992338180541992e-01,8.956982493400573730e-01,9.001846313476562500e-01,8.855898380279541016e-01,8.971160054206848145e-01,9.119685888290405273e-01,9.118775129318237305e-01,9.082055091857910156e-01,8.859459161758422852e-01,8.842241168022155762e-01,8.997861146926879883e-01,9.026829004287719727e-01,8.904176950454711914e-01,8.929791450500488281e-01,9.125590920448303223e-01,8.839689493179321289e-01,8.959126472473144531e-01,9.172636270523071289e-01,9.146526455879211426e-01,9.045319557189941406e-01,9.053986668586730957e-01,9.160165786743164062e-01,9.111179113388061523e-01,9.147502183914184570e-01,9.113645553588867188e-01,9.030041098594665527e-01,9.067965149879455566e-01,9.030681252479553223e-01,9.039290547370910645e-01,9.076024293899536133e-01
9.027135968208312988e-01,9.003857374191284180e-01,9.036684036254882812e-01,9.015721678733825684e-01,8.983374238014221191e-01,8.920948505401611328e-01,8.903691768646240234e-01,9.021463990211486816e-01,8.955971598625183105e-01,9.027773141860961914e-01,9.051146507263183594e-01,9.028174281120300293e-01,9.045380949974060059e-01,8.866068720817565918e-01,8.878196477890014648e-01,8.867111206054687500e-01,8.762187957763671875e-01,8.842517733573913574e-01,9.032925367355346680e-01,9.184783101081848145e-01,9.208304882049560547e-01,9.269598722457885742e-01,9.110248684883117676e-01,9.192854166030883789e-01,9.282218813896179199e-01,9.192309975624084473e-01,9.144716262817382812e-01,8.921064734458923340e-01,8.995071053504943848e-01,9.175483584403991699e-01,9.081829786300659180e-01,8.896493911743164062e-01,9.034468531608581543e-01,9.259883761405944824e-01,8.859249353408813477e-01,9.028213024139404297e-01,9.369327425956726074e-01,9.301112890243530273e-01,9.211458563804626465e-01,9.169732928276062012e-01,9.380643963813781738e-01,9.377558231353759766e-01,9.203500151634216309e-01,9.126133918762207031e-01,8.986383676528930664e-01,9.053354263305664062e-01,9.082800149917602539e-01,9.027699232101440430e-01,9.052646160125732422e-01
