0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.464990854263305664e-02,0.000000000000000000e+00,7.688146084547042847e-02,2.807005308568477631e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.509990215301513672e-01,9.556180238723754883e-01,5.618281960487365723e-01,1.252408027648925781e-01,0.000000000000000000e+00,4.245425760746002197e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.391030073165893555e-01,9.338786602020263672e-01,9.665465354919433594e-01,1.000000000000000000e+00,9.803787469863891602e-01,6.768827438354492188e-01,5.085128545761108398e-01,4.153945446014404297e-01,1.733347624540328979e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.220871731638908386e-01,2.027661353349685669e-01,2.173146009445190430e-01,2.387864142656326294e-01,2.329145371913909912e-01,2.327262759208679199e-01,3.383536040782928467e-01,4.499420523643493652e-01,5.597440600395202637e-01,6.944720149040222168e-01,7.465021610260009766e-01,7.797867059707641602e-01,8.098239898681640625e-01,8.276184797286987305e-01,8.475142121315002441e-01,8.622326254844665527e-01,8.882389068603515625e-01,9.089065194129943848e-01,9.082617759704589844e-01
9.331076145172119141e-01,9.293167591094970703e-01,9.455498456954956055e-01,9.672112464904785156e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.128012776374816895e-01,5.859196186065673828e-01,6.001964211463928223e-01,6.014268994331359863e-01,5.961840152740478516e-01,6.172302961349487305e-01,5.758669376373291016e-01,5.385149717330932617e-01,5.928432941436767578e-01,7.411582469940185547e-01,8.395552635192871094e-01,8.446375727653503418e-01,8.336318731307983398e-01,8.219003677368164062e-01,8.361412286758422852e-01,8.392137885093688965e-01,8.492922782897949219e-01,8.659924864768981934e-01,8.853496313095092773e-01,8.987725377082824707e-01,8.902685642242431641e-01
9.406107068061828613e-01,9.368318319320678711e-01,9.638872146606445312e-01,9.797988533973693848e-01,9.962161779403686523e-01,7.970327138900756836e-01,6.665312051773071289e-01,5.325381159782409668e-01,2.850518226623535156e-01,2.612572610378265381e-01,3.001971542835235596e-01,4.555883109569549561e-01,5.303876996040344238e-01,5.811884403228759766e-01,6.062470078468322754e-01,5.202851891517639160e-01,3.956329524517059326e-01,3.574503660202026367e-01,4.206356108188629150e-01,5.416697263717651367e-01,6.373085379600524902e-01,7.139229774475097656e-01,7.914822101593017578e-01,8.356593251228332520e-01,8.573322892189025879e-01,8.653284907341003418e-01,8.795424103736877441e-01,8.982285261154174805e-01,9.029009342193603516e-01,9.011476039886474609e-01
9.117027521133422852e-01,9.142771363258361816e-01,9.381923079490661621e-01,9.559853076934814453e-01,9.573613405227661133e-01,7.946377992630004883e-01,6.528124809265136719e-01,4.553405642509460449e-01,1.148716211318969727e-01,1.743824630975723267e-01,2.780106365680694580e-01,4.123689532279968262e-01,4.577157199382781982e-01,5.066436529159545898e-01,5.217744708061218262e-01,4.358622431755065918e-01,2.922533154487609863e-01,2.163846492767333984e-01,2.617542445659637451e-01,3.802879750728607178e-01,5.496900081634521484e-01,6.522204875946044922e-01,7.265075445175170898e-01,7.698683142662048340e-01,7.849300503730773926e-01,8.054167032241821289e-01,8.386101126670837402e-01,8.579688668251037598e-01,8.663019537925720215e-01,8.658969998359680176e-01
8.886650204658508301e-01,8.955479264259338379e-01,9.127783179283142090e-01,9.108301997184753418e-01,9.278798103332519531e-01,7.295241355895996094e-01,5.535679459571838379e-01,4.286817014217376709e-01,1.425068825483322144e-01,2.237085402011871338e-01,3.098197579383850098e-01,4.103126227855682373e-01,4.149385094642639160e-01,4.200969338417053223e-01,4.446186721324920654e-01,3.983280360698699951e-01,3.401613235473632812e-01,3.561069965362548828e-01,4.197627007961273193e-01,4.816672205924987793e-01,5.843295454978942871e-01,6.515246033668518066e-01,6.962538957595825195e-01,7.335042953491210938e-01,7.490084171295166016e-01,7.921150922775268555e-01,8.213217854499816895e-01,8.265550136566162109e-01,8.454339504241943359e-01,8.448231220245361328e-01
9.041500687599182129e-01,9.079151749610900879e-01,9.361706376075744629e-01,9.354900121688842773e-01,9.499802589416503906e-01,7.914218306541442871e-01,7.144942879676818848e-01,7.735252380371093750e-01,7.791049480438232422e-01,5.983157753944396973e-01,5.481215119361877441e-01,5.637351274490356445e-01,5.717517137527465820e-01,5.921419858932495117e-01,6.204223036766052246e-01,6.026243567466735840e-01,5.598590970039367676e-01,5.436491966247558594e-01,5.449349284172058105e-01,5.759510993957519531e-01,6.157737970352172852e-01,6.967505216598510742e-01,7.468191981315612793e-01,7.862843275070190430e-01,8.002721071243286133e-01,8.352953791618347168e-01,8.488599061965942383e-01,8.442711234092712402e-01,8.679214119911193848e-01,8.714662790298461914e-01
9.243018031120300293e-01,9.279975891113281250e-01,9.367288351058959961e-01,9.300785064697265625e-01,9.461598992347717285e-01,8.105701804161071777e-01,6.837255954742431641e-01,7.314868569374084473e-01,6.417875885963439941e-01,5.033299326896667480e-01,4.572287797927856445e-01,5.041310191154479980e-01,5.081028938293457031e-01,5.177007317543029785e-01,5.305216908454895020e-01,5.323231816291809082e-01,5.187152028083801270e-01,5.286455750465393066e-01,5.380765199661254883e-01,5.718987584114074707e-01,6.403767466545104980e-01,7.114288210868835449e-01,7.545954585075378418e-01,7.845985889434814453e-01,8.039453029632568359e-01,8.349537253379821777e-01,8.495920896530151367e-01,8.664091825485229492e-01,8.830172419548034668e-01,8.847274780273437500e-01
8.915567994117736816e-01,8.943264484405517578e-01,9.202180504798889160e-01,9.274408817291259766e-01,9.374852180480957031e-01,7.860967516899108887e-01,6.521191000938415527e-01,6.513630747795104980e-01,4.852504134178161621e-01,4.005014300346374512e-01,4.099489450454711914e-01,4.538002014160156250e-01,4.533872306346893311e-01,4.695822894573211670e-01,4.762407243251800537e-01,4.482101798057556152e-01,3.870380520820617676e-01,3.842542469501495361e-01,4.205010235309600830e-01,4.510509669780731201e-01,5.581933856010437012e-01,6.690104007720947266e-01,7.246167063713073730e-01,7.503497600555419922e-01,7.656871080398559570e-01,8.006766438484191895e-01,8.209323883056640625e-01,8.372893929481506348e-01,8.506553173065185547e-01,8.498774766921997070e-01
